

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.64000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.24171474E-01      0.00000000E+00
       1      1.30668965E+00      1.30787917E+00
       2      7.58446155E-01      7.58760730E-01
       3      4.67772809E-01      4.67917549E-01
       4      2.93356677E-01      2.93437426E-01
       5      1.85109781E-01      1.85157834E-01
       6      1.17391299E-01      1.17420691E-01
       7      7.48222361E-02      7.48405019E-02
       8      4.79237718E-02      4.79352504E-02
       9      3.08358987E-02      3.08431738E-02
      10      1.99242665E-02      1.99289091E-02
      11      1.29231197E-02      1.29260992E-02
      12      8.41134875E-03      8.41327012E-03
      13      5.49220974E-03      5.49345399E-03
      14      3.59662873E-03      3.59743750E-03
      15      2.36159813E-03      2.36212560E-03
      16      1.55446792E-03      1.55481298E-03
      17      1.02549427E-03      1.02572063E-03
      18      6.77916827E-04      6.78065697E-04
      19      4.48985462E-04      4.49083597E-04
      20      2.97869774E-04      2.97934603E-04
      21      1.97919666E-04      1.97962575E-04
      22      1.31690447E-04      1.31718898E-04
      23      8.77326451E-05      8.77515401E-05
      24      5.85130794E-05      5.85256460E-05
      25      3.90640161E-05      3.90723847E-05
      26      2.61026521E-05      2.61082315E-05
      27      1.74554815E-05      1.74592053E-05
      28      1.16809462E-05      1.16834338E-05
      29      7.82143451E-06      7.82309762E-06
      30      5.23990850E-06      5.24102121E-06
      31      3.51204317E-06      3.51278810E-06
      32      2.35487458E-06      2.35537357E-06
      33      1.57951330E-06      1.57984771E-06
      34      1.05975310E-06      1.05997730E-06
      35      7.11201404E-07      7.11351774E-07
      36      4.77386100E-07      4.77486980E-07
      37      3.20494807E-07      3.20562504E-07
      38      2.15195240E-07      2.15240683E-07
      39      1.44508232E-07      1.44538735E-07
      40      9.70488797E-08      9.70693612E-08
      41      6.51804154E-08      6.51941721E-08
      42      4.37787518E-08      4.37879935E-08
      43      2.94051049E-08      2.94113101E-08
      44      1.97510381E-08      1.97552068E-08
      45      1.32665200E-08      1.32693173E-08
      46      8.91082246E-09      8.91269893E-09
      47      5.98514327E-09      5.98640657E-09
      48      4.01994423E-09      4.02079178E-09
      49      2.69991899E-09      2.70048891E-09
      50      1.81321818E-09      1.81360901E-09
      51      1.21765917E-09      1.21791413E-09
      52      8.17699434E-10      8.17873799E-10
      53      5.49089557E-10      5.49199774E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.50759E-16  0.000E+00  1.862E-08  1.019E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.50759E-16  2.058E-10  1.862E-08  1.019E-08  7.891E-18  6.808E-18  1.00E-07
  1.250E-04 4.50759E-16  2.572E-10  1.862E-08  1.019E-08  9.864E-18  8.510E-18  1.00E-07
  1.500E-04 4.50759E-16  3.087E-10  1.862E-08  1.019E-08  1.184E-17  1.021E-17  1.00E-07
  1.750E-04 4.50759E-16  3.601E-10  1.862E-08  1.019E-08  1.381E-17  1.191E-17  1.00E-07
  2.000E-04 4.50759E-16  4.116E-10  1.862E-08  1.019E-08  1.578E-17  1.362E-17  1.00E-07
  2.250E-04 4.50759E-16  4.630E-10  1.862E-08  1.019E-08  1.776E-17  1.532E-17  1.00E-07
  2.500E-04 4.50759E-16  5.144E-10  1.862E-08  1.019E-08  1.973E-17  1.702E-17  1.00E-07
  2.750E-04 4.50759E-16  5.659E-10  1.862E-08  1.019E-08  2.170E-17  1.872E-17  1.00E-07
  3.000E-04 4.50759E-16  6.173E-10  1.862E-08  1.019E-08  2.367E-17  2.042E-17  1.00E-07
  3.250E-04 4.50759E-16  6.688E-10  1.862E-08  1.019E-08  2.565E-17  2.213E-17  1.00E-07
  3.500E-04 4.50759E-16  7.202E-10  1.862E-08  1.019E-08  2.762E-17  2.383E-17  1.00E-07
  3.750E-04 4.50759E-16  7.717E-10  1.862E-08  1.019E-08  2.959E-17  2.553E-17  1.00E-07
  4.000E-04 4.50759E-16  8.231E-10  1.862E-08  1.019E-08  3.156E-17  2.723E-17  1.00E-07
  4.250E-04 4.50759E-16  8.746E-10  1.862E-08  1.019E-08  3.354E-17  2.893E-17  1.00E-07
  4.500E-04 4.50759E-16  9.260E-10  1.862E-08  1.019E-08  3.551E-17  3.064E-17  1.00E-07
  4.750E-04 4.50759E-16  9.775E-10  1.862E-08  1.019E-08  3.748E-17  3.234E-17  1.00E-07
  5.000E-04 4.50759E-16  1.029E-09  1.862E-08  1.019E-08  3.946E-17  3.404E-17  1.00E-07
  5.250E-04 4.50759E-16  1.080E-09  1.862E-08  1.019E-08  4.143E-17  3.574E-17  1.00E-07
  5.500E-04 4.50759E-16  1.132E-09  1.862E-08  1.019E-08  4.340E-17  3.744E-17  1.00E-07
  5.750E-04 4.50759E-16  1.183E-09  1.862E-08  1.019E-08  4.537E-17  3.915E-17  1.00E-07
  6.000E-04 4.50759E-16  1.235E-09  1.862E-08  1.019E-08  4.735E-17  4.085E-17  1.00E-07
  6.250E-04 4.50759E-16  1.286E-09  1.862E-08  1.019E-08  4.932E-17  4.255E-17  1.00E-07
