

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.44000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.68584862E-01      0.00000000E+00
       1      2.66254403E-01      2.66328536E-01
       2      1.39113959E-01      1.39142917E-01
       3      7.53540164E-02      7.53682130E-02
       4      4.14882496E-02      4.14957282E-02
       5      2.30336554E-02      2.30377185E-02
       6      1.28438363E-02      1.28460774E-02
       7      7.17741937E-03      7.17866518E-03
       8      4.01450987E-03      4.01520514E-03
       9      2.24576266E-03      2.24615141E-03
      10      1.25595367E-03      1.25617118E-03
      11      7.02028571E-04      7.02150265E-04
      12      3.92148118E-04      3.92216180E-04
      13      2.18893459E-04      2.18931502E-04
      14      1.22093957E-04      1.22115206E-04
      15      6.80513239E-05      6.80631840E-05
      16      3.79025599E-05      3.79091744E-05
      17      2.10960900E-05      2.10997764E-05
      18      1.17341171E-05      1.17361701E-05
      19      6.52270921E-06      6.52385172E-06
      20      3.62367178E-06      3.62430720E-06
      21      2.01199372E-06      2.01234690E-06
      22      1.11654019E-06      1.11673638E-06
      23      6.19304800E-07      6.19413718E-07
      24      3.43343301E-07      3.43403737E-07
      25      1.90264372E-07      1.90297890E-07
      26      1.05390491E-07      1.05409075E-07
      27      5.83539063E-08      5.83642039E-08
      28      3.22977279E-08      3.23034340E-08
      29      1.78695897E-08      1.78727469E-08
      30      9.88338041E-09      9.88513090E-09
      31      5.46456146E-09      5.46553039E-09
      32      3.02040552E-09      3.02093917E-09
      33      1.66889834E-09      1.66918992E-09
      34      9.21883405E-10      9.22048033E-10
      35      5.09096959E-10      5.09187644E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.36698E-17  0.000E+00  5.703E-09  1.070E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.36698E-17 -1.293E-11  5.703E-09  1.070E-09  1.494E-18  2.423E-19  1.00E-07
  1.250E-04 3.36698E-17 -1.616E-11  5.703E-09  1.070E-09  1.867E-18  3.028E-19  1.00E-07
  1.500E-04 3.36698E-17 -1.939E-11  5.703E-09  1.070E-09  2.241E-18  3.634E-19  1.00E-07
  1.750E-04 3.36698E-17 -2.262E-11  5.703E-09  1.070E-09  2.614E-18  4.239E-19  1.00E-07
  2.000E-04 3.36698E-17 -2.586E-11  5.703E-09  1.070E-09  2.988E-18  4.845E-19  1.00E-07
  2.250E-04 3.36698E-17 -2.909E-11  5.703E-09  1.070E-09  3.361E-18  5.451E-19  1.00E-07
  2.500E-04 3.36698E-17 -3.232E-11  5.703E-09  1.070E-09  3.735E-18  6.056E-19  1.00E-07
  2.750E-04 3.36698E-17 -3.555E-11  5.703E-09  1.070E-09  4.108E-18  6.662E-19  1.00E-07
  3.000E-04 3.36698E-17 -3.879E-11  5.703E-09  1.070E-09  4.482E-18  7.268E-19  1.00E-07
  3.250E-04 3.36698E-17 -4.202E-11  5.703E-09  1.070E-09  4.855E-18  7.873E-19  1.00E-07
  3.500E-04 3.36698E-17 -4.525E-11  5.703E-09  1.070E-09  5.229E-18  8.479E-19  1.00E-07
  3.750E-04 3.36698E-17 -4.848E-11  5.703E-09  1.070E-09  5.602E-18  9.084E-19  1.00E-07
  4.000E-04 3.36698E-17 -5.171E-11  5.703E-09  1.070E-09  5.976E-18  9.690E-19  1.00E-07
  4.250E-04 3.36698E-17 -5.495E-11  5.703E-09  1.070E-09  6.349E-18  1.030E-18  1.00E-07
