 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 8.60000E+01 eV = 3.16044E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.79278E-16 cm**2 = 9.97319E+00 a0**2
 # 1st transport cross section = 1.85966E-16 cm**2 = 6.64096E+00 a0**2
 # 2nd transport cross section = 1.45787E-16 cm**2 = 5.20614E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  2.02064E-16  7.21582E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  2.02064E-16  7.21582E+00  2.00471E-10  1.0E-07
  1.250E-04  1.18994E-12  2.02064E-16  7.21582E+00  2.50589E-10  1.0E-07
  1.500E-04  1.71346E-12  2.02064E-16  7.21582E+00  3.00707E-10  1.0E-07
  1.750E-04  2.33225E-12  2.02064E-16  7.21582E+00  3.50825E-10  1.0E-07
  2.000E-04  3.04617E-12  2.02064E-16  7.21582E+00  4.00943E-10  1.0E-07
  2.250E-04  3.85530E-12  2.02064E-16  7.21582E+00  4.51061E-10  1.0E-07
  2.500E-04  4.75964E-12  2.02064E-16  7.21582E+00  5.01178E-10  1.0E-07
  2.750E-04  5.75917E-12  2.02064E-16  7.21582E+00  5.51296E-10  1.0E-07
  3.000E-04  6.85391E-12  2.02064E-16  7.21582E+00  6.01414E-10  1.0E-07
  3.250E-04  8.04379E-12  2.02064E-16  7.21582E+00  6.51532E-10  1.0E-07
  3.500E-04  9.32893E-12  2.02064E-16  7.21582E+00  7.01650E-10  1.0E-07
  3.750E-04  1.07092E-11  2.02064E-16  7.21582E+00  7.51768E-10  1.0E-07
  4.000E-04  1.21847E-11  2.02064E-16  7.21582E+00  8.01886E-10  1.0E-07
  4.250E-04  1.37554E-11  2.02064E-16  7.21582E+00  8.52003E-10  1.0E-07
  4.500E-04  1.54213E-11  2.02064E-16  7.21582E+00  9.02121E-10  1.0E-07
  4.750E-04  1.71823E-11  2.02064E-16  7.21582E+00  9.52239E-10  1.0E-07
  5.000E-04  1.90386E-11  2.02064E-16  7.21582E+00  1.00236E-09  1.0E-07
  5.250E-04  2.09900E-11  2.02064E-16  7.21582E+00  1.05247E-09  1.0E-07
  5.500E-04  2.30367E-11  2.02064E-16  7.21582E+00  1.10259E-09  1.0E-07
  5.750E-04  2.51785E-11  2.02064E-16  7.21582E+00  1.15271E-09  1.0E-07
  6.000E-04  2.74156E-11  2.02064E-16  7.21582E+00  1.20283E-09  1.0E-07
  6.250E-04  2.97478E-11  2.02064E-16  7.21582E+00  1.25295E-09  1.0E-07
  6.500E-04  3.21752E-11  2.02064E-16  7.21582E+00  1.30306E-09  1.0E-07
  6.750E-04  3.46979E-11  2.02064E-16  7.21582E+00  1.35318E-09  1.0E-07
  7.000E-04  3.73157E-11  2.02064E-16  7.21582E+00  1.40330E-09  1.0E-07
  7.250E-04  4.00286E-11  2.02064E-16  7.21582E+00  1.45342E-09  1.0E-07
  7.500E-04  4.28368E-11  2.02064E-16  7.21582E+00  1.50354E-09  1.0E-07
  7.750E-04  4.57402E-11  2.02064E-16  7.21582E+00  1.55365E-09  1.0E-07
  8.000E-04  4.87388E-11  2.02064E-16  7.21582E+00  1.60377E-09  1.0E-07
  8.250E-04  5.18325E-11  2.02064E-16  7.21582E+00  1.65389E-09  1.0E-07
  8.500E-04  5.50215E-11  2.02064E-16  7.21582E+00  1.70401E-09  1.0E-07
  8.750E-04  5.83057E-11  2.02064E-16  7.21582E+00  1.75412E-09  1.0E-07
  9.000E-04  6.16850E-11  2.02064E-16  7.21582E+00  1.80424E-09  1.0E-07
  9.250E-04  6.51595E-11  2.02064E-16  7.21582E+00  1.85436E-09  1.0E-07
  9.500E-04  6.87293E-11  2.02064E-16  7.21582E+00  1.90448E-09  1.0E-07
  9.750E-04  7.23943E-11  2.02064E-16  7.21582E+00  1.95460E-09  1.0E-07
  1.000E-03  7.61544E-11  2.02064E-16  7.21582E+00  2.00471E-09  1.0E-07
  1.250E-03  1.18991E-10  2.02064E-16  7.21582E+00  2.50589E-09  1.0E-07
  1.500E-03  1.71347E-10  2.02064E-16  7.21582E+00  3.00707E-09  1.0E-07
  1.750E-03  2.33223E-10  2.02064E-16  7.21582E+00  3.50825E-09  1.0E-07
  2.000E-03  3.04617E-10  2.02064E-16  7.21582E+00  4.00943E-09  1.0E-07
  2.250E-03  3.85531E-10  2.02064E-16  7.21582E+00  4.51061E-09  1.0E-07
  2.500E-03  4.75965E-10  2.02064E-16  7.21582E+00  5.01178E-09  1.0E-07
  2.750E-03  5.75917E-10  2.02064E-16  7.21582E+00  5.51296E-09  1.0E-07
  3.000E-03  6.85389E-10  2.02064E-16  7.21582E+00  6.01414E-09  1.0E-07
  3.250E-03  8.04380E-10  2.02064E-16  7.21582E+00  6.51532E-09  1.0E-07
  3.500E-03  9.32891E-10  2.02064E-16  7.21582E+00  7.01650E-09  1.0E-07
  3.750E-03  1.07092E-09  2.02064E-16  7.21582E+00  7.51768E-09  1.0E-07
  4.000E-03  1.21847E-09  2.02064E-16  7.21582E+00  8.01886E-09  1.0E-07
  4.250E-03  1.37554E-09  2.02064E-16  7.21582E+00  8.52003E-09  1.0E-07
  4.500E-03  1.54213E-09  2.02064E-16  7.21582E+00  9.02121E-09  1.0E-07
  4.750E-03  1.71823E-09  2.02064E-16  7.21582E+00  9.52239E-09  1.0E-07
