

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.66000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      4.74138232E-01      0.00000000E+00
       1      2.50330072E-01      2.50429821E-01
       2      1.49528450E-01      1.49572364E-01
       3      9.30990794E-02      9.31234710E-02
       4      5.90853153E-02      5.90999645E-02
       5      3.78845927E-02      3.78937082E-02
       6      2.44350721E-02      2.44408507E-02
       7      1.58160405E-02      1.58197427E-02
       8      1.02588730E-02      1.02612598E-02
       9      6.66245998E-03      6.66400465E-03
      10      4.32966849E-03      4.33067042E-03
      11      2.81447230E-03      2.81512305E-03
      12      1.82959078E-03      1.83001374E-03
      13      1.18919882E-03      1.18947381E-03
      14      7.72773071E-04      7.72951871E-04
      15      5.02015049E-04      5.02131288E-04
      16      3.26009653E-04      3.26085203E-04
      17      2.11632692E-04      2.11681780E-04
      18      1.37331019E-04      1.37362903E-04
      19      8.90813579E-05      8.91020591E-05
      20      5.77615082E-05      5.77749436E-05
      21      3.74392037E-05      3.74479201E-05
      22      2.42580018E-05      2.42636544E-05
      23      1.57118893E-05      1.57155537E-05
      24      1.01730642E-05      1.01754387E-05
      25      6.58461451E-06      6.58615272E-06
      26      4.26058639E-06      4.26158246E-06
      27      2.75596743E-06      2.75661222E-06
      28      1.78217189E-06      1.78258914E-06
      29      1.15212830E-06      1.15239823E-06
      30      7.44616568E-07      7.44791140E-07
      31      4.81115951E-07      4.81228820E-07
      32      3.10782343E-07      3.10855296E-07
      33      2.00704376E-07      2.00751513E-07
      34      1.29585180E-07      1.29615634E-07
      35      8.36479804E-08      8.36676480E-08
      36      5.39834439E-08      5.39961456E-08
      37      3.48317260E-08      3.48399232E-08
      38      2.24699285E-08      2.24752203E-08
      39      1.44924591E-08      1.44958730E-08
      40      9.34545830E-09      9.34765845E-09
      41      6.02535495E-09      6.02677129E-09
      42      3.88405302E-09      3.88496688E-09
      43      2.50325142E-09      2.50384451E-09
      44      1.61310016E-09      1.61348518E-09
      45      1.03931861E-09      1.03956285E-09
      46      6.69535422E-10      6.69693074E-10
      47      4.31217041E-10      4.31318189E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.11157E-17  0.000E+00  5.528E-09  7.493E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.11157E-17 -1.073E-11  5.528E-09  7.493E-10  2.600E-18  3.222E-19  1.00E-07
  1.250E-04 3.11157E-17 -1.341E-11  5.528E-09  7.493E-10  3.250E-18  4.028E-19  1.00E-07
  1.500E-04 3.11157E-17 -1.610E-11  5.528E-09  7.493E-10  3.900E-18  4.833E-19  1.00E-07
  1.750E-04 3.11157E-17 -1.878E-11  5.528E-09  7.493E-10  4.550E-18  5.639E-19  1.00E-07
  2.000E-04 3.11157E-17 -2.146E-11  5.528E-09  7.493E-10  5.200E-18  6.444E-19  1.00E-07
  2.250E-04 3.11157E-17 -2.415E-11  5.528E-09  7.493E-10  5.850E-18  7.250E-19  1.00E-07
  2.500E-04 3.11157E-17 -2.683E-11  5.528E-09  7.493E-10  6.500E-18  8.056E-19  1.00E-07
  2.750E-04 3.11157E-17 -2.951E-11  5.528E-09  7.493E-10  7.150E-18  8.861E-19  1.00E-07
  3.000E-04 3.11157E-17 -3.219E-11  5.528E-09  7.493E-10  7.800E-18  9.667E-19  1.00E-07
  3.250E-04 3.11157E-17 -3.488E-11  5.528E-09  7.493E-10  8.450E-18  1.047E-18  1.00E-07
  3.500E-04 3.11157E-17 -3.756E-11  5.528E-09  7.493E-10  9.100E-18  1.128E-18  1.00E-07
  3.750E-04 3.11157E-17 -4.024E-11  5.528E-09  7.493E-10  9.750E-18  1.208E-18  1.00E-07
  4.000E-04 3.11157E-17 -4.293E-11  5.528E-09  7.493E-10  1.040E-17  1.289E-18  1.00E-07
  4.250E-04 3.11157E-17 -4.561E-11  5.528E-09  7.493E-10  1.105E-17  1.369E-18  1.00E-07
  4.500E-04 3.11157E-17 -4.829E-11  5.528E-09  7.493E-10  1.170E-17  1.450E-18  1.00E-07
  4.750E-04 3.11157E-17 -5.097E-11  5.528E-09  7.493E-10  1.235E-17  1.531E-18  1.00E-07
  5.000E-04 3.11157E-17 -5.366E-11  5.528E-09  7.493E-10  1.300E-17  1.611E-18  1.00E-07
  5.250E-04 3.11157E-17 -5.634E-11  5.528E-09  7.493E-10  1.365E-17  1.692E-18  1.00E-07
