

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.10000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.08746617E-01      0.00000000E+00
       1      2.57393007E-01      2.57482060E-01
       2      1.46737554E-01      1.46775196E-01
       3      8.70333473E-02      8.70533811E-02
       4      5.25623656E-02      5.25738657E-02
       5      3.20475942E-02      3.20544215E-02
       6      1.96442405E-02      1.96483642E-02
       7      1.20780399E-02      1.20805544E-02
       8      7.43856140E-03      7.44010306E-03
       9      4.58510452E-03      4.58605263E-03
      10      2.82714933E-03      2.82773340E-03
      11      1.74318223E-03      1.74354233E-03
      12      1.07458382E-03      1.07480590E-03
      13      6.62193671E-04      6.62330630E-04
      14      4.07890481E-04      4.07974923E-04
      15      2.51129382E-04      2.51181424E-04
      16      1.54539088E-04      1.54571149E-04
      17      9.50525781E-05      9.50723191E-05
      18      5.84354239E-05      5.84475732E-05
      19      3.59070607E-05      3.59145339E-05
      20      2.20536800E-05      2.20582746E-05
      21      1.35390107E-05      1.35418342E-05
      22      8.30816261E-06      8.30989688E-06
      23      5.09615855E-06      5.09722330E-06
      24      3.12470046E-06      3.12535387E-06
      25      1.91517671E-06      1.91557753E-06
      26      1.17341471E-06      1.17366049E-06
      27      7.18692836E-07      7.18843480E-07
      28      4.40038720E-07      4.40131023E-07
      29      2.69339784E-07      2.69396320E-07
      30      1.64807876E-07      1.64842493E-07
      31      1.00815938E-07      1.00837124E-07
      32      6.16537472E-08      6.16667123E-08
      33      3.76941283E-08      3.77020611E-08
      34      2.30396481E-08      2.30444977E-08
      35      1.40790057E-08      1.40819690E-08
      36      8.60133866E-09      8.60314885E-09
      37      5.25360504E-09      5.25471335E-09
      38      3.20812336E-09      3.20879968E-09
      39      1.95866836E-09      1.95907644E-09
      40      1.19557296E-09      1.19582618E-09
      41      7.29586054E-10      7.29738125E-10
      42      4.45158749E-10      4.45255712E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.19219E-17  0.000E+00  5.585E-09  8.572E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.19219E-17 -1.154E-11  5.585E-09  8.572E-10  2.093E-18  2.882E-19  1.00E-07
  1.250E-04 3.19219E-17 -1.442E-11  5.585E-09  8.572E-10  2.616E-18  3.603E-19  1.00E-07
  1.500E-04 3.19219E-17 -1.730E-11  5.585E-09  8.572E-10  3.139E-18  4.324E-19  1.00E-07
  1.750E-04 3.19219E-17 -2.019E-11  5.585E-09  8.572E-10  3.662E-18  5.044E-19  1.00E-07
  2.000E-04 3.19219E-17 -2.307E-11  5.585E-09  8.572E-10  4.185E-18  5.765E-19  1.00E-07
  2.250E-04 3.19219E-17 -2.596E-11  5.585E-09  8.572E-10  4.708E-18  6.485E-19  1.00E-07
  2.500E-04 3.19219E-17 -2.884E-11  5.585E-09  8.572E-10  5.231E-18  7.206E-19  1.00E-07
  2.750E-04 3.19219E-17 -3.172E-11  5.585E-09  8.572E-10  5.755E-18  7.927E-19  1.00E-07
  3.000E-04 3.19219E-17 -3.461E-11  5.585E-09  8.572E-10  6.278E-18  8.647E-19  1.00E-07
  3.250E-04 3.19219E-17 -3.749E-11  5.585E-09  8.572E-10  6.801E-18  9.368E-19  1.00E-07
  3.500E-04 3.19219E-17 -4.038E-11  5.585E-09  8.572E-10  7.324E-18  1.009E-18  1.00E-07
  3.750E-04 3.19219E-17 -4.326E-11  5.585E-09  8.572E-10  7.847E-18  1.081E-18  1.00E-07
  4.000E-04 3.19219E-17 -4.614E-11  5.585E-09  8.572E-10  8.370E-18  1.153E-18  1.00E-07
  4.250E-04 3.19219E-17 -4.903E-11  5.585E-09  8.572E-10  8.893E-18  1.225E-18  1.00E-07
  4.500E-04 3.19219E-17 -5.191E-11  5.585E-09  8.572E-10  9.417E-18  1.297E-18  1.00E-07
  4.750E-04 3.19219E-17 -5.479E-11  5.585E-09  8.572E-10  9.940E-18  1.369E-18  1.00E-07
