 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 2.98000E+02 eV = 1.09513E+01 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 1.41243E-16 cm**2 = 5.04390E+00 a0**2
 # 1st transport cross section = 2.75425E-17 cm**2 = 9.83561E-01 a0**2
 # 2nd transport cross section = 4.67689E-17 cm**2 = 1.67015E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  4.61189E-16  1.64694E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  4.61189E-16  1.64694E+01  1.97979E-10  1.0E-07
  1.250E-04  1.18994E-12  4.61189E-16  1.64694E+01  2.47474E-10  1.0E-07
  1.500E-04  1.71346E-12  4.61189E-16  1.64694E+01  2.96968E-10  1.0E-07
  1.750E-04  2.33225E-12  4.61189E-16  1.64694E+01  3.46463E-10  1.0E-07
  2.000E-04  3.04617E-12  4.61189E-16  1.64694E+01  3.95958E-10  1.0E-07
  2.250E-04  3.85530E-12  4.61189E-16  1.64694E+01  4.45453E-10  1.0E-07
  2.500E-04  4.75964E-12  4.61189E-16  1.64694E+01  4.94947E-10  1.0E-07
  2.750E-04  5.75917E-12  4.61189E-16  1.64694E+01  5.44442E-10  1.0E-07
  3.000E-04  6.85391E-12  4.61189E-16  1.64694E+01  5.93937E-10  1.0E-07
  3.250E-04  8.04379E-12  4.61189E-16  1.64694E+01  6.43432E-10  1.0E-07
  3.500E-04  9.32893E-12  4.61189E-16  1.64694E+01  6.92926E-10  1.0E-07
  3.750E-04  1.07092E-11  4.61189E-16  1.64694E+01  7.42421E-10  1.0E-07
  4.000E-04  1.21847E-11  4.61189E-16  1.64694E+01  7.91916E-10  1.0E-07
  4.250E-04  1.37554E-11  4.61189E-16  1.64694E+01  8.41410E-10  1.0E-07
  4.500E-04  1.54213E-11  4.61189E-16  1.64694E+01  8.90905E-10  1.0E-07
  4.750E-04  1.71823E-11  4.61189E-16  1.64694E+01  9.40400E-10  1.0E-07
  5.000E-04  1.90386E-11  4.61189E-16  1.64694E+01  9.89895E-10  1.0E-07
  5.250E-04  2.09900E-11  4.61189E-16  1.64694E+01  1.03939E-09  1.0E-07
  5.500E-04  2.30367E-11  4.61189E-16  1.64694E+01  1.08888E-09  1.0E-07
  5.750E-04  2.51785E-11  4.61189E-16  1.64694E+01  1.13838E-09  1.0E-07
  6.000E-04  2.74156E-11  4.61189E-16  1.64694E+01  1.18787E-09  1.0E-07
  6.250E-04  2.97478E-11  4.61189E-16  1.64694E+01  1.23737E-09  1.0E-07
  6.500E-04  3.21752E-11  4.61189E-16  1.64694E+01  1.28686E-09  1.0E-07
  6.750E-04  3.46979E-11  4.61189E-16  1.64694E+01  1.33636E-09  1.0E-07
  7.000E-04  3.73157E-11  4.61189E-16  1.64694E+01  1.38585E-09  1.0E-07
  7.250E-04  4.00286E-11  4.61189E-16  1.64694E+01  1.43535E-09  1.0E-07
  7.500E-04  4.28368E-11  4.61189E-16  1.64694E+01  1.48484E-09  1.0E-07
  7.750E-04  4.57402E-11  4.61189E-16  1.64694E+01  1.53434E-09  1.0E-07
  8.000E-04  4.87388E-11  4.61189E-16  1.64694E+01  1.58383E-09  1.0E-07
  8.250E-04  5.18325E-11  4.61189E-16  1.64694E+01  1.63333E-09  1.0E-07
  8.500E-04  5.50215E-11  4.61189E-16  1.64694E+01  1.68282E-09  1.0E-07
  8.750E-04  5.83057E-11  4.61189E-16  1.64694E+01  1.73232E-09  1.0E-07
  9.000E-04  6.16850E-11  4.61189E-16  1.64694E+01  1.78181E-09  1.0E-07
  9.250E-04  6.51595E-11  4.61189E-16  1.64694E+01  1.83131E-09  1.0E-07
  9.500E-04  6.87293E-11  4.61189E-16  1.64694E+01  1.88080E-09  1.0E-07
  9.750E-04  7.23943E-11  4.61189E-16  1.64694E+01  1.93029E-09  1.0E-07
  1.000E-03  7.61544E-11  4.61189E-16  1.64694E+01  1.97979E-09  1.0E-07
  1.250E-03  1.18991E-10  4.61189E-16  1.64694E+01  2.47474E-09  1.0E-07
  1.500E-03  1.71347E-10  4.61189E-16  1.64694E+01  2.96968E-09  1.0E-07
  1.750E-03  2.33223E-10  4.61189E-16  1.64694E+01  3.46463E-09  1.0E-07
  2.000E-03  3.04617E-10  4.61189E-16  1.64694E+01  3.95958E-09  1.0E-07
  2.250E-03  3.85531E-10  4.61189E-16  1.64694E+01  4.45453E-09  1.0E-07
  2.500E-03  4.75965E-10  4.61189E-16  1.64694E+01  4.94947E-09  1.0E-07
  2.750E-03  5.75917E-10  4.61189E-16  1.64694E+01  5.44442E-09  1.0E-07
  3.000E-03  6.85389E-10  4.61189E-16  1.64694E+01  5.93937E-09  1.0E-07
  3.250E-03  8.04380E-10  4.61189E-16  1.64694E+01  6.43432E-09  1.0E-07
  3.500E-03  9.32891E-10  4.61189E-16  1.64694E+01  6.92926E-09  1.0E-07
  3.750E-03  1.07092E-09  4.61189E-16  1.64694E+01  7.42421E-09  1.0E-07
  4.000E-03  1.21847E-09  4.61189E-16  1.64694E+01  7.91916E-09  1.0E-07
  4.250E-03  1.37554E-09  4.61189E-16  1.64694E+01  8.41411E-09  1.0E-07
  4.500E-03  1.54213E-09  4.61189E-16  1.64694E+01  8.90905E-09  1.0E-07
  4.750E-03  1.71823E-09  4.61189E-16  1.64694E+01  9.40400E-09  1.0E-07
  5.000E-03  1.90386E-09  4.61189E-16  1.64694E+01  9.89895E-09  1.0E-07
  5.250E-03  2.09900E-09  4.61189E-16  1.64694E+01  1.03939E-08  1.0E-07
  5.500E-03  2.30367E-09  4.61189E-16  1.64694E+01  1.08888E-08  1.0E-07
  5.750E-03  2.51785E-09  4.61189E-16  1.64694E+01  1.13838E-08  1.0E-07
  6.000E-03  2.74156E-09  4.61189E-16  1.64694E+01  1.18787E-08  1.0E-07
  6.250E-03  2.97478E-09  4.61189E-16  1.64694E+01  1.23737E-08  1.0E-07
  6.500E-03  3.21752E-09  4.61189E-16  1.64694E+01  1.28686E-08  1.0E-07
  6.750E-03  3.46978E-09  4.61189E-16  1.64694E+01  1.33636E-08  1.0E-07
  7.000E-03  3.73156E-09  4.61189E-16  1.64694E+01  1.38585E-08  1.0E-07
  7.250E-03  4.00286E-09  4.61189E-16  1.64694E+01  1.43535E-08  1.0E-07
  7.500E-03  4.28368E-09  4.61189E-16  1.64694E+01  1.48484E-08  1.0E-07
  7.750E-03  4.57402E-09  4.61189E-16  1.64694E+01  1.53434E-08  1.0E-07
  8.000E-03  4.87388E-09  4.61189E-16  1.64694E+01  1.58383E-08  1.0E-07
  8.250E-03  5.18326E-09  4.61189E-16  1.64694E+01  1.63333E-08  1.0E-07
  8.500E-03  5.50215E-09  4.61189E-16  1.64694E+01  1.68282E-08  1.0E-07
  8.750E-03  5.83057E-09  4.61189E-16  1.64694E+01  1.73232E-08  1.0E-07
  9.000E-03  6.16850E-09  4.61189E-16  1.64694E+01  1.78181E-08  1.0E-07
  9.250E-03  6.51596E-09  4.61189E-16  1.64694E+01  1.83131E-08  1.0E-07
  9.500E-03  6.87293E-09  4.61189E-16  1.64694E+01  1.88080E-08  1.0E-07
  9.750E-03  7.23942E-09  4.61189E-16  1.64694E+01  1.93030E-08  1.0E-07
  1.000E-02  7.61544E-09  4.61189E-16  1.64694E+01  1.97979E-08  1.0E-07
  1.250E-02  1.18991E-08  4.61189E-16  1.64694E+01  2.47474E-08  1.0E-07
  1.500E-02  1.71347E-08  4.61189E-16  1.64693E+01  2.96969E-08  1.0E-07
  1.750E-02  2.33223E-08  4.61188E-16  1.64693E+01  3.46463E-08  1.0E-07
  2.000E-02  3.04617E-08  4.61188E-16  1.64693E+01  3.95958E-08  1.0E-07
  2.250E-02  3.85531E-08  4.61188E-16  1.64693E+01  4.45453E-08  1.0E-07
  2.500E-02  4.75965E-08  4.61188E-16  1.64693E+01  4.94948E-08  1.0E-07
  2.750E-02  5.75917E-08  4.61187E-16  1.64693E+01  5.44443E-08  1.0E-07
  3.000E-02  6.85389E-08  4.61187E-16  1.64693E+01  5.93938E-08  1.0E-07
  3.250E-02  8.04380E-08  4.61186E-16  1.64693E+01  6.43433E-08  1.0E-07
  3.500E-02  9.32891E-08  4.61186E-16  1.64692E+01  6.92928E-08  1.0E-07
  3.750E-02  1.07092E-07  4.61185E-16  1.64692E+01  7.42424E-08  1.0E-07
  4.000E-02  1.21847E-07  4.61185E-16  1.64692E+01  7.91919E-08  1.0E-07
  4.250E-02  1.37554E-07  4.61184E-16  1.64692E+01  8.41414E-08  1.0E-07
  4.500E-02  1.54213E-07  4.61184E-16  1.64692E+01  8.90910E-08  1.0E-07
  4.750E-02  1.71823E-07  4.61183E-16  1.64691E+01  9.40405E-08  1.0E-07
  5.000E-02  1.90386E-07  4.61183E-16  1.64691E+01  9.89901E-08  1.0E-07
  5.250E-02  2.09900E-07  4.61182E-16  1.64691E+01  1.03940E-07  1.0E-07
  5.500E-02  2.30367E-07  4.61181E-16  1.64691E+01  1.08889E-07  1.0E-07
  5.750E-02  2.51785E-07  4.61180E-16  1.64690E+01  1.13839E-07  1.0E-07
  6.000E-02  2.74156E-07  4.61180E-16  1.64690E+01  1.18788E-07  1.0E-07
  6.250E-02  2.97478E-07  4.61179E-16  1.64690E+01  1.23738E-07  1.0E-07
  6.500E-02  3.21752E-07  4.61178E-16  1.64690E+01  1.28688E-07  1.0E-07
  6.750E-02  3.46978E-07  4.61177E-16  1.64689E+01  1.33637E-07  1.0E-07
  7.000E-02  3.73156E-07  4.61176E-16  1.64689E+01  1.38587E-07  1.0E-07
