

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.98000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -8.01094252E-01      0.00000000E+00
       1      1.27697814E+00      1.27819699E+00
       2      7.56828509E-01      7.57162773E-01
       3      4.78297457E-01      4.78454908E-01
       4      3.07999378E-01      3.08089470E-01
       5      1.99582610E-01      1.99637692E-01
       6      1.29888331E-01      1.29922933E-01
       7      8.48911970E-02      8.49132611E-02
       8      5.57169841E-02      5.57311980E-02
       9      3.67169142E-02      3.67261430E-02
      10      2.42875550E-02      2.42935850E-02
      11      1.61219462E-02      1.61259070E-02
      12      1.07361639E-02      1.07387773E-02
      13      7.17084228E-03      7.17257351E-03
      14      4.80265763E-03      4.80380852E-03
      15      3.22472707E-03      3.22549460E-03
      16      2.17030357E-03      2.17081693E-03
      17      1.46381447E-03      1.46415874E-03
      18      9.89272710E-04      9.89504151E-04
      19      6.69793354E-04      6.69949295E-04
      20      4.54249474E-04      4.54354764E-04
      21      3.08541975E-04      3.08613201E-04
      22      2.09865532E-04      2.09913800E-04
      23      1.42928630E-04      1.42961392E-04
      24      9.74532234E-05      9.74754937E-05
      25      6.65155328E-05      6.65306912E-05
      26      4.54416653E-05      4.54519955E-05
      27      3.10704433E-05      3.10774909E-05
      28      2.12600224E-05      2.12648352E-05
      29      1.45568431E-05      1.45601326E-05
      30      9.97298289E-06      9.97523306E-06
      31      6.83608399E-06      6.83762426E-06
      32      4.68799241E-06      4.68904741E-06
      33      3.21616921E-06      3.21689222E-06
      34      2.20719667E-06      2.20769240E-06
      35      1.51521115E-06      1.51555119E-06
      36      1.04044016E-06      1.04067349E-06
      37      7.14589543E-07      7.14749710E-07
      38      4.90882057E-07      4.90992026E-07
      39      3.37260525E-07      3.37336046E-07
      40      2.31744935E-07      2.31796814E-07
      41      1.59257857E-07      1.59293499E-07
      42      1.09453046E-07      1.09477531E-07
      43      7.52287268E-08      7.52455523E-08
      44      5.17083605E-08      5.17199326E-08
      45      3.55428809E-08      3.55508293E-08
      46      2.44316287E-08      2.44370937E-08
      47      1.67941054E-08      1.67978619E-08
      48      1.15441513E-08      1.15467365E-08
      49      7.93524751E-09      7.93702213E-09
      50      5.45441036E-09      5.45563182E-09
      51      3.74911054E-09      3.74995112E-09
      52      2.57690688E-09      2.57748221E-09
      53      1.77108048E-09      1.77147804E-09
      54      1.21722486E-09      1.21750111E-09
      55      8.36494346E-10      8.36680606E-10
      56      5.74851701E-10      5.74978356E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.61189E-16  0.000E+00  1.904E-08  9.942E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.61189E-16  1.980E-10  1.904E-08  9.942E-09  9.392E-18  7.304E-18  1.00E-07
  1.250E-04 4.61189E-16  2.475E-10  1.904E-08  9.942E-09  1.174E-17  9.130E-18  1.00E-07
  1.500E-04 4.61189E-16  2.970E-10  1.904E-08  9.942E-09  1.409E-17  1.096E-17  1.00E-07
  1.750E-04 4.61189E-16  3.465E-10  1.904E-08  9.942E-09  1.644E-17  1.278E-17  1.00E-07
  2.000E-04 4.61189E-16  3.960E-10  1.904E-08  9.942E-09  1.878E-17  1.461E-17  1.00E-07
  2.250E-04 4.61189E-16  4.455E-10  1.904E-08  9.942E-09  2.113E-17  1.643E-17  1.00E-07
  2.500E-04 4.61189E-16  4.949E-10  1.904E-08  9.942E-09  2.348E-17  1.826E-17  1.00E-07
  2.750E-04 4.61189E-16  5.444E-10  1.904E-08  9.942E-09  2.583E-17  2.009E-17  1.00E-07
  3.000E-04 4.61189E-16  5.939E-10  1.904E-08  9.942E-09  2.818E-17  2.191E-17  1.00E-07
  3.250E-04 4.61189E-16  6.434E-10  1.904E-08  9.942E-09  3.052E-17  2.374E-17  1.00E-07
  3.500E-04 4.61189E-16  6.929E-10  1.904E-08  9.942E-09  3.287E-17  2.556E-17  1.00E-07
  3.750E-04 4.61189E-16  7.424E-10  1.904E-08  9.942E-09  3.522E-17  2.739E-17  1.00E-07
  4.000E-04 4.61189E-16  7.919E-10  1.904E-08  9.942E-09  3.757E-17  2.922E-17  1.00E-07
  4.250E-04 4.61189E-16  8.414E-10  1.904E-08  9.942E-09  3.992E-17  3.104E-17  1.00E-07
  4.500E-04 4.61189E-16  8.909E-10  1.904E-08  9.942E-09  4.226E-17  3.287E-17  1.00E-07
  4.750E-04 4.61189E-16  9.404E-10  1.904E-08  9.942E-09  4.461E-17  3.469E-17  1.00E-07
  5.000E-04 4.61189E-16  9.899E-10  1.904E-08  9.942E-09  4.696E-17  3.652E-17  1.00E-07
  5.250E-04 4.61189E-16  1.039E-09  1.904E-08  9.942E-09  4.931E-17  3.835E-17  1.00E-07
  5.500E-04 4.61189E-16  1.089E-09  1.904E-08  9.942E-09  5.166E-17  4.017E-17  1.00E-07
  5.750E-04 4.61189E-16  1.138E-09  1.904E-08  9.942E-09  5.400E-17  4.200E-17  1.00E-07
  6.000E-04 4.61189E-16  1.188E-09  1.904E-08  9.942E-09  5.635E-17  4.382E-17  1.00E-07
  6.250E-04 4.61189E-16  1.237E-09  1.904E-08  9.942E-09  5.870E-17  4.565E-17  1.00E-07
  6.500E-04 4.61189E-16  1.287E-09  1.904E-08  9.942E-09  6.105E-17  4.747E-17  1.00E-07
