

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.74000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.54296538E-01      0.00000000E+00
       1      1.40860726E+00      1.40971282E+00
       2      7.51465052E-01      7.51719125E-01
       3      4.18726028E-01      4.18831444E-01
       4      2.36093583E-01      2.36146359E-01
       5      1.34320300E-01      1.34348507E-01
       6      7.71248580E-02      7.71404363E-02
       7      4.46620659E-02      4.46708497E-02
       8      2.60561267E-02      2.60611517E-02
       9      1.52990414E-02      1.53019472E-02
      10      9.03299255E-03      9.03468695E-03
      11      5.35935245E-03      5.36034720E-03
      12      3.19345306E-03      3.19404041E-03
      13      1.91015720E-03      1.91050570E-03
      14      1.14645700E-03      1.14666468E-03
      15      6.90185244E-04      6.90309477E-04
      16      4.16626503E-04      4.16701072E-04
      17      2.52097154E-04      2.52142049E-04
      18      1.52864417E-04      1.52891520E-04
      19      9.28646071E-05      9.28810081E-05
      20      5.65063507E-05      5.65162965E-05
      21      3.44314174E-05      3.44374599E-05
      22      2.10058214E-05      2.10094984E-05
      23      1.28285262E-05      1.28307669E-05
      24      7.84150729E-06      7.84287436E-06
      25      4.79677062E-06      4.79760556E-06
      26      2.93611375E-06      2.93662414E-06
      27      1.79814874E-06      1.79846097E-06
      28      1.10170963E-06      1.10190076E-06
      29      6.75246990E-07      6.75364041E-07
      30      4.13982505E-07      4.14054229E-07
      31      2.53862678E-07      2.53906640E-07
      32      1.55700754E-07      1.55727706E-07
      33      9.55077219E-08      9.55242502E-08
      34      5.85902247E-08      5.86003598E-08
      35      3.59447830E-08      3.59509997E-08
      36      2.20526253E-08      2.20564355E-08
      37      1.35296815E-08      1.35320174E-08
      38      8.30056252E-09      8.30199887E-09
      39      5.09224111E-09      5.09312626E-09
      40      3.12385926E-09      3.12439947E-09
      41      1.91626216E-09      1.91659699E-09
      42      1.17537611E-09      1.17558189E-09
      43      7.20827319E-10      7.20950789E-10
      44      4.42053151E-10      4.42131977E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.16253E-16  0.000E+00  1.720E-08  1.098E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.16253E-16  2.289E-10  1.720E-08  1.098E-08  3.843E-18  5.223E-18  1.00E-07
  1.250E-04 4.16253E-16  2.861E-10  1.720E-08  1.098E-08  4.804E-18  6.529E-18  1.00E-07
  1.500E-04 4.16253E-16  3.434E-10  1.720E-08  1.098E-08  5.764E-18  7.835E-18  1.00E-07
  1.750E-04 4.16253E-16  4.006E-10  1.720E-08  1.098E-08  6.725E-18  9.140E-18  1.00E-07
  2.000E-04 4.16253E-16  4.578E-10  1.720E-08  1.098E-08  7.686E-18  1.045E-17  1.00E-07
  2.250E-04 4.16253E-16  5.150E-10  1.720E-08  1.098E-08  8.646E-18  1.175E-17  1.00E-07
  2.500E-04 4.16253E-16  5.723E-10  1.720E-08  1.098E-08  9.607E-18  1.306E-17  1.00E-07
  2.750E-04 4.16253E-16  6.295E-10  1.720E-08  1.098E-08  1.057E-17  1.436E-17  1.00E-07
  3.000E-04 4.16253E-16  6.867E-10  1.720E-08  1.098E-08  1.153E-17  1.567E-17  1.00E-07
  3.250E-04 4.16253E-16  7.439E-10  1.720E-08  1.098E-08  1.249E-17  1.697E-17  1.00E-07
  3.500E-04 4.16253E-16  8.012E-10  1.720E-08  1.098E-08  1.345E-17  1.828E-17  1.00E-07
  3.750E-04 4.16253E-16  8.584E-10  1.720E-08  1.098E-08  1.441E-17  1.959E-17  1.00E-07
  4.000E-04 4.16253E-16  9.156E-10  1.720E-08  1.098E-08  1.537E-17  2.089E-17  1.00E-07
  4.250E-04 4.16253E-16  9.728E-10  1.720E-08  1.098E-08  1.633E-17  2.220E-17  1.00E-07
  4.500E-04 4.16253E-16  1.030E-09  1.720E-08  1.098E-08  1.729E-17  2.350E-17  1.00E-07
  4.750E-04 4.16253E-16  1.087E-09  1.720E-08  1.098E-08  1.825E-17  2.481E-17  1.00E-07
  5.000E-04 4.16253E-16  1.145E-09  1.720E-08  1.098E-08  1.921E-17  2.612E-17  1.00E-07
  5.250E-04 4.16253E-16  1.202E-09  1.720E-08  1.098E-08  2.018E-17  2.742E-17  1.00E-07
  5.500E-04 4.16253E-16  1.259E-09  1.720E-08  1.098E-08  2.114E-17  2.873E-17  1.00E-07
  5.750E-04 4.16253E-16  1.316E-09  1.720E-08  1.098E-08  2.210E-17  3.003E-17  1.00E-07
  6.000E-04 4.16253E-16  1.373E-09  1.720E-08  1.098E-08  2.306E-17  3.134E-17  1.00E-07
  6.250E-04 4.16253E-16  1.431E-09  1.720E-08  1.098E-08  2.402E-17  3.264E-17  1.00E-07
  6.500E-04 4.16253E-16  1.488E-09  1.720E-08  1.098E-08  2.498E-17  3.395E-17  1.00E-07
  6.750E-04 4.16253E-16  1.545E-09  1.720E-08  1.098E-08  2.594E-17  3.526E-17  1.00E-07
  7.000E-04 4.16253E-16  1.602E-09  1.720E-08  1.098E-08  2.690E-17  3.656E-17  1.00E-07
  7.250E-04 4.16253E-16  1.660E-09  1.720E-08  1.098E-08  2.786E-17  3.787E-17  1.00E-07
  7.500E-04 4.16253E-16  1.717E-09  1.720E-08  1.098E-08  2.882E-17  3.917E-17  1.00E-07
  7.750E-04 4.16253E-16  1.774E-09  1.720E-08  1.098E-08  2.978E-17  4.048E-17  1.00E-07
  8.000E-04 4.16253E-16  1.831E-09  1.720E-08  1.098E-08  3.074E-17  4.178E-17  1.00E-07
  8.250E-04 4.16253E-16  1.888E-09  1.720E-08  1.098E-08  3.170E-17  4.309E-17  1.00E-07
  8.500E-04 4.16253E-16  1.946E-09  1.720E-08  1.098E-08  3.266E-17  4.440E-17  1.00E-07
  8.750E-04 4.16253E-16  2.003E-09  1.720E-08  1.098E-08  3.363E-17  4.570E-17  1.00E-07
  9.000E-04 4.16253E-16  2.060E-09  1.720E-08  1.098E-08  3.459E-17  4.701E-17  1.00E-07
  9.250E-04 4.16253E-16  2.117E-09  1.720E-08  1.098E-08  3.555E-17  4.831E-17  1.00E-07
  9.500E-04 4.16253E-16  2.175E-09  1.720E-08  1.098E-08  3.651E-17  4.962E-17  1.00E-07
  9.750E-04 4.16253E-16  2.232E-09  1.720E-08  1.098E-08  3.747E-17  5.092E-17  1.00E-07
  1.000E-03 4.16253E-16  2.289E-09  1.720E-08  1.098E-08  3.843E-17  5.223E-17  1.00E-07
  1.250E-03 4.16253E-16  2.861E-09  1.720E-08  1.098E-08  4.804E-17  6.529E-17  1.00E-07
  1.500E-03 4.16253E-16  3.434E-09  1.720E-08  1.098E-08  5.764E-17  7.835E-17  1.00E-07
  1.750E-03 4.16253E-16  4.006E-09  1.720E-08  1.098E-08  6.725E-17  9.140E-17  1.00E-07
  2.000E-03 4.16253E-16  4.578E-09  1.720E-08  1.098E-08  7.686E-17  1.045E-16  1.00E-07
  2.250E-03 4.16253E-16  5.150E-09  1.720E-08  1.098E-08  8.646E-17  1.175E-16  1.00E-07
  2.500E-03 4.16253E-16  5.723E-09  1.720E-08  1.098E-08  9.607E-17  1.306E-16  1.00E-07
  2.750E-03 4.16253E-16  6.295E-09  1.720E-08  1.098E-08  1.057E-16  1.436E-16  1.00E-07
  3.000E-03 4.16253E-16  6.867E-09  1.720E-08  1.098E-08  1.153E-16  1.567E-16  1.00E-07
  3.250E-03 4.16253E-16  7.439E-09  1.720E-08  1.098E-08  1.249E-16  1.697E-16  1.00E-07
  3.500E-03 4.16253E-16  8.012E-09  1.720E-08  1.098E-08  1.345E-16  1.828E-16  1.00E-07
  3.750E-03 4.16253E-16  8.584E-09  1.720E-08  1.098E-08  1.441E-16  1.959E-16  1.00E-07
  4.000E-03 4.16253E-16  9.156E-09  1.720E-08  1.098E-08  1.537E-16  2.089E-16  1.00E-07
  4.250E-03 4.16253E-16  9.728E-09  1.720E-08  1.098E-08  1.633E-16  2.220E-16  1.00E-07
  4.500E-03 4.16253E-16  1.030E-08  1.720E-08  1.098E-08  1.729E-16  2.350E-16  1.00E-07
  4.750E-03 4.16253E-16  1.087E-08  1.720E-08  1.098E-08  1.825E-16  2.481E-16  1.00E-07
  5.000E-03 4.16253E-16  1.145E-08  1.720E-08  1.098E-08  1.921E-16  2.612E-16  1.00E-07
  5.250E-03 4.16253E-16  1.202E-08  1.720E-08  1.098E-08  2.018E-16  2.742E-16  1.00E-07
  5.500E-03 4.16253E-16  1.259E-08  1.720E-08  1.098E-08  2.114E-16  2.873E-16  1.00E-07
  5.750E-03 4.16253E-16  1.316E-08  1.720E-08  1.098E-08  2.210E-16  3.003E-16  1.00E-07
  6.000E-03 4.16253E-16  1.373E-08  1.720E-08  1.098E-08  2.306E-16  3.134E-16  1.00E-07
  6.250E-03 4.16253E-16  1.431E-08  1.720E-08  1.098E-08  2.402E-16  3.264E-16  1.00E-07
  6.500E-03 4.16253E-16  1.488E-08  1.720E-08  1.098E-08  2.498E-16  3.395E-16  1.00E-07
  6.750E-03 4.16253E-16  1.545E-08  1.720E-08  1.098E-08  2.594E-16  3.526E-16  1.00E-07
  7.000E-03 4.16253E-16  1.602E-08  1.720E-08  1.098E-08  2.690E-16  3.656E-16  1.00E-07
  7.250E-03 4.16253E-16  1.660E-08  1.720E-08  1.098E-08  2.786E-16  3.787E-16  1.00E-07
  7.500E-03 4.16253E-16  1.717E-08  1.720E-08  1.098E-08  2.882E-16  3.917E-16  1.00E-07
  7.750E-03 4.16253E-16  1.774E-08  1.720E-08  1.098E-08  2.978E-16  4.048E-16  1.00E-07
  8.000E-03 4.16253E-16  1.831E-08  1.720E-08  1.098E-08  3.074E-16  4.178E-16  1.00E-07
  8.250E-03 4.16253E-16  1.888E-08  1.720E-08  1.098E-08  3.170E-16  4.309E-16  1.00E-07
  8.500E-03 4.16253E-16  1.946E-08  1.720E-08  1.098E-08  3.266E-16  4.440E-16  1.00E-07
  8.750E-03 4.16253E-16  2.003E-08  1.720E-08  1.098E-08  3.363E-16  4.570E-16  1.00E-07
  9.000E-03 4.16253E-16  2.060E-08  1.720E-08  1.098E-08  3.459E-16  4.701E-16  1.00E-07
  9.250E-03 4.16253E-16  2.117E-08  1.720E-08  1.098E-08  3.555E-16  4.831E-16  1.00E-07
  9.500E-03 4.16253E-16  2.175E-08  1.720E-08  1.098E-08  3.651E-16  4.962E-16  1.00E-07
  9.750E-03 4.16253E-16  2.232E-08  1.720E-08  1.098E-08  3.747E-16  5.092E-16  1.00E-07
  1.000E-02 4.16253E-16  2.289E-08  1.720E-08  1.098E-08  3.843E-16  5.223E-16  1.00E-07
  1.250E-02 4.16253E-16  2.861E-08  1.720E-08  1.098E-08  4.804E-16  6.529E-16  1.00E-07
  1.500E-02 4.16253E-16  3.434E-08  1.720E-08  1.098E-08  5.764E-16  7.835E-16  1.00E-07
  1.750E-02 4.16252E-16  4.006E-08  1.720E-08  1.098E-08  6.725E-16  9.140E-16  1.00E-07
  2.000E-02 4.16252E-16  4.578E-08  1.720E-08  1.098E-08  7.686E-16  1.045E-15  1.00E-07
  2.250E-02 4.16252E-16  5.150E-08  1.720E-08  1.098E-08  8.646E-16  1.175E-15  1.00E-07
  2.500E-02 4.16252E-16  5.723E-08  1.720E-08  1.098E-08  9.607E-16  1.306E-15  1.00E-07
  2.750E-02 4.16252E-16  6.295E-08  1.720E-08  1.098E-08  1.057E-15  1.436E-15  1.00E-07
  3.000E-02 4.16252E-16  6.867E-08  1.720E-08  1.098E-08  1.153E-15  1.567E-15  1.00E-07
  3.250E-02 4.16251E-16  7.439E-08  1.720E-08  1.098E-08  1.249E-15  1.697E-15  1.00E-07
  3.500E-02 4.16251E-16  8.012E-08  1.720E-08  1.098E-08  1.345E-15  1.828E-15  1.00E-07
  3.750E-02 4.16251E-16  8.584E-08  1.720E-08  1.098E-08  1.441E-15  1.959E-15  1.00E-07
  4.000E-02 4.16250E-16  9.156E-08  1.720E-08  1.098E-08  1.537E-15  2.089E-15  1.00E-07
  4.250E-02 4.16250E-16  9.728E-08  1.720E-08  1.098E-08  1.633E-15  2.220E-15  1.00E-07
  4.500E-02 4.16250E-16  1.030E-07  1.720E-08  1.098E-08  1.729E-15  2.350E-15  1.00E-07
  4.750E-02 4.16249E-16  1.087E-07  1.720E-08  1.098E-08  1.825E-15  2.481E-15  1.00E-07
  5.000E-02 4.16249E-16  1.145E-07  1.720E-08  1.098E-08  1.921E-15  2.612E-15  1.00E-07
  5.250E-02 4.16249E-16  1.202E-07  1.720E-08  1.098E-08  2.017E-15  2.742E-15  1.00E-07
  5.500E-02 4.16248E-16  1.259E-07  1.720E-08  1.098E-08  2.114E-15  2.873E-15  1.00E-07
  5.750E-02 4.16248E-16  1.316E-07  1.720E-08  1.098E-08  2.210E-15  3.003E-15  1.00E-07
  6.000E-02 4.16247E-16  1.373E-07  1.720E-08  1.098E-08  2.306E-15  3.134E-15  1.00E-07
  6.250E-02 4.16247E-16  1.431E-07  1.720E-08  1.098E-08  2.402E-15  3.264E-15  1.00E-07
  6.500E-02 4.16247E-16  1.488E-07  1.720E-08  1.098E-08  2.498E-15  3.395E-15  1.00E-07
  6.750E-02 4.16246E-16  1.545E-07  1.720E-08  1.098E-08  2.594E-15  3.526E-15  1.00E-07
  7.000E-02 4.16245E-16  1.602E-07  1.720E-08  1.098E-08  2.690E-15  3.656E-15  1.00E-07
  7.250E-02 4.16245E-16  1.660E-07  1.720E-08  1.098E-08  2.786E-15  3.787E-15  1.00E-07
  7.500E-02 4.16244E-16  1.717E-07  1.720E-08  1.098E-08  2.882E-15  3.917E-15  1.00E-07
  7.750E-02 4.16244E-16  1.774E-07  1.720E-08  1.098E-08  2.978E-15  4.048E-15  1.00E-07
  8.000E-02 4.16243E-16  1.831E-07  1.720E-08  1.098E-08  3.074E-15  4.178E-15  1.00E-07
  8.250E-02 4.16243E-16  1.888E-07  1.720E-08  1.098E-08  3.170E-15  4.309E-15  1.00E-07
  8.500E-02 4.16242E-16  1.946E-07  1.720E-08  1.098E-08  3.266E-15  4.440E-15  1.00E-07
  8.750E-02 4.16241E-16  2.003E-07  1.720E-08  1.098E-08  3.362E-15  4.570E-15  1.00E-07
  9.000E-02 4.16241E-16  2.060E-07  1.720E-08  1.098E-08  3.458E-15  4.701E-15  1.00E-07
  9.250E-02 4.16240E-16  2.117E-07  1.720E-08  1.098E-08  3.555E-15  4.831E-15  1.00E-07
  9.500E-02 4.16239E-16  2.175E-07  1.720E-08  1.098E-08  3.651E-15  4.962E-15  1.00E-07
  9.750E-02 4.16239E-16  2.232E-07  1.720E-08  1.098E-08  3.747E-15  5.092E-15  1.00E-07
  1.000E-01 4.16238E-16  2.289E-07  1.720E-08  1.098E-08  3.843E-15  5.223E-15  1.00E-07
  1.250E-01 4.16229E-16  2.861E-07  1.720E-08  1.098E-08  4.803E-15  6.529E-15  1.00E-07
  1.500E-01 4.16219E-16  3.434E-07  1.720E-08  1.098E-08  5.764E-15  7.834E-15  1.00E-07
  1.750E-01 4.16207E-16  4.006E-07  1.720E-08  1.098E-08  6.724E-15  9.140E-15  1.00E-07
  2.000E-01 4.16193E-16  4.578E-07  1.720E-08  1.098E-08  7.685E-15  1.045E-14  1.00E-07
  2.250E-01 4.16177E-16  5.151E-07  1.720E-08  1.098E-08  8.645E-15  1.175E-14  1.00E-07
  2.500E-01 4.16159E-16  5.723E-07  1.720E-08  1.098E-08  9.605E-15  1.306E-14  1.00E-07
  2.750E-01 4.16139E-16  6.296E-07  1.719E-08  1.098E-08  1.057E-14  1.436E-14  1.00E-07
  3.000E-01 4.16117E-16  6.868E-07  1.719E-08  1.098E-08  1.153E-14  1.567E-14  1.00E-07
  3.250E-01 4.16094E-16  7.441E-07  1.719E-08  1.098E-08  1.249E-14  1.697E-14  1.00E-07
  3.500E-01 4.16068E-16  8.013E-07  1.719E-08  1.098E-08  1.344E-14  1.828E-14  1.00E-07
  3.750E-01 4.16041E-16  8.586E-07  1.719E-08  1.098E-08  1.440E-14  1.959E-14  1.00E-07
  4.000E-01 4.16012E-16  9.159E-07  1.719E-08  1.098E-08  1.536E-14  2.089E-14  1.00E-07
  4.250E-01 4.15981E-16  9.732E-07  1.719E-08  1.098E-08  1.632E-14  2.220E-14  1.00E-07
  4.500E-01 4.15948E-16  1.030E-06  1.719E-08  1.098E-08  1.728E-14  2.350E-14  1.00E-07
