 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 8.40000E+01 eV = 3.08694E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.83511E-16 cm**2 = 1.01243E+01 a0**2
 # 1st transport cross section = 1.90654E-16 cm**2 = 6.80836E+00 a0**2
 # 2nd transport cross section = 1.47983E-16 cm**2 = 5.28455E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  2.01156E-16  7.18342E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  2.01156E-16  7.18342E+00  1.91907E-10  1.0E-07
  1.250E-04  1.18994E-12  2.01156E-16  7.18342E+00  2.39884E-10  1.0E-07
  1.500E-04  1.71346E-12  2.01156E-16  7.18342E+00  2.87860E-10  1.0E-07
  1.750E-04  2.33225E-12  2.01156E-16  7.18342E+00  3.35837E-10  1.0E-07
  2.000E-04  3.04617E-12  2.01156E-16  7.18342E+00  3.83814E-10  1.0E-07
  2.250E-04  3.85530E-12  2.01156E-16  7.18342E+00  4.31790E-10  1.0E-07
  2.500E-04  4.75964E-12  2.01156E-16  7.18342E+00  4.79767E-10  1.0E-07
  2.750E-04  5.75917E-12  2.01156E-16  7.18342E+00  5.27744E-10  1.0E-07
  3.000E-04  6.85391E-12  2.01156E-16  7.18342E+00  5.75720E-10  1.0E-07
  3.250E-04  8.04379E-12  2.01156E-16  7.18342E+00  6.23697E-10  1.0E-07
  3.500E-04  9.32893E-12  2.01156E-16  7.18342E+00  6.71674E-10  1.0E-07
  3.750E-04  1.07092E-11  2.01156E-16  7.18342E+00  7.19651E-10  1.0E-07
  4.000E-04  1.21847E-11  2.01156E-16  7.18342E+00  7.67627E-10  1.0E-07
  4.250E-04  1.37554E-11  2.01156E-16  7.18342E+00  8.15604E-10  1.0E-07
  4.500E-04  1.54213E-11  2.01156E-16  7.18342E+00  8.63581E-10  1.0E-07
  4.750E-04  1.71823E-11  2.01156E-16  7.18342E+00  9.11557E-10  1.0E-07
  5.000E-04  1.90386E-11  2.01156E-16  7.18342E+00  9.59534E-10  1.0E-07
  5.250E-04  2.09900E-11  2.01156E-16  7.18342E+00  1.00751E-09  1.0E-07
  5.500E-04  2.30367E-11  2.01156E-16  7.18342E+00  1.05549E-09  1.0E-07
  5.750E-04  2.51785E-11  2.01156E-16  7.18342E+00  1.10346E-09  1.0E-07
  6.000E-04  2.74156E-11  2.01156E-16  7.18342E+00  1.15144E-09  1.0E-07
  6.250E-04  2.97478E-11  2.01156E-16  7.18342E+00  1.19942E-09  1.0E-07
  6.500E-04  3.21752E-11  2.01156E-16  7.18342E+00  1.24739E-09  1.0E-07
  6.750E-04  3.46979E-11  2.01156E-16  7.18342E+00  1.29537E-09  1.0E-07
