

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.80000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      6.32116780E-03      0.00000000E+00
       1     -1.47520451E+00     -1.47320003E+00
       2      7.67536408E-01      7.67921440E-01
       3      3.51245376E-01      3.51370207E-01
       4      1.65796177E-01      1.65846543E-01
       5      8.08017732E-02      8.08243275E-02
       6      4.03686459E-02      4.03793452E-02
       7      2.05473034E-02      2.05525620E-02
       8      1.06082520E-02      1.06108988E-02
       9      5.53824183E-03      5.53959694E-03
      10      2.91722294E-03      2.91792578E-03
      11      1.54777353E-03      1.54814178E-03
      12      8.26071336E-04      8.26265865E-04
      13      4.43044292E-04      4.43147739E-04
      14      2.38577263E-04      2.38632576E-04
      15      1.28902929E-04      1.28932640E-04
      16      6.98395059E-05      6.98555249E-05
      17      3.79262867E-05      3.79349505E-05
      18      2.06353582E-05      2.06400561E-05
      19      1.12454610E-05      1.12480139E-05
      20      6.13650790E-06      6.13789770E-06
      21      3.35234941E-06      3.35310715E-06
      22      1.83308578E-06      1.83349942E-06
      23      1.00312924E-06      1.00335528E-06
      24      5.49310432E-07      5.49434064E-07
      25      3.00968456E-07      3.01036125E-07
      26      1.64979133E-07      1.65016198E-07
      27      9.04713231E-08      9.04916295E-08
      28      4.96296436E-08      4.96407794E-08
      29      2.72331189E-08      2.72392266E-08
      30      1.49472172E-08      1.49505677E-08
      31      8.20571025E-09      8.20755156E-09
      32      4.50560271E-09      4.50661419E-09
      33      2.47428763E-09      2.47484430E-09
      34      1.35895937E-09      1.35926351E-09
      35      7.46450596E-10      7.46617316E-10
      36      4.10071759E-10      4.10160640E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.29696E-16  0.000E+00  1.177E-08  9.543E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.29696E-16  3.723E-10  1.177E-08  9.543E-09  2.160E-19  3.806E-18  1.00E-07
  1.250E-04 2.29696E-16  4.654E-10  1.177E-08  9.543E-09  2.700E-19  4.758E-18  1.00E-07
  1.500E-04 2.29696E-16  5.584E-10  1.177E-08  9.543E-09  3.240E-19  5.710E-18  1.00E-07
  1.750E-04 2.29696E-16  6.515E-10  1.177E-08  9.543E-09  3.780E-19  6.661E-18  1.00E-07
  2.000E-04 2.29696E-16  7.446E-10  1.177E-08  9.543E-09  4.320E-19  7.613E-18  1.00E-07
  2.250E-04 2.29696E-16  8.376E-10  1.177E-08  9.543E-09  4.860E-19  8.564E-18  1.00E-07
  2.500E-04 2.29696E-16  9.307E-10  1.177E-08  9.543E-09  5.400E-19  9.516E-18  1.00E-07
  2.750E-04 2.29696E-16  1.024E-09  1.177E-08  9.543E-09  5.940E-19  1.047E-17  1.00E-07
  3.000E-04 2.29696E-16  1.117E-09  1.177E-08  9.543E-09  6.481E-19  1.142E-17  1.00E-07
  3.250E-04 2.29696E-16  1.210E-09  1.177E-08  9.543E-09  7.021E-19  1.237E-17  1.00E-07
  3.500E-04 2.29696E-16  1.303E-09  1.177E-08  9.543E-09  7.561E-19  1.332E-17  1.00E-07
  3.750E-04 2.29696E-16  1.396E-09  1.177E-08  9.543E-09  8.101E-19  1.427E-17  1.00E-07
  4.000E-04 2.29696E-16  1.489E-09  1.177E-08  9.543E-09  8.641E-19  1.523E-17  1.00E-07
  4.250E-04 2.29696E-16  1.582E-09  1.177E-08  9.543E-09  9.181E-19  1.618E-17  1.00E-07
  4.500E-04 2.29696E-16  1.675E-09  1.177E-08  9.543E-09  9.721E-19  1.713E-17  1.00E-07
  4.750E-04 2.29696E-16  1.768E-09  1.177E-08  9.543E-09  1.026E-18  1.808E-17  1.00E-07
  5.000E-04 2.29696E-16  1.861E-09  1.177E-08  9.543E-09  1.080E-18  1.903E-17  1.00E-07
  5.250E-04 2.29696E-16  1.954E-09  1.177E-08  9.543E-09  1.134E-18  1.998E-17  1.00E-07
