

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.22000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.36580591E-01      0.00000000E+00
       1     -1.53322279E+00     -1.53118234E+00
       2      7.91040091E-01      7.91471813E-01
       3      3.91584080E-01      3.91738510E-01
       4      1.98185315E-01      1.98252622E-01
       5      1.02838677E-01      1.02870814E-01
       6      5.45030234E-02      5.45191862E-02
       7      2.93730394E-02      2.93814420E-02
       8      1.60402946E-02      1.60447634E-02
       9      8.85258782E-03      8.85500419E-03
      10      4.92797326E-03      4.92929654E-03
      11      2.76280955E-03      2.76354156E-03
      12      1.55811947E-03      1.55852772E-03
      13      8.83079921E-04      8.83309148E-04
      14      5.02580448E-04      5.02709883E-04
      15      2.87033440E-04      2.87106874E-04
      16      1.64415385E-04      1.64457213E-04
      17      9.44138139E-05      9.44377186E-05
      18      5.43305059E-05      5.43442065E-05
      19      3.13202929E-05      3.13281641E-05
      20      1.80826870E-05      1.80872182E-05
      21      1.04533462E-05      1.04559592E-05
      22      6.04949285E-06      6.05100185E-06
      23      3.50415468E-06      3.50502720E-06
      24      2.03136901E-06      2.03187404E-06
      25      1.17838071E-06      1.17867330E-06
      26      6.83961309E-07      6.84130942E-07
      27      3.97183212E-07      3.97281632E-07
      28      2.30745708E-07      2.30802838E-07
      29      1.34101732E-07      1.34134912E-07
      30      7.79598784E-08      7.79791530E-08
      31      4.53341477E-08      4.53453522E-08
      32      2.63683235E-08      2.63748317E-08
      33      1.53400766E-08      1.53438598E-08
      34      8.92584388E-09      8.92805034E-09
      35      5.19440528E-09      5.19568354E-09
      36      3.02331620E-09      3.02406199E-09
      37      1.75987381E-09      1.76030979E-09
      38      1.02448743E-09      1.02473855E-09
      39      5.96422723E-10      5.96572004E-10
      40      3.47261954E-10      3.47344965E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.38958E-16  0.000E+00  1.236E-08  9.282E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.38958E-16  3.886E-10  1.236E-08  9.282E-09  1.723E-18  5.050E-18  1.00E-07
  1.250E-04 2.38958E-16  4.858E-10  1.236E-08  9.282E-09  2.153E-18  6.313E-18  1.00E-07
  1.500E-04 2.38958E-16  5.829E-10  1.236E-08  9.282E-09  2.584E-18  7.575E-18  1.00E-07
  1.750E-04 2.38958E-16  6.801E-10  1.236E-08  9.282E-09  3.015E-18  8.838E-18  1.00E-07
  2.000E-04 2.38958E-16  7.773E-10  1.236E-08  9.282E-09  3.445E-18  1.010E-17  1.00E-07
  2.250E-04 2.38958E-16  8.744E-10  1.236E-08  9.282E-09  3.876E-18  1.136E-17  1.00E-07
  2.500E-04 2.38958E-16  9.716E-10  1.236E-08  9.282E-09  4.307E-18  1.263E-17  1.00E-07
  2.750E-04 2.38958E-16  1.069E-09  1.236E-08  9.282E-09  4.737E-18  1.389E-17  1.00E-07
  3.000E-04 2.38958E-16  1.166E-09  1.236E-08  9.282E-09  5.168E-18  1.515E-17  1.00E-07
  3.250E-04 2.38958E-16  1.263E-09  1.236E-08  9.282E-09  5.599E-18  1.641E-17  1.00E-07
  3.500E-04 2.38958E-16  1.360E-09  1.236E-08  9.282E-09  6.029E-18  1.768E-17  1.00E-07
  3.750E-04 2.38958E-16  1.457E-09  1.236E-08  9.282E-09  6.460E-18  1.894E-17  1.00E-07
  4.000E-04 2.38958E-16  1.555E-09  1.236E-08  9.282E-09  6.891E-18  2.020E-17  1.00E-07
  4.250E-04 2.38958E-16  1.652E-09  1.236E-08  9.282E-09  7.321E-18  2.146E-17  1.00E-07
  4.500E-04 2.38958E-16  1.749E-09  1.236E-08  9.282E-09  7.752E-18  2.273E-17  1.00E-07
  4.750E-04 2.38958E-16  1.846E-09  1.236E-08  9.282E-09  8.183E-18  2.399E-17  1.00E-07
  5.000E-04 2.38958E-16  1.943E-09  1.236E-08  9.282E-09  8.613E-18  2.525E-17  1.00E-07
  5.250E-04 2.38958E-16  2.040E-09  1.236E-08  9.282E-09  9.044E-18  2.651E-17  1.00E-07
