

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.86000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.27346789E-01      0.00000000E+00
       1      2.60588746E-01      2.60672727E-01
       2      1.44711944E-01      1.44746621E-01
       3      8.35192968E-02      8.35373069E-02
       4      4.90532704E-02      4.90633463E-02
       5      2.90747531E-02      2.90805777E-02
       6      1.73201388E-02      1.73235621E-02
       7      1.03464806E-02      1.03485107E-02
       8      6.18959386E-03      6.19080382E-03
       9      3.70516903E-03      3.70589211E-03
      10      2.21826284E-03      2.21869555E-03
      11      1.32783203E-03      1.32809113E-03
      12      7.94542577E-04      7.94697723E-04
      13      4.75212156E-04      4.75305039E-04
      14      2.84071932E-04      2.84127516E-04
      15      1.69717833E-04      1.69751080E-04
      16      1.01340206E-04      1.01360082E-04
      17      6.04774621E-05      6.04893373E-05
      18      3.60718578E-05      3.60789489E-05
      19      2.15037563E-05      2.15079882E-05
      20      1.28126742E-05      1.28151983E-05
      21      7.63051959E-06      7.63202435E-06
      22      4.54220443E-06      4.54310103E-06
      23      2.70263075E-06      2.70316472E-06
      24      1.60739700E-06      1.60771485E-06
      25      9.55618639E-07      9.55807769E-07
      26      5.67909729E-07      5.68022217E-07
      27      3.37376620E-07      3.37443495E-07
      28      2.00354406E-07      2.00394153E-07
      29      1.18942817E-07      1.18966430E-07
      30      7.05893666E-08      7.06033913E-08
      31      4.18801082E-08      4.18884302E-08
      32      2.48399296E-08      2.48448698E-08
      33      1.47289769E-08      1.47319077E-08
      34      8.73124740E-09      8.73298728E-09
      35      5.17448060E-09      5.17551687E-09
      36      3.06588245E-09      3.06649561E-09
      37      1.81611220E-09      1.81647563E-09
      38      1.07552680E-09      1.07573887E-09
      39      6.36760619E-10      6.36886880E-10
      40      3.76911626E-10      3.76987662E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.24152E-17  0.000E+00  5.619E-09  9.198E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.24152E-17 -1.197E-11  5.619E-09  9.198E-10  1.875E-18  2.724E-19  1.00E-07
  1.250E-04 3.24152E-17 -1.496E-11  5.619E-09  9.198E-10  2.344E-18  3.405E-19  1.00E-07
  1.500E-04 3.24152E-17 -1.795E-11  5.619E-09  9.198E-10  2.813E-18  4.086E-19  1.00E-07
  1.750E-04 3.24152E-17 -2.095E-11  5.619E-09  9.198E-10  3.281E-18  4.767E-19  1.00E-07
  2.000E-04 3.24152E-17 -2.394E-11  5.619E-09  9.198E-10  3.750E-18  5.448E-19  1.00E-07
  2.250E-04 3.24152E-17 -2.693E-11  5.619E-09  9.198E-10  4.219E-18  6.129E-19  1.00E-07
  2.500E-04 3.24152E-17 -2.992E-11  5.619E-09  9.198E-10  4.688E-18  6.810E-19  1.00E-07
  2.750E-04 3.24152E-17 -3.292E-11  5.619E-09  9.198E-10  5.156E-18  7.491E-19  1.00E-07
  3.000E-04 3.24152E-17 -3.591E-11  5.619E-09  9.198E-10  5.625E-18  8.172E-19  1.00E-07
  3.250E-04 3.24152E-17 -3.890E-11  5.619E-09  9.198E-10  6.094E-18  8.853E-19  1.00E-07
  3.500E-04 3.24152E-17 -4.189E-11  5.619E-09  9.198E-10  6.563E-18  9.534E-19  1.00E-07
  3.750E-04 3.24152E-17 -4.488E-11  5.619E-09  9.198E-10  7.031E-18  1.022E-18  1.00E-07
  4.000E-04 3.24152E-17 -4.788E-11  5.619E-09  9.198E-10  7.500E-18  1.090E-18  1.00E-07
  4.250E-04 3.24152E-17 -5.087E-11  5.619E-09  9.198E-10  7.969E-18  1.158E-18  1.00E-07
  4.500E-04 3.24152E-17 -5.386E-11  5.619E-09  9.198E-10  8.438E-18  1.226E-18  1.00E-07
  4.750E-04 3.24152E-17 -5.685E-11  5.619E-09  9.198E-10  8.906E-18  1.294E-18  1.00E-07
