  8.600E+00 3.22494E-16  2.277E-05  1.436E-08  1.078E-08  1.867E-13  3.958E-13  1.00E-07
  8.700E+00 3.20824E-16  2.310E-05  1.431E-08  1.077E-08  1.876E-13  4.001E-13  1.00E-07
  8.800E+00 3.19146E-16  2.342E-05  1.426E-08  1.076E-08  1.885E-13  4.045E-13  1.00E-07
  8.900E+00 3.17461E-16  2.376E-05  1.421E-08  1.075E-08  1.894E-13  4.088E-13  1.00E-07
  9.000E+00 3.15768E-16  2.409E-05  1.416E-08  1.074E-08  1.903E-13  4.131E-13  1.00E-07
  9.100E+00 3.14069E-16  2.443E-05  1.410E-08  1.073E-08  1.911E-13  4.174E-13  1.00E-07
  9.200E+00 3.12363E-16  2.477E-05  1.405E-08  1.072E-08  1.918E-13  4.217E-13  1.00E-07
  9.300E+00 3.10651E-16  2.511E-05  1.400E-08  1.071E-08  1.926E-13  4.259E-13  1.00E-07
  9.400E+00 3.08933E-16  2.545E-05  1.394E-08  1.070E-08  1.932E-13  4.302E-13  1.00E-07
  9.500E+00 3.07209E-16  2.580E-05  1.389E-08  1.069E-08  1.939E-13  4.345E-13  1.00E-07
  9.600E+00 3.05480E-16  2.614E-05  1.384E-08  1.068E-08  1.945E-13  4.387E-13  1.00E-07
  9.700E+00 3.03746E-16  2.649E-05  1.378E-08  1.067E-08  1.951E-13  4.429E-13  1.00E-07
  9.800E+00 3.02007E-16  2.685E-05  1.373E-08  1.066E-08  1.956E-13  4.472E-13  1.00E-07
  9.900E+00 3.00263E-16  2.720E-05  1.367E-08  1.065E-08  1.961E-13  4.514E-13  1.00E-07
  1.000E+01 2.98515E-16  2.756E-05  1.362E-08  1.063E-08  1.966E-13  4.556E-13  1.00E-07
  1.025E+01 2.94129E-16  2.847E-05  1.348E-08  1.061E-08  1.975E-13  4.661E-13  1.00E-07
  1.050E+01 2.89721E-16  2.939E-05  1.334E-08  1.058E-08  1.983E-13  4.765E-13  1.00E-07
  1.075E+01 2.85298E-16  3.033E-05  1.319E-08  1.055E-08  1.987E-13  4.868E-13  1.00E-07
  1.100E+01 2.80862E-16  3.129E-05  1.305E-08  1.052E-08  1.990E-13  4.971E-13  1.00E-07
  1.125E+01 2.76418E-16  3.227E-05  1.290E-08  1.049E-08  1.990E-13  5.073E-13  1.00E-07
  1.150E+01 2.71969E-16  3.326E-05  1.276E-08  1.045E-08  1.987E-13  5.174E-13  1.00E-07
  1.175E+01 2.67520E-16  3.427E-05  1.261E-08  1.042E-08  1.982E-13  5.275E-13  1.00E-07
  1.200E+01 2.63074E-16  3.530E-05  1.246E-08  1.039E-08  1.974E-13  5.375E-13  1.00E-07
  1.225E+01 2.58635E-16  3.636E-05  1.230E-08  1.036E-08  1.964E-13  5.474E-13  1.00E-07
  1.250E+01 2.54205E-16  3.743E-05  1.215E-08  1.032E-08  1.952E-13  5.573E-13  1.00E-07
  1.275E+01 2.49789E-16  3.852E-05  1.200E-08  1.029E-08  1.937E-13  5.670E-13  1.00E-07
  1.300E+01 2.45389E-16  3.963E-05  1.184E-08  1.025E-08  1.920E-13  5.767E-13  1.00E-07
  1.325E+01 2.41009E-16  4.077E-05  1.169E-08  1.022E-08  1.900E-13  5.863E-13  1.00E-07
  1.350E+01 2.36651E-16  4.193E-05  1.153E-08  1.018E-08  1.877E-13  5.959E-13  1.00E-07
  1.375E+01 2.32318E-16  4.310E-05  1.138E-08  1.014E-08  1.853E-13  6.053E-13  1.00E-07
  1.400E+01 2.28014E-16  4.431E-05  1.122E-08  1.011E-08  1.826E-13  6.147E-13  1.00E-07
  1.425E+01 2.23739E-16  4.553E-05  1.106E-08  1.007E-08  1.796E-13  6.240E-13  1.00E-07
  1.450E+01 2.19498E-16  4.678E-05  1.090E-08  1.003E-08  1.764E-13  6.332E-13  1.00E-07
  1.475E+01 2.15291E-16  4.805E-05  1.075E-08  9.992E-09  1.730E-13  6.423E-13  1.00E-07
  1.500E+01 2.11122E-16  4.935E-05  1.059E-08  9.952E-09  1.694E-13  6.513E-13  1.00E-07
  1.525E+01 2.06992E-16  5.067E-05  1.043E-08  9.913E-09  1.655E-13  6.603E-13  1.00E-07
  1.550E+01 2.02904E-16  5.202E-05  1.027E-08  9.873E-09  1.614E-13  6.691E-13  1.00E-07
  1.575E+01 1.98858E-16  5.339E-05  1.011E-08  9.832E-09  1.570E-13  6.779E-13  1.00E-07
  1.600E+01 1.94856E-16  5.479E-05  9.950E-09  9.791E-09  1.525E-13  6.866E-13  1.00E-07
  1.625E+01 1.90901E-16  5.622E-05  9.791E-09  9.749E-09  1.477E-13  6.952E-13  1.00E-07
  1.650E+01 1.86994E-16  5.767E-05  9.632E-09  9.707E-09  1.427E-13  7.037E-13  1.00E-07
  1.675E+01 1.83135E-16  5.915E-05  9.473E-09  9.664E-09  1.375E-13  7.121E-13  1.00E-07
  1.700E+01 1.79326E-16  6.066E-05  9.314E-09  9.621E-09  1.321E-13  7.204E-13  1.00E-07
  1.725E+01 1.75568E-16  6.220E-05  9.156E-09  9.578E-09  1.265E-13  7.287E-13  1.00E-07
  1.750E+01 1.71863E-16  6.376E-05  8.998E-09  9.534E-09  1.207E-13  7.368E-13  1.00E-07
  1.775E+01 1.68210E-16  6.535E-05  8.840E-09  9.490E-09  1.146E-13  7.448E-13  1.00E-07
  1.800E+01 1.64611E-16  6.697E-05  8.683E-09  9.445E-09  1.084E-13  7.528E-13  1.00E-07
  1.825E+01 1.61067E-16  6.862E-05  8.526E-09  9.400E-09  1.020E-13  7.606E-13  1.00E-07
  1.850E+01 1.57578E-16  7.030E-05  8.370E-09  9.355E-09  9.542E-14  7.684E-13  1.00E-07
  1.875E+01 1.54144E-16  7.201E-05  8.215E-09  9.309E-09  8.863E-14  7.761E-13  1.00E-07
  1.900E+01 1.50766E-16  7.375E-05  8.060E-09  9.263E-09  8.165E-14  7.836E-13  1.00E-07
  1.925E+01 1.47445E-16  7.552E-05  7.906E-09  9.216E-09  7.450E-14  7.911E-13  1.00E-07
  1.950E+01 1.44180E-16  7.732E-05  7.753E-09  9.169E-09  6.718E-14  7.985E-13  1.00E-07
  1.975E+01 1.40972E-16  7.915E-05  7.600E-09  9.122E-09  5.968E-14  8.057E-13  1.00E-07
  2.000E+01 1.37820E-16  8.101E-05  7.448E-09  9.074E-09  5.201E-14  8.129E-13  1.00E-07
  2.025E+01 1.34726E-16  8.291E-05  7.297E-09  9.026E-09  4.418E-14  8.200E-13  1.00E-07
  2.050E+01 1.31688E-16  8.483E-05  7.147E-09  8.978E-09  3.619E-14  8.270E-13  1.00E-07
  2.075E+01 1.28708E-16  8.678E-05  6.998E-09  8.929E-09  2.804E-14  8.338E-13  1.00E-07
  2.100E+01 1.25784E-16  8.877E-05  6.850E-09  8.881E-09  1.974E-14  8.406E-13  1.00E-07
  2.125E+01 1.22916E-16  9.078E-05  6.703E-09  8.831E-09  1.129E-14  8.473E-13  1.00E-07
  2.150E+01 1.20105E-16  9.283E-05  6.556E-09  8.782E-09  2.690E-15  8.539E-13  1.00E-07
  2.175E+01 1.17349E-16  9.491E-05  6.411E-09  8.732E-09 -6.048E-15  8.603E-13  1.00E-07
  2.200E+01 1.14649E-16  9.701E-05  6.267E-09  8.682E-09 -1.493E-14  8.667E-13  1.00E-07
  2.225E+01 1.12005E-16  9.915E-05  6.124E-09  8.631E-09 -2.394E-14  8.730E-13  1.00E-07
  2.250E+01 1.09414E-16  1.013E-04  5.982E-09  8.581E-09 -3.308E-14  8.791E-13  1.00E-07
  2.275E+01 1.06879E-16  1.035E-04  5.842E-09  8.530E-09 -4.235E-14  8.852E-13  1.00E-07
  2.300E+01 1.04397E-16  1.058E-04  5.702E-09  8.478E-09 -5.174E-14  8.912E-13  1.00E-07
  2.325E+01 1.01968E-16  1.080E-04  5.564E-09  8.427E-09 -6.125E-14  8.970E-13  1.00E-07
  2.350E+01 9.95916E-17  1.103E-04  5.426E-09  8.375E-09 -7.088E-14  9.028E-13  1.00E-07
  2.375E+01 9.72674E-17  1.126E-04  5.290E-09  8.323E-09 -8.061E-14  9.084E-13  1.00E-07
  2.400E+01 9.49946E-17  1.150E-04  5.156E-09  8.271E-09 -9.046E-14  9.140E-13  1.00E-07
  2.425E+01 9.27726E-17  1.173E-04  5.022E-09  8.219E-09 -1.004E-13  9.194E-13  1.00E-07
  2.450E+01 9.06007E-17  1.197E-04  4.890E-09  8.166E-09 -1.105E-13  9.248E-13  1.00E-07
  2.475E+01 8.84782E-17  1.222E-04  4.759E-09  8.114E-09 -1.206E-13  9.300E-13  1.00E-07
  2.500E+01 8.64043E-17  1.246E-04  4.629E-09  8.061E-09 -1.309E-13  9.352E-13  1.00E-07
  2.550E+01 8.23998E-17  1.296E-04  4.374E-09  7.954E-09 -1.516E-13  9.452E-13  1.00E-07
  2.600E+01 7.85813E-17  1.347E-04  4.124E-09  7.847E-09 -1.727E-13  9.547E-13  1.00E-07
  2.650E+01 7.49425E-17  1.399E-04  3.879E-09  7.739E-09 -1.941E-13  9.639E-13  1.00E-07
  2.700E+01 7.14774E-17  1.451E-04  3.639E-09  7.631E-09 -2.158E-13  9.726E-13  1.00E-07
  2.750E+01 6.81797E-17  1.505E-04  3.405E-09  7.522E-09 -2.378E-13  9.810E-13  1.00E-07
  2.800E+01 6.50430E-17  1.558E-04  3.177E-09  7.413E-09 -2.599E-13  9.889E-13  1.00E-07
  2.850E+01 6.20611E-17  1.613E-04  2.954E-09  7.303E-09 -2.823E-13  9.964E-13  1.00E-07
  2.900E+01 5.92276E-17  1.668E-04  2.736E-09  7.193E-09 -3.049E-13  1.004E-12  1.00E-07
  2.950E+01 5.65365E-17  1.723E-04  2.524E-09  7.083E-09 -3.276E-13  1.010E-12  1.00E-07
  3.000E+01 5.39816E-17  1.778E-04  2.317E-09  6.972E-09 -3.505E-13  1.017E-12  1.00E-07
  3.050E+01 5.15569E-17  1.833E-04  2.116E-09  6.861E-09 -3.735E-13  1.023E-12  1.00E-07
  3.100E+01 4.92566E-17  1.888E-04  1.920E-09  6.751E-09 -3.966E-13  1.028E-12  1.00E-07
  3.150E+01 4.70749E-17  1.943E-04  1.729E-09  6.640E-09 -4.197E-13  1.033E-12  1.00E-07
  3.200E+01 4.50063E-17  1.997E-04  1.544E-09  6.529E-09 -4.429E-13  1.038E-12  1.00E-07
  3.250E+01 4.30454E-17  2.051E-04  1.364E-09  6.418E-09 -4.662E-13  1.042E-12  1.00E-07
  3.300E+01 4.11869E-17  2.103E-04  1.189E-09  6.307E-09 -4.895E-13  1.046E-12  1.00E-07
  3.350E+01 3.94257E-17  2.155E-04  1.020E-09  6.196E-09 -5.128E-13  1.050E-12  1.00E-07
  3.400E+01 3.77571E-17  2.205E-04  8.551E-10  6.085E-09 -5.361E-13  1.053E-12  1.00E-07
  3.450E+01 3.61762E-17  2.253E-04  6.955E-10  5.974E-09 -5.593E-13  1.056E-12  1.00E-07
  3.500E+01 3.46787E-17  2.300E-04  5.408E-10  5.864E-09 -5.825E-13  1.059E-12  1.00E-07
  3.550E+01 3.32601E-17  2.345E-04  3.911E-10  5.754E-09 -6.057E-13  1.061E-12  1.00E-07
  3.600E+01 3.19164E-17  2.388E-04  2.461E-10  5.644E-09 -6.288E-13  1.063E-12  1.00E-07
  3.650E+01 3.06435E-17  2.428E-04  1.058E-10  5.535E-09 -6.518E-13  1.064E-12  1.00E-07
  3.700E+01 2.94377E-17  2.465E-04 -2.979E-11  5.426E-09 -6.747E-13  1.065E-12  1.00E-07
  3.750E+01 2.82953E-17  2.500E-04 -1.609E-10  5.317E-09 -6.975E-13  1.066E-12  1.00E-07
  3.800E+01 2.72129E-17  2.532E-04 -2.875E-10  5.209E-09 -7.202E-13  1.066E-12  1.00E-07
  3.850E+01 2.61873E-17  2.560E-04 -4.097E-10  5.101E-09 -7.427E-13  1.066E-12  1.00E-07
  3.900E+01 2.52153E-17  2.585E-04 -5.276E-10  4.994E-09 -7.652E-13  1.066E-12  1.00E-07
  3.950E+01 2.42939E-17  2.605E-04 -6.413E-10  4.887E-09 -7.874E-13  1.066E-12  1.00E-07
  4.000E+01 2.34204E-17  2.622E-04 -7.508E-10  4.781E-09 -8.095E-13  1.065E-12  1.00E-07
  4.050E+01 2.25921E-17  2.635E-04 -8.563E-10  4.675E-09 -8.315E-13  1.064E-12  1.00E-07
  4.100E+01 2.18063E-17  2.643E-04 -9.579E-10  4.570E-09 -8.532E-13  1.062E-12  1.00E-07
  4.150E+01 2.10609E-17  2.647E-04 -1.056E-09  4.466E-09 -8.748E-13  1.061E-12  1.00E-07
  4.200E+01 2.03534E-17  2.646E-04 -1.149E-09  4.363E-09 -8.962E-13  1.059E-12  1.00E-07
  4.250E+01 1.96818E-17  2.641E-04 -1.240E-09  4.260E-09 -9.174E-13  1.056E-12  1.00E-07
  4.300E+01 1.90439E-17  2.630E-04 -1.326E-09  4.158E-09 -9.384E-13  1.054E-12  1.00E-07
  4.350E+01 1.84380E-17  2.614E-04 -1.409E-09  4.056E-09 -9.591E-13  1.051E-12  1.00E-07
  4.400E+01 1.78622E-17  2.593E-04 -1.489E-09  3.956E-09 -9.797E-13  1.048E-12  1.00E-07
  4.450E+01 1.73148E-17  2.566E-04 -1.565E-09  3.856E-09 -1.000E-12  1.044E-12  1.00E-07
  4.500E+01 1.67942E-17  2.534E-04 -1.638E-09  3.757E-09 -1.020E-12  1.041E-12  1.00E-07
  4.550E+01 1.62989E-17  2.497E-04 -1.707E-09  3.658E-09 -1.040E-12  1.037E-12  1.00E-07
  4.600E+01 1.58274E-17  2.453E-04 -1.774E-09  3.561E-09 -1.060E-12  1.033E-12  1.00E-07
  4.650E+01 1.53784E-17  2.405E-04 -1.837E-09  3.464E-09 -1.079E-12  1.028E-12  1.00E-07
  4.700E+01 1.49507E-17  2.350E-04 -1.898E-09  3.369E-09 -1.098E-12  1.024E-12  1.00E-07
  4.750E+01 1.45430E-17  2.290E-04 -1.955E-09  3.274E-09 -1.117E-12  1.019E-12  1.00E-07
  4.800E+01 1.41543E-17  2.224E-04 -2.010E-09  3.180E-09 -1.136E-12  1.014E-12  1.00E-07
  4.850E+01 1.37834E-17  2.152E-04 -2.062E-09  3.087E-09 -1.154E-12  1.008E-12  1.00E-07
  4.900E+01 1.34294E-17  2.074E-04 -2.111E-09  2.995E-09 -1.172E-12  1.003E-12  1.00E-07
  4.950E+01 1.30914E-17  1.991E-04 -2.158E-09  2.904E-09 -1.190E-12  9.973E-13  1.00E-07
  5.000E+01 1.27685E-17  1.902E-04 -2.202E-09  2.814E-09 -1.207E-12  9.914E-13  1.00E-07
  5.050E+01 1.24598E-17  1.808E-04 -2.244E-09  2.725E-09 -1.225E-12  9.853E-13  1.00E-07
  5.100E+01 1.21646E-17  1.707E-04 -2.283E-09  2.637E-09 -1.242E-12  9.791E-13  1.00E-07
  5.150E+01 1.18821E-17  1.602E-04 -2.320E-09  2.549E-09 -1.259E-12  9.727E-13  1.00E-07
  5.200E+01 1.16117E-17  1.491E-04 -2.355E-09  2.463E-09 -1.275E-12  9.661E-13  1.00E-07
  5.250E+01 1.13528E-17  1.374E-04 -2.387E-09  2.378E-09 -1.291E-12  9.593E-13  1.00E-07
  5.300E+01 1.11046E-17  1.252E-04 -2.418E-09  2.293E-09 -1.307E-12  9.524E-13  1.00E-07
  5.350E+01 1.08667E-17  1.125E-04 -2.446E-09  2.210E-09 -1.323E-12  9.453E-13  1.00E-07
  5.400E+01 1.06385E-17  9.934E-05 -2.472E-09  2.128E-09 -1.338E-12  9.380E-13  1.00E-07
  5.450E+01 1.04196E-17  8.564E-05 -2.496E-09  2.046E-09 -1.353E-12  9.306E-13  1.00E-07
  5.500E+01 1.02093E-17  7.145E-05 -2.519E-09  1.966E-09 -1.368E-12  9.231E-13  1.00E-07
  5.550E+01 1.00074E-17  5.679E-05 -2.539E-09  1.887E-09 -1.383E-12  9.155E-13  1.00E-07
  5.600E+01 9.81337E-18  4.168E-05 -2.558E-09  1.808E-09 -1.397E-12  9.077E-13  1.00E-07
  5.650E+01 9.62682E-18  2.611E-05 -2.575E-09  1.731E-09 -1.411E-12  8.998E-13  1.00E-07
  5.700E+01 9.44738E-18  1.012E-05 -2.590E-09  1.655E-09 -1.425E-12  8.917E-13  1.00E-07
  5.750E+01 9.27473E-18 -6.297E-06 -2.604E-09  1.580E-09 -1.438E-12  8.836E-13  1.00E-07
  5.800E+01 9.10852E-18 -2.311E-05 -2.616E-09  1.505E-09 -1.451E-12  8.753E-13  1.00E-07
  5.850E+01 8.94845E-18 -4.032E-05 -2.626E-09  1.432E-09 -1.464E-12  8.669E-13  1.00E-07
  5.900E+01 8.79424E-18 -5.790E-05 -2.635E-09  1.360E-09 -1.477E-12  8.585E-13  1.00E-07
  5.950E+01 8.64560E-18 -7.584E-05 -2.643E-09  1.289E-09 -1.489E-12  8.499E-13  1.00E-07
  6.000E+01 8.50229E-18 -9.412E-05 -2.649E-09  1.218E-09 -1.501E-12  8.413E-13  1.00E-07
  6.050E+01 8.36406E-18 -1.127E-04 -2.654E-09  1.149E-09 -1.513E-12  8.325E-13  1.00E-07
  6.100E+01 8.23068E-18 -1.316E-04 -2.658E-09  1.081E-09 -1.524E-12  8.237E-13  1.00E-07
  6.150E+01 8.10194E-18 -1.509E-04 -2.660E-09  1.014E-09 -1.535E-12  8.148E-13  1.00E-07
  6.200E+01 7.97764E-18 -1.704E-04 -2.661E-09  9.473E-10 -1.546E-12  8.058E-13  1.00E-07
  6.250E+01 7.85759E-18 -1.901E-04 -2.661E-09  8.821E-10 -1.557E-12  7.968E-13  1.00E-07
  6.300E+01 7.74160E-18 -2.101E-04 -2.659E-09  8.178E-10 -1.567E-12  7.877E-13  1.00E-07
  6.350E+01 7.62950E-18 -2.303E-04 -2.657E-09  7.545E-10 -1.577E-12  7.785E-13  1.00E-07
  6.400E+01 7.52114E-18 -2.508E-04 -2.654E-09  6.921E-10 -1.587E-12  7.693E-13  1.00E-07
  6.450E+01 7.41635E-18 -2.714E-04 -2.649E-09  6.308E-10 -1.597E-12  7.600E-13  1.00E-07
  6.500E+01 7.31500E-18 -2.922E-04 -2.644E-09  5.704E-10 -1.606E-12  7.507E-13  1.00E-07
  6.550E+01 7.21695E-18 -3.132E-04 -2.637E-09  5.109E-10 -1.615E-12  7.413E-13  1.00E-07
  6.600E+01 7.12207E-18 -3.343E-04 -2.630E-09  4.524E-10 -1.623E-12  7.319E-13  1.00E-07
  6.650E+01 7.03023E-18 -3.556E-04 -2.622E-09  3.949E-10 -1.632E-12  7.225E-13  1.00E-07
  6.700E+01 6.94133E-18 -3.769E-04 -2.613E-09  3.383E-10 -1.640E-12  7.130E-13  1.00E-07
  6.750E+01 6.85525E-18 -3.984E-04 -2.603E-09  2.826E-10 -1.648E-12  7.035E-13  1.00E-07
  6.800E+01 6.77188E-18 -4.199E-04 -2.592E-09  2.278E-10 -1.656E-12  6.940E-13  1.00E-07
  6.850E+01 6.69113E-18 -4.415E-04 -2.581E-09  1.740E-10 -1.663E-12  6.844E-13  1.00E-07
  6.900E+01 6.61289E-18 -4.631E-04 -2.569E-09  1.211E-10 -1.670E-12  6.748E-13  1.00E-07
  6.950E+01 6.53709E-18 -4.848E-04 -2.556E-09  6.904E-11 -1.677E-12  6.653E-13  1.00E-07
  7.000E+01 6.46364E-18 -5.065E-04 -2.542E-09  1.790E-11 -1.684E-12  6.557E-13  1.00E-07
  7.050E+01 6.39244E-18 -5.281E-04 -2.528E-09 -3.235E-11 -1.690E-12  6.461E-13  1.00E-07
  7.100E+01 6.32344E-18 -5.498E-04 -2.513E-09 -8.172E-11 -1.696E-12  6.364E-13  1.00E-07
  7.150E+01 6.25654E-18 -5.714E-04 -2.498E-09 -1.302E-10 -1.702E-12  6.268E-13  1.00E-07
  7.200E+01 6.19169E-18 -5.930E-04 -2.482E-09 -1.779E-10 -1.708E-12  6.172E-13  1.00E-07
  7.250E+01 6.12881E-18 -6.145E-04 -2.465E-09 -2.247E-10 -1.713E-12  6.076E-13  1.00E-07
  7.300E+01 6.06783E-18 -6.359E-04 -2.448E-09 -2.706E-10 -1.719E-12  5.980E-13  1.00E-07
  7.350E+01 6.00871E-18 -6.572E-04 -2.431E-09 -3.157E-10 -1.724E-12  5.884E-13  1.00E-07
  7.400E+01 5.95137E-18 -6.784E-04 -2.413E-09 -3.600E-10 -1.728E-12  5.788E-13  1.00E-07
  7.450E+01 5.89576E-18 -6.995E-04 -2.394E-09 -4.035E-10 -1.733E-12  5.693E-13  1.00E-07
  7.500E+01 5.84183E-18 -7.205E-04 -2.375E-09 -4.461E-10 -1.737E-12  5.597E-13  1.00E-07
  7.550E+01 5.78952E-18 -7.413E-04 -2.356E-09 -4.880E-10 -1.741E-12  5.502E-13  1.00E-07
  7.600E+01 5.73878E-18 -7.619E-04 -2.336E-09 -5.290E-10 -1.745E-12  5.407E-13  1.00E-07
  7.650E+01 5.68957E-18 -7.824E-04 -2.316E-09 -5.693E-10 -1.748E-12  5.312E-13  1.00E-07
  7.700E+01 5.64184E-18 -8.026E-04 -2.296E-09 -6.088E-10 -1.752E-12  5.217E-13  1.00E-07
  7.750E+01 5.59555E-18 -8.227E-04 -2.275E-09 -6.476E-10 -1.755E-12  5.123E-13  1.00E-07
  7.800E+01 5.55065E-18 -8.426E-04 -2.254E-09 -6.855E-10 -1.757E-12  5.029E-13  1.00E-07
  7.850E+01 5.50710E-18 -8.622E-04 -2.233E-09 -7.228E-10 -1.760E-12  4.935E-13  1.00E-07
  7.900E+01 5.46486E-18 -8.816E-04 -2.211E-09 -7.593E-10 -1.763E-12  4.842E-13  1.00E-07
  7.950E+01 5.42390E-18 -9.007E-04 -2.189E-09 -7.951E-10 -1.765E-12  4.749E-13  1.00E-07
  8.000E+01 5.38418E-18 -9.196E-04 -2.167E-09 -8.301E-10 -1.767E-12  4.657E-13  1.00E-07
  8.050E+01 5.34565E-18 -9.382E-04 -2.144E-09 -8.645E-10 -1.769E-12  4.565E-13  1.00E-07
  8.100E+01 5.30830E-18 -9.565E-04 -2.122E-09 -8.981E-10 -1.770E-12  4.473E-13  1.00E-07
  8.150E+01 5.27208E-18 -9.746E-04 -2.099E-09 -9.311E-10 -1.771E-12  4.382E-13  1.00E-07
  8.200E+01 5.23696E-18 -9.923E-04 -2.076E-09 -9.634E-10 -1.773E-12  4.291E-13  1.00E-07
  8.250E+01 5.20291E-18 -1.010E-03 -2.053E-09 -9.950E-10 -1.774E-12  4.201E-13  1.00E-07
  8.300E+01 5.16991E-18 -1.027E-03 -2.029E-09 -1.026E-09 -1.774E-12  4.111E-13  1.00E-07
  8.350E+01 5.13792E-18 -1.044E-03 -2.006E-09 -1.056E-09 -1.775E-12  4.022E-13  1.00E-07
  8.400E+01 5.10692E-18 -1.060E-03 -1.982E-09 -1.086E-09 -1.775E-12  3.934E-13  1.00E-07
  8.450E+01 5.07687E-18 -1.076E-03 -1.958E-09 -1.115E-09 -1.775E-12  3.845E-13  1.00E-07
  8.500E+01 5.04776E-18 -1.092E-03 -1.934E-09 -1.143E-09 -1.775E-12  3.758E-13  1.00E-07
  8.550E+01 5.01955E-18 -1.108E-03 -1.910E-09 -1.171E-09 -1.775E-12  3.671E-13  1.00E-07
  8.600E+01 4.99223E-18 -1.123E-03 -1.886E-09 -1.198E-09 -1.775E-12  3.585E-13  1.00E-07
  8.650E+01 4.96576E-18 -1.137E-03 -1.862E-09 -1.225E-09 -1.774E-12  3.499E-13  1.00E-07
  8.700E+01 4.94013E-18 -1.152E-03 -1.837E-09 -1.251E-09 -1.773E-12  3.414E-13  1.00E-07
  8.750E+01 4.91531E-18 -1.166E-03 -1.813E-09 -1.276E-09 -1.772E-12  3.330E-13  1.00E-07
  8.800E+01 4.89129E-18 -1.180E-03 -1.789E-09 -1.301E-09 -1.771E-12  3.246E-13  1.00E-07
  8.850E+01 4.86803E-18 -1.193E-03 -1.764E-09 -1.325E-09 -1.770E-12  3.163E-13  1.00E-07
  8.900E+01 4.84552E-18 -1.206E-03 -1.740E-09 -1.349E-09 -1.768E-12  3.080E-13  1.00E-07
  8.950E+01 4.82374E-18 -1.218E-03 -1.715E-09 -1.372E-09 -1.767E-12  2.999E-13  1.00E-07
  9.000E+01 4.80268E-18 -1.230E-03 -1.691E-09 -1.394E-09 -1.765E-12  2.918E-13  1.00E-07
  9.050E+01 4.78230E-18 -1.242E-03 -1.666E-09 -1.417E-09 -1.763E-12  2.837E-13  1.00E-07
  9.100E+01 4.76259E-18 -1.253E-03 -1.641E-09 -1.438E-09 -1.761E-12  2.758E-13  1.00E-07
  9.150E+01 4.74354E-18 -1.264E-03 -1.617E-09 -1.459E-09 -1.758E-12  2.679E-13  1.00E-07
  9.200E+01 4.72513E-18 -1.275E-03 -1.592E-09 -1.480E-09 -1.756E-12  2.601E-13  1.00E-07
  9.250E+01 4.70733E-18 -1.285E-03 -1.568E-09 -1.500E-09 -1.753E-12  2.523E-13  1.00E-07
  9.300E+01 4.69015E-18 -1.295E-03 -1.543E-09 -1.519E-09 -1.750E-12  2.447E-13  1.00E-07
  9.350E+01 4.67354E-18 -1.304E-03 -1.519E-09 -1.538E-09 -1.747E-12  2.371E-13  1.00E-07
  9.400E+01 4.65751E-18 -1.313E-03 -1.495E-09 -1.557E-09 -1.744E-12  2.296E-13  1.00E-07
  9.450E+01 4.64204E-18 -1.322E-03 -1.470E-09 -1.575E-09 -1.741E-12  2.222E-13  1.00E-07
  9.500E+01 4.62711E-18 -1.330E-03 -1.446E-09 -1.593E-09 -1.737E-12  2.148E-13  1.00E-07
  9.550E+01 4.61271E-18 -1.338E-03 -1.422E-09 -1.610E-09 -1.734E-12  2.075E-13  1.00E-07
  9.600E+01 4.59882E-18 -1.346E-03 -1.397E-09 -1.627E-09 -1.730E-12  2.003E-13  1.00E-07
  9.650E+01 4.58543E-18 -1.353E-03 -1.373E-09 -1.643E-09 -1.726E-12  1.932E-13  1.00E-07
  9.700E+01 4.57253E-18 -1.359E-03 -1.349E-09 -1.659E-09 -1.722E-12  1.862E-13  1.00E-07
  9.750E+01 4.56010E-18 -1.366E-03 -1.325E-09 -1.674E-09 -1.718E-12  1.792E-13  1.00E-07
  9.800E+01 4.54814E-18 -1.372E-03 -1.301E-09 -1.690E-09 -1.714E-12  1.724E-13  1.00E-07
  9.850E+01 4.53662E-18 -1.377E-03 -1.278E-09 -1.704E-09 -1.709E-12  1.656E-13  1.00E-07
  9.900E+01 4.52554E-18 -1.383E-03 -1.254E-09 -1.719E-09 -1.704E-12  1.589E-13  1.00E-07
  9.950E+01 4.51488E-18 -1.387E-03 -1.230E-09 -1.732E-09 -1.700E-12  1.523E-13  1.00E-07
  1.000E+02 4.50464E-18 -1.392E-03 -1.207E-09 -1.746E-09 -1.695E-12  1.457E-13  1.00E-07
  1.005E+02 4.49480E-18 -1.396E-03 -1.183E-09 -1.759E-09 -1.690E-12  1.393E-13  1.00E-07
  1.010E+02 4.48535E-18 -1.400E-03 -1.160E-09 -1.772E-09 -1.685E-12  1.329E-13  1.00E-07
  1.015E+02 4.47628E-18 -1.403E-03 -1.137E-09 -1.784E-09 -1.679E-12  1.266E-13  1.00E-07
  1.020E+02 4.46758E-18 -1.406E-03 -1.114E-09 -1.796E-09 -1.674E-12  1.204E-13  1.00E-07
  1.025E+02 4.45925E-18 -1.409E-03 -1.091E-09 -1.808E-09 -1.668E-12  1.143E-13  1.00E-07
  1.030E+02 4.45126E-18 -1.411E-03 -1.068E-09 -1.819E-09 -1.663E-12  1.083E-13  1.00E-07
  1.035E+02 4.44361E-18 -1.413E-03 -1.045E-09 -1.831E-09 -1.657E-12  1.023E-13  1.00E-07
  1.040E+02 4.43630E-18 -1.415E-03 -1.023E-09 -1.841E-09 -1.651E-12  9.647E-14  1.00E-07
