

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 9.00000E+01 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.83848254E-02      0.00000000E+00
       1      1.56790753E+00      1.56892644E+00
       2      6.92274062E-01      6.92449481E-01
       3      3.06934822E-01      3.06990995E-01
       4      1.39334981E-01      1.39357299E-01
       5      6.48235373E-02      6.48332496E-02
       6      3.07343991E-02      3.07388297E-02
       7      1.47784699E-02      1.47805476E-02
       8      7.18324959E-03      7.18424142E-03
       9      3.52170065E-03      3.52218013E-03
      10      1.73884986E-03      1.73908392E-03
      11      8.63676743E-04      8.63791889E-04
      12      4.31139173E-04      4.31196189E-04
      13      2.16132796E-04      2.16161184E-04
      14      1.08734203E-04      1.08748403E-04
      15      5.48651887E-05      5.48723193E-05
      16      2.77516489E-05      2.77552414E-05
      17      1.40652703E-05      1.40670852E-05
      18      7.14016741E-06      7.14108630E-06
      19      3.62934458E-06      3.62981068E-06
      20      1.84666512E-06      1.84690188E-06
      21      9.40347306E-07      9.40467717E-07
      22      4.79121336E-07      4.79182624E-07
      23      2.44225697E-07      2.44256916E-07
      24      1.24528717E-07      1.24544628E-07
      25      6.35087920E-08      6.35169033E-08
      26      3.23926697E-08      3.23968103E-08
      27      1.65226413E-08      1.65247479E-08
      28      8.42765292E-09      8.42872370E-09
      29      4.29836054E-09      4.29890674E-09
      30      2.19208350E-09      2.19236043E-09
      31      1.11781930E-09      1.11795882E-09
      32      5.69930500E-10      5.70002186E-10
      33      2.90499941E-10      2.90538341E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.73668E-16  0.000E+00  1.502E-08  1.217E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.73668E-16  2.435E-10  1.502E-08  1.217E-08 -1.714E-19  2.889E-18  1.00E-07
  1.250E-04 3.73668E-16  3.043E-10  1.502E-08  1.217E-08 -2.143E-19  3.611E-18  1.00E-07
  1.500E-04 3.73668E-16  3.652E-10  1.502E-08  1.217E-08 -2.571E-19  4.334E-18  1.00E-07
  1.750E-04 3.73668E-16  4.260E-10  1.502E-08  1.217E-08 -3.000E-19  5.056E-18  1.00E-07
  2.000E-04 3.73668E-16  4.869E-10  1.502E-08  1.217E-08 -3.429E-19  5.778E-18  1.00E-07
  2.250E-04 3.73668E-16  5.478E-10  1.502E-08  1.217E-08 -3.857E-19  6.501E-18  1.00E-07
  2.500E-04 3.73668E-16  6.086E-10  1.502E-08  1.217E-08 -4.286E-19  7.223E-18  1.00E-07
  2.750E-04 3.73668E-16  6.695E-10  1.502E-08  1.217E-08 -4.714E-19  7.945E-18  1.00E-07
  3.000E-04 3.73668E-16  7.304E-10  1.502E-08  1.217E-08 -5.143E-19  8.667E-18  1.00E-07
  3.250E-04 3.73668E-16  7.912E-10  1.502E-08  1.217E-08 -5.572E-19  9.390E-18  1.00E-07
  3.500E-04 3.73668E-16  8.521E-10  1.502E-08  1.217E-08 -6.000E-19  1.011E-17  1.00E-07
  3.750E-04 3.73668E-16  9.129E-10  1.502E-08  1.217E-08 -6.429E-19  1.083E-17  1.00E-07
  4.000E-04 3.73668E-16  9.738E-10  1.502E-08  1.217E-08 -6.857E-19  1.156E-17  1.00E-07
