

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.36000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.98256238E-01      0.00000000E+00
       1     -1.39714880E+00     -1.39517880E+00
       2      7.24210980E-01      7.24536955E-01
       3      2.94230532E-01      2.94321253E-01
       4      1.25624553E-01      1.25657398E-01
       5      5.59406710E-02      5.59541175E-02
       6      2.56471384E-02      2.56530047E-02
       7      1.20028421E-02      1.20054986E-02
       8      5.70310785E-03      5.70434048E-03
       9      2.74135354E-03      2.74193546E-03
      10      1.32969110E-03      1.32996940E-03
      11      6.49620653E-04      6.49755093E-04
      12      3.19206536E-04      3.19271999E-04
      13      1.57579480E-04      1.57611560E-04
      14      7.80829631E-05      7.80987650E-05
      15      3.88089310E-05      3.88167470E-05
      16      1.93364571E-05      1.93403361E-05
      17      9.65365398E-06      9.65558435E-06
      18      4.82741864E-06      4.82838142E-06
      19      2.41722320E-06      2.41770426E-06
      20      1.21169238E-06      1.21193310E-06
      21      6.07935053E-07      6.08055653E-07
      22      3.05240901E-07      3.05301383E-07
      23      1.53353450E-07      1.53383804E-07
      24      7.70840026E-08      7.70992468E-08
      25      3.87630099E-08      3.87706720E-08
      26      1.94995108E-08      1.95033595E-08
      27      9.81201512E-09      9.81395368E-09
      28      4.93851346E-09      4.93948797E-09
      29      2.48609965E-09      2.48658934E-09
      30      1.25176531E-09      1.25201434E-09
      31      6.30365431E-10      6.30492824E-10
      32      3.17462310E-10      3.17529392E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.18728E-16  0.000E+00  1.098E-08  9.908E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.18728E-16  3.296E-10  1.098E-08  9.908E-09 -1.334E-18  2.079E-18  1.00E-07
  1.250E-04 2.18728E-16  4.120E-10  1.098E-08  9.908E-09 -1.668E-18  2.599E-18  1.00E-07
  1.500E-04 2.18728E-16  4.944E-10  1.098E-08  9.908E-09 -2.001E-18  3.118E-18  1.00E-07
  1.750E-04 2.18728E-16  5.768E-10  1.098E-08  9.908E-09 -2.335E-18  3.638E-18  1.00E-07
  2.000E-04 2.18728E-16  6.592E-10  1.098E-08  9.908E-09 -2.668E-18  4.158E-18  1.00E-07
  2.250E-04 2.18728E-16  7.416E-10  1.098E-08  9.908E-09 -3.002E-18  4.677E-18  1.00E-07
  2.500E-04 2.18728E-16  8.240E-10  1.098E-08  9.908E-09 -3.335E-18  5.197E-18  1.00E-07
  2.750E-04 2.18728E-16  9.064E-10  1.098E-08  9.908E-09 -3.669E-18  5.717E-18  1.00E-07
  3.000E-04 2.18728E-16  9.888E-10  1.098E-08  9.908E-09 -4.003E-18  6.237E-18  1.00E-07
  3.250E-04 2.18728E-16  1.071E-09  1.098E-08  9.908E-09 -4.336E-18  6.756E-18  1.00E-07
  3.500E-04 2.18728E-16  1.154E-09  1.098E-08  9.908E-09 -4.670E-18  7.276E-18  1.00E-07
  3.750E-04 2.18728E-16  1.236E-09  1.098E-08  9.908E-09 -5.003E-18  7.796E-18  1.00E-07
  4.000E-04 2.18728E-16  1.318E-09  1.098E-08  9.908E-09 -5.337E-18  8.316E-18  1.00E-07
