

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.44000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.00717652E-01      0.00000000E+00
       1     -1.55929290E+00     -1.55723316E+00
       2      7.99262306E-01      7.99715919E-01
       3      4.08700813E-01      4.08869658E-01
       4      2.13101699E-01      2.13177774E-01
       5      1.13599942E-01      1.13637297E-01
       6      6.17467341E-02      6.17660027E-02
       7      3.40960559E-02      3.41063168E-02
       8      1.90675559E-02      1.90731423E-02
       9      1.07731414E-02      1.07762327E-02
      10      6.13831212E-03      6.14004426E-03
      11      3.52205352E-03      3.52303381E-03
      12      2.03278451E-03      2.03334382E-03
      13      1.17905881E-03      1.17938010E-03
      14      6.86749165E-04      6.86934766E-04
      15      4.01424051E-04      4.01531784E-04
      16      2.35352551E-04      2.35415339E-04
      17      1.38340187E-04      1.38376907E-04
      18      8.14939682E-05      8.15155057E-05
      19      4.80960410E-05      4.81087051E-05
      20      2.84302409E-05      2.84377032E-05
      21      1.68282100E-05      1.68326151E-05
      22      9.97231005E-06      9.97491448E-06
      23      5.91536415E-06      5.91690599E-06
      24      3.51183061E-06      3.51274442E-06
      25      2.08641097E-06      2.08695308E-06
      26      1.24032685E-06      1.24064871E-06
      27      7.37742690E-07      7.37933932E-07
      28      4.39009825E-07      4.39123523E-07
      29      2.61346605E-07      2.61414231E-07
      30      1.55635845E-07      1.55676087E-07
      31      9.27113472E-08      9.27353117E-08
      32      5.52419918E-08      5.52562592E-08
      33      3.29233563E-08      3.29318527E-08
      34      1.96257239E-08      1.96307925E-08
      35      1.17009909E-08      1.17040096E-08
      36      6.97721644E-09      6.97901682E-09
      37      4.16101250E-09      4.16208411E-09
      38      2.48182582E-09      2.48246637E-09
      39      1.48043485E-09      1.48081573E-09
      40      8.83140162E-10      8.83365479E-10
      41      5.26838351E-10      5.26972983E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.43458E-16  0.000E+00  1.263E-08  9.166E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.43458E-16  3.923E-10  1.263E-08  9.166E-09  2.513E-18  5.605E-18  1.00E-07
  1.250E-04 2.43458E-16  4.903E-10  1.263E-08  9.166E-09  3.141E-18  7.007E-18  1.00E-07
  1.500E-04 2.43458E-16  5.884E-10  1.263E-08  9.166E-09  3.769E-18  8.408E-18  1.00E-07
  1.750E-04 2.43458E-16  6.864E-10  1.263E-08  9.166E-09  4.397E-18  9.810E-18  1.00E-07
  2.000E-04 2.43458E-16  7.845E-10  1.263E-08  9.166E-09  5.025E-18  1.121E-17  1.00E-07
  2.250E-04 2.43458E-16  8.826E-10  1.263E-08  9.166E-09  5.653E-18  1.261E-17  1.00E-07
  2.500E-04 2.43458E-16  9.806E-10  1.263E-08  9.166E-09  6.282E-18  1.401E-17  1.00E-07
  2.750E-04 2.43458E-16  1.079E-09  1.263E-08  9.166E-09  6.910E-18  1.541E-17  1.00E-07
  3.000E-04 2.43458E-16  1.177E-09  1.263E-08  9.166E-09  7.538E-18  1.682E-17  1.00E-07
  3.250E-04 2.43458E-16  1.275E-09  1.263E-08  9.166E-09  8.166E-18  1.822E-17  1.00E-07
  3.500E-04 2.43458E-16  1.373E-09  1.263E-08  9.166E-09  8.794E-18  1.962E-17  1.00E-07
  3.750E-04 2.43458E-16  1.471E-09  1.263E-08  9.166E-09  9.422E-18  2.102E-17  1.00E-07
  4.000E-04 2.43458E-16  1.569E-09  1.263E-08  9.166E-09  1.005E-17  2.242E-17  1.00E-07
  4.250E-04 2.43458E-16  1.667E-09  1.263E-08  9.166E-09  1.068E-17  2.382E-17  1.00E-07
  4.500E-04 2.43458E-16  1.765E-09  1.263E-08  9.166E-09  1.131E-17  2.522E-17  1.00E-07
  4.750E-04 2.43458E-16  1.863E-09  1.263E-08  9.166E-09  1.194E-17  2.663E-17  1.00E-07
  5.000E-04 2.43458E-16  1.961E-09  1.263E-08  9.166E-09  1.256E-17  2.803E-17  1.00E-07
  5.250E-04 2.43458E-16  2.059E-09  1.263E-08  9.166E-09  1.319E-17  2.943E-17  1.00E-07
  5.500E-04 2.43458E-16  2.157E-09  1.263E-08  9.166E-09  1.382E-17  3.083E-17  1.00E-07
  5.750E-04 2.43458E-16  2.255E-09  1.263E-08  9.166E-09  1.445E-17  3.223E-17  1.00E-07
  6.000E-04 2.43458E-16  2.354E-09  1.263E-08  9.166E-09  1.508E-17  3.363E-17  1.00E-07
  6.250E-04 2.43458E-16  2.452E-09  1.263E-08  9.166E-09  1.570E-17  3.503E-17  1.00E-07
  6.500E-04 2.43458E-16  2.550E-09  1.263E-08  9.166E-09  1.633E-17  3.644E-17  1.00E-07
  6.750E-04 2.43458E-16  2.648E-09  1.263E-08  9.166E-09  1.696E-17  3.784E-17  1.00E-07
  7.000E-04 2.43458E-16  2.746E-09  1.263E-08  9.166E-09  1.759E-17  3.924E-17  1.00E-07
  7.250E-04 2.43458E-16  2.844E-09  1.263E-08  9.166E-09  1.822E-17  4.064E-17  1.00E-07
  7.500E-04 2.43458E-16  2.942E-09  1.263E-08  9.166E-09  1.884E-17  4.204E-17  1.00E-07
  7.750E-04 2.43458E-16  3.040E-09  1.263E-08  9.166E-09  1.947E-17  4.344E-17  1.00E-07
  8.000E-04 2.43458E-16  3.138E-09  1.263E-08  9.166E-09  2.010E-17  4.484E-17  1.00E-07
  8.250E-04 2.43458E-16  3.236E-09  1.263E-08  9.166E-09  2.073E-17  4.624E-17  1.00E-07
  8.500E-04 2.43458E-16  3.334E-09  1.263E-08  9.166E-09  2.136E-17  4.765E-17  1.00E-07
  8.750E-04 2.43458E-16  3.432E-09  1.263E-08  9.166E-09  2.199E-17  4.905E-17  1.00E-07
