

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.26000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.41745029E-01      0.00000000E+00
       1      1.48688092E+00      1.48793759E+00
       2      7.30597766E-01      7.30811224E-01
       3      3.68155443E-01      3.68234751E-01
       4      1.88014371E-01      1.88050104E-01
       5      9.74808304E-02      9.74981785E-02
       6      5.12469446E-02      5.12557098E-02
       7      2.72509918E-02      2.72555310E-02
       8      1.46260044E-02      1.46283945E-02
       9      7.91020992E-03      7.91148354E-03
      10      4.30569090E-03      4.30637583E-03
      11      2.35661334E-03      2.35698442E-03
      12      1.29599221E-03      1.29619450E-03
      13      7.15672799E-04      7.15783664E-04
      14      3.96633529E-04      3.96694567E-04
      15      2.20504937E-04      2.20538677E-04
      16      1.22917658E-04      1.22936373E-04
      17      6.86767705E-05      6.86871828E-05
      18      3.84464002E-05      3.84522082E-05
      19      2.15585346E-05      2.15617815E-05
      20      1.21055313E-05      1.21073498E-05
      21      6.80530376E-06      6.80632392E-06
      22      3.82931960E-06      3.82989264E-06
      23      2.15640193E-06      2.15672418E-06
      24      1.21508372E-06      1.21526510E-06
      25      6.85007102E-07      6.85109251E-07
      26      3.86321487E-07      3.86379057E-07
      27      2.17935173E-07      2.17967632E-07
      28      1.22969213E-07      1.22987522E-07
      29      6.93949831E-08      6.94053155E-08
      30      3.91650712E-08      3.91709060E-08
      31      2.21048894E-08      2.21081784E-08
      32      1.24760972E-08      1.24779535E-08
      33      7.04140766E-09      7.04245636E-09
      34      3.97393157E-09      3.97452520E-09
      35      2.24254458E-09      2.24287802E-09
      36      1.26533940E-09      1.26552774E-09
      37      7.13915759E-10      7.14022487E-10
      38      4.02757429E-10      4.02818816E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.92998E-16  0.000E+00  1.612E-08  1.154E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.92998E-16  2.403E-10  1.612E-08  1.154E-08  1.598E-18  4.075E-18  1.00E-07
  1.250E-04 3.92998E-16  3.004E-10  1.612E-08  1.154E-08  1.998E-18  5.094E-18  1.00E-07
  1.500E-04 3.92998E-16  3.605E-10  1.612E-08  1.154E-08  2.397E-18  6.113E-18  1.00E-07
  1.750E-04 3.92998E-16  4.206E-10  1.612E-08  1.154E-08  2.797E-18  7.132E-18  1.00E-07
  2.000E-04 3.92998E-16  4.807E-10  1.612E-08  1.154E-08  3.196E-18  8.151E-18  1.00E-07
  2.250E-04 3.92998E-16  5.408E-10  1.612E-08  1.154E-08  3.596E-18  9.169E-18  1.00E-07
  2.500E-04 3.92998E-16  6.008E-10  1.612E-08  1.154E-08  3.996E-18  1.019E-17  1.00E-07
  2.750E-04 3.92998E-16  6.609E-10  1.612E-08  1.154E-08  4.395E-18  1.121E-17  1.00E-07
  3.000E-04 3.92998E-16  7.210E-10  1.612E-08  1.154E-08  4.795E-18  1.223E-17  1.00E-07
  3.250E-04 3.92998E-16  7.811E-10  1.612E-08  1.154E-08  5.194E-18  1.324E-17  1.00E-07
  3.500E-04 3.92998E-16  8.412E-10  1.612E-08  1.154E-08  5.594E-18  1.426E-17  1.00E-07
  3.750E-04 3.92998E-16  9.013E-10  1.612E-08  1.154E-08  5.993E-18  1.528E-17  1.00E-07
  4.000E-04 3.92998E-16  9.613E-10  1.612E-08  1.154E-08  6.393E-18  1.630E-17  1.00E-07
  4.250E-04 3.92998E-16  1.021E-09  1.612E-08  1.154E-08  6.792E-18  1.732E-17  1.00E-07
  4.500E-04 3.92998E-16  1.082E-09  1.612E-08  1.154E-08  7.192E-18  1.834E-17  1.00E-07
  4.750E-04 3.92998E-16  1.142E-09  1.612E-08  1.154E-08  7.592E-18  1.936E-17  1.00E-07
  5.000E-04 3.92998E-16  1.202E-09  1.612E-08  1.154E-08  7.991E-18  2.038E-17  1.00E-07
