

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.60000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.14420546E-01      0.00000000E+00
       1      1.31043282E+00      1.31161882E+00
       2      7.58542224E-01      7.58854392E-01
       3      4.66326670E-01      4.66469852E-01
       4      2.91435771E-01      2.91515381E-01
       5      1.83262242E-01      1.83309449E-01
       6      1.15830157E-01      1.15858932E-01
       7      7.35877539E-02      7.36055768E-02
       8      4.69843688E-02      4.69955333E-02
       9      3.01381198E-02      3.01451738E-02
      10      1.94143031E-02      1.94187909E-02
      11      1.25546495E-02      1.25575210E-02
      12      8.14732197E-03      8.14916820E-03
      13      5.30419984E-03      5.30539192E-03
      14      3.46338835E-03      3.46416096E-03
      15      2.26752354E-03      2.26802597E-03
      16      1.48824193E-03      1.48856966E-03
      17      9.78983143E-04      9.79197522E-04
      18      6.45314592E-04      6.45455181E-04
      19      4.26169265E-04      4.26261679E-04
      20      2.81923758E-04      2.81984633E-04
      21      1.86788129E-04      1.86828308E-04
      22      1.23927756E-04      1.23954321E-04
      23      8.23242501E-05      8.23418423E-05
      24      5.47481552E-05      5.47598221E-05
      25      3.64452321E-05      3.64529794E-05
      26      2.42824648E-05      2.42876153E-05
      27      1.61912756E-05      1.61947033E-05
      28      1.08035132E-05      1.08057963E-05
      29      7.21286375E-06      7.21438582E-06
      30      4.81810125E-06      4.81911665E-06
      31      3.21987901E-06      3.22055682E-06
      32      2.15264114E-06      2.15309385E-06
      33      1.43962062E-06      1.43992313E-06
      34      9.63046417E-07      9.63248642E-07
      35      6.44391581E-07      6.44526816E-07
      36      4.31259739E-07      4.31350203E-07
      37      2.88668451E-07      2.88728976E-07
      38      1.93249097E-07      1.93289599E-07
      39      1.29384290E-07      1.29411403E-07
      40      8.66326205E-08      8.66507719E-08
      41      5.80106200E-08      5.80227723E-08
      42      3.88464434E-08      3.88545798E-08
      43      2.60139832E-08      2.60194339E-08
      44      1.74207904E-08      1.74244429E-08
      45      1.16661018E-08      1.16685468E-08
      46      7.81233781E-09      7.81397292E-09
      47      5.23148464E-09      5.23258123E-09
      48      3.50315702E-09      3.50389329E-09
      49      2.34569767E-09      2.34619325E-09
      50      1.57055296E-09      1.57088707E-09
      51      1.05152277E-09      1.05174220E-09
      52      7.04009514E-10      7.04159493E-10
      53      4.71286372E-10      4.71382637E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.49449E-16  0.000E+00  1.857E-08  1.022E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.49449E-16  2.067E-10  1.857E-08  1.022E-08  7.714E-18  6.747E-18  1.00E-07
  1.250E-04 4.49449E-16  2.584E-10  1.857E-08  1.022E-08  9.642E-18  8.434E-18  1.00E-07
  1.500E-04 4.49449E-16  3.101E-10  1.857E-08  1.022E-08  1.157E-17  1.012E-17  1.00E-07
  1.750E-04 4.49449E-16  3.618E-10  1.857E-08  1.022E-08  1.350E-17  1.181E-17  1.00E-07
  2.000E-04 4.49449E-16  4.135E-10  1.857E-08  1.022E-08  1.543E-17  1.349E-17  1.00E-07
  2.250E-04 4.49449E-16  4.652E-10  1.857E-08  1.022E-08  1.736E-17  1.518E-17  1.00E-07
  2.500E-04 4.49449E-16  5.168E-10  1.857E-08  1.022E-08  1.928E-17  1.687E-17  1.00E-07
  2.750E-04 4.49449E-16  5.685E-10  1.857E-08  1.022E-08  2.121E-17  1.855E-17  1.00E-07
  3.000E-04 4.49449E-16  6.202E-10  1.857E-08  1.022E-08  2.314E-17  2.024E-17  1.00E-07
  3.250E-04 4.49449E-16  6.719E-10  1.857E-08  1.022E-08  2.507E-17  2.193E-17  1.00E-07
  3.500E-04 4.49449E-16  7.236E-10  1.857E-08  1.022E-08  2.700E-17  2.361E-17  1.00E-07
  3.750E-04 4.49449E-16  7.753E-10  1.857E-08  1.022E-08  2.893E-17  2.530E-17  1.00E-07
  4.000E-04 4.49449E-16  8.270E-10  1.857E-08  1.022E-08  3.086E-17  2.699E-17  1.00E-07
  4.250E-04 4.49449E-16  8.786E-10  1.857E-08  1.022E-08  3.278E-17  2.867E-17  1.00E-07
  4.500E-04 4.49449E-16  9.303E-10  1.857E-08  1.022E-08  3.471E-17  3.036E-17  1.00E-07
  4.750E-04 4.49449E-16  9.820E-10  1.857E-08  1.022E-08  3.664E-17  3.205E-17  1.00E-07
  5.000E-04 4.49449E-16  1.034E-09  1.857E-08  1.022E-08  3.857E-17  3.374E-17  1.00E-07
  5.250E-04 4.49449E-16  1.085E-09  1.857E-08  1.022E-08  4.050E-17  3.542E-17  1.00E-07
  5.500E-04 4.49449E-16  1.137E-09  1.857E-08  1.022E-08  4.243E-17  3.711E-17  1.00E-07
  5.750E-04 4.49449E-16  1.189E-09  1.857E-08  1.022E-08  4.435E-17  3.880E-17  1.00E-07
  6.000E-04 4.49449E-16  1.240E-09  1.857E-08  1.022E-08  4.628E-17  4.048E-17  1.00E-07
  6.250E-04 4.49449E-16  1.292E-09  1.857E-08  1.022E-08  4.821E-17  4.217E-17  1.00E-07
  6.500E-04 4.49449E-16  1.344E-09  1.857E-08  1.022E-08  5.014E-17  4.386E-17  1.00E-07
  6.750E-04 4.49449E-16  1.395E-09  1.857E-08  1.022E-08  5.207E-17  4.554E-17  1.00E-07
  7.000E-04 4.49449E-16  1.447E-09  1.857E-08  1.022E-08  5.400E-17  4.723E-17  1.00E-07
  7.250E-04 4.49449E-16  1.499E-09  1.857E-08  1.022E-08  5.593E-17  4.892E-17  1.00E-07
  7.500E-04 4.49449E-16  1.551E-09  1.857E-08  1.022E-08  5.785E-17  5.060E-17  1.00E-07
  7.750E-04 4.49449E-16  1.602E-09  1.857E-08  1.022E-08  5.978E-17  5.229E-17  1.00E-07
  8.000E-04 4.49449E-16  1.654E-09  1.857E-08  1.022E-08  6.171E-17  5.398E-17  1.00E-07
  8.250E-04 4.49449E-16  1.706E-09  1.857E-08  1.022E-08  6.364E-17  5.566E-17  1.00E-07
