

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.82000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.30741398E-01      0.00000000E+00
       1      2.61128005E-01      2.61211105E-01
       2      1.44306233E-01      1.44340397E-01
       3      8.28635919E-02      8.28812543E-02
       4      4.84168934E-02      4.84267277E-02
       5      2.85474640E-02      2.85531209E-02
       6      1.69161440E-02      1.69194519E-02
       7      1.00512456E-02      1.00531972E-02
       8      5.98063861E-03      5.98179562E-03
       9      3.56069446E-03      3.56138223E-03
      10      2.12014826E-03      2.12055763E-03
      11      1.26214784E-03      1.26239162E-03
      12      7.51081895E-04      7.51227080E-04
      13      4.46736566E-04      4.46823007E-04
      14      2.65569581E-04      2.65621025E-04
      15      1.57781798E-04      1.57812398E-04
      16      9.36882170E-05      9.37064090E-05
      17      5.55988330E-05      5.56096417E-05
      18      3.29765621E-05      3.29829802E-05
      19      1.95484497E-05      1.95522585E-05
      20      1.15823245E-05      1.15845836E-05
      21      6.85906987E-06      6.86040908E-06
      22      4.06004180E-06      4.06083527E-06
      23      2.40215515E-06      2.40262505E-06
      24      1.42064657E-06      1.42092472E-06
      25      8.39835694E-07      8.40000258E-07
      26      4.96288543E-07      4.96385866E-07
      27      2.93166029E-07      2.93223563E-07
      28      1.73117141E-07      1.73151142E-07
      29      1.02192901E-07      1.02212984E-07
      30      6.03061702E-08      6.03180289E-08
      31      3.55770089E-08      3.55840097E-08
      32      2.09821844E-08      2.09863153E-08
      33      1.23711302E-08      1.23735680E-08
      34      7.29202810E-09      7.29346171E-09
      35      4.29711222E-09      4.29795770E-09
      36      2.53163915E-09      2.53213719E-09
      37      1.49114749E-09      1.49143908E-09
      38      8.78049967E-10      8.78221570E-10
      39      5.16896531E-10      5.16999074E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.25100E-17  0.000E+00  5.625E-09  9.315E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.25100E-17 -1.205E-11  5.625E-09  9.315E-10  1.839E-18  2.697E-19  1.00E-07
  1.250E-04 3.25100E-17 -1.506E-11  5.625E-09  9.315E-10  2.298E-18  3.371E-19  1.00E-07
  1.500E-04 3.25100E-17 -1.807E-11  5.625E-09  9.315E-10  2.758E-18  4.045E-19  1.00E-07
  1.750E-04 3.25100E-17 -2.108E-11  5.625E-09  9.315E-10  3.218E-18  4.719E-19  1.00E-07
  2.000E-04 3.25100E-17 -2.410E-11  5.625E-09  9.315E-10  3.677E-18  5.394E-19  1.00E-07
  2.250E-04 3.25100E-17 -2.711E-11  5.625E-09  9.315E-10  4.137E-18  6.068E-19  1.00E-07
  2.500E-04 3.25100E-17 -3.012E-11  5.625E-09  9.315E-10  4.597E-18  6.742E-19  1.00E-07
  2.750E-04 3.25100E-17 -3.313E-11  5.625E-09  9.315E-10  5.057E-18  7.416E-19  1.00E-07
  3.000E-04 3.25100E-17 -3.614E-11  5.625E-09  9.315E-10  5.516E-18  8.090E-19  1.00E-07
  3.250E-04 3.25100E-17 -3.916E-11  5.625E-09  9.315E-10  5.976E-18  8.765E-19  1.00E-07
  3.500E-04 3.25100E-17 -4.217E-11  5.625E-09  9.315E-10  6.436E-18  9.439E-19  1.00E-07
  3.750E-04 3.25100E-17 -4.518E-11  5.625E-09  9.315E-10  6.895E-18  1.011E-18  1.00E-07
  4.000E-04 3.25100E-17 -4.819E-11  5.625E-09  9.315E-10  7.355E-18  1.079E-18  1.00E-07
  4.250E-04 3.25100E-17 -5.120E-11  5.625E-09  9.315E-10  7.815E-18  1.146E-18  1.00E-07
  4.500E-04 3.25100E-17 -5.422E-11  5.625E-09  9.315E-10  8.274E-18  1.214E-18  1.00E-07
