 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.66000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.28714E-08  9.05933E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.28714E-08  9.05933E-09  3.30138E-18  6.11315E-18
  1.250E-04  1.18994E-12  1.28714E-08  9.05933E-09  4.12672E-18  7.64144E-18
  1.500E-04  1.71346E-12  1.28714E-08  9.05933E-09  4.95206E-18  9.16973E-18
  1.750E-04  2.33225E-12  1.28714E-08  9.05933E-09  5.77741E-18  1.06980E-17
  2.000E-04  3.04617E-12  1.28714E-08  9.05933E-09  6.60275E-18  1.22263E-17
  2.250E-04  3.85530E-12  1.28714E-08  9.05933E-09  7.42810E-18  1.37546E-17
  2.500E-04  4.75964E-12  1.28714E-08  9.05933E-09  8.25344E-18  1.52829E-17
  2.750E-04  5.75917E-12  1.28714E-08  9.05933E-09  9.07878E-18  1.68112E-17
  3.000E-04  6.85391E-12  1.28714E-08  9.05933E-09  9.90413E-18  1.83395E-17
  3.250E-04  8.04379E-12  1.28714E-08  9.05933E-09  1.07295E-17  1.98677E-17
  3.500E-04  9.32893E-12  1.28714E-08  9.05933E-09  1.15548E-17  2.13960E-17
  3.750E-04  1.07092E-11  1.28714E-08  9.05933E-09  1.23802E-17  2.29243E-17
  4.000E-04  1.21847E-11  1.28714E-08  9.05933E-09  1.32055E-17  2.44526E-17
  4.250E-04  1.37554E-11  1.28714E-08  9.05933E-09  1.40308E-17  2.59809E-17
  4.500E-04  1.54213E-11  1.28714E-08  9.05933E-09  1.48562E-17  2.75092E-17
  4.750E-04  1.71823E-11  1.28714E-08  9.05933E-09  1.56815E-17  2.90375E-17
  5.000E-04  1.90386E-11  1.28714E-08  9.05933E-09  1.65069E-17  3.05658E-17
  5.250E-04  2.09900E-11  1.28714E-08  9.05933E-09  1.73322E-17  3.20940E-17
  5.500E-04  2.30367E-11  1.28714E-08  9.05933E-09  1.81576E-17  3.36223E-17
  5.750E-04  2.51785E-11  1.28714E-08  9.05933E-09  1.89829E-17  3.51506E-17
  6.000E-04  2.74156E-11  1.28714E-08  9.05933E-09  1.98083E-17  3.66789E-17
  6.250E-04  2.97478E-11  1.28714E-08  9.05933E-09  2.06336E-17  3.82072E-17
  6.500E-04  3.21752E-11  1.28714E-08  9.05933E-09  2.14589E-17  3.97355E-17
  6.750E-04  3.46979E-11  1.28714E-08  9.05933E-09  2.22843E-17  4.12638E-17
  7.000E-04  3.73157E-11  1.28714E-08  9.05933E-09  2.31096E-17  4.27921E-17
  7.250E-04  4.00286E-11  1.28714E-08  9.05933E-09  2.39350E-17  4.43203E-17
  7.500E-04  4.28368E-11  1.28714E-08  9.05933E-09  2.47603E-17  4.58486E-17
  7.750E-04  4.57402E-11  1.28714E-08  9.05933E-09  2.55857E-17  4.73769E-17
  8.000E-04  4.87388E-11  1.28714E-08  9.05933E-09  2.64110E-17  4.89052E-17
  8.250E-04  5.18325E-11  1.28714E-08  9.05933E-09  2.72363E-17  5.04335E-17
  8.500E-04  5.50215E-11  1.28714E-08  9.05933E-09  2.80617E-17  5.19618E-17
  8.750E-04  5.83057E-11  1.28714E-08  9.05933E-09  2.88870E-17  5.34901E-17
  9.000E-04  6.16850E-11  1.28714E-08  9.05933E-09  2.97124E-17  5.50184E-17
  9.250E-04  6.51595E-11  1.28714E-08  9.05933E-09  3.05377E-17  5.65466E-17
  9.500E-04  6.87293E-11  1.28714E-08  9.05933E-09  3.13631E-17  5.80749E-17
  9.750E-04  7.23943E-11  1.28714E-08  9.05933E-09  3.21884E-17  5.96032E-17
  1.000E-03  7.61544E-11  1.28714E-08  9.05933E-09  3.30138E-17  6.11315E-17
  1.250E-03  1.18991E-10  1.28714E-08  9.05933E-09  4.12672E-17  7.64144E-17
