    
 E (eV)=   266.000000000000     
       0     -2.59152040E-01      0.00000000E+00
       1      1.55851162E+00      1.56059073E+00
       2      8.05546204E-01      8.06020345E-01
       3      4.23641762E-01      4.23824343E-01
       4      2.26773812E-01      2.26858524E-01
       5      1.23814683E-01      1.23857334E-01
       6      6.88227612E-02      6.88452645E-02
       7      3.88290930E-02      3.88413350E-02
       8      2.21744467E-02      2.21812511E-02
       9      1.27898300E-02      1.27936726E-02
      10      7.43790062E-03      7.44009761E-03
      11      4.35537890E-03      4.35664741E-03
      12      2.56521573E-03      2.56595409E-03
      13      1.51831580E-03      1.51874848E-03
      14      9.02450101E-04      9.02705089E-04
      15      5.38319864E-04      5.38470860E-04
      16      3.22097859E-04      3.22187642E-04
      17      1.93229458E-04      1.93283032E-04
      18      1.16180454E-04      1.16212517E-04
      19      6.99885881E-05      7.00078272E-05
      20      4.22314999E-05      4.22430695E-05
      21      2.55187316E-05      2.55257022E-05
      22      1.54386073E-05      1.54428139E-05
      23      9.34995605E-06      9.35249813E-06
      24      5.66761428E-06      5.66915233E-06
      25      3.43816261E-06      3.43909414E-06
      26      2.08709407E-06      2.08765877E-06
      27      1.26767488E-06      1.26801746E-06
      28      7.70354201E-07      7.70562163E-07
      29      4.68339861E-07      4.68466179E-07
      30      2.84836250E-07      2.84913013E-07
      31      1.73289266E-07      1.73335933E-07
      32      1.05456298E-07      1.05484685E-07
      33      6.41921794E-08      6.42094499E-08
      34      3.90828851E-08      3.90933962E-08
      35      2.37998374E-08      2.38062328E-08
      36      1.44955702E-08      1.44994641E-08
      37      8.83001820E-09      8.83238968E-09
      38      5.37948498E-09      5.38092735E-09
      39      3.27768987E-09      3.27856922E-09
      40      1.99730627E-09      1.99784549E-09
      41      1.21718798E-09      1.21751165E-09
      42      7.41831263E-10      7.42026583E-10
      43      4.52103793E-10      4.52230751E-10

  TOTAL ELASTIC CROSS SECTION = 1.362291E-16 cm**2
               FROM DCS TABLE = 1.362266E-16  (REL. DIF. = 1.87E-05)

  1ST TRANSPORT CROSS SECTION = 4.546990E-17 cm**2
               FROM DCS TABLE = 4.546994E-17  (REL. DIF. = 9.51E-07)

  2ND TRANSPORT CROSS SECTION = 6.227516E-17 cm**2
