

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.84000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.03356459E-01      0.00000000E+00
       1      1.54048589E+00      1.54258083E+00
       2      8.09555535E-01      8.10045608E-01
       3      4.34489279E-01      4.34682634E-01
       4      2.37118292E-01      2.37209955E-01
       5      1.31773206E-01      1.31820225E-01
       6      7.44691683E-02      7.44943968E-02
       7      4.26864187E-02      4.27003620E-02
       8      2.47565250E-02      2.47643944E-02
       9      1.44974507E-02      1.45019619E-02
      10      8.55845006E-03      8.56106772E-03
      11      5.08679349E-03      5.08832727E-03
      12      3.04081640E-03      3.04172233E-03
      13      1.82669141E-03      1.82723008E-03
      14      1.10195010E-03      1.10227222E-03
      15      6.67146521E-04      6.67340079E-04
      16      4.05156298E-04      4.05273086E-04
      17      2.46704798E-04      2.46775516E-04
      18      1.50565258E-04      1.50608209E-04
      19      9.20715857E-05      9.20977421E-05
      20      5.63976917E-05      5.64136562E-05
      21      3.45963251E-05      3.46060881E-05
      22      2.12492772E-05      2.12552577E-05
      23      1.30655895E-05      1.30692582E-05
      24      8.04119023E-06      8.04344362E-06
      25      4.95294106E-06      4.95432662E-06
      26      3.05288430E-06      3.05373705E-06
      27      1.88287502E-06      1.88340027E-06
      28      1.16188182E-06      1.16220557E-06
      29      7.17301791E-07      7.17501464E-07
      30      4.43012319E-07      4.43135535E-07
      31      2.73704321E-07      2.73780386E-07
      32      1.69153216E-07      1.69200196E-07
      33      1.04567148E-07      1.04596173E-07
      34      6.46565967E-08      6.46745314E-08
      35      3.99871450E-08      3.99982330E-08
      36      2.47346936E-08      2.47415459E-08
      37      1.53024907E-08      1.53067278E-08
      38      9.46848900E-09      9.47111400E-09
      39      5.85939354E-09      5.86101409E-09
      40      3.62632803E-09      3.62733706E-09
      41      2.24453155E-09      2.24515337E-09
      42      1.38940567E-09      1.38979003E-09
      43      8.60107674E-10      8.60348337E-10
      44      5.32489396E-10      5.32632398E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.51100E-16  0.000E+00  1.306E-08  8.978E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.51100E-16  3.939E-10  1.306E-08  8.978E-09  3.945E-18  6.499E-18  1.00E-07
  1.250E-04 2.51100E-16  4.923E-10  1.306E-08  8.978E-09  4.932E-18  8.124E-18  1.00E-07
  1.500E-04 2.51100E-16  5.908E-10  1.306E-08  8.978E-09  5.918E-18  9.749E-18  1.00E-07
  1.750E-04 2.51100E-16  6.892E-10  1.306E-08  8.978E-09  6.904E-18  1.137E-17  1.00E-07
  2.000E-04 2.51100E-16  7.877E-10  1.306E-08  8.978E-09  7.891E-18  1.300E-17  1.00E-07
  2.250E-04 2.51100E-16  8.862E-10  1.306E-08  8.978E-09  8.877E-18  1.462E-17  1.00E-07
  2.500E-04 2.51100E-16  9.846E-10  1.306E-08  8.978E-09  9.863E-18  1.625E-17  1.00E-07
  2.750E-04 2.51100E-16  1.083E-09  1.306E-08  8.978E-09  1.085E-17  1.787E-17  1.00E-07
  3.000E-04 2.51100E-16  1.182E-09  1.306E-08  8.978E-09  1.184E-17  1.950E-17  1.00E-07
  3.250E-04 2.51100E-16  1.280E-09  1.306E-08  8.978E-09  1.282E-17  2.112E-17  1.00E-07
  3.500E-04 2.51100E-16  1.378E-09  1.306E-08  8.978E-09  1.381E-17  2.275E-17  1.00E-07
  3.750E-04 2.51100E-16  1.477E-09  1.306E-08  8.978E-09  1.480E-17  2.437E-17  1.00E-07
  4.000E-04 2.51100E-16  1.575E-09  1.306E-08  8.978E-09  1.578E-17  2.600E-17  1.00E-07
  4.250E-04 2.51100E-16  1.674E-09  1.306E-08  8.978E-09  1.677E-17  2.762E-17  1.00E-07
  4.500E-04 2.51100E-16  1.772E-09  1.306E-08  8.978E-09  1.775E-17  2.925E-17  1.00E-07
  4.750E-04 2.51100E-16  1.871E-09  1.306E-08  8.978E-09  1.874E-17  3.087E-17  1.00E-07
  5.000E-04 2.51100E-16  1.969E-09  1.306E-08  8.978E-09  1.973E-17  3.250E-17  1.00E-07
  5.250E-04 2.51100E-16  2.068E-09  1.306E-08  8.978E-09  2.071E-17  3.412E-17  1.00E-07
  5.500E-04 2.51100E-16  2.166E-09  1.306E-08  8.978E-09  2.170E-17  3.575E-17  1.00E-07
  5.750E-04 2.51100E-16  2.265E-09  1.306E-08  8.978E-09  2.269E-17  3.737E-17  1.00E-07
  6.000E-04 2.51100E-16  2.363E-09  1.306E-08  8.978E-09  2.367E-17  3.900E-17  1.00E-07
  6.250E-04 2.51100E-16  2.462E-09  1.306E-08  8.978E-09  2.466E-17  4.062E-17  1.00E-07
  6.500E-04 2.51100E-16  2.560E-09  1.306E-08  8.978E-09  2.564E-17  4.225E-17  1.00E-07
  6.750E-04 2.51100E-16  2.659E-09  1.306E-08  8.978E-09  2.663E-17  4.387E-17  1.00E-07
  7.000E-04 2.51100E-16  2.757E-09  1.306E-08  8.978E-09  2.762E-17  4.550E-17  1.00E-07
  7.250E-04 2.51100E-16  2.855E-09  1.306E-08  8.978E-09  2.860E-17  4.712E-17  1.00E-07
  7.500E-04 2.51100E-16  2.954E-09  1.306E-08  8.978E-09  2.959E-17  4.875E-17  1.00E-07
  7.750E-04 2.51100E-16  3.052E-09  1.306E-08  8.978E-09  3.058E-17  5.037E-17  1.00E-07
  8.000E-04 2.51100E-16  3.151E-09  1.306E-08  8.978E-09  3.156E-17  5.200E-17  1.00E-07
  8.250E-04 2.51100E-16  3.249E-09  1.306E-08  8.978E-09  3.255E-17  5.362E-17  1.00E-07
  8.500E-04 2.51100E-16  3.348E-09  1.306E-08  8.978E-09  3.354E-17  5.525E-17  1.00E-07
  8.750E-04 2.51100E-16  3.446E-09  1.306E-08  8.978E-09  3.452E-17  5.687E-17  1.00E-07
  9.000E-04 2.51100E-16  3.545E-09  1.306E-08  8.978E-09  3.551E-17  5.850E-17  1.00E-07
  9.250E-04 2.51100E-16  3.643E-09  1.306E-08  8.978E-09  3.649E-17  6.012E-17  1.00E-07
  9.500E-04 2.51100E-16  3.742E-09  1.306E-08  8.978E-09  3.748E-17  6.175E-17  1.00E-07
  9.750E-04 2.51100E-16  3.840E-09  1.306E-08  8.978E-09  3.847E-17  6.337E-17  1.00E-07
  1.000E-03 2.51100E-16  3.939E-09  1.306E-08  8.978E-09  3.945E-17  6.499E-17  1.00E-07
  1.250E-03 2.51100E-16  4.923E-09  1.306E-08  8.978E-09  4.932E-17  8.124E-17  1.00E-07
  1.500E-03 2.51100E-16  5.908E-09  1.306E-08  8.978E-09  5.918E-17  9.749E-17  1.00E-07
  1.750E-03 2.51100E-16  6.892E-09  1.306E-08  8.978E-09  6.904E-17  1.137E-16  1.00E-07
  2.000E-03 2.51100E-16  7.877E-09  1.306E-08  8.978E-09  7.891E-17  1.300E-16  1.00E-07
  2.250E-03 2.51100E-16  8.862E-09  1.306E-08  8.978E-09  8.877E-17  1.462E-16  1.00E-07
  2.500E-03 2.51100E-16  9.846E-09  1.306E-08  8.978E-09  9.863E-17  1.625E-16  1.00E-07
  2.750E-03 2.51100E-16  1.083E-08  1.306E-08  8.978E-09  1.085E-16  1.787E-16  1.00E-07
  3.000E-03 2.51100E-16  1.182E-08  1.306E-08  8.978E-09  1.184E-16  1.950E-16  1.00E-07
  3.250E-03 2.51100E-16  1.280E-08  1.306E-08  8.978E-09  1.282E-16  2.112E-16  1.00E-07
  3.500E-03 2.51100E-16  1.378E-08  1.306E-08  8.978E-09  1.381E-16  2.275E-16  1.00E-07
  3.750E-03 2.51100E-16  1.477E-08  1.306E-08  8.978E-09  1.480E-16  2.437E-16  1.00E-07
  4.000E-03 2.51100E-16  1.575E-08  1.306E-08  8.978E-09  1.578E-16  2.600E-16  1.00E-07
  4.250E-03 2.51100E-16  1.674E-08  1.306E-08  8.978E-09  1.677E-16  2.762E-16  1.00E-07
  4.500E-03 2.51100E-16  1.772E-08  1.306E-08  8.978E-09  1.775E-16  2.925E-16  1.00E-07
  4.750E-03 2.51100E-16  1.871E-08  1.306E-08  8.978E-09  1.874E-16  3.087E-16  1.00E-07
  5.000E-03 2.51100E-16  1.969E-08  1.306E-08  8.978E-09  1.973E-16  3.250E-16  1.00E-07
  5.250E-03 2.51100E-16  2.068E-08  1.306E-08  8.978E-09  2.071E-16  3.412E-16  1.00E-07
  5.500E-03 2.51100E-16  2.166E-08  1.306E-08  8.978E-09  2.170E-16  3.575E-16  1.00E-07
  5.750E-03 2.51100E-16  2.265E-08  1.306E-08  8.978E-09  2.269E-16  3.737E-16  1.00E-07
  6.000E-03 2.51100E-16  2.363E-08  1.306E-08  8.978E-09  2.367E-16  3.900E-16  1.00E-07
  6.250E-03 2.51100E-16  2.462E-08  1.306E-08  8.978E-09  2.466E-16  4.062E-16  1.00E-07
  6.500E-03 2.51100E-16  2.560E-08  1.306E-08  8.978E-09  2.564E-16  4.225E-16  1.00E-07
  6.750E-03 2.51100E-16  2.659E-08  1.306E-08  8.978E-09  2.663E-16  4.387E-16  1.00E-07
  7.000E-03 2.51100E-16  2.757E-08  1.306E-08  8.978E-09  2.762E-16  4.550E-16  1.00E-07
  7.250E-03 2.51100E-16  2.855E-08  1.306E-08  8.978E-09  2.860E-16  4.712E-16  1.00E-07
  7.500E-03 2.51100E-16  2.954E-08  1.306E-08  8.978E-09  2.959E-16  4.875E-16  1.00E-07
  7.750E-03 2.51100E-16  3.052E-08  1.306E-08  8.978E-09  3.058E-16  5.037E-16  1.00E-07
  8.000E-03 2.51100E-16  3.151E-08  1.306E-08  8.978E-09  3.156E-16  5.200E-16  1.00E-07
  8.250E-03 2.51100E-16  3.249E-08  1.306E-08  8.978E-09  3.255E-16  5.362E-16  1.00E-07
  8.500E-03 2.51100E-16  3.348E-08  1.306E-08  8.978E-09  3.354E-16  5.525E-16  1.00E-07
  8.750E-03 2.51100E-16  3.446E-08  1.306E-08  8.978E-09  3.452E-16  5.687E-16  1.00E-07
  9.000E-03 2.51100E-16  3.545E-08  1.306E-08  8.978E-09  3.551E-16  5.850E-16  1.00E-07
  9.250E-03 2.51100E-16  3.643E-08  1.306E-08  8.978E-09  3.649E-16  6.012E-16  1.00E-07
  9.500E-03 2.51100E-16  3.742E-08  1.306E-08  8.978E-09  3.748E-16  6.175E-16  1.00E-07
  9.750E-03 2.51100E-16  3.840E-08  1.306E-08  8.978E-09  3.847E-16  6.337E-16  1.00E-07
  1.000E-02 2.51100E-16  3.939E-08  1.306E-08  8.978E-09  3.945E-16  6.499E-16  1.00E-07
  1.250E-02 2.51100E-16  4.923E-08  1.306E-08  8.978E-09  4.932E-16  8.124E-16  1.00E-07
  1.500E-02 2.51100E-16  5.908E-08  1.306E-08  8.978E-09  5.918E-16  9.749E-16  1.00E-07
