 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 1.66000E+02 eV = 6.10039E+00 a.u.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 1.83619E-16 cm**2 = 6.55716E+00 a0**2
 # 1st transport cross section = 8.54688E-17 cm**2 = 3.05215E+00 a0**2
 # 2nd transport cross section = 9.38512E-17 cm**2 = 3.35149E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  2.26379E-16  8.08415E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  2.26379E-16  8.08415E+00  3.62565E-10  1.0E-07
  1.250E-04  1.18994E-12  2.26379E-16  8.08415E+00  4.53206E-10  1.0E-07
  1.500E-04  1.71346E-12  2.26379E-16  8.08415E+00  5.43847E-10  1.0E-07
  1.750E-04  2.33225E-12  2.26379E-16  8.08415E+00  6.34488E-10  1.0E-07
  2.000E-04  3.04617E-12  2.26379E-16  8.08415E+00  7.25130E-10  1.0E-07
  2.250E-04  3.85530E-12  2.26379E-16  8.08415E+00  8.15771E-10  1.0E-07
  2.500E-04  4.75964E-12  2.26379E-16  8.08415E+00  9.06412E-10  1.0E-07
  2.750E-04  5.75917E-12  2.26379E-16  8.08415E+00  9.97053E-10  1.0E-07
  3.000E-04  6.85391E-12  2.26379E-16  8.08415E+00  1.08769E-09  1.0E-07
  3.250E-04  8.04379E-12  2.26379E-16  8.08415E+00  1.17834E-09  1.0E-07
  3.500E-04  9.32893E-12  2.26379E-16  8.08415E+00  1.26898E-09  1.0E-07
  3.750E-04  1.07092E-11  2.26379E-16  8.08415E+00  1.35962E-09  1.0E-07
  4.000E-04  1.21847E-11  2.26379E-16  8.08415E+00  1.45026E-09  1.0E-07
  4.250E-04  1.37554E-11  2.26379E-16  8.08415E+00  1.54090E-09  1.0E-07
  4.500E-04  1.54213E-11  2.26379E-16  8.08415E+00  1.63154E-09  1.0E-07
  4.750E-04  1.71823E-11  2.26379E-16  8.08415E+00  1.72218E-09  1.0E-07
  5.000E-04  1.90386E-11  2.26379E-16  8.08415E+00  1.81282E-09  1.0E-07
  5.250E-04  2.09900E-11  2.26379E-16  8.08415E+00  1.90347E-09  1.0E-07
  5.500E-04  2.30367E-11  2.26379E-16  8.08415E+00  1.99411E-09  1.0E-07
  5.750E-04  2.51785E-11  2.26379E-16  8.08415E+00  2.08475E-09  1.0E-07
  6.000E-04  2.74156E-11  2.26379E-16  8.08415E+00  2.17539E-09  1.0E-07
  6.250E-04  2.97478E-11  2.26379E-16  8.08415E+00  2.26603E-09  1.0E-07
  6.500E-04  3.21752E-11  2.26379E-16  8.08415E+00  2.35667E-09  1.0E-07
  6.750E-04  3.46979E-11  2.26379E-16  8.08415E+00  2.44731E-09  1.0E-07
  7.000E-04  3.73157E-11  2.26379E-16  8.08415E+00  2.53795E-09  1.0E-07
  7.250E-04  4.00286E-11  2.26379E-16  8.08415E+00  2.62859E-09  1.0E-07
  7.500E-04  4.28368E-11  2.26379E-16  8.08415E+00  2.71924E-09  1.0E-07
  7.750E-04  4.57402E-11  2.26379E-16  8.08415E+00  2.80988E-09  1.0E-07
  8.000E-04  4.87388E-11  2.26379E-16  8.08415E+00  2.90052E-09  1.0E-07
  8.250E-04  5.18325E-11  2.26379E-16  8.08415E+00  2.99116E-09  1.0E-07
  8.500E-04  5.50215E-11  2.26379E-16  8.08415E+00  3.08180E-09  1.0E-07
  8.750E-04  5.83057E-11  2.26379E-16  8.08415E+00  3.17244E-09  1.0E-07
  9.000E-04  6.16850E-11  2.26379E-16  8.08415E+00  3.26308E-09  1.0E-07
  9.250E-04  6.51595E-11  2.26379E-16  8.08415E+00  3.35372E-09  1.0E-07
  9.500E-04  6.87293E-11  2.26379E-16  8.08415E+00  3.44437E-09  1.0E-07
  9.750E-04  7.23943E-11  2.26379E-16  8.08415E+00  3.53501E-09  1.0E-07
  1.000E-03  7.61544E-11  2.26379E-16  8.08415E+00  3.62565E-09  1.0E-07
  1.250E-03  1.18991E-10  2.26379E-16  8.08415E+00  4.53206E-09  1.0E-07
  1.500E-03  1.71347E-10  2.26379E-16  8.08415E+00  5.43847E-09  1.0E-07
  1.750E-03  2.33223E-10  2.26379E-16  8.08415E+00  6.34488E-09  1.0E-07
  2.000E-03  3.04617E-10  2.26379E-16  8.08415E+00  7.25130E-09  1.0E-07
  2.250E-03  3.85531E-10  2.26379E-16  8.08415E+00  8.15771E-09  1.0E-07
  2.500E-03  4.75965E-10  2.26379E-16  8.08415E+00  9.06412E-09  1.0E-07
  2.750E-03  5.75917E-10  2.26379E-16  8.08415E+00  9.97053E-09  1.0E-07
  3.000E-03  6.85389E-10  2.26379E-16  8.08415E+00  1.08769E-08  1.0E-07
  3.250E-03  8.04380E-10  2.26379E-16  8.08415E+00  1.17834E-08  1.0E-07
  3.500E-03  9.32891E-10  2.26379E-16  8.08415E+00  1.26898E-08  1.0E-07
  3.750E-03  1.07092E-09  2.26379E-16  8.08415E+00  1.35962E-08  1.0E-07
  4.000E-03  1.21847E-09  2.26379E-16  8.08415E+00  1.45026E-08  1.0E-07
  4.250E-03  1.37554E-09  2.26379E-16  8.08415E+00  1.54090E-08  1.0E-07
  4.500E-03  1.54213E-09  2.26379E-16  8.08415E+00  1.63154E-08  1.0E-07
  4.750E-03  1.71823E-09  2.26379E-16  8.08415E+00  1.72218E-08  1.0E-07
  5.000E-03  1.90386E-09  2.26379E-16  8.08415E+00  1.81282E-08  1.0E-07
