

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.96000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.19248658E-01      0.00000000E+00
       1      2.59247808E-01      2.59333944E-01
       2      1.45635752E-01      1.45671688E-01
       3      8.50667051E-02      8.50855711E-02
       4      5.05773762E-02      5.05880511E-02
       5      3.03522500E-02      3.03584935E-02
       6      1.83092328E-02      1.83129466E-02
       7      1.10765836E-02      1.10788131E-02
       8      6.71142727E-03      6.71277265E-03
       9      4.06949344E-03      4.07030764E-03
      10      2.46808402E-03      2.46857750E-03
      11      1.49670057E-03      1.49699987E-03
      12      9.07360134E-04      9.07541691E-04
      13      5.49848257E-04      5.49958375E-04
      14      3.33039071E-04      3.33105838E-04
      15      2.01614549E-04      2.01655013E-04
      16      1.21988068E-04      1.22012579E-04
      17      7.37703814E-05      7.37852207E-05
      18      4.45882062E-05      4.45971854E-05
      19      2.69362809E-05      2.69417112E-05
      20      1.62645697E-05      1.62678520E-05
      21      9.81619474E-06      9.81817769E-06
      22      5.92172134E-06      5.92291872E-06
      23      3.57080019E-06      3.57152286E-06
      24      2.15230748E-06      2.15274347E-06
      25      1.29679806E-06      1.29706097E-06
      26      7.81047512E-07      7.81205982E-07
      27      4.70248125E-07      4.70343604E-07
      28      2.83027154E-07      2.83084666E-07
      29      1.70289270E-07      1.70323892E-07
      30      1.02426209E-07      1.02447051E-07
      31      6.15893039E-08      6.16018414E-08
      32      3.70232723E-08      3.70308159E-08
      33      2.22497813E-08      2.22543141E-08
      34      1.33679149E-08      1.33706387E-08
      35      8.02953561E-09      8.03116852E-09
      36      4.82179040E-09      4.82277420E-09
      37      2.89487444E-09      2.89546754E-09
      38      1.73762469E-09      1.73797836E-09
      39      1.04276107E-09      1.04297313E-09
      40      6.25594557E-10      6.25722911E-10
      41      3.75231869E-10      3.75313485E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.21951E-17  0.000E+00  5.603E-09  8.921E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.21951E-17 -1.178E-11  5.603E-09  8.921E-10  1.966E-18  2.791E-19  1.00E-07
  1.250E-04 3.21951E-17 -1.473E-11  5.603E-09  8.921E-10  2.457E-18  3.489E-19  1.00E-07
  1.500E-04 3.21951E-17 -1.767E-11  5.603E-09  8.921E-10  2.949E-18  4.187E-19  1.00E-07
  1.750E-04 3.21951E-17 -2.062E-11  5.603E-09  8.921E-10  3.440E-18  4.884E-19  1.00E-07
  2.000E-04 3.21951E-17 -2.356E-11  5.603E-09  8.921E-10  3.931E-18  5.582E-19  1.00E-07
  2.250E-04 3.21951E-17 -2.651E-11  5.603E-09  8.921E-10  4.423E-18  6.280E-19  1.00E-07
  2.500E-04 3.21951E-17 -2.945E-11  5.603E-09  8.921E-10  4.914E-18  6.978E-19  1.00E-07
  2.750E-04 3.21951E-17 -3.240E-11  5.603E-09  8.921E-10  5.406E-18  7.676E-19  1.00E-07
  3.000E-04 3.21951E-17 -3.534E-11  5.603E-09  8.921E-10  5.897E-18  8.373E-19  1.00E-07
  3.250E-04 3.21951E-17 -3.829E-11  5.603E-09  8.921E-10  6.388E-18  9.071E-19  1.00E-07
  3.500E-04 3.21951E-17 -4.123E-11  5.603E-09  8.921E-10  6.880E-18  9.769E-19  1.00E-07
  3.750E-04 3.21951E-17 -4.418E-11  5.603E-09  8.921E-10  7.371E-18  1.047E-18  1.00E-07
  4.000E-04 3.21951E-17 -4.712E-11  5.603E-09  8.921E-10  7.863E-18  1.116E-18  1.00E-07
  4.250E-04 3.21951E-17 -5.007E-11  5.603E-09  8.921E-10  8.354E-18  1.186E-18  1.00E-07
  4.500E-04 3.21951E-17 -5.301E-11  5.603E-09  8.921E-10  8.846E-18  1.256E-18  1.00E-07
  4.750E-04 3.21951E-17 -5.596E-11  5.603E-09  8.921E-10  9.337E-18  1.326E-18  1.00E-07
