

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.90000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.17447509E-01      0.00000000E+00
       1      1.53473333E+00      1.53683354E+00
       2      8.10701472E-01      8.11196700E-01
       3      4.37860149E-01      4.38057006E-01
       4      2.40409770E-01      2.40503724E-01
       5      1.34348058E-01      1.34396537E-01
       6      7.63208259E-02      7.63469763E-02
       7      4.39664680E-02      4.39809930E-02
       8      2.56228110E-02      2.56310481E-02
       9      1.50763432E-02      1.50810875E-02
      10      8.94216161E-03      8.94492735E-03
      11      5.33972906E-03      5.34135709E-03
      12      3.20688937E-03      3.20785537E-03
      13      1.93541057E-03      1.93598759E-03
      14      1.17295903E-03      1.17330566E-03
      15      7.13438393E-04      7.13647635E-04
      16      4.35286656E-04      4.35413486E-04
      17      2.66288441E-04      2.66365593E-04
      18      1.63277653E-04      1.63324729E-04
      19      1.00313795E-04      1.00342596E-04
      20      6.17355705E-05      6.17532305E-05
      21      3.80495282E-05      3.80603783E-05
      22      2.34808921E-05      2.34875696E-05
      23      1.45062882E-05      1.45104038E-05
      24      8.97036127E-06      8.97290106E-06
      25      5.55162569E-06      5.55319475E-06
      26      3.43826663E-06      3.43923689E-06
      27      2.13072444E-06      2.13132491E-06
      28      1.32113861E-06      1.32151050E-06
      29      8.19544844E-07      8.19775304E-07
      30      5.08597645E-07      5.08740536E-07
      31      3.15741018E-07      3.15829656E-07
      32      1.96075511E-07      1.96130523E-07
      33      1.21796429E-07      1.21830580E-07
      34      7.56746642E-08      7.56958714E-08
      35      4.70282340E-08      4.70413986E-08
      36      2.92312857E-08      2.92394696E-08
      37      1.81722112E-08      1.81773000E-08
      38      1.12987804E-08      1.13019398E-08
      39      7.02606914E-09      7.02803212E-09
      40      4.36957371E-09      4.37079415E-09
      41      2.71772686E-09      2.71848397E-09
      42      1.69050665E-09      1.69097458E-09
      43      1.05163630E-09      1.05192928E-09
      44      6.54204845E-10      6.54386214E-10
      45      4.07011234E-10      4.07121450E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.52189E-16  0.000E+00  1.312E-08  8.951E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.52189E-16  3.937E-10  1.312E-08  8.951E-09  4.160E-18  6.623E-18  1.00E-07
  1.250E-04 2.52189E-16  4.921E-10  1.312E-08  8.951E-09  5.200E-18  8.279E-18  1.00E-07
  1.500E-04 2.52189E-16  5.905E-10  1.312E-08  8.951E-09  6.240E-18  9.935E-18  1.00E-07
  1.750E-04 2.52189E-16  6.890E-10  1.312E-08  8.951E-09  7.279E-18  1.159E-17  1.00E-07
  2.000E-04 2.52189E-16  7.874E-10  1.312E-08  8.951E-09  8.319E-18  1.325E-17  1.00E-07
  2.250E-04 2.52189E-16  8.858E-10  1.312E-08  8.951E-09  9.359E-18  1.490E-17  1.00E-07
  2.500E-04 2.52189E-16  9.842E-10  1.312E-08  8.951E-09  1.040E-17  1.656E-17  1.00E-07
  2.750E-04 2.52189E-16  1.083E-09  1.312E-08  8.951E-09  1.144E-17  1.821E-17  1.00E-07
  3.000E-04 2.52189E-16  1.181E-09  1.312E-08  8.951E-09  1.248E-17  1.987E-17  1.00E-07
  3.250E-04 2.52189E-16  1.280E-09  1.312E-08  8.951E-09  1.352E-17  2.153E-17  1.00E-07
  3.500E-04 2.52189E-16  1.378E-09  1.312E-08  8.951E-09  1.456E-17  2.318E-17  1.00E-07
  3.750E-04 2.52189E-16  1.476E-09  1.312E-08  8.951E-09  1.560E-17  2.484E-17  1.00E-07
  4.000E-04 2.52189E-16  1.575E-09  1.312E-08  8.951E-09  1.664E-17  2.649E-17  1.00E-07
  4.250E-04 2.52189E-16  1.673E-09  1.312E-08  8.951E-09  1.768E-17  2.815E-17  1.00E-07
  4.500E-04 2.52189E-16  1.772E-09  1.312E-08  8.951E-09  1.872E-17  2.980E-17  1.00E-07
  4.750E-04 2.52189E-16  1.870E-09  1.312E-08  8.951E-09  1.976E-17  3.146E-17  1.00E-07
  5.000E-04 2.52189E-16  1.968E-09  1.312E-08  8.951E-09  2.080E-17  3.312E-17  1.00E-07
  5.250E-04 2.52189E-16  2.067E-09  1.312E-08  8.951E-09  2.184E-17  3.477E-17  1.00E-07
  5.500E-04 2.52189E-16  2.165E-09  1.312E-08  8.951E-09  2.288E-17  3.643E-17  1.00E-07
  5.750E-04 2.52189E-16  2.264E-09  1.312E-08  8.951E-09  2.392E-17  3.808E-17  1.00E-07
  6.000E-04 2.52189E-16  2.362E-09  1.312E-08  8.951E-09  2.496E-17  3.974E-17  1.00E-07
  6.250E-04 2.52189E-16  2.461E-09  1.312E-08  8.951E-09  2.600E-17  4.140E-17  1.00E-07
  6.500E-04 2.52189E-16  2.559E-09  1.312E-08  8.951E-09  2.704E-17  4.305E-17  1.00E-07
  6.750E-04 2.52189E-16  2.657E-09  1.312E-08  8.951E-09  2.808E-17  4.471E-17  1.00E-07
  7.000E-04 2.52189E-16  2.756E-09  1.312E-08  8.951E-09  2.912E-17  4.636E-17  1.00E-07
  7.250E-04 2.52189E-16  2.854E-09  1.312E-08  8.951E-09  3.016E-17  4.802E-17  1.00E-07
  7.500E-04 2.52189E-16  2.953E-09  1.312E-08  8.951E-09  3.120E-17  4.967E-17  1.00E-07
  7.750E-04 2.52189E-16  3.051E-09  1.312E-08  8.951E-09  3.224E-17  5.133E-17  1.00E-07
  8.000E-04 2.52189E-16  3.150E-09  1.312E-08  8.951E-09  3.328E-17  5.299E-17  1.00E-07
  8.250E-04 2.52189E-16  3.248E-09  1.312E-08  8.951E-09  3.432E-17  5.464E-17  1.00E-07
  8.500E-04 2.52189E-16  3.346E-09  1.312E-08  8.951E-09  3.536E-17  5.630E-17  1.00E-07
  8.750E-04 2.52189E-16  3.445E-09  1.312E-08  8.951E-09  3.640E-17  5.795E-17  1.00E-07
  9.000E-04 2.52189E-16  3.543E-09  1.312E-08  8.951E-09  3.744E-17  5.961E-17  1.00E-07
  9.250E-04 2.52189E-16  3.642E-09  1.312E-08  8.951E-09  3.848E-17  6.126E-17  1.00E-07
  9.500E-04 2.52189E-16  3.740E-09  1.312E-08  8.951E-09  3.952E-17  6.292E-17  1.00E-07
  9.750E-04 2.52189E-16  3.839E-09  1.312E-08  8.951E-09  4.056E-17  6.458E-17  1.00E-07
  1.000E-03 2.52189E-16  3.937E-09  1.312E-08  8.951E-09  4.160E-17  6.623E-17  1.00E-07
  1.250E-03 2.52189E-16  4.921E-09  1.312E-08  8.951E-09  5.200E-17  8.279E-17  1.00E-07
  1.500E-03 2.52189E-16  5.905E-09  1.312E-08  8.951E-09  6.240E-17  9.935E-17  1.00E-07
  1.750E-03 2.52189E-16  6.890E-09  1.312E-08  8.951E-09  7.279E-17  1.159E-16  1.00E-07
  2.000E-03 2.52189E-16  7.874E-09  1.312E-08  8.951E-09  8.319E-17  1.325E-16  1.00E-07
  2.250E-03 2.52189E-16  8.858E-09  1.312E-08  8.951E-09  9.359E-17  1.490E-16  1.00E-07
  2.500E-03 2.52189E-16  9.842E-09  1.312E-08  8.951E-09  1.040E-16  1.656E-16  1.00E-07
  2.750E-03 2.52189E-16  1.083E-08  1.312E-08  8.951E-09  1.144E-16  1.821E-16  1.00E-07
  3.000E-03 2.52189E-16  1.181E-08  1.312E-08  8.951E-09  1.248E-16  1.987E-16  1.00E-07
  3.250E-03 2.52189E-16  1.280E-08  1.312E-08  8.951E-09  1.352E-16  2.153E-16  1.00E-07
  3.500E-03 2.52189E-16  1.378E-08  1.312E-08  8.951E-09  1.456E-16  2.318E-16  1.00E-07
  3.750E-03 2.52189E-16  1.476E-08  1.312E-08  8.951E-09  1.560E-16  2.484E-16  1.00E-07
  4.000E-03 2.52189E-16  1.575E-08  1.312E-08  8.951E-09  1.664E-16  2.649E-16  1.00E-07
  4.250E-03 2.52189E-16  1.673E-08  1.312E-08  8.951E-09  1.768E-16  2.815E-16  1.00E-07
  4.500E-03 2.52189E-16  1.772E-08  1.312E-08  8.951E-09  1.872E-16  2.980E-16  1.00E-07
  4.750E-03 2.52189E-16  1.870E-08  1.312E-08  8.951E-09  1.976E-16  3.146E-16  1.00E-07
  5.000E-03 2.52189E-16  1.969E-08  1.312E-08  8.951E-09  2.080E-16  3.312E-16  1.00E-07
  5.250E-03 2.52189E-16  2.067E-08  1.312E-08  8.951E-09  2.184E-16  3.477E-16  1.00E-07
  5.500E-03 2.52189E-16  2.165E-08  1.312E-08  8.951E-09  2.288E-16  3.643E-16  1.00E-07
  5.750E-03 2.52189E-16  2.264E-08  1.312E-08  8.951E-09  2.392E-16  3.808E-16  1.00E-07
  6.000E-03 2.52189E-16  2.362E-08  1.312E-08  8.951E-09  2.496E-16  3.974E-16  1.00E-07
  6.250E-03 2.52189E-16  2.461E-08  1.312E-08  8.951E-09  2.600E-16  4.140E-16  1.00E-07
  6.500E-03 2.52189E-16  2.559E-08  1.312E-08  8.951E-09  2.704E-16  4.305E-16  1.00E-07
  6.750E-03 2.52189E-16  2.657E-08  1.312E-08  8.951E-09  2.808E-16  4.471E-16  1.00E-07
  7.000E-03 2.52189E-16  2.756E-08  1.312E-08  8.951E-09  2.912E-16  4.636E-16  1.00E-07
  7.250E-03 2.52189E-16  2.854E-08  1.312E-08  8.951E-09  3.016E-16  4.802E-16  1.00E-07
  7.500E-03 2.52189E-16  2.953E-08  1.312E-08  8.951E-09  3.120E-16  4.967E-16  1.00E-07
  7.750E-03 2.52189E-16  3.051E-08  1.312E-08  8.951E-09  3.224E-16  5.133E-16  1.00E-07
  8.000E-03 2.52189E-16  3.150E-08  1.312E-08  8.951E-09  3.328E-16  5.299E-16  1.00E-07
  8.250E-03 2.52189E-16  3.248E-08  1.312E-08  8.951E-09  3.432E-16  5.464E-16  1.00E-07
  8.500E-03 2.52189E-16  3.346E-08  1.312E-08  8.951E-09  3.536E-16  5.630E-16  1.00E-07
  8.750E-03 2.52189E-16  3.445E-08  1.312E-08  8.951E-09  3.640E-16  5.795E-16  1.00E-07
  9.000E-03 2.52189E-16  3.543E-08  1.312E-08  8.951E-09  3.744E-16  5.961E-16  1.00E-07
  9.250E-03 2.52189E-16  3.642E-08  1.312E-08  8.951E-09  3.848E-16  6.126E-16  1.00E-07
  9.500E-03 2.52189E-16  3.740E-08  1.312E-08  8.951E-09  3.952E-16  6.292E-16  1.00E-07
  9.750E-03 2.52189E-16  3.839E-08  1.312E-08  8.951E-09  4.056E-16  6.458E-16  1.00E-07
