 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 1.12000E+02 eV = 4.11592E+00 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.72435E-16 cm**2 = 9.72884E+00 a0**2
 # 1st transport cross section = 1.10331E-16 cm**2 = 3.94000E+00 a0**2
 # 2nd transport cross section = 1.34097E-16 cm**2 = 4.78871E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.85614E-16  1.37705E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.85614E-16  1.37705E+01  2.42561E-10  1.0E-07
  1.250E-04  1.18994E-12  3.85614E-16  1.37705E+01  3.03201E-10  1.0E-07
  1.500E-04  1.71346E-12  3.85614E-16  1.37705E+01  3.63841E-10  1.0E-07
  1.750E-04  2.33225E-12  3.85614E-16  1.37705E+01  4.24481E-10  1.0E-07
  2.000E-04  3.04617E-12  3.85614E-16  1.37705E+01  4.85122E-10  1.0E-07
  2.250E-04  3.85530E-12  3.85614E-16  1.37705E+01  5.45762E-10  1.0E-07
  2.500E-04  4.75964E-12  3.85614E-16  1.37705E+01  6.06402E-10  1.0E-07
  2.750E-04  5.75917E-12  3.85614E-16  1.37705E+01  6.67042E-10  1.0E-07
  3.000E-04  6.85391E-12  3.85614E-16  1.37705E+01  7.27683E-10  1.0E-07
  3.250E-04  8.04379E-12  3.85614E-16  1.37705E+01  7.88323E-10  1.0E-07
  3.500E-04  9.32893E-12  3.85614E-16  1.37705E+01  8.48963E-10  1.0E-07
