

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.14000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.89100180E-01      0.00000000E+00
       1      1.35811316E+00      1.35925726E+00
       2      7.57510334E-01      7.57793143E-01
       3      4.45528548E-01      4.45652667E-01
       4      2.65630474E-01      2.65696315E-01
       5      1.59468578E-01      1.59505793E-01
       6      9.63869294E-02      9.64085922E-02
       7      5.86487317E-02      5.86615724E-02
       8      3.59064167E-02      3.59141264E-02
       9      2.21044238E-02      2.21090979E-02
      10      1.36746067E-02      1.36774622E-02
      11      8.49666530E-03      8.49842077E-03
      12      5.30010021E-03      5.30118515E-03
      13      3.31782298E-03      3.31849659E-03
      14      2.08357146E-03      2.08399139E-03
      15      1.31225289E-03      1.31251562E-03
      16      8.28629083E-04      8.28793999E-04
      17      5.24475472E-04      5.24579294E-04
      18      3.32666781E-04      3.32732316E-04
      19      2.11405886E-04      2.11447352E-04
      20      1.34573375E-04      1.34599669E-04
      21      8.57933058E-05      8.58100111E-05
      22      5.47676564E-05      5.47782880E-05
      23      3.50027456E-05      3.50095222E-05
      24      2.23936123E-05      2.23979376E-05
      25      1.43394701E-05      1.43422341E-05
      26      9.18919370E-06      9.19096181E-06
      27      5.89265184E-06      5.89378392E-06
      28      3.78087122E-06      3.78159664E-06
      29      2.42707896E-06      2.42754412E-06
      30      1.55866995E-06      1.55896839E-06
      31      1.00132215E-06      1.00151372E-06
      32      6.43453906E-07      6.43576929E-07
      33      4.13582878E-07      4.13661914E-07
      34      2.65882459E-07      2.65933244E-07
      35      1.70954974E-07      1.70987614E-07
      36      1.09931883E-07      1.09952867E-07
      37      7.06971861E-08      7.07106781E-08
      38      4.54680648E-08      4.54767438E-08
      39      2.92433328E-08      2.92489127E-08
      40      1.88084591E-08      1.88120481E-08
      41      1.20970433E-08      1.20993495E-08
      42      7.78038834E-09      7.78187546E-09
      43      5.00391420E-09      5.00486617E-09
      44      3.21805614E-09      3.21866829E-09
      45      2.06946618E-09      2.06985756E-09
      46      1.33078731E-09      1.33104288E-09
      47      8.55724818E-10      8.55887353E-10
      48      5.50173586E-10      5.50281710E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.32964E-16  0.000E+00  1.791E-08  1.060E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.32964E-16  2.183E-10  1.791E-08  1.060E-08  5.660E-18  5.990E-18  1.00E-07
  1.250E-04 4.32964E-16  2.729E-10  1.791E-08  1.060E-08  7.075E-18  7.487E-18  1.00E-07
  1.500E-04 4.32964E-16  3.275E-10  1.791E-08  1.060E-08  8.489E-18  8.985E-18  1.00E-07
  1.750E-04 4.32964E-16  3.821E-10  1.791E-08  1.060E-08  9.904E-18  1.048E-17  1.00E-07
  2.000E-04 4.32964E-16  4.366E-10  1.791E-08  1.060E-08  1.132E-17  1.198E-17  1.00E-07
  2.250E-04 4.32964E-16  4.912E-10  1.791E-08  1.060E-08  1.273E-17  1.348E-17  1.00E-07
  2.500E-04 4.32964E-16  5.458E-10  1.791E-08  1.060E-08  1.415E-17  1.497E-17  1.00E-07
  2.750E-04 4.32964E-16  6.004E-10  1.791E-08  1.060E-08  1.556E-17  1.647E-17  1.00E-07
  3.000E-04 4.32964E-16  6.549E-10  1.791E-08  1.060E-08  1.698E-17  1.797E-17  1.00E-07
  3.250E-04 4.32964E-16  7.095E-10  1.791E-08  1.060E-08  1.839E-17  1.947E-17  1.00E-07
  3.500E-04 4.32964E-16  7.641E-10  1.791E-08  1.060E-08  1.981E-17  2.096E-17  1.00E-07
  3.750E-04 4.32964E-16  8.187E-10  1.791E-08  1.060E-08  2.122E-17  2.246E-17  1.00E-07
  4.000E-04 4.32964E-16  8.733E-10  1.791E-08  1.060E-08  2.264E-17  2.396E-17  1.00E-07
  4.250E-04 4.32964E-16  9.278E-10  1.791E-08  1.060E-08  2.405E-17  2.546E-17  1.00E-07
  4.500E-04 4.32964E-16  9.824E-10  1.791E-08  1.060E-08  2.547E-17  2.695E-17  1.00E-07
  4.750E-04 4.32964E-16  1.037E-09  1.791E-08  1.060E-08  2.688E-17  2.845E-17  1.00E-07
  5.000E-04 4.32964E-16  1.092E-09  1.791E-08  1.060E-08  2.830E-17  2.995E-17  1.00E-07
  5.250E-04 4.32964E-16  1.146E-09  1.791E-08  1.060E-08  2.971E-17  3.145E-17  1.00E-07
  5.500E-04 4.32964E-16  1.201E-09  1.791E-08  1.060E-08  3.113E-17  3.294E-17  1.00E-07
  5.750E-04 4.32964E-16  1.255E-09  1.791E-08  1.060E-08  3.254E-17  3.444E-17  1.00E-07
  6.000E-04 4.32964E-16  1.310E-09  1.791E-08  1.060E-08  3.396E-17  3.594E-17  1.00E-07
  6.250E-04 4.32964E-16  1.364E-09  1.791E-08  1.060E-08  3.537E-17  3.744E-17  1.00E-07
  6.500E-04 4.32964E-16  1.419E-09  1.791E-08  1.060E-08  3.679E-17  3.893E-17  1.00E-07
  6.750E-04 4.32964E-16  1.474E-09  1.791E-08  1.060E-08  3.820E-17  4.043E-17  1.00E-07
  7.000E-04 4.32964E-16  1.528E-09  1.791E-08  1.060E-08  3.962E-17  4.193E-17  1.00E-07
  7.250E-04 4.32964E-16  1.583E-09  1.791E-08  1.060E-08  4.103E-17  4.343E-17  1.00E-07
  7.500E-04 4.32964E-16  1.637E-09  1.791E-08  1.060E-08  4.245E-17  4.492E-17  1.00E-07
  7.750E-04 4.32964E-16  1.692E-09  1.791E-08  1.060E-08  4.386E-17  4.642E-17  1.00E-07
  8.000E-04 4.32964E-16  1.747E-09  1.791E-08  1.060E-08  4.528E-17  4.792E-17  1.00E-07
  8.250E-04 4.32964E-16  1.801E-09  1.791E-08  1.060E-08  4.669E-17  4.942E-17  1.00E-07
  8.500E-04 4.32964E-16  1.856E-09  1.791E-08  1.060E-08  4.811E-17  5.091E-17  1.00E-07
  8.750E-04 4.32964E-16  1.910E-09  1.791E-08  1.060E-08  4.952E-17  5.241E-17  1.00E-07
  9.000E-04 4.32964E-16  1.965E-09  1.791E-08  1.060E-08  5.094E-17  5.391E-17  1.00E-07
  9.250E-04 4.32964E-16  2.019E-09  1.791E-08  1.060E-08  5.235E-17  5.541E-17  1.00E-07
  9.500E-04 4.32964E-16  2.074E-09  1.791E-08  1.060E-08  5.377E-17  5.690E-17  1.00E-07
  9.750E-04 4.32964E-16  2.129E-09  1.791E-08  1.060E-08  5.518E-17  5.840E-17  1.00E-07
  1.000E-03 4.32964E-16  2.183E-09  1.791E-08  1.060E-08  5.660E-17  5.990E-17  1.00E-07
  1.250E-03 4.32964E-16  2.729E-09  1.791E-08  1.060E-08  7.075E-17  7.487E-17  1.00E-07
  1.500E-03 4.32964E-16  3.275E-09  1.791E-08  1.060E-08  8.489E-17  8.985E-17  1.00E-07
