

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.32000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.41286800E-01      0.00000000E+00
       1      1.33835113E+00      1.33951192E+00
       2      7.58458794E-01      7.58753488E-01
       3      4.54684472E-01      4.54816319E-01
       4      2.76611608E-01      2.76682988E-01
       5      1.69369365E-01      1.69410546E-01
       6      1.04330309E-01      1.04354753E-01
       7      6.46540836E-02      6.46688447E-02
       8      4.02939503E-02      4.03029734E-02
       9      2.52418149E-02      2.52473817E-02
      10      1.58859350E-02      1.58893949E-02
      11      1.00395238E-02      1.00416872E-02
      12      6.36861249E-03      6.36997218E-03
      13      4.05372653E-03      4.05458489E-03
      14      2.58825312E-03      2.58879713E-03
      15      1.65722032E-03      1.65756632E-03
      16      1.06380975E-03      1.06403051E-03
      17      6.84471268E-04      6.84612534E-04
      18      4.41324836E-04      4.41415468E-04
      19      2.85091360E-04      2.85149645E-04
      20      1.84479824E-04      1.84517388E-04
      21      1.19557048E-04      1.19581304E-04
      22      7.75873637E-05      7.76030544E-05
      23      5.04115321E-05      5.04216978E-05
      24      3.27892070E-05      3.27958024E-05
      25      2.13470739E-05      2.13513582E-05
      26      1.39091818E-05      1.39119678E-05
      27      9.06932130E-06      9.07113485E-06
      28      5.91720607E-06      5.91838757E-06
      29      3.86269344E-06      3.86346373E-06
      30      2.52268083E-06      2.52318335E-06
      31      1.64817520E-06      1.64850322E-06
      32      1.07717725E-06      1.07739146E-06
      33      7.04191044E-07      7.04330991E-07
      34      4.60460981E-07      4.60552446E-07
      35      3.01145207E-07      3.01204995E-07
      36      1.96980868E-07      1.97019961E-07
      37      1.28861533E-07      1.28887108E-07
      38      8.43064948E-08      8.43232172E-08
      39      5.51602985E-08      5.51712430E-08
      40      3.60920689E-08      3.60992260E-08
      41      2.36160756E-08      2.36207549E-08
      42      1.54527641E-08      1.54558237E-08
      43      1.01111522E-08      1.01131563E-08
      44      6.61591521E-09      6.61722875E-09
      45      4.32879802E-09      4.32965688E-09
      46      2.83217219E-09      2.83273106E-09
      47      1.85287778E-09      1.85324820E-09
      48      1.21217484E-09      1.21241072E-09
      49      7.92981552E-10      7.93135716E-10
      50      5.18705339E-10      5.18803000E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.39739E-16  0.000E+00  1.818E-08  1.045E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.39739E-16  2.137E-10  1.818E-08  1.045E-08  6.467E-18  6.299E-18  1.00E-07
  1.250E-04 4.39739E-16  2.671E-10  1.818E-08  1.045E-08  8.084E-18  7.874E-18  1.00E-07
  1.500E-04 4.39739E-16  3.205E-10  1.818E-08  1.045E-08  9.701E-18  9.449E-18  1.00E-07
  1.750E-04 4.39739E-16  3.739E-10  1.818E-08  1.045E-08  1.132E-17  1.102E-17  1.00E-07
  2.000E-04 4.39739E-16  4.273E-10  1.818E-08  1.045E-08  1.293E-17  1.260E-17  1.00E-07
  2.250E-04 4.39739E-16  4.808E-10  1.818E-08  1.045E-08  1.455E-17  1.417E-17  1.00E-07
  2.500E-04 4.39739E-16  5.342E-10  1.818E-08  1.045E-08  1.617E-17  1.575E-17  1.00E-07
  2.750E-04 4.39739E-16  5.876E-10  1.818E-08  1.045E-08  1.778E-17  1.732E-17  1.00E-07
  3.000E-04 4.39739E-16  6.410E-10  1.818E-08  1.045E-08  1.940E-17  1.890E-17  1.00E-07
  3.250E-04 4.39739E-16  6.944E-10  1.818E-08  1.045E-08  2.102E-17  2.047E-17  1.00E-07
  3.500E-04 4.39739E-16  7.479E-10  1.818E-08  1.045E-08  2.263E-17  2.205E-17  1.00E-07
  3.750E-04 4.39739E-16  8.013E-10  1.818E-08  1.045E-08  2.425E-17  2.362E-17  1.00E-07
  4.000E-04 4.39739E-16  8.547E-10  1.818E-08  1.045E-08  2.587E-17  2.520E-17  1.00E-07
  4.250E-04 4.39739E-16  9.081E-10  1.818E-08  1.045E-08  2.748E-17  2.677E-17  1.00E-07
  4.500E-04 4.39739E-16  9.615E-10  1.818E-08  1.045E-08  2.910E-17  2.835E-17  1.00E-07
  4.750E-04 4.39739E-16  1.015E-09  1.818E-08  1.045E-08  3.072E-17  2.992E-17  1.00E-07
  5.000E-04 4.39739E-16  1.068E-09  1.818E-08  1.045E-08  3.234E-17  3.150E-17  1.00E-07
  5.250E-04 4.39739E-16  1.122E-09  1.818E-08  1.045E-08  3.395E-17  3.307E-17  1.00E-07
  5.500E-04 4.39739E-16  1.175E-09  1.818E-08  1.045E-08  3.557E-17  3.464E-17  1.00E-07
  5.750E-04 4.39739E-16  1.229E-09  1.818E-08  1.045E-08  3.719E-17  3.622E-17  1.00E-07
  6.000E-04 4.39739E-16  1.282E-09  1.818E-08  1.045E-08  3.880E-17  3.779E-17  1.00E-07
  6.250E-04 4.39739E-16  1.335E-09  1.818E-08  1.045E-08  4.042E-17  3.937E-17  1.00E-07
  6.500E-04 4.39739E-16  1.389E-09  1.818E-08  1.045E-08  4.204E-17  4.094E-17  1.00E-07
  6.750E-04 4.39739E-16  1.442E-09  1.818E-08  1.045E-08  4.365E-17  4.252E-17  1.00E-07
  7.000E-04 4.39739E-16  1.496E-09  1.818E-08  1.045E-08  4.527E-17  4.409E-17  1.00E-07
  7.250E-04 4.39739E-16  1.549E-09  1.818E-08  1.045E-08  4.689E-17  4.567E-17  1.00E-07
  7.500E-04 4.39739E-16  1.603E-09  1.818E-08  1.045E-08  4.850E-17  4.724E-17  1.00E-07
  7.750E-04 4.39739E-16  1.656E-09  1.818E-08  1.045E-08  5.012E-17  4.882E-17  1.00E-07
  8.000E-04 4.39739E-16  1.709E-09  1.818E-08  1.045E-08  5.174E-17  5.039E-17  1.00E-07
  8.250E-04 4.39739E-16  1.763E-09  1.818E-08  1.045E-08  5.335E-17  5.197E-17  1.00E-07
  8.500E-04 4.39739E-16  1.816E-09  1.818E-08  1.045E-08  5.497E-17  5.354E-17  1.00E-07
  8.750E-04 4.39739E-16  1.870E-09  1.818E-08  1.045E-08  5.659E-17  5.512E-17  1.00E-07
  9.000E-04 4.39739E-16  1.923E-09  1.818E-08  1.045E-08  5.820E-17  5.669E-17  1.00E-07
  9.250E-04 4.39739E-16  1.976E-09  1.818E-08  1.045E-08  5.982E-17  5.827E-17  1.00E-07
  9.500E-04 4.39739E-16  2.030E-09  1.818E-08  1.045E-08  6.144E-17  5.984E-17  1.00E-07
  9.750E-04 4.39739E-16  2.083E-09  1.818E-08  1.045E-08  6.305E-17  6.142E-17  1.00E-07
  1.000E-03 4.39739E-16  2.137E-09  1.818E-08  1.045E-08  6.467E-17  6.299E-17  1.00E-07
  1.250E-03 4.39739E-16  2.671E-09  1.818E-08  1.045E-08  8.084E-17  7.874E-17  1.00E-07
  1.500E-03 4.39739E-16  3.205E-09  1.818E-08  1.045E-08  9.701E-17  9.449E-17  1.00E-07
  1.750E-03 4.39739E-16  3.739E-09  1.818E-08  1.045E-08  1.132E-16  1.102E-16  1.00E-07
  2.000E-03 4.39739E-16  4.273E-09  1.818E-08  1.045E-08  1.293E-16  1.260E-16  1.00E-07
  2.250E-03 4.39739E-16  4.808E-09  1.818E-08  1.045E-08  1.455E-16  1.417E-16  1.00E-07
  2.500E-03 4.39739E-16  5.342E-09  1.818E-08  1.045E-08  1.617E-16  1.575E-16  1.00E-07
  2.750E-03 4.39739E-16  5.876E-09  1.818E-08  1.045E-08  1.778E-16  1.732E-16  1.00E-07
  3.000E-03 4.39739E-16  6.410E-09  1.818E-08  1.045E-08  1.940E-16  1.890E-16  1.00E-07
  3.250E-03 4.39739E-16  6.944E-09  1.818E-08  1.045E-08  2.102E-16  2.047E-16  1.00E-07
  3.500E-03 4.39739E-16  7.479E-09  1.818E-08  1.045E-08  2.263E-16  2.205E-16  1.00E-07
  3.750E-03 4.39739E-16  8.013E-09  1.818E-08  1.045E-08  2.425E-16  2.362E-16  1.00E-07
  4.000E-03 4.39739E-16  8.547E-09  1.818E-08  1.045E-08  2.587E-16  2.520E-16  1.00E-07
  4.250E-03 4.39739E-16  9.081E-09  1.818E-08  1.045E-08  2.748E-16  2.677E-16  1.00E-07
  4.500E-03 4.39739E-16  9.615E-09  1.818E-08  1.045E-08  2.910E-16  2.835E-16  1.00E-07
  4.750E-03 4.39739E-16  1.015E-08  1.818E-08  1.045E-08  3.072E-16  2.992E-16  1.00E-07
  5.000E-03 4.39739E-16  1.068E-08  1.818E-08  1.045E-08  3.234E-16  3.150E-16  1.00E-07
  5.250E-03 4.39739E-16  1.122E-08  1.818E-08  1.045E-08  3.395E-16  3.307E-16  1.00E-07
  5.500E-03 4.39739E-16  1.175E-08  1.818E-08  1.045E-08  3.557E-16  3.464E-16  1.00E-07
  5.750E-03 4.39739E-16  1.229E-08  1.818E-08  1.045E-08  3.719E-16  3.622E-16  1.00E-07
  6.000E-03 4.39739E-16  1.282E-08  1.818E-08  1.045E-08  3.880E-16  3.779E-16  1.00E-07
  6.250E-03 4.39739E-16  1.335E-08  1.818E-08  1.045E-08  4.042E-16  3.937E-16  1.00E-07
  6.500E-03 4.39739E-16  1.389E-08  1.818E-08  1.045E-08  4.204E-16  4.094E-16  1.00E-07
  6.750E-03 4.39739E-16  1.442E-08  1.818E-08  1.045E-08  4.365E-16  4.252E-16  1.00E-07
  7.000E-03 4.39739E-16  1.496E-08  1.818E-08  1.045E-08  4.527E-16  4.409E-16  1.00E-07
  7.250E-03 4.39739E-16  1.549E-08  1.818E-08  1.045E-08  4.689E-16  4.567E-16  1.00E-07
  7.500E-03 4.39739E-16  1.603E-08  1.818E-08  1.045E-08  4.850E-16  4.724E-16  1.00E-07
  7.750E-03 4.39739E-16  1.656E-08  1.818E-08  1.045E-08  5.012E-16  4.882E-16  1.00E-07
  8.000E-03 4.39739E-16  1.709E-08  1.818E-08  1.045E-08  5.174E-16  5.039E-16  1.00E-07
  8.250E-03 4.39739E-16  1.763E-08  1.818E-08  1.045E-08  5.335E-16  5.197E-16  1.00E-07
  8.500E-03 4.39739E-16  1.816E-08  1.818E-08  1.045E-08  5.497E-16  5.354E-16  1.00E-07
  8.750E-03 4.39739E-16  1.870E-08  1.818E-08  1.045E-08  5.659E-16  5.512E-16  1.00E-07
  9.000E-03 4.39739E-16  1.923E-08  1.818E-08  1.045E-08  5.820E-16  5.669E-16  1.00E-07
  9.250E-03 4.39739E-16  1.976E-08  1.818E-08  1.045E-08  5.982E-16  5.827E-16  1.00E-07
  9.500E-03 4.39739E-16  2.030E-08  1.818E-08  1.045E-08  6.144E-16  5.984E-16  1.00E-07
  9.750E-03 4.39739E-16  2.083E-08  1.818E-08  1.045E-08  6.305E-16  6.142E-16  1.00E-07
  1.000E-02 4.39739E-16  2.137E-08  1.818E-08  1.045E-08  6.467E-16  6.299E-16  1.00E-07
  1.250E-02 4.39739E-16  2.671E-08  1.818E-08  1.045E-08  8.084E-16  7.874E-16  1.00E-07
