

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.80000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.32474241E-01      0.00000000E+00
       1      2.61398119E-01      2.61480775E-01
       2      1.44095030E-01      1.44128935E-01
       3      8.25273971E-02      8.25448845E-02
       4      4.80927203E-02      4.81024332E-02
       5      2.82802340E-02      2.82858069E-02
       6      1.67123533E-02      1.67156036E-02
       7      9.90298238E-03      9.90489490E-03
       8      5.87616256E-03      5.87729338E-03
       9      3.48877069E-03      3.48944105E-03
      10      2.07151408E-03      2.07191198E-03
      11      1.22972881E-03      1.22996511E-03
      12      7.29723545E-04      7.29863879E-04
      13      4.32802572E-04      4.32885891E-04
      14      2.56554692E-04      2.56604138E-04
      15      1.51991209E-04      1.52020537E-04
      16      8.99919400E-05      9.00093257E-05
      17      5.32523687E-05      5.32626688E-05
      18      3.14942396E-05      3.15003382E-05
      19      1.86161011E-05      1.86197100E-05
      20      1.09981893E-05      1.10003236E-05
      21      6.49438951E-06      6.49565112E-06
      22      3.83309875E-06      3.83384409E-06
      23      2.26133988E-06      2.26177999E-06
      24      1.33350649E-06      1.33376626E-06
      25      7.86043949E-07      7.86197200E-07
      26      4.63158185E-07      4.63248556E-07
      27      2.72803919E-07      2.72857188E-07
      28      1.60626908E-07      1.60658295E-07
      29      9.45452153E-08      9.45637010E-08
      30      5.56314764E-08      5.56423572E-08
      31      3.27241208E-08      3.27305281E-08
      32      1.92436966E-08      1.92474671E-08
      33      1.13131966E-08      1.13154133E-08
      34      6.64909457E-09      6.65039819E-09
      35      3.90688496E-09      3.90765064E-09
      36      2.29505863E-09      2.29550647E-09
      37      1.34786864E-09      1.34813372E-09
      38      7.91365971E-10      7.91523623E-10
      39      4.64519210E-10      4.64613382E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.25589E-17  0.000E+00  5.628E-09  9.376E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.25589E-17 -1.209E-11  5.628E-09  9.376E-10  1.821E-18  2.683E-19  1.00E-07
  1.250E-04 3.25589E-17 -1.511E-11  5.628E-09  9.376E-10  2.276E-18  3.354E-19  1.00E-07
  1.500E-04 3.25589E-17 -1.813E-11  5.628E-09  9.376E-10  2.731E-18  4.025E-19  1.00E-07
  1.750E-04 3.25589E-17 -2.116E-11  5.628E-09  9.376E-10  3.186E-18  4.695E-19  1.00E-07
  2.000E-04 3.25589E-17 -2.418E-11  5.628E-09  9.376E-10  3.641E-18  5.366E-19  1.00E-07
  2.250E-04 3.25589E-17 -2.720E-11  5.628E-09  9.376E-10  4.096E-18  6.037E-19  1.00E-07
  2.500E-04 3.25589E-17 -3.022E-11  5.628E-09  9.376E-10  4.552E-18  6.708E-19  1.00E-07
  2.750E-04 3.25589E-17 -3.324E-11  5.628E-09  9.376E-10  5.007E-18  7.378E-19  1.00E-07
  3.000E-04 3.25589E-17 -3.627E-11  5.628E-09  9.376E-10  5.462E-18  8.049E-19  1.00E-07
  3.250E-04 3.25589E-17 -3.929E-11  5.628E-09  9.376E-10  5.917E-18  8.720E-19  1.00E-07
  3.500E-04 3.25589E-17 -4.231E-11  5.628E-09  9.376E-10  6.372E-18  9.391E-19  1.00E-07
  3.750E-04 3.25589E-17 -4.533E-11  5.628E-09  9.376E-10  6.827E-18  1.006E-18  1.00E-07
  4.000E-04 3.25589E-17 -4.835E-11  5.628E-09  9.376E-10  7.282E-18  1.073E-18  1.00E-07
  4.250E-04 3.25589E-17 -5.138E-11  5.628E-09  9.376E-10  7.738E-18  1.140E-18  1.00E-07
  4.500E-04 3.25589E-17 -5.440E-11  5.628E-09  9.376E-10  8.193E-18  1.207E-18  1.00E-07
