

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.36000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.92227298E-01      0.00000000E+00
       1      1.46841621E+00      1.46948329E+00
       2      7.36876734E-01      7.37099393E-01
       3      3.80984131E-01      3.81069279E-01
       4      1.99433324E-01      1.99472717E-01
       5      1.05802188E-01      1.05821770E-01
       6      5.68469528E-02      5.68570648E-02
       7      3.08738488E-02      3.08791965E-02
       8      1.69170832E-02      1.69199574E-02
       9      9.33819061E-03      9.33975358E-03
      10      5.18693930E-03      5.18779694E-03
      11      2.89662409E-03      2.89709813E-03
      12      1.62518054E-03      1.62544416E-03
      13      9.15554936E-04      9.15702303E-04
      14      5.17629050E-04      5.17711806E-04
      15      2.93566853E-04      2.93613511E-04
      16      1.66944528E-04      1.66970925E-04
      17      9.51599765E-05      9.51749566E-05
      18      5.43512775E-05      5.43598009E-05
      19      3.10963919E-05      3.11012526E-05
      20      1.78172598E-05      1.78200371E-05
      21      1.02211972E-05      1.02227868E-05
      22      5.86954295E-06      5.87045401E-06
      23      3.37342888E-06      3.37395167E-06
      24      1.94015753E-06      1.94045780E-06
      25      1.11646021E-06      1.11663282E-06
      26      6.42748543E-07      6.42847833E-07
      27      3.70159239E-07      3.70216385E-07
      28      2.13230920E-07      2.13263826E-07
      29      1.22855737E-07      1.22874689E-07
      30      7.07943863E-08      7.08052998E-08
      31      4.07980678E-08      4.08043581E-08
      32      2.35125207E-08      2.35161472E-08
      33      1.35507226E-08      1.35528138E-08
      34      7.80936159E-09      7.81056284E-09
      35      4.50040947E-09      4.50110207E-09
      36      2.59335370E-09      2.59375410E-09
      37      1.49424611E-09      1.49447631E-09
      38      8.60853380E-10      8.60985222E-10
      39      4.95915607E-10      4.95993735E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.98123E-16  0.000E+00  1.637E-08  1.141E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.98123E-16  2.383E-10  1.637E-08  1.141E-08  2.074E-18  4.344E-18  1.00E-07
  1.250E-04 3.98123E-16  2.979E-10  1.637E-08  1.141E-08  2.593E-18  5.430E-18  1.00E-07
  1.500E-04 3.98123E-16  3.574E-10  1.637E-08  1.141E-08  3.111E-18  6.516E-18  1.00E-07
  1.750E-04 3.98123E-16  4.170E-10  1.637E-08  1.141E-08  3.630E-18  7.602E-18  1.00E-07
  2.000E-04 3.98123E-16  4.766E-10  1.637E-08  1.141E-08  4.148E-18  8.688E-18  1.00E-07
  2.250E-04 3.98123E-16  5.362E-10  1.637E-08  1.141E-08  4.667E-18  9.773E-18  1.00E-07
  2.500E-04 3.98123E-16  5.957E-10  1.637E-08  1.141E-08  5.185E-18  1.086E-17  1.00E-07
  2.750E-04 3.98123E-16  6.553E-10  1.637E-08  1.141E-08  5.704E-18  1.195E-17  1.00E-07
  3.000E-04 3.98123E-16  7.149E-10  1.637E-08  1.141E-08  6.222E-18  1.303E-17  1.00E-07
  3.250E-04 3.98123E-16  7.744E-10  1.637E-08  1.141E-08  6.741E-18  1.412E-17  1.00E-07
  3.500E-04 3.98123E-16  8.340E-10  1.637E-08  1.141E-08  7.259E-18  1.520E-17  1.00E-07
  3.750E-04 3.98123E-16  8.936E-10  1.637E-08  1.141E-08  7.778E-18  1.629E-17  1.00E-07
  4.000E-04 3.98123E-16  9.532E-10  1.637E-08  1.141E-08  8.296E-18  1.738E-17  1.00E-07
  4.250E-04 3.98123E-16  1.013E-09  1.637E-08  1.141E-08  8.815E-18  1.846E-17  1.00E-07
  4.500E-04 3.98123E-16  1.072E-09  1.637E-08  1.141E-08  9.333E-18  1.955E-17  1.00E-07
  4.750E-04 3.98123E-16  1.132E-09  1.637E-08  1.141E-08  9.852E-18  2.063E-17  1.00E-07
  5.000E-04 3.98123E-16  1.191E-09  1.637E-08  1.141E-08  1.037E-17  2.172E-17  1.00E-07
