

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.12000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.07318341E-01      0.00000000E+00
       1      2.57130543E-01      2.57220003E-01
       2      1.46878706E-01      1.46916587E-01
       3      8.72969271E-02      8.73171250E-02
       4      5.28327247E-02      5.28443414E-02
       5      3.22813131E-02      3.22882235E-02
       6      1.98302792E-02      1.98344616E-02
       7      1.22190283E-02      1.22215841E-02
       8      7.54194932E-03      7.54351960E-03
       9      4.65913492E-03      4.66010273E-03
      10      2.87920302E-03      2.87980053E-03
      11      1.77925886E-03      1.77962807E-03
      12      1.09929445E-03      1.09952266E-03
      13      6.78953607E-04      6.79094657E-04
      14      4.19163399E-04      4.19250559E-04
      15      2.58657403E-04      2.58711243E-04
      16      1.59534943E-04      1.59568186E-04
      17      9.83498287E-05      9.83703445E-05
      18      6.06010286E-05      6.06136836E-05
      19      3.73232418E-05      3.73310440E-05
      20      2.29761731E-05      2.29809810E-05
      21      1.41378031E-05      1.41407644E-05
      22      8.69559813E-06      8.69742124E-06
      23      5.34610967E-06      5.34723154E-06
      24      3.28552414E-06      3.28621420E-06
      25      2.01840006E-06      2.01882433E-06
      26      1.23951782E-06      1.23977858E-06
      27      7.60935863E-07      7.61096063E-07
      28      4.66981522E-07      4.67079906E-07
      29      2.86492954E-07      2.86553352E-07
      30      1.75710021E-07      1.75747092E-07
      31      1.07734115E-07      1.07756858E-07
      32      6.60373399E-08      6.60512900E-08
      33      4.04678089E-08      4.04763548E-08
      34      2.47924381E-08      2.47976789E-08
      35      1.51852600E-08      1.51884646E-08
      36      9.29873374E-09      9.30069914E-09
      37      5.69277420E-09      5.69398104E-09
      38      3.48438222E-09      3.48511730E-09
      39      2.13226714E-09      2.13271827E-09
      40      1.30458071E-09      1.30485485E-09
      41      7.97974784E-10      7.98143597E-10
      42      4.88016980E-10      4.88119523E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.18858E-17  0.000E+00  5.582E-09  8.526E-10  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.18858E-17 -1.150E-11  5.582E-09  8.526E-10  2.111E-18  2.895E-19  1.00E-07
  1.250E-04 3.18858E-17 -1.438E-11  5.582E-09  8.526E-10  2.638E-18  3.619E-19  1.00E-07
  1.500E-04 3.18858E-17 -1.725E-11  5.582E-09  8.526E-10  3.166E-18  4.343E-19  1.00E-07
  1.750E-04 3.18858E-17 -2.013E-11  5.582E-09  8.526E-10  3.694E-18  5.067E-19  1.00E-07
  2.000E-04 3.18858E-17 -2.300E-11  5.582E-09  8.526E-10  4.221E-18  5.790E-19  1.00E-07
  2.250E-04 3.18858E-17 -2.588E-11  5.582E-09  8.526E-10  4.749E-18  6.514E-19  1.00E-07
  2.500E-04 3.18858E-17 -2.876E-11  5.582E-09  8.526E-10  5.277E-18  7.238E-19  1.00E-07
  2.750E-04 3.18858E-17 -3.163E-11  5.582E-09  8.526E-10  5.804E-18  7.962E-19  1.00E-07
  3.000E-04 3.18858E-17 -3.451E-11  5.582E-09  8.526E-10  6.332E-18  8.686E-19  1.00E-07
  3.250E-04 3.18858E-17 -3.738E-11  5.582E-09  8.526E-10  6.860E-18  9.409E-19  1.00E-07
  3.500E-04 3.18858E-17 -4.026E-11  5.582E-09  8.526E-10  7.387E-18  1.013E-18  1.00E-07
  3.750E-04 3.18858E-17 -4.313E-11  5.582E-09  8.526E-10  7.915E-18  1.086E-18  1.00E-07
  4.000E-04 3.18858E-17 -4.601E-11  5.582E-09  8.526E-10  8.443E-18  1.158E-18  1.00E-07
  4.250E-04 3.18858E-17 -4.889E-11  5.582E-09  8.526E-10  8.970E-18  1.230E-18  1.00E-07
  4.500E-04 3.18858E-17 -5.176E-11  5.582E-09  8.526E-10  9.498E-18  1.303E-18  1.00E-07
  4.750E-04 3.18858E-17 -5.464E-11  5.582E-09  8.526E-10  1.003E-17  1.375E-18  1.00E-07
