

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.88000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.33646478E-02      0.00000000E+00
       1     -1.48725557E+00     -1.48524437E+00
       2      7.73021497E-01      7.73416013E-01
       3      3.59833174E-01      3.59963864E-01
       4      1.72391471E-01      1.72445069E-01
       5      8.51438854E-02      8.51682137E-02
       6      4.30769524E-02      4.30886373E-02
       7      2.21954927E-02      2.22013049E-02
       8      1.15979298E-02      1.16008899E-02
       9      6.12761919E-03      6.12915260E-03
      10      3.26626665E-03      3.26707131E-03
      11      1.75365804E-03      1.75408460E-03
      12      9.47138714E-04      9.47366695E-04
      13      5.14057205E-04      5.14179870E-04
      14      2.80140404E-04      2.80206770E-04
      15      1.53182327E-04      1.53218398E-04
      16      8.39971058E-05      8.40167859E-05
      17      4.61678057E-05      4.61785771E-05
      18      2.54252229E-05      2.54311340E-05
      19      1.40249445E-05      1.40281956E-05
      20      7.74698114E-06      7.74877248E-06
      21      4.28413060E-06      4.28511917E-06
      22      2.37143945E-06      2.37198571E-06
      23      1.31375475E-06      1.31405692E-06
      24      7.28306870E-07      7.28474179E-07
      25      4.03986270E-07      4.04078974E-07
      26      2.24198445E-07      2.24249850E-07
      27      1.24474507E-07      1.24503026E-07
      28      6.91326403E-08      6.91484668E-08
      29      3.84077336E-08      3.84165247E-08
      30      2.13435837E-08      2.13484652E-08
      31      1.18634767E-08      1.18661888E-08
      32      6.59540340E-09      6.59690910E-09
      33      3.66728236E-09      3.66812014E-09
      34      2.03938880E-09      2.03985757E-09
      35      1.13425135E-09      1.13451363E-09
      36      6.30889839E-10      6.31034935E-10
      37      3.50958428E-10      3.51036935E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.31535E-16  0.000E+00  1.190E-08  9.488E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.31535E-16  3.767E-10  1.190E-08  9.488E-09  5.023E-19  4.066E-18  1.00E-07
  1.250E-04 2.31535E-16  4.709E-10  1.190E-08  9.488E-09  6.278E-19  5.083E-18  1.00E-07
  1.500E-04 2.31535E-16  5.650E-10  1.190E-08  9.488E-09  7.534E-19  6.100E-18  1.00E-07
  1.750E-04 2.31535E-16  6.592E-10  1.190E-08  9.488E-09  8.789E-19  7.116E-18  1.00E-07
  2.000E-04 2.31535E-16  7.534E-10  1.190E-08  9.488E-09  1.005E-18  8.133E-18  1.00E-07
  2.250E-04 2.31535E-16  8.475E-10  1.190E-08  9.488E-09  1.130E-18  9.150E-18  1.00E-07
  2.500E-04 2.31535E-16  9.417E-10  1.190E-08  9.488E-09  1.256E-18  1.017E-17  1.00E-07
  2.750E-04 2.31535E-16  1.036E-09  1.190E-08  9.488E-09  1.381E-18  1.118E-17  1.00E-07
  3.000E-04 2.31535E-16  1.130E-09  1.190E-08  9.488E-09  1.507E-18  1.220E-17  1.00E-07
  3.250E-04 2.31535E-16  1.224E-09  1.190E-08  9.488E-09  1.632E-18  1.322E-17  1.00E-07
  3.500E-04 2.31535E-16  1.318E-09  1.190E-08  9.488E-09  1.758E-18  1.423E-17  1.00E-07
  3.750E-04 2.31535E-16  1.413E-09  1.190E-08  9.488E-09  1.883E-18  1.525E-17  1.00E-07
  4.000E-04 2.31535E-16  1.507E-09  1.190E-08  9.488E-09  2.009E-18  1.627E-17  1.00E-07
  4.250E-04 2.31535E-16  1.601E-09  1.190E-08  9.488E-09  2.135E-18  1.728E-17  1.00E-07
  4.500E-04 2.31535E-16  1.695E-09  1.190E-08  9.488E-09  2.260E-18  1.830E-17  1.00E-07
  4.750E-04 2.31535E-16  1.789E-09  1.190E-08  9.488E-09  2.386E-18  1.932E-17  1.00E-07
  5.000E-04 2.31535E-16  1.883E-09  1.190E-08  9.488E-09  2.511E-18  2.033E-17  1.00E-07
  5.250E-04 2.31535E-16  1.978E-09  1.190E-08  9.488E-09  2.637E-18  2.135E-17  1.00E-07
  5.500E-04 2.31535E-16  2.072E-09  1.190E-08  9.488E-09  2.762E-18  2.237E-17  1.00E-07
  5.750E-04 2.31535E-16  2.166E-09  1.190E-08  9.488E-09  2.888E-18  2.338E-17  1.00E-07
