 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 6.60000E+01 eV = 2.42546E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 3.30570E-16 cm**2 = 1.18049E+01 a0**2
 # 1st transport cross section = 2.42491E-16 cm**2 = 8.65952E+00 a0**2
 # 2nd transport cross section = 1.73824E-16 cm**2 = 6.20735E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.91048E-16  6.82245E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  1.91048E-16  6.82245E+00  9.66871E-11  1.0E-07
  1.250E-04  1.18994E-12  1.91048E-16  6.82245E+00  1.20859E-10  1.0E-07
  1.500E-04  1.71346E-12  1.91048E-16  6.82245E+00  1.45031E-10  1.0E-07
  1.750E-04  2.33225E-12  1.91048E-16  6.82245E+00  1.69202E-10  1.0E-07
  2.000E-04  3.04617E-12  1.91048E-16  6.82245E+00  1.93374E-10  1.0E-07
  2.250E-04  3.85530E-12  1.91048E-16  6.82245E+00  2.17546E-10  1.0E-07
  2.500E-04  4.75964E-12  1.91048E-16  6.82245E+00  2.41718E-10  1.0E-07
  2.750E-04  5.75917E-12  1.91048E-16  6.82245E+00  2.65889E-10  1.0E-07
  3.000E-04  6.85391E-12  1.91048E-16  6.82245E+00  2.90061E-10  1.0E-07
  3.250E-04  8.04379E-12  1.91048E-16  6.82245E+00  3.14233E-10  1.0E-07
