

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.74000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.47865513E-01      0.00000000E+00
       1      1.29757275E+00      1.29877102E+00
       2      7.58109583E-01      7.58430089E-01
       3      4.71182045E-01      4.71330620E-01
       4      2.97965593E-01      2.98049152E-01
       5      1.89589508E-01      1.89639658E-01
       6      1.21208316E-01      1.21239247E-01
       7      7.78623814E-02      7.78817587E-02
       8      5.02523298E-02      5.02646014E-02
       9      3.25760368E-02      3.25838733E-02
      10      2.12033679E-02      2.12084057E-02
      11      1.38524650E-02      1.38557215E-02
      12      9.08087155E-03      9.08298669E-03
      13      5.97149210E-03      5.97287156E-03
      14      3.93805903E-03      3.93896200E-03
      15      2.60390438E-03      2.60449741E-03
      16      1.72591259E-03      1.72630323E-03
      17      1.14650894E-03      1.14676697E-03
      18      7.63168136E-04      7.63339008E-04
      19      5.08945239E-04      5.09058652E-04
      20      3.39983718E-04      3.40059153E-04
      21      2.27464558E-04      2.27514829E-04
      22      1.52396256E-04      1.52429817E-04
      23      1.02230441E-04      1.02252882E-04
      24      6.86556081E-05      6.86706357E-05
      25      4.61540818E-05      4.61641581E-05
      26      3.10552427E-05      3.10620070E-05
      27      2.09125347E-05      2.09170805E-05
      28      1.40924101E-05      1.40954678E-05
      29      9.50241871E-06      9.50447721E-06
      30      6.41091642E-06      6.41230328E-06
      31      4.32726059E-06      4.32819554E-06
      32      2.92203772E-06      2.92266839E-06
      33      1.97384913E-06      1.97427477E-06
      34      1.33375343E-06      1.33404081E-06
      35      9.01469377E-07      9.01663485E-07
      36      6.09428302E-07      6.09559453E-07
      37      4.12073768E-07      4.12162404E-07
      38      2.78672463E-07      2.78732380E-07
      39      1.88480992E-07      1.88521506E-07
      40      1.27492411E-07      1.27519807E-07
      41      8.62452175E-08      8.62637485E-08
      42      5.83460176E-08      5.83585538E-08
      43      3.94733972E-08      3.94818827E-08
      44      2.67059935E-08      2.67117282E-08
      45      1.80683892E-08      1.80722691E-08
      46      1.22244510E-08      1.22270773E-08
      47      8.27050212E-09      8.27227675E-09
      48      5.59535862E-09      5.59655775E-09
      49      3.78543530E-09      3.78624378E-09
      50      2.56087916E-09      2.56142497E-09
      51      1.73233857E-09      1.73271133E-09
      52      1.17178369E-09      1.17203573E-09
      53      7.92600705E-10      7.92769710E-10
      54      5.36104223E-10      5.36217927E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.53955E-16  0.000E+00  1.875E-08  1.012E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.53955E-16  2.034E-10  1.875E-08  1.012E-08  8.334E-18  6.958E-18  1.00E-07
  1.250E-04 4.53955E-16  2.543E-10  1.875E-08  1.012E-08  1.042E-17  8.698E-18  1.00E-07
  1.500E-04 4.53955E-16  3.051E-10  1.875E-08  1.012E-08  1.250E-17  1.044E-17  1.00E-07
  1.750E-04 4.53955E-16  3.560E-10  1.875E-08  1.012E-08  1.458E-17  1.218E-17  1.00E-07
  2.000E-04 4.53955E-16  4.068E-10  1.875E-08  1.012E-08  1.667E-17  1.392E-17  1.00E-07
  2.250E-04 4.53955E-16  4.577E-10  1.875E-08  1.012E-08  1.875E-17  1.566E-17  1.00E-07
  2.500E-04 4.53955E-16  5.086E-10  1.875E-08  1.012E-08  2.083E-17  1.740E-17  1.00E-07
  2.750E-04 4.53955E-16  5.594E-10  1.875E-08  1.012E-08  2.292E-17  1.914E-17  1.00E-07
  3.000E-04 4.53955E-16  6.103E-10  1.875E-08  1.012E-08  2.500E-17  2.087E-17  1.00E-07
  3.250E-04 4.53955E-16  6.611E-10  1.875E-08  1.012E-08  2.708E-17  2.261E-17  1.00E-07
  3.500E-04 4.53955E-16  7.120E-10  1.875E-08  1.012E-08  2.917E-17  2.435E-17  1.00E-07
  3.750E-04 4.53955E-16  7.628E-10  1.875E-08  1.012E-08  3.125E-17  2.609E-17  1.00E-07
  4.000E-04 4.53955E-16  8.137E-10  1.875E-08  1.012E-08  3.334E-17  2.783E-17  1.00E-07
  4.250E-04 4.53955E-16  8.645E-10  1.875E-08  1.012E-08  3.542E-17  2.957E-17  1.00E-07
  4.500E-04 4.53955E-16  9.154E-10  1.875E-08  1.012E-08  3.750E-17  3.131E-17  1.00E-07
  4.750E-04 4.53955E-16  9.662E-10  1.875E-08  1.012E-08  3.959E-17  3.305E-17  1.00E-07
  5.000E-04 4.53955E-16  1.017E-09  1.875E-08  1.012E-08  4.167E-17  3.479E-17  1.00E-07
  5.250E-04 4.53955E-16  1.068E-09  1.875E-08  1.012E-08  4.375E-17  3.653E-17  1.00E-07
  5.500E-04 4.53955E-16  1.119E-09  1.875E-08  1.012E-08  4.584E-17  3.827E-17  1.00E-07
  5.750E-04 4.53955E-16  1.170E-09  1.875E-08  1.012E-08  4.792E-17  4.001E-17  1.00E-07
  6.000E-04 4.53955E-16  1.221E-09  1.875E-08  1.012E-08  5.000E-17  4.175E-17  1.00E-07
  6.250E-04 4.53955E-16  1.271E-09  1.875E-08  1.012E-08  5.209E-17  4.349E-17  1.00E-07
  6.500E-04 4.53955E-16  1.322E-09  1.875E-08  1.012E-08  5.417E-17  4.523E-17  1.00E-07
  6.750E-04 4.53955E-16  1.373E-09  1.875E-08  1.012E-08  5.625E-17  4.697E-17  1.00E-07
  7.000E-04 4.53955E-16  1.424E-09  1.875E-08  1.012E-08  5.834E-17  4.871E-17  1.00E-07
  7.250E-04 4.53955E-16  1.475E-09  1.875E-08  1.012E-08  6.042E-17  5.045E-17  1.00E-07
  7.500E-04 4.53955E-16  1.526E-09  1.875E-08  1.012E-08  6.250E-17  5.219E-17  1.00E-07
  7.750E-04 4.53955E-16  1.577E-09  1.875E-08  1.012E-08  6.459E-17  5.393E-17  1.00E-07
  8.000E-04 4.53955E-16  1.627E-09  1.875E-08  1.012E-08  6.667E-17  5.567E-17  1.00E-07
  8.250E-04 4.53955E-16  1.678E-09  1.875E-08  1.012E-08  6.875E-17  5.741E-17  1.00E-07
  8.500E-04 4.53955E-16  1.729E-09  1.875E-08  1.012E-08  7.084E-17  5.915E-17  1.00E-07
  8.750E-04 4.53955E-16  1.780E-09  1.875E-08  1.012E-08  7.292E-17  6.088E-17  1.00E-07
  9.000E-04 4.53955E-16  1.831E-09  1.875E-08  1.012E-08  7.500E-17  6.262E-17  1.00E-07
  9.250E-04 4.53955E-16  1.882E-09  1.875E-08  1.012E-08  7.709E-17  6.436E-17  1.00E-07
  9.500E-04 4.53955E-16  1.932E-09  1.875E-08  1.012E-08  7.917E-17  6.610E-17  1.00E-07
  9.750E-04 4.53955E-16  1.983E-09  1.875E-08  1.012E-08  8.125E-17  6.784E-17  1.00E-07
  1.000E-03 4.53955E-16  2.034E-09  1.875E-08  1.012E-08  8.334E-17  6.958E-17  1.00E-07
  1.250E-03 4.53955E-16  2.543E-09  1.875E-08  1.012E-08  1.042E-16  8.698E-17  1.00E-07
  1.500E-03 4.53955E-16  3.051E-09  1.875E-08  1.012E-08  1.250E-16  1.044E-16  1.00E-07
  1.750E-03 4.53955E-16  3.560E-09  1.875E-08  1.012E-08  1.458E-16  1.218E-16  1.00E-07
  2.000E-03 4.53955E-16  4.068E-09  1.875E-08  1.012E-08  1.667E-16  1.392E-16  1.00E-07
  2.250E-03 4.53955E-16  4.577E-09  1.875E-08  1.012E-08  1.875E-16  1.566E-16  1.00E-07
  2.500E-03 4.53955E-16  5.086E-09  1.875E-08  1.012E-08  2.083E-16  1.740E-16  1.00E-07
  2.750E-03 4.53955E-16  5.594E-09  1.875E-08  1.012E-08  2.292E-16  1.914E-16  1.00E-07
  3.000E-03 4.53955E-16  6.103E-09  1.875E-08  1.012E-08  2.500E-16  2.087E-16  1.00E-07
  3.250E-03 4.53955E-16  6.611E-09  1.875E-08  1.012E-08  2.708E-16  2.261E-16  1.00E-07
  3.500E-03 4.53955E-16  7.120E-09  1.875E-08  1.012E-08  2.917E-16  2.435E-16  1.00E-07
  3.750E-03 4.53955E-16  7.628E-09  1.875E-08  1.012E-08  3.125E-16  2.609E-16  1.00E-07
  4.000E-03 4.53955E-16  8.137E-09  1.875E-08  1.012E-08  3.334E-16  2.783E-16  1.00E-07
  4.250E-03 4.53955E-16  8.645E-09  1.875E-08  1.012E-08  3.542E-16  2.957E-16  1.00E-07
  4.500E-03 4.53955E-16  9.154E-09  1.875E-08  1.012E-08  3.750E-16  3.131E-16  1.00E-07
  4.750E-03 4.53955E-16  9.662E-09  1.875E-08  1.012E-08  3.959E-16  3.305E-16  1.00E-07
  5.000E-03 4.53955E-16  1.017E-08  1.875E-08  1.012E-08  4.167E-16  3.479E-16  1.00E-07
  5.250E-03 4.53955E-16  1.068E-08  1.875E-08  1.012E-08  4.375E-16  3.653E-16  1.00E-07
  5.500E-03 4.53955E-16  1.119E-08  1.875E-08  1.012E-08  4.584E-16  3.827E-16  1.00E-07
  5.750E-03 4.53955E-16  1.170E-08  1.875E-08  1.012E-08  4.792E-16  4.001E-16  1.00E-07
  6.000E-03 4.53955E-16  1.221E-08  1.875E-08  1.012E-08  5.000E-16  4.175E-16  1.00E-07
  6.250E-03 4.53955E-16  1.271E-08  1.875E-08  1.012E-08  5.209E-16  4.349E-16  1.00E-07
  6.500E-03 4.53955E-16  1.322E-08  1.875E-08  1.012E-08  5.417E-16  4.523E-16  1.00E-07
  6.750E-03 4.53955E-16  1.373E-08  1.875E-08  1.012E-08  5.625E-16  4.697E-16  1.00E-07
  7.000E-03 4.53955E-16  1.424E-08  1.875E-08  1.012E-08  5.834E-16  4.871E-16  1.00E-07
  7.250E-03 4.53955E-16  1.475E-08  1.875E-08  1.012E-08  6.042E-16  5.045E-16  1.00E-07
  7.500E-03 4.53955E-16  1.526E-08  1.875E-08  1.012E-08  6.250E-16  5.219E-16  1.00E-07
  7.750E-03 4.53955E-16  1.577E-08  1.875E-08  1.012E-08  6.459E-16  5.393E-16  1.00E-07
  8.000E-03 4.53955E-16  1.627E-08  1.875E-08  1.012E-08  6.667E-16  5.567E-16  1.00E-07
  8.250E-03 4.53955E-16  1.678E-08  1.875E-08  1.012E-08  6.875E-16  5.741E-16  1.00E-07
  8.500E-03 4.53955E-16  1.729E-08  1.875E-08  1.012E-08  7.084E-16  5.915E-16  1.00E-07
  8.750E-03 4.53955E-16  1.780E-08  1.875E-08  1.012E-08  7.292E-16  6.088E-16  1.00E-07
  9.000E-03 4.53955E-16  1.831E-08  1.875E-08  1.012E-08  7.500E-16  6.262E-16  1.00E-07
  9.250E-03 4.53955E-16  1.882E-08  1.875E-08  1.012E-08  7.709E-16  6.436E-16  1.00E-07
  9.500E-03 4.53955E-16  1.932E-08  1.875E-08  1.012E-08  7.917E-16  6.610E-16  1.00E-07
  9.750E-03 4.53955E-16  1.983E-08  1.875E-08  1.012E-08  8.125E-16  6.784E-16  1.00E-07
  1.000E-02 4.53955E-16  2.034E-08  1.875E-08  1.012E-08  8.334E-16  6.958E-16  1.00E-07
  1.250E-02 4.53955E-16  2.543E-08  1.875E-08  1.012E-08  1.042E-15  8.698E-16  1.00E-07
  1.500E-02 4.53955E-16  3.051E-08  1.875E-08  1.012E-08  1.250E-15  1.044E-15  1.00E-07
  1.750E-02 4.53954E-16  3.560E-08  1.875E-08  1.012E-08  1.458E-15  1.218E-15  1.00E-07
  2.000E-02 4.53954E-16  4.068E-08  1.875E-08  1.012E-08  1.667E-15  1.392E-15  1.00E-07
  2.250E-02 4.53954E-16  4.577E-08  1.875E-08  1.012E-08  1.875E-15  1.566E-15  1.00E-07
  2.500E-02 4.53954E-16  5.086E-08  1.875E-08  1.012E-08  2.083E-15  1.740E-15  1.00E-07
  2.750E-02 4.53953E-16  5.594E-08  1.875E-08  1.012E-08  2.292E-15  1.914E-15  1.00E-07
  3.000E-02 4.53953E-16  6.103E-08  1.875E-08  1.012E-08  2.500E-15  2.087E-15  1.00E-07
  3.250E-02 4.53953E-16  6.611E-08  1.875E-08  1.012E-08  2.708E-15  2.261E-15  1.00E-07
  3.500E-02 4.53952E-16  7.120E-08  1.875E-08  1.012E-08  2.917E-15  2.435E-15  1.00E-07
  3.750E-02 4.53952E-16  7.628E-08  1.875E-08  1.012E-08  3.125E-15  2.609E-15  1.00E-07
  4.000E-02 4.53951E-16  8.137E-08  1.875E-08  1.012E-08  3.333E-15  2.783E-15  1.00E-07
  4.250E-02 4.53951E-16  8.645E-08  1.875E-08  1.012E-08  3.542E-15  2.957E-15  1.00E-07
  4.500E-02 4.53950E-16  9.154E-08  1.875E-08  1.012E-08  3.750E-15  3.131E-15  1.00E-07
  4.750E-02 4.53950E-16  9.663E-08  1.875E-08  1.012E-08  3.959E-15  3.305E-15  1.00E-07
  5.000E-02 4.53949E-16  1.017E-07  1.875E-08  1.012E-08  4.167E-15  3.479E-15  1.00E-07
  5.250E-02 4.53948E-16  1.068E-07  1.875E-08  1.012E-08  4.375E-15  3.653E-15  1.00E-07
  5.500E-02 4.53948E-16  1.119E-07  1.875E-08  1.012E-08  4.584E-15  3.827E-15  1.00E-07
  5.750E-02 4.53947E-16  1.170E-07  1.875E-08  1.012E-08  4.792E-15  4.001E-15  1.00E-07
  6.000E-02 4.53946E-16  1.221E-07  1.875E-08  1.012E-08  5.000E-15  4.175E-15  1.00E-07
  6.250E-02 4.53946E-16  1.271E-07  1.875E-08  1.012E-08  5.209E-15  4.349E-15  1.00E-07
  6.500E-02 4.53945E-16  1.322E-07  1.875E-08  1.012E-08  5.417E-15  4.523E-15  1.00E-07
  6.750E-02 4.53944E-16  1.373E-07  1.875E-08  1.012E-08  5.625E-15  4.697E-15  1.00E-07
  7.000E-02 4.53943E-16  1.424E-07  1.875E-08  1.012E-08  5.834E-15  4.871E-15  1.00E-07
  7.250E-02 4.53942E-16  1.475E-07  1.875E-08  1.012E-08  6.042E-15  5.045E-15  1.00E-07
  7.500E-02 4.53941E-16  1.526E-07  1.875E-08  1.012E-08  6.250E-15  5.219E-15  1.00E-07
  7.750E-02 4.53940E-16  1.577E-07  1.875E-08  1.012E-08  6.459E-15  5.393E-15  1.00E-07
  8.000E-02 4.53940E-16  1.627E-07  1.875E-08  1.012E-08  6.667E-15  5.567E-15  1.00E-07
  8.250E-02 4.53939E-16  1.678E-07  1.875E-08  1.012E-08  6.875E-15  5.741E-15  1.00E-07
  8.500E-02 4.53938E-16  1.729E-07  1.875E-08  1.012E-08  7.084E-15  5.915E-15  1.00E-07
  8.750E-02 4.53936E-16  1.780E-07  1.875E-08  1.012E-08  7.292E-15  6.088E-15  1.00E-07
  9.000E-02 4.53935E-16  1.831E-07  1.875E-08  1.012E-08  7.500E-15  6.262E-15  1.00E-07
  9.250E-02 4.53934E-16  1.882E-07  1.875E-08  1.012E-08  7.709E-15  6.436E-15  1.00E-07
  9.500E-02 4.53933E-16  1.933E-07  1.875E-08  1.012E-08  7.917E-15  6.610E-15  1.00E-07
  9.750E-02 4.53932E-16  1.983E-07  1.875E-08  1.012E-08  8.125E-15  6.784E-15  1.00E-07
  1.000E-01 4.53931E-16  2.034E-07  1.875E-08  1.012E-08  8.333E-15  6.958E-15  1.00E-07
  1.250E-01 4.53917E-16  2.543E-07  1.875E-08  1.012E-08  1.042E-14  8.698E-15  1.00E-07
  1.500E-01 4.53900E-16  3.051E-07  1.875E-08  1.012E-08  1.250E-14  1.044E-14  1.00E-07
  1.750E-01 4.53880E-16  3.560E-07  1.875E-08  1.012E-08  1.458E-14  1.218E-14  1.00E-07
  2.000E-01 4.53858E-16  4.069E-07  1.875E-08  1.012E-08  1.667E-14  1.392E-14  1.00E-07
  2.250E-01 4.53832E-16  4.578E-07  1.875E-08  1.012E-08  1.875E-14  1.566E-14  1.00E-07
  2.500E-01 4.53803E-16  5.086E-07  1.875E-08  1.012E-08  2.083E-14  1.740E-14  1.00E-07
  2.750E-01 4.53771E-16  5.595E-07  1.875E-08  1.012E-08  2.291E-14  1.913E-14  1.00E-07
  3.000E-01 4.53736E-16  6.104E-07  1.875E-08  1.012E-08  2.499E-14  2.087E-14  1.00E-07
  3.250E-01 4.53698E-16  6.613E-07  1.875E-08  1.012E-08  2.707E-14  2.261E-14  1.00E-07
  3.500E-01 4.53656E-16  7.122E-07  1.874E-08  1.012E-08  2.916E-14  2.435E-14  1.00E-07
  3.750E-01 4.53612E-16  7.631E-07  1.874E-08  1.012E-08  3.124E-14  2.609E-14  1.00E-07
  4.000E-01 4.53565E-16  8.140E-07  1.874E-08  1.011E-08  3.332E-14  2.783E-14  1.00E-07
  4.250E-01 4.53515E-16  8.649E-07  1.874E-08  1.011E-08  3.540E-14  2.957E-14  1.00E-07
  4.500E-01 4.53462E-16  9.158E-07  1.874E-08  1.011E-08  3.748E-14  3.131E-14  1.00E-07
  4.750E-01 4.53405E-16  9.668E-07  1.874E-08  1.011E-08  3.955E-14  3.305E-14  1.00E-07
  5.000E-01 4.53346E-16  1.018E-06  1.874E-08  1.011E-08  4.163E-14  3.479E-14  1.00E-07
  5.250E-01 4.53284E-16  1.069E-06  1.873E-08  1.011E-08  4.371E-14  3.653E-14  1.00E-07
  5.500E-01 4.53218E-16  1.120E-06  1.873E-08  1.011E-08  4.579E-14  3.826E-14  1.00E-07
  5.750E-01 4.53150E-16  1.171E-06  1.873E-08  1.011E-08  4.786E-14  4.000E-14  1.00E-07
  6.000E-01 4.53078E-16  1.222E-06  1.873E-08  1.011E-08  4.994E-14  4.174E-14  1.00E-07
  6.250E-01 4.53004E-16  1.273E-06  1.873E-08  1.011E-08  5.201E-14  4.348E-14  1.00E-07
  6.500E-01 4.52926E-16  1.324E-06  1.873E-08  1.011E-08  5.409E-14  4.522E-14  1.00E-07
  6.750E-01 4.52846E-16  1.375E-06  1.872E-08  1.011E-08  5.616E-14  4.696E-14  1.00E-07
  7.000E-01 4.52762E-16  1.426E-06  1.872E-08  1.011E-08  5.824E-14  4.869E-14  1.00E-07
  7.250E-01 4.52676E-16  1.477E-06  1.872E-08  1.011E-08  6.031E-14  5.043E-14  1.00E-07
  7.500E-01 4.52586E-16  1.528E-06  1.872E-08  1.011E-08  6.238E-14  5.217E-14  1.00E-07
  7.750E-01 4.52493E-16  1.579E-06  1.871E-08  1.011E-08  6.445E-14  5.391E-14  1.00E-07
  8.000E-01 4.52398E-16  1.630E-06  1.871E-08  1.011E-08  6.652E-14  5.565E-14  1.00E-07
  8.250E-01 4.52299E-16  1.681E-06  1.871E-08  1.011E-08  6.859E-14  5.738E-14  1.00E-07
  8.500E-01 4.52198E-16  1.732E-06  1.871E-08  1.011E-08  7.066E-14  5.912E-14  1.00E-07
  8.750E-01 4.52093E-16  1.783E-06  1.870E-08  1.011E-08  7.272E-14  6.086E-14  1.00E-07
  9.000E-01 4.51985E-16  1.834E-06  1.870E-08  1.011E-08  7.479E-14  6.260E-14  1.00E-07
  9.250E-01 4.51875E-16  1.886E-06  1.870E-08  1.011E-08  7.685E-14  6.433E-14  1.00E-07
  9.500E-01 4.51761E-16  1.937E-06  1.870E-08  1.011E-08  7.892E-14  6.607E-14  1.00E-07
