 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   6,   projectile: electron
 #  Kinetic energy = 2.74000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.87515E-08  1.01162E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.87515E-08  1.01162E-08  8.33377E-18  6.95828E-18
  1.250E-04  1.18994E-12  1.87515E-08  1.01162E-08  1.04172E-17  8.69786E-18
  1.500E-04  1.71346E-12  1.87515E-08  1.01162E-08  1.25007E-17  1.04374E-17
  1.750E-04  2.33225E-12  1.87515E-08  1.01162E-08  1.45841E-17  1.21770E-17
  2.000E-04  3.04617E-12  1.87515E-08  1.01162E-08  1.66675E-17  1.39166E-17
  2.250E-04  3.85530E-12  1.87515E-08  1.01162E-08  1.87510E-17  1.56561E-17
  2.500E-04  4.75964E-12  1.87515E-08  1.01162E-08  2.08344E-17  1.73957E-17
  2.750E-04  5.75917E-12  1.87515E-08  1.01162E-08  2.29179E-17  1.91353E-17
  3.000E-04  6.85391E-12  1.87515E-08  1.01162E-08  2.50013E-17  2.08749E-17
  3.250E-04  8.04379E-12  1.87515E-08  1.01162E-08  2.70847E-17  2.26144E-17
  3.500E-04  9.32893E-12  1.87515E-08  1.01162E-08  2.91682E-17  2.43540E-17
  3.750E-04  1.07092E-11  1.87515E-08  1.01162E-08  3.12516E-17  2.60936E-17
  4.000E-04  1.21847E-11  1.87515E-08  1.01162E-08  3.33351E-17  2.78331E-17
  4.250E-04  1.37554E-11  1.87515E-08  1.01162E-08  3.54185E-17  2.95727E-17
  4.500E-04  1.54213E-11  1.87515E-08  1.01162E-08  3.75020E-17  3.13123E-17
  4.750E-04  1.71823E-11  1.87515E-08  1.01162E-08  3.95854E-17  3.30518E-17
  5.000E-04  1.90386E-11  1.87515E-08  1.01162E-08  4.16688E-17  3.47914E-17
  5.250E-04  2.09900E-11  1.87515E-08  1.01162E-08  4.37523E-17  3.65310E-17
  5.500E-04  2.30367E-11  1.87515E-08  1.01162E-08  4.58357E-17  3.82706E-17
  5.750E-04  2.51785E-11  1.87515E-08  1.01162E-08  4.79192E-17  4.00101E-17
  6.000E-04  2.74156E-11  1.87515E-08  1.01162E-08  5.00026E-17  4.17497E-17
  6.250E-04  2.97478E-11  1.87515E-08  1.01162E-08  5.20860E-17  4.34893E-17
  6.500E-04  3.21752E-11  1.87515E-08  1.01162E-08  5.41695E-17  4.52288E-17
  6.750E-04  3.46979E-11  1.87515E-08  1.01162E-08  5.62529E-17  4.69684E-17
  7.000E-04  3.73157E-11  1.87515E-08  1.01162E-08  5.83364E-17  4.87080E-17
  7.250E-04  4.00286E-11  1.87515E-08  1.01162E-08  6.04198E-17  5.04476E-17
  7.500E-04  4.28368E-11  1.87515E-08  1.01162E-08  6.25033E-17  5.21871E-17
  7.750E-04  4.57402E-11  1.87515E-08  1.01162E-08  6.45867E-17  5.39267E-17
  8.000E-04  4.87388E-11  1.87515E-08  1.01162E-08  6.66701E-17  5.56663E-17
  8.250E-04  5.18325E-11  1.87515E-08  1.01162E-08  6.87536E-17  5.74058E-17
  8.500E-04  5.50215E-11  1.87515E-08  1.01162E-08  7.08370E-17  5.91454E-17
  8.750E-04  5.83057E-11  1.87515E-08  1.01162E-08  7.29205E-17  6.08850E-17
  9.000E-04  6.16850E-11  1.87515E-08  1.01162E-08  7.50039E-17  6.26246E-17
  9.250E-04  6.51595E-11  1.87515E-08  1.01162E-08  7.70873E-17  6.43641E-17
  9.500E-04  6.87293E-11  1.87515E-08  1.01162E-08  7.91708E-17  6.61037E-17
  9.750E-04  7.23943E-11  1.87515E-08  1.01162E-08  8.12542E-17  6.78433E-17
  1.000E-03  7.61544E-11  1.87515E-08  1.01162E-08  8.33377E-17  6.95828E-17
  1.250E-03  1.18991E-10  1.87515E-08  1.01162E-08  1.04172E-16  8.69786E-17
  1.500E-03  1.71347E-10  1.87515E-08  1.01162E-08  1.25007E-16  1.04374E-16
  1.750E-03  2.33223E-10  1.87515E-08  1.01162E-08  1.45841E-16  1.21770E-16
  2.000E-03  3.04617E-10  1.87515E-08  1.01162E-08  1.66675E-16  1.39166E-16
  2.250E-03  3.85531E-10  1.87515E-08  1.01162E-08  1.87510E-16  1.56561E-16
  2.500E-03  4.75965E-10  1.87515E-08  1.01162E-08  2.08344E-16  1.73957E-16
  2.750E-03  5.75917E-10  1.87515E-08  1.01162E-08  2.29179E-16  1.91353E-16
  3.000E-03  6.85389E-10  1.87515E-08  1.01162E-08  2.50013E-16  2.08749E-16
  3.250E-03  8.04380E-10  1.87515E-08  1.01162E-08  2.70847E-16  2.26144E-16
  3.500E-03  9.32891E-10  1.87515E-08  1.01162E-08  2.91682E-16  2.43540E-16
  3.750E-03  1.07092E-09  1.87515E-08  1.01162E-08  3.12516E-16  2.60936E-16
  4.000E-03  1.21847E-09  1.87515E-08  1.01162E-08  3.33351E-16  2.78331E-16
  4.250E-03  1.37554E-09  1.87515E-08  1.01162E-08  3.54185E-16  2.95727E-16
  4.500E-03  1.54213E-09  1.87515E-08  1.01162E-08  3.75020E-16  3.13123E-16
  4.750E-03  1.71823E-09  1.87515E-08  1.01162E-08  3.95854E-16  3.30518E-16
  5.000E-03  1.90386E-09  1.87515E-08  1.01162E-08  4.16688E-16  3.47914E-16
  5.250E-03  2.09900E-09  1.87515E-08  1.01162E-08  4.37523E-16  3.65310E-16
  5.500E-03  2.30367E-09  1.87515E-08  1.01162E-08  4.58357E-16  3.82706E-16
  5.750E-03  2.51785E-09  1.87515E-08  1.01162E-08  4.79192E-16  4.00101E-16
  6.000E-03  2.74156E-09  1.87515E-08  1.01162E-08  5.00026E-16  4.17497E-16
  6.250E-03  2.97478E-09  1.87515E-08  1.01162E-08  5.20860E-16  4.34893E-16
  6.500E-03  3.21752E-09  1.87515E-08  1.01162E-08  5.41695E-16  4.52288E-16
