

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.58000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.53306187E-01      0.00000000E+00
       1      2.64376831E-01      2.64454407E-01
       2      1.41350007E-01      1.41380958E-01
       3      7.84206531E-02      7.84361625E-02
       4      4.42418533E-02      4.42502117E-02
       5      2.51757035E-02      2.51803524E-02
       6      1.43923983E-02      1.43950247E-02
       7      8.24756870E-03      8.24906478E-03
       8      4.73150107E-03      4.73235698E-03
       9      2.71529847E-03      2.71578921E-03
      10      1.55805194E-03      1.55833356E-03
      11      8.93664439E-04      8.93826092E-04
      12      5.12305164E-04      5.12397932E-04
      13      2.93501253E-04      2.93554465E-04
      14      1.68036287E-04      1.68066792E-04
      15      9.61402072E-05      9.61576832E-05
      16      5.49692874E-05      5.49792924E-05
      17      3.14091841E-05      3.14149080E-05
      18      1.79359923E-05      1.79392649E-05
      19      1.02361864E-05      1.02380562E-05
      20      5.83857907E-06      5.83964673E-06
      21      3.32846838E-06      3.32907767E-06
      22      1.89653886E-06      1.89688636E-06
      23      1.08011590E-06      1.08031399E-06
      24      6.14866590E-07      6.14979456E-07
      25      3.49867395E-07      3.49931668E-07
      26      1.98997503E-07      1.99034090E-07
      27      1.13141502E-07      1.13162325E-07
      28      6.43035331E-08      6.43153758E-08
      29      3.65337874E-08      3.65405199E-08
      30      2.07495251E-08      2.07533550E-08
      31      1.17809558E-08      1.17831310E-08
      32      6.68681135E-09      6.68804242E-09
      33      3.79431192E-09      3.79501438E-09
      34      2.15239364E-09      2.15279405E-09
      35      1.22060539E-09      1.22083210E-09
      36      6.92008456E-10      6.92136810E-10
      37      3.92257550E-10      3.92330795E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.31783E-17  0.000E+00  5.670E-09  1.013E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.31783E-17 -1.257E-11  5.670E-09  1.013E-09  1.621E-18  2.527E-19  1.00E-07
  1.250E-04 3.31783E-17 -1.572E-11  5.670E-09  1.013E-09  2.026E-18  3.159E-19  1.00E-07
  1.500E-04 3.31783E-17 -1.886E-11  5.670E-09  1.013E-09  2.432E-18  3.790E-19  1.00E-07
  1.750E-04 3.31783E-17 -2.200E-11  5.670E-09  1.013E-09  2.837E-18  4.422E-19  1.00E-07
  2.000E-04 3.31783E-17 -2.515E-11  5.670E-09  1.013E-09  3.242E-18  5.054E-19  1.00E-07
  2.250E-04 3.31783E-17 -2.829E-11  5.670E-09  1.013E-09  3.647E-18  5.686E-19  1.00E-07
  2.500E-04 3.31783E-17 -3.143E-11  5.670E-09  1.013E-09  4.053E-18  6.317E-19  1.00E-07
  2.750E-04 3.31783E-17 -3.458E-11  5.670E-09  1.013E-09  4.458E-18  6.949E-19  1.00E-07
  3.000E-04 3.31783E-17 -3.772E-11  5.670E-09  1.013E-09  4.863E-18  7.581E-19  1.00E-07
  3.250E-04 3.31783E-17 -4.086E-11  5.670E-09  1.013E-09  5.268E-18  8.213E-19  1.00E-07
  3.500E-04 3.31783E-17 -4.401E-11  5.670E-09  1.013E-09  5.674E-18  8.844E-19  1.00E-07
  3.750E-04 3.31783E-17 -4.715E-11  5.670E-09  1.013E-09  6.079E-18  9.476E-19  1.00E-07
  4.000E-04 3.31783E-17 -5.029E-11  5.670E-09  1.013E-09  6.484E-18  1.011E-18  1.00E-07
  4.250E-04 3.31783E-17 -5.344E-11  5.670E-09  1.013E-09  6.889E-18  1.074E-18  1.00E-07
  4.500E-04 3.31783E-17 -5.658E-11  5.670E-09  1.013E-09  7.295E-18  1.137E-18  1.00E-07
