

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.42000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.70921849E-01      0.00000000E+00
       1      2.66519323E-01      2.66592948E-01
       2      1.38756761E-01      1.38785426E-01
       3      7.48824615E-02      7.48964670E-02
       4      4.10734738E-02      4.10808257E-02
       5      2.27165667E-02      2.27205465E-02
       6      1.26183133E-02      1.26205003E-02
       7      7.02402680E-03      7.02523796E-03
       8      3.91334189E-03      3.91401523E-03
       9      2.18054194E-03      2.18091696E-03
      10      1.21464460E-03      1.21485360E-03
      11      6.76233614E-04      6.76350091E-04
      12      3.76228133E-04      3.76293018E-04
      13      2.09164079E-04      2.09200201E-04
      14      1.16197475E-04      1.16217571E-04
      15      6.45034790E-05      6.45146499E-05
      16      3.57812595E-05      3.57874646E-05
      17      1.98347433E-05      1.98381874E-05
      18      1.09877812E-05      1.09896915E-05
      19      6.08303555E-06      6.08409436E-06
      20      3.36567377E-06      3.36626025E-06
      21      1.86113946E-06      1.86146411E-06
      22      1.02861839E-06      1.02879800E-06
      23      5.68212384E-07      5.68311687E-07
      24      3.13732815E-07      3.13787691E-07
      25      1.73146205E-07      1.73176518E-07
      26      9.55168343E-08      9.55335677E-08
      27      5.26709026E-08      5.26801392E-08
      28      2.90331480E-08      2.90382479E-08
      29      1.59976823E-08      1.60004908E-08
      30      8.81188152E-09      8.81342989E-09
      31      4.85219290E-09      4.85304743E-09
      32      2.67093924E-09      2.67140801E-09
      33      1.46979685E-09      1.47005775E-09
      34      8.08559070E-10      8.08702770E-10
      35      4.44693467E-10      4.44775084E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.37478E-17  0.000E+00  5.708E-09  1.080E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.37478E-17 -1.298E-11  5.708E-09  1.080E-09  1.476E-18  2.407E-19  1.00E-07
  1.250E-04 3.37478E-17 -1.623E-11  5.708E-09  1.080E-09  1.845E-18  3.009E-19  1.00E-07
  1.500E-04 3.37478E-17 -1.947E-11  5.708E-09  1.080E-09  2.214E-18  3.611E-19  1.00E-07
  1.750E-04 3.37478E-17 -2.272E-11  5.708E-09  1.080E-09  2.583E-18  4.213E-19  1.00E-07
  2.000E-04 3.37478E-17 -2.597E-11  5.708E-09  1.080E-09  2.952E-18  4.814E-19  1.00E-07
  2.250E-04 3.37478E-17 -2.921E-11  5.708E-09  1.080E-09  3.320E-18  5.416E-19  1.00E-07
  2.500E-04 3.37478E-17 -3.246E-11  5.708E-09  1.080E-09  3.689E-18  6.018E-19  1.00E-07
  2.750E-04 3.37478E-17 -3.570E-11  5.708E-09  1.080E-09  4.058E-18  6.620E-19  1.00E-07
  3.000E-04 3.37478E-17 -3.895E-11  5.708E-09  1.080E-09  4.427E-18  7.222E-19  1.00E-07
  3.250E-04 3.37478E-17 -4.219E-11  5.708E-09  1.080E-09  4.796E-18  7.823E-19  1.00E-07
  3.500E-04 3.37478E-17 -4.544E-11  5.708E-09  1.080E-09  5.165E-18  8.425E-19  1.00E-07
  3.750E-04 3.37478E-17 -4.869E-11  5.708E-09  1.080E-09  5.534E-18  9.027E-19  1.00E-07
  4.000E-04 3.37478E-17 -5.193E-11  5.708E-09  1.080E-09  5.903E-18  9.629E-19  1.00E-07
  4.250E-04 3.37478E-17 -5.518E-11  5.708E-09  1.080E-09  6.272E-18  1.023E-18  1.00E-07
