

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.28000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.88552023E-01      0.00000000E+00
       1      2.68332781E-01      2.68402738E-01
       2      1.35943608E-01      1.35970165E-01
       3      7.13154916E-02      7.13281329E-02
       4      3.80068588E-02      3.80133177E-02
       5      2.04172581E-02      2.04206588E-02
       6      1.10124093E-02      1.10142258E-02
       7      5.95079952E-03      5.95177683E-03
       8      3.21765192E-03      3.21817955E-03
       9      1.73966603E-03      1.73995130E-03
      10      9.40119471E-04      9.40273758E-04
      11      5.07689469E-04      5.07772892E-04
      12      2.73947050E-04      2.73992129E-04
      13      1.47697148E-04      1.47721489E-04
      14      7.95636320E-05      7.95767642E-05
      15      4.28255821E-05      4.28326609E-05
      16      2.30330885E-05      2.30369011E-05
      17      1.23787742E-05      1.23808259E-05
      18      6.64808843E-06      6.64919172E-06
      19      3.56801491E-06      3.56860775E-06
      20      1.91374345E-06      1.91406178E-06
      21      1.02584937E-06      1.02602019E-06
      22      5.49592825E-07      5.49684437E-07
      23      2.94286135E-07      2.94335236E-07
      24      1.57500727E-07      1.57527028E-07
      25      8.42541874E-08      8.42682700E-08
      26      4.50513104E-08      4.50588463E-08
      27      2.40790647E-08      2.40830971E-08
      28      1.28646748E-08      1.28668324E-08
      29      6.87060286E-09      6.87175386E-09
      30      3.66803783E-09      3.66865030E-09
      31      1.95755224E-09      1.95788219E-09
      32      1.04435154E-09      1.04452663E-09
      33      5.57006791E-10      5.57100697E-10
      34      2.96978997E-10      2.97031635E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.43609E-17  0.000E+00  5.748E-09  1.150E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.43609E-17 -1.339E-11  5.748E-09  1.150E-09  1.349E-18  2.297E-19  1.00E-07
  1.250E-04 3.43609E-17 -1.674E-11  5.748E-09  1.150E-09  1.686E-18  2.872E-19  1.00E-07
  1.500E-04 3.43609E-17 -2.009E-11  5.748E-09  1.150E-09  2.023E-18  3.446E-19  1.00E-07
  1.750E-04 3.43609E-17 -2.343E-11  5.748E-09  1.150E-09  2.360E-18  4.020E-19  1.00E-07
  2.000E-04 3.43609E-17 -2.678E-11  5.748E-09  1.150E-09  2.697E-18  4.595E-19  1.00E-07
  2.250E-04 3.43609E-17 -3.013E-11  5.748E-09  1.150E-09  3.034E-18  5.169E-19  1.00E-07
  2.500E-04 3.43609E-17 -3.348E-11  5.748E-09  1.150E-09  3.371E-18  5.743E-19  1.00E-07
  2.750E-04 3.43609E-17 -3.682E-11  5.748E-09  1.150E-09  3.709E-18  6.318E-19  1.00E-07
  3.000E-04 3.43609E-17 -4.017E-11  5.748E-09  1.150E-09  4.046E-18  6.892E-19  1.00E-07
  3.250E-04 3.43609E-17 -4.352E-11  5.748E-09  1.150E-09  4.383E-18  7.466E-19  1.00E-07
  3.500E-04 3.43609E-17 -4.687E-11  5.748E-09  1.150E-09  4.720E-18  8.040E-19  1.00E-07
  3.750E-04 3.43609E-17 -5.021E-11  5.748E-09  1.150E-09  5.057E-18  8.615E-19  1.00E-07
  4.000E-04 3.43609E-17 -5.356E-11  5.748E-09  1.150E-09  5.394E-18  9.189E-19  1.00E-07
  4.250E-04 3.43609E-17 -5.691E-11  5.748E-09  1.150E-09  5.731E-18  9.763E-19  1.00E-07
