

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.26000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.24385137E-01      0.00000000E+00
       1      1.34476551E+00      1.34592078E+00
       2      7.58234015E-01      7.58524809E-01
       3      4.51795757E-01      4.51925070E-01
       4      2.73088935E-01      2.73158492E-01
       5      1.66158495E-01      1.66198362E-01
       6      1.01731569E-01      1.01755085E-01
       7      6.26744135E-02      6.26885295E-02
       8      3.88376069E-02      3.88461861E-02
       9      2.41937123E-02      2.41989756E-02
      10      1.51426639E-02      1.51459171E-02
      11      9.51786745E-03      9.51989061E-03
      12      6.00525692E-03      6.00652163E-03
      13      3.80206753E-03      3.80286169E-03
      14      2.41471106E-03      2.41521172E-03
      15      1.53795185E-03      1.53826861E-03
      16      9.82061085E-04      9.82262135E-04
      17      6.28560482E-04      6.28688462E-04
      18      4.03153453E-04      4.03235135E-04
      19      2.59069911E-04      2.59122167E-04
      20      1.66763739E-04      1.66797243E-04
      21      1.07509087E-04      1.07530609E-04
      22      6.94023860E-05      6.94162358E-05
      23      4.48561422E-05      4.48650686E-05
      24      2.90219121E-05      2.90276732E-05
      25      1.87944876E-05      1.87982104E-05
      26      1.21810394E-05      1.21834476E-05
      27      7.90026389E-06      7.90182322E-06
      28      5.12697139E-06      5.12798190E-06
      29      3.32893431E-06      3.32958964E-06
      30      2.16242775E-06      2.16285299E-06
      31      1.40520816E-06      1.40548426E-06
      32      9.13432382E-07      9.13611722E-07
      33      5.93917205E-07      5.94033739E-07
      34      3.86250293E-07      3.86326039E-07
      35      2.51239164E-07      2.51288415E-07
      36      1.63442910E-07      1.63474939E-07
      37      1.06338635E-07      1.06359464E-07
      38      6.91910844E-08      6.92046402E-08
      39      4.50229371E-08      4.50317572E-08
      40      2.92976445E-08      2.93033869E-08
      41      1.90650644E-08      1.90687950E-08
      42      1.24063043E-08      1.24087346E-08
      43      8.07313760E-09      8.07472179E-09
      44      5.25332069E-09      5.25434593E-09
      45      3.41824686E-09      3.41891892E-09
      46      2.22405807E-09      2.22449545E-09
      47      1.44702734E-09      1.44730889E-09
      48      9.41439187E-10      9.41619858E-10
      49      6.12451571E-10      6.12570856E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.37529E-16  0.000E+00  1.809E-08  1.050E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.37529E-16  2.152E-10  1.809E-08  1.050E-08  6.198E-18  6.198E-18  1.00E-07
  1.250E-04 4.37529E-16  2.690E-10  1.809E-08  1.050E-08  7.748E-18  7.747E-18  1.00E-07
  1.500E-04 4.37529E-16  3.228E-10  1.809E-08  1.050E-08  9.298E-18  9.297E-18  1.00E-07
  1.750E-04 4.37529E-16  3.766E-10  1.809E-08  1.050E-08  1.085E-17  1.085E-17  1.00E-07
  2.000E-04 4.37529E-16  4.304E-10  1.809E-08  1.050E-08  1.240E-17  1.240E-17  1.00E-07
  2.250E-04 4.37529E-16  4.842E-10  1.809E-08  1.050E-08  1.395E-17  1.395E-17  1.00E-07
  2.500E-04 4.37529E-16  5.380E-10  1.809E-08  1.050E-08  1.550E-17  1.549E-17  1.00E-07
  2.750E-04 4.37529E-16  5.918E-10  1.809E-08  1.050E-08  1.705E-17  1.704E-17  1.00E-07
  3.000E-04 4.37529E-16  6.456E-10  1.809E-08  1.050E-08  1.860E-17  1.859E-17  1.00E-07
  3.250E-04 4.37529E-16  6.994E-10  1.809E-08  1.050E-08  2.014E-17  2.014E-17  1.00E-07
  3.500E-04 4.37529E-16  7.532E-10  1.809E-08  1.050E-08  2.169E-17  2.169E-17  1.00E-07
  3.750E-04 4.37529E-16  8.070E-10  1.809E-08  1.050E-08  2.324E-17  2.324E-17  1.00E-07
  4.000E-04 4.37529E-16  8.608E-10  1.809E-08  1.050E-08  2.479E-17  2.479E-17  1.00E-07
  4.250E-04 4.37529E-16  9.146E-10  1.809E-08  1.050E-08  2.634E-17  2.634E-17  1.00E-07
  4.500E-04 4.37529E-16  9.684E-10  1.809E-08  1.050E-08  2.789E-17  2.789E-17  1.00E-07
  4.750E-04 4.37529E-16  1.022E-09  1.809E-08  1.050E-08  2.944E-17  2.944E-17  1.00E-07
  5.000E-04 4.37529E-16  1.076E-09  1.809E-08  1.050E-08  3.099E-17  3.099E-17  1.00E-07
  5.250E-04 4.37529E-16  1.130E-09  1.809E-08  1.050E-08  3.254E-17  3.254E-17  1.00E-07
  5.500E-04 4.37529E-16  1.184E-09  1.809E-08  1.050E-08  3.409E-17  3.409E-17  1.00E-07
  5.750E-04 4.37529E-16  1.237E-09  1.809E-08  1.050E-08  3.564E-17  3.564E-17  1.00E-07
  6.000E-04 4.37529E-16  1.291E-09  1.809E-08  1.050E-08  3.719E-17  3.719E-17  1.00E-07
  6.250E-04 4.37529E-16  1.345E-09  1.809E-08  1.050E-08  3.874E-17  3.874E-17  1.00E-07
  6.500E-04 4.37529E-16  1.399E-09  1.809E-08  1.050E-08  4.029E-17  4.029E-17  1.00E-07
  6.750E-04 4.37529E-16  1.453E-09  1.809E-08  1.050E-08  4.184E-17  4.184E-17  1.00E-07
  7.000E-04 4.37529E-16  1.506E-09  1.809E-08  1.050E-08  4.339E-17  4.339E-17  1.00E-07
  7.250E-04 4.37529E-16  1.560E-09  1.809E-08  1.050E-08  4.494E-17  4.494E-17  1.00E-07
  7.500E-04 4.37529E-16  1.614E-09  1.809E-08  1.050E-08  4.649E-17  4.648E-17  1.00E-07
  7.750E-04 4.37529E-16  1.668E-09  1.809E-08  1.050E-08  4.804E-17  4.803E-17  1.00E-07
  8.000E-04 4.37529E-16  1.722E-09  1.809E-08  1.050E-08  4.959E-17  4.958E-17  1.00E-07
  8.250E-04 4.37529E-16  1.775E-09  1.809E-08  1.050E-08  5.114E-17  5.113E-17  1.00E-07
  8.500E-04 4.37529E-16  1.829E-09  1.809E-08  1.050E-08  5.269E-17  5.268E-17  1.00E-07
  8.750E-04 4.37529E-16  1.883E-09  1.809E-08  1.050E-08  5.424E-17  5.423E-17  1.00E-07
  9.000E-04 4.37529E-16  1.937E-09  1.809E-08  1.050E-08  5.579E-17  5.578E-17  1.00E-07
  9.250E-04 4.37529E-16  1.991E-09  1.809E-08  1.050E-08  5.734E-17  5.733E-17  1.00E-07
  9.500E-04 4.37529E-16  2.044E-09  1.809E-08  1.050E-08  5.889E-17  5.888E-17  1.00E-07
  9.750E-04 4.37529E-16  2.098E-09  1.809E-08  1.050E-08  6.043E-17  6.043E-17  1.00E-07
  1.000E-03 4.37529E-16  2.152E-09  1.809E-08  1.050E-08  6.198E-17  6.198E-17  1.00E-07
  1.250E-03 4.37529E-16  2.690E-09  1.809E-08  1.050E-08  7.748E-17  7.747E-17  1.00E-07
  1.500E-03 4.37529E-16  3.228E-09  1.809E-08  1.050E-08  9.298E-17  9.297E-17  1.00E-07
  1.750E-03 4.37529E-16  3.766E-09  1.809E-08  1.050E-08  1.085E-16  1.085E-16  1.00E-07
  2.000E-03 4.37529E-16  4.304E-09  1.809E-08  1.050E-08  1.240E-16  1.240E-16  1.00E-07
  2.250E-03 4.37529E-16  4.842E-09  1.809E-08  1.050E-08  1.395E-16  1.395E-16  1.00E-07
  2.500E-03 4.37529E-16  5.380E-09  1.809E-08  1.050E-08  1.550E-16  1.549E-16  1.00E-07
  2.750E-03 4.37529E-16  5.918E-09  1.809E-08  1.050E-08  1.705E-16  1.704E-16  1.00E-07
  3.000E-03 4.37529E-16  6.456E-09  1.809E-08  1.050E-08  1.860E-16  1.859E-16  1.00E-07
  3.250E-03 4.37529E-16  6.994E-09  1.809E-08  1.050E-08  2.014E-16  2.014E-16  1.00E-07
  3.500E-03 4.37529E-16  7.532E-09  1.809E-08  1.050E-08  2.169E-16  2.169E-16  1.00E-07
  3.750E-03 4.37529E-16  8.070E-09  1.809E-08  1.050E-08  2.324E-16  2.324E-16  1.00E-07
  4.000E-03 4.37529E-16  8.608E-09  1.809E-08  1.050E-08  2.479E-16  2.479E-16  1.00E-07
  4.250E-03 4.37529E-16  9.146E-09  1.809E-08  1.050E-08  2.634E-16  2.634E-16  1.00E-07
  4.500E-03 4.37529E-16  9.684E-09  1.809E-08  1.050E-08  2.789E-16  2.789E-16  1.00E-07
  4.750E-03 4.37529E-16  1.022E-08  1.809E-08  1.050E-08  2.944E-16  2.944E-16  1.00E-07
  5.000E-03 4.37529E-16  1.076E-08  1.809E-08  1.050E-08  3.099E-16  3.099E-16  1.00E-07
  5.250E-03 4.37529E-16  1.130E-08  1.809E-08  1.050E-08  3.254E-16  3.254E-16  1.00E-07
  5.500E-03 4.37529E-16  1.184E-08  1.809E-08  1.050E-08  3.409E-16  3.409E-16  1.00E-07
  5.750E-03 4.37529E-16  1.237E-08  1.809E-08  1.050E-08  3.564E-16  3.564E-16  1.00E-07
  6.000E-03 4.37529E-16  1.291E-08  1.809E-08  1.050E-08  3.719E-16  3.719E-16  1.00E-07
  6.250E-03 4.37529E-16  1.345E-08  1.809E-08  1.050E-08  3.874E-16  3.874E-16  1.00E-07
  6.500E-03 4.37529E-16  1.399E-08  1.809E-08  1.050E-08  4.029E-16  4.029E-16  1.00E-07
  6.750E-03 4.37529E-16  1.453E-08  1.809E-08  1.050E-08  4.184E-16  4.184E-16  1.00E-07
  7.000E-03 4.37529E-16  1.506E-08  1.809E-08  1.050E-08  4.339E-16  4.339E-16  1.00E-07
  7.250E-03 4.37529E-16  1.560E-08  1.809E-08  1.050E-08  4.494E-16  4.494E-16  1.00E-07
  7.500E-03 4.37529E-16  1.614E-08  1.809E-08  1.050E-08  4.649E-16  4.648E-16  1.00E-07
  7.750E-03 4.37529E-16  1.668E-08  1.809E-08  1.050E-08  4.804E-16  4.803E-16  1.00E-07
  8.000E-03 4.37529E-16  1.722E-08  1.809E-08  1.050E-08  4.959E-16  4.958E-16  1.00E-07
  8.250E-03 4.37529E-16  1.775E-08  1.809E-08  1.050E-08  5.114E-16  5.113E-16  1.00E-07
  8.500E-03 4.37529E-16  1.829E-08  1.809E-08  1.050E-08  5.269E-16  5.268E-16  1.00E-07
  8.750E-03 4.37529E-16  1.883E-08  1.809E-08  1.050E-08  5.424E-16  5.423E-16  1.00E-07
  9.000E-03 4.37529E-16  1.937E-08  1.809E-08  1.050E-08  5.579E-16  5.578E-16  1.00E-07
  9.250E-03 4.37529E-16  1.991E-08  1.809E-08  1.050E-08  5.734E-16  5.733E-16  1.00E-07
  9.500E-03 4.37529E-16  2.044E-08  1.809E-08  1.050E-08  5.889E-16  5.888E-16  1.00E-07
  9.750E-03 4.37529E-16  2.098E-08  1.809E-08  1.050E-08  6.043E-16  6.043E-16  1.00E-07
  1.000E-02 4.37529E-16  2.152E-08  1.809E-08  1.050E-08  6.198E-16  6.198E-16  1.00E-07
