

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.56000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.82642047E-01      0.00000000E+00
       1      1.43515850E+00      1.43624605E+00
       2      7.46037923E-01      7.46277729E-01
       3      4.02732189E-01      4.02828356E-01
       4      2.19949226E-01      2.19995775E-01
       5      1.21413191E-01      1.21437301E-01
       6      6.77408767E-02      6.77538094E-02
       7      3.81560147E-02      3.81631071E-02
       8      2.16663796E-02      2.16703290E-02
       9      1.23875742E-02      1.23897983E-02
      10      7.12422546E-03      7.12548884E-03
      11      4.11817751E-03      4.11890022E-03
      12      2.39120533E-03      2.39162118E-03
      13      1.39394255E-03      1.39418306E-03
      14      8.15437552E-04      8.15577266E-04
      15      4.78495201E-04      4.78576680E-04
      16      2.81543616E-04      2.81591297E-04
      17      1.66054109E-04      1.66082097E-04
      18      9.81425144E-05      9.81589874E-05
      19      5.81096774E-05      5.81193957E-05
      20      3.44600081E-05      3.44657533E-05
      21      2.04626101E-05      2.04660124E-05
      22      1.21646365E-05      1.21666545E-05
      23      7.23857886E-06      7.23977740E-06
      24      4.31078476E-06      4.31149737E-06
      25      2.56891287E-06      2.56933696E-06
      26      1.53172616E-06      1.53197875E-06
      27      9.13707500E-07      9.13858046E-07
      28      5.45241804E-07      5.45331571E-07
      29      3.25457178E-07      3.25510726E-07
      30      1.94309124E-07      1.94341087E-07
      31      1.16028042E-07      1.16047115E-07
      32      6.92918670E-08      6.93032563E-08
      33      4.13840789E-08      4.13908844E-08
      34      2.47173763E-08      2.47214397E-08
      35      1.47630640E-08      1.47654931E-08
      36      8.81743202E-09      8.81888301E-09
      37      5.26613555E-09      5.26700472E-09
      38      3.14503125E-09      3.14555094E-09
      39      1.87815650E-09      1.87846343E-09
      40      1.12147877E-09      1.12166503E-09
      41      6.69556349E-10      6.69667264E-10
      42      3.99717403E-10      3.99780882E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.07940E-16  0.000E+00  1.683E-08  1.117E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.07940E-16  2.336E-10  1.683E-08  1.117E-08  3.012E-18  4.830E-18  1.00E-07
  1.250E-04 4.07940E-16  2.919E-10  1.683E-08  1.117E-08  3.765E-18  6.038E-18  1.00E-07
  1.500E-04 4.07940E-16  3.503E-10  1.683E-08  1.117E-08  4.517E-18  7.245E-18  1.00E-07
  1.750E-04 4.07940E-16  4.087E-10  1.683E-08  1.117E-08  5.270E-18  8.453E-18  1.00E-07
  2.000E-04 4.07940E-16  4.671E-10  1.683E-08  1.117E-08  6.023E-18  9.660E-18  1.00E-07
  2.250E-04 4.07940E-16  5.255E-10  1.683E-08  1.117E-08  6.776E-18  1.087E-17  1.00E-07
  2.500E-04 4.07940E-16  5.839E-10  1.683E-08  1.117E-08  7.529E-18  1.208E-17  1.00E-07
  2.750E-04 4.07940E-16  6.423E-10  1.683E-08  1.117E-08  8.282E-18  1.328E-17  1.00E-07
  3.000E-04 4.07940E-16  7.007E-10  1.683E-08  1.117E-08  9.035E-18  1.449E-17  1.00E-07
  3.250E-04 4.07940E-16  7.590E-10  1.683E-08  1.117E-08  9.788E-18  1.570E-17  1.00E-07
  3.500E-04 4.07940E-16  8.174E-10  1.683E-08  1.117E-08  1.054E-17  1.691E-17  1.00E-07
  3.750E-04 4.07940E-16  8.758E-10  1.683E-08  1.117E-08  1.129E-17  1.811E-17  1.00E-07
  4.000E-04 4.07940E-16  9.342E-10  1.683E-08  1.117E-08  1.205E-17  1.932E-17  1.00E-07
  4.250E-04 4.07940E-16  9.926E-10  1.683E-08  1.117E-08  1.280E-17  2.053E-17  1.00E-07
  4.500E-04 4.07940E-16  1.051E-09  1.683E-08  1.117E-08  1.355E-17  2.174E-17  1.00E-07
  4.750E-04 4.07940E-16  1.109E-09  1.683E-08  1.117E-08  1.431E-17  2.294E-17  1.00E-07
  5.000E-04 4.07940E-16  1.168E-09  1.683E-08  1.117E-08  1.506E-17  2.415E-17  1.00E-07
  5.250E-04 4.07940E-16  1.226E-09  1.683E-08  1.117E-08  1.581E-17  2.536E-17  1.00E-07
  5.500E-04 4.07940E-16  1.285E-09  1.683E-08  1.117E-08  1.656E-17  2.657E-17  1.00E-07
  5.750E-04 4.07940E-16  1.343E-09  1.683E-08  1.117E-08  1.732E-17  2.777E-17  1.00E-07
  6.000E-04 4.07940E-16  1.401E-09  1.683E-08  1.117E-08  1.807E-17  2.898E-17  1.00E-07
  6.250E-04 4.07940E-16  1.460E-09  1.683E-08  1.117E-08  1.882E-17  3.019E-17  1.00E-07
  6.500E-04 4.07940E-16  1.518E-09  1.683E-08  1.117E-08  1.958E-17  3.140E-17  1.00E-07
  6.750E-04 4.07940E-16  1.576E-09  1.683E-08  1.117E-08  2.033E-17  3.260E-17  1.00E-07
  7.000E-04 4.07940E-16  1.635E-09  1.683E-08  1.117E-08  2.108E-17  3.381E-17  1.00E-07
  7.250E-04 4.07940E-16  1.693E-09  1.683E-08  1.117E-08  2.183E-17  3.502E-17  1.00E-07
  7.500E-04 4.07940E-16  1.752E-09  1.683E-08  1.117E-08  2.259E-17  3.623E-17  1.00E-07
  7.750E-04 4.07940E-16  1.810E-09  1.683E-08  1.117E-08  2.334E-17  3.743E-17  1.00E-07
  8.000E-04 4.07940E-16  1.868E-09  1.683E-08  1.117E-08  2.409E-17  3.864E-17  1.00E-07
