 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   6,   projectile: electron
 #  Kinetic energy = 1.56000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.68276E-08  1.11701E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.68276E-08  1.11701E-08  3.01163E-18  4.83002E-18
  1.250E-04  1.18994E-12  1.68276E-08  1.11701E-08  3.76454E-18  6.03753E-18
  1.500E-04  1.71346E-12  1.68276E-08  1.11701E-08  4.51745E-18  7.24503E-18
  1.750E-04  2.33225E-12  1.68276E-08  1.11701E-08  5.27035E-18  8.45254E-18
  2.000E-04  3.04617E-12  1.68276E-08  1.11701E-08  6.02326E-18  9.66005E-18
  2.250E-04  3.85530E-12  1.68276E-08  1.11701E-08  6.77617E-18  1.08676E-17
  2.500E-04  4.75964E-12  1.68276E-08  1.11701E-08  7.52908E-18  1.20751E-17
  2.750E-04  5.75917E-12  1.68276E-08  1.11701E-08  8.28198E-18  1.32826E-17
  3.000E-04  6.85391E-12  1.68276E-08  1.11701E-08  9.03489E-18  1.44901E-17
  3.250E-04  8.04379E-12  1.68276E-08  1.11701E-08  9.78780E-18  1.56976E-17
  3.500E-04  9.32893E-12  1.68276E-08  1.11701E-08  1.05407E-17  1.69051E-17
  3.750E-04  1.07092E-11  1.68276E-08  1.11701E-08  1.12936E-17  1.81126E-17
  4.000E-04  1.21847E-11  1.68276E-08  1.11701E-08  1.20465E-17  1.93201E-17
  4.250E-04  1.37554E-11  1.68276E-08  1.11701E-08  1.27994E-17  2.05276E-17
  4.500E-04  1.54213E-11  1.68276E-08  1.11701E-08  1.35523E-17  2.17351E-17
  4.750E-04  1.71823E-11  1.68276E-08  1.11701E-08  1.43052E-17  2.29426E-17
  5.000E-04  1.90386E-11  1.68276E-08  1.11701E-08  1.50582E-17  2.41501E-17
  5.250E-04  2.09900E-11  1.68276E-08  1.11701E-08  1.58111E-17  2.53576E-17
  5.500E-04  2.30367E-11  1.68276E-08  1.11701E-08  1.65640E-17  2.65651E-17
  5.750E-04  2.51785E-11  1.68276E-08  1.11701E-08  1.73169E-17  2.77726E-17
  6.000E-04  2.74156E-11  1.68276E-08  1.11701E-08  1.80698E-17  2.89801E-17
  6.250E-04  2.97478E-11  1.68276E-08  1.11701E-08  1.88227E-17  3.01876E-17
  6.500E-04  3.21752E-11  1.68276E-08  1.11701E-08  1.95756E-17  3.13952E-17
  6.750E-04  3.46979E-11  1.68276E-08  1.11701E-08  2.03285E-17  3.26027E-17
  7.000E-04  3.73157E-11  1.68276E-08  1.11701E-08  2.10814E-17  3.38102E-17
  7.250E-04  4.00286E-11  1.68276E-08  1.11701E-08  2.18343E-17  3.50177E-17
  7.500E-04  4.28368E-11  1.68276E-08  1.11701E-08  2.25872E-17  3.62252E-17
  7.750E-04  4.57402E-11  1.68276E-08  1.11701E-08  2.33401E-17  3.74327E-17
  8.000E-04  4.87388E-11  1.68276E-08  1.11701E-08  2.40930E-17  3.86402E-17
  8.250E-04  5.18325E-11  1.68276E-08  1.11701E-08  2.48460E-17  3.98477E-17
  8.500E-04  5.50215E-11  1.68276E-08  1.11701E-08  2.55989E-17  4.10552E-17
  8.750E-04  5.83057E-11  1.68276E-08  1.11701E-08  2.63518E-17  4.22627E-17
  9.000E-04  6.16850E-11  1.68276E-08  1.11701E-08  2.71047E-17  4.34702E-17
  9.250E-04  6.51595E-11  1.68276E-08  1.11701E-08  2.78576E-17  4.46777E-17
  9.500E-04  6.87293E-11  1.68276E-08  1.11701E-08  2.86105E-17  4.58852E-17
  9.750E-04  7.23943E-11  1.68276E-08  1.11701E-08  2.93634E-17  4.70927E-17
  1.000E-03  7.61544E-11  1.68276E-08  1.11701E-08  3.01163E-17  4.83002E-17
  1.250E-03  1.18991E-10  1.68276E-08  1.11701E-08  3.76454E-17  6.03753E-17
  1.500E-03  1.71347E-10  1.68276E-08  1.11701E-08  4.51745E-17  7.24503E-17
  1.750E-03  2.33223E-10  1.68276E-08  1.11701E-08  5.27035E-17  8.45254E-17
  2.000E-03  3.04617E-10  1.68276E-08  1.11701E-08  6.02326E-17  9.66005E-17
