

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.50000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.89317300E-01      0.00000000E+00
       1      1.32004646E+00      1.32122356E+00
       2      7.58674500E-01      7.58980557E-01
       3      4.62488372E-01      4.62627595E-01
       4      2.86428154E-01      2.86504877E-01
       5      1.78498191E-01      1.78543267E-01
       6      1.11839411E-01      1.11866641E-01
       7      7.04556040E-02      7.04723250E-02
       8      4.46169717E-02      4.46273593E-02
       9      2.83906810E-02      2.83971913E-02
      10      1.81448248E-02      1.81489339E-02
      11      1.16426660E-02      1.16452748E-02
      12      7.49748957E-03      7.49915401E-03
      13      4.84398970E-03      4.84505623E-03
      14      3.13899287E-03      3.13967888E-03
      15      2.03969534E-03      2.04013812E-03
      16      1.32869598E-03      1.32898265E-03
      17      8.67513427E-04      8.67699554E-04
      18      5.67581466E-04      5.67702625E-04
      19      3.72047399E-04      3.72126453E-04
      20      2.44291417E-04      2.44343108E-04
      21      1.60651501E-04      1.60685367E-04
      22      1.05793671E-04      1.05815898E-04
      23      6.97540523E-05      6.97686628E-05
      24      4.60421261E-05      4.60517440E-05
      25      3.04202988E-05      3.04266382E-05
      26      2.01161246E-05      2.01203079E-05
      27      1.33122916E-05      1.33150548E-05
      28      8.81552279E-06      8.81734965E-06
      29      5.84107910E-06      5.84228784E-06
      30      3.87217115E-06      3.87297147E-06
      31      2.56804435E-06      2.56857457E-06
      32      1.70376721E-06      1.70411866E-06
      33      1.13071689E-06      1.13094996E-06
      34      7.50606098E-07      7.50760711E-07
      35      4.98386245E-07      4.98488849E-07
      36      3.30977976E-07      3.31046086E-07
      37      2.19834724E-07      2.19879947E-07
      38      1.46030881E-07      1.46060916E-07
      39      9.70137167E-08      9.70336624E-08
      40      6.44541616E-08      6.44674096E-08
      41      4.28242011E-08      4.28330066E-08
      42      2.84538781E-08      2.84597284E-08
      43      1.89060134E-08      1.89099010E-08
      44      1.25620160E-08      1.25645928E-08
      45      8.34662555E-09      8.34834158E-09
      46      5.54568718E-09      5.54682981E-09
      47      3.68459270E-09      3.68534794E-09
      48      2.44793057E-09      2.44843273E-09
      49      1.62621865E-09      1.62655228E-09
      50      1.08030735E-09      1.08052795E-09
      51      7.17632431E-10      7.17778922E-10
      52      4.76640250E-10      4.76738608E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.46091E-16  0.000E+00  1.844E-08  1.030E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.46091E-16  2.092E-10  1.844E-08  1.030E-08  7.270E-18  6.591E-18  1.00E-07
  1.250E-04 4.46091E-16  2.615E-10  1.844E-08  1.030E-08  9.087E-18  8.239E-18  1.00E-07
  1.500E-04 4.46091E-16  3.138E-10  1.844E-08  1.030E-08  1.090E-17  9.887E-18  1.00E-07
  1.750E-04 4.46091E-16  3.660E-10  1.844E-08  1.030E-08  1.272E-17  1.153E-17  1.00E-07
  2.000E-04 4.46091E-16  4.183E-10  1.844E-08  1.030E-08  1.454E-17  1.318E-17  1.00E-07
  2.250E-04 4.46091E-16  4.706E-10  1.844E-08  1.030E-08  1.636E-17  1.483E-17  1.00E-07
  2.500E-04 4.46091E-16  5.229E-10  1.844E-08  1.030E-08  1.817E-17  1.648E-17  1.00E-07
  2.750E-04 4.46091E-16  5.752E-10  1.844E-08  1.030E-08  1.999E-17  1.813E-17  1.00E-07
  3.000E-04 4.46091E-16  6.275E-10  1.844E-08  1.030E-08  2.181E-17  1.977E-17  1.00E-07
  3.250E-04 4.46091E-16  6.798E-10  1.844E-08  1.030E-08  2.363E-17  2.142E-17  1.00E-07
  3.500E-04 4.46091E-16  7.321E-10  1.844E-08  1.030E-08  2.544E-17  2.307E-17  1.00E-07
  3.750E-04 4.46091E-16  7.844E-10  1.844E-08  1.030E-08  2.726E-17  2.472E-17  1.00E-07
  4.000E-04 4.46091E-16  8.367E-10  1.844E-08  1.030E-08  2.908E-17  2.636E-17  1.00E-07
  4.250E-04 4.46091E-16  8.890E-10  1.844E-08  1.030E-08  3.090E-17  2.801E-17  1.00E-07
  4.500E-04 4.46091E-16  9.413E-10  1.844E-08  1.030E-08  3.271E-17  2.966E-17  1.00E-07
  4.750E-04 4.46091E-16  9.936E-10  1.844E-08  1.030E-08  3.453E-17  3.131E-17  1.00E-07
  5.000E-04 4.46091E-16  1.046E-09  1.844E-08  1.030E-08  3.635E-17  3.296E-17  1.00E-07
  5.250E-04 4.46091E-16  1.098E-09  1.844E-08  1.030E-08  3.817E-17  3.460E-17  1.00E-07
  5.500E-04 4.46091E-16  1.150E-09  1.844E-08  1.030E-08  3.998E-17  3.625E-17  1.00E-07
  5.750E-04 4.46091E-16  1.203E-09  1.844E-08  1.030E-08  4.180E-17  3.790E-17  1.00E-07
  6.000E-04 4.46091E-16  1.255E-09  1.844E-08  1.030E-08  4.362E-17  3.955E-17  1.00E-07
  6.250E-04 4.46091E-16  1.307E-09  1.844E-08  1.030E-08  4.544E-17  4.119E-17  1.00E-07
