

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.70000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -7.38502153E-01      0.00000000E+00
       1      1.30117918E+00      1.30237397E+00
       2      7.58259978E-01      7.58578127E-01
       3      4.69852554E-01      4.69999605E-01
       4      2.96154354E-01      2.96236795E-01
       5      1.87821044E-01      1.87870358E-01
       6      1.19696075E-01      1.19726391E-01
       7      7.66542204E-02      7.66731524E-02
       8      4.93243946E-02      4.93363478E-02
       9      3.18808081E-02      3.18884186E-02
      10      2.06910925E-02      2.06959708E-02
      11      1.34793965E-02      1.34825410E-02
      12      8.81149538E-03      8.81353200E-03
      13      5.77823112E-03      5.77955568E-03
      14      3.80008563E-03      3.80095028E-03
      15      2.50577845E-03      2.50634475E-03
      16      1.65633695E-03      1.65670898E-03
      17      1.09729642E-03      1.09754148E-03
      18      7.28427693E-04      7.28589540E-04
      19      4.84461095E-04      4.84568229E-04
      20      3.22751678E-04      3.22822745E-04
      21      2.15350894E-04      2.15398128E-04
      22      1.43889478E-04      1.43920927E-04
      23      9.62621098E-05      9.62830820E-05
      24      6.44717761E-05      6.44857822E-05
      25      4.32234932E-05      4.32328592E-05
      26      2.90040160E-05      2.90102866E-05
      27      1.94778243E-05      1.94820269E-05
      28      1.30896050E-05      1.30924242E-05
      29      8.80196774E-06      8.80386051E-06
      30      5.92197907E-06      5.92325078E-06
      31      3.98618785E-06      3.98704284E-06
      32      2.68426464E-06      2.68483979E-06
      33      1.80819469E-06      1.80858179E-06
      34      1.21841585E-06      1.21867648E-06
      35      8.21214889E-07      8.21390445E-07
      36      5.53619811E-07      5.53738095E-07
      37      3.73288315E-07      3.73368037E-07
      38      2.51733785E-07      2.51787524E-07
      39      1.69781570E-07      1.69817802E-07
      40      1.14519833E-07      1.14544266E-07
      41      7.72507792E-08      7.72672555E-08
      42      5.21132520E-08      5.21243631E-08
      43      3.51567440E-08      3.51642437E-08
      44      2.37180535E-08      2.37231134E-08
      45      1.60012454E-08      1.60046558E-08
      46      1.07950576E-08      1.07973561E-08
      47      7.28263383E-09      7.28418244E-09
      48      4.91299272E-09      4.91403978E-09
      49      3.31430645E-09      3.31501823E-09
      50      2.23572665E-09      2.23620695E-09
      51      1.50803723E-09      1.50835754E-09
      52      1.01714789E-09      1.01736324E-09
      53      6.86045596E-10      6.86193482E-10
      54      4.62681103E-10      4.62775973E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.52690E-16  0.000E+00  1.870E-08  1.015E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.52690E-16  2.044E-10  1.870E-08  1.015E-08  8.157E-18  6.899E-18  1.00E-07
  1.250E-04 4.52690E-16  2.554E-10  1.870E-08  1.015E-08  1.020E-17  8.623E-18  1.00E-07
  1.500E-04 4.52690E-16  3.065E-10  1.870E-08  1.015E-08  1.224E-17  1.035E-17  1.00E-07
  1.750E-04 4.52690E-16  3.576E-10  1.870E-08  1.015E-08  1.427E-17  1.207E-17  1.00E-07
  2.000E-04 4.52690E-16  4.087E-10  1.870E-08  1.015E-08  1.631E-17  1.380E-17  1.00E-07
  2.250E-04 4.52690E-16  4.598E-10  1.870E-08  1.015E-08  1.835E-17  1.552E-17  1.00E-07
  2.500E-04 4.52690E-16  5.109E-10  1.870E-08  1.015E-08  2.039E-17  1.725E-17  1.00E-07
  2.750E-04 4.52690E-16  5.620E-10  1.870E-08  1.015E-08  2.243E-17  1.897E-17  1.00E-07
  3.000E-04 4.52690E-16  6.131E-10  1.870E-08  1.015E-08  2.447E-17  2.070E-17  1.00E-07
  3.250E-04 4.52690E-16  6.642E-10  1.870E-08  1.015E-08  2.651E-17  2.242E-17  1.00E-07
  3.500E-04 4.52690E-16  7.153E-10  1.870E-08  1.015E-08  2.855E-17  2.415E-17  1.00E-07
  3.750E-04 4.52690E-16  7.663E-10  1.870E-08  1.015E-08  3.059E-17  2.587E-17  1.00E-07
  4.000E-04 4.52690E-16  8.174E-10  1.870E-08  1.015E-08  3.263E-17  2.759E-17  1.00E-07
  4.250E-04 4.52690E-16  8.685E-10  1.870E-08  1.015E-08  3.467E-17  2.932E-17  1.00E-07
  4.500E-04 4.52690E-16  9.196E-10  1.870E-08  1.015E-08  3.671E-17  3.104E-17  1.00E-07
  4.750E-04 4.52690E-16  9.707E-10  1.870E-08  1.015E-08  3.875E-17  3.277E-17  1.00E-07
  5.000E-04 4.52690E-16  1.022E-09  1.870E-08  1.015E-08  4.078E-17  3.449E-17  1.00E-07
  5.250E-04 4.52690E-16  1.073E-09  1.870E-08  1.015E-08  4.282E-17  3.622E-17  1.00E-07
  5.500E-04 4.52690E-16  1.124E-09  1.870E-08  1.015E-08  4.486E-17  3.794E-17  1.00E-07
  5.750E-04 4.52690E-16  1.175E-09  1.870E-08  1.015E-08  4.690E-17  3.967E-17  1.00E-07
  6.000E-04 4.52690E-16  1.226E-09  1.870E-08  1.015E-08  4.894E-17  4.139E-17  1.00E-07
  6.250E-04 4.52690E-16  1.277E-09  1.870E-08  1.015E-08  5.098E-17  4.312E-17  1.00E-07
  6.500E-04 4.52690E-16  1.328E-09  1.870E-08  1.015E-08  5.302E-17  4.484E-17  1.00E-07
