

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.90000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.05845905E-02      0.00000000E+00
       1     -1.49018634E+00     -1.48817345E+00
       2      7.74307179E-01      7.74704019E-01
       3      3.61907464E-01      3.62039601E-01
       4      1.74007764E-01      1.74062171E-01
       5      8.62192421E-02      8.62440183E-02
       6      4.37536317E-02      4.37655673E-02
       7      2.26106279E-02      2.26165820E-02
       8      1.18491217E-02      1.18521627E-02
       9      6.27833007E-03      6.27990984E-03
      10      3.35617904E-03      3.35701036E-03
      11      1.80708047E-03      1.80752240E-03
      12      9.78781359E-04      9.79018220E-04
      13      5.32752092E-04      5.32879895E-04
      14      2.91161729E-04      2.91231070E-04
      15      1.59667281E-04      1.59705076E-04
      16      8.78060805E-05      8.78267601E-05
      17      4.84012853E-05      4.84126362E-05
      18      2.67327822E-05      2.67390293E-05
      19      1.47892598E-05      1.47927055E-05
      20      8.19308758E-06      8.19499170E-06
      21      4.54413514E-06      4.54518900E-06
      22      2.52276810E-06      2.52335214E-06
      23      1.40171383E-06      1.40203785E-06
      24      7.79366884E-07      7.79546815E-07
      25      4.33589781E-07      4.33689782E-07
      26      2.41341576E-07      2.41397184E-07
      27      1.34390638E-07      1.34421578E-07
      28      7.48621790E-08      7.48794021E-08
      29      4.17148058E-08      4.17244019E-08
      30      2.32505266E-08      2.32558716E-08
      31      1.29620143E-08      1.29649932E-08
      32      7.22765075E-09      7.22931322E-09
      33      4.03085358E-09      4.03177787E-09
      34      2.24829677E-09      2.24881228E-09
      35      1.25414892E-09      1.25443841E-09
      36      6.99691533E-10      6.99854765E-10
      37      3.90391540E-10      3.90484318E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.31989E-16  0.000E+00  1.193E-08  9.475E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.31989E-16  3.777E-10  1.193E-08  9.475E-09  5.739E-19  4.130E-18  1.00E-07
  1.250E-04 2.31989E-16  4.721E-10  1.193E-08  9.475E-09  7.174E-19  5.162E-18  1.00E-07
  1.500E-04 2.31989E-16  5.665E-10  1.193E-08  9.475E-09  8.609E-19  6.194E-18  1.00E-07
  1.750E-04 2.31989E-16  6.609E-10  1.193E-08  9.475E-09  1.004E-18  7.227E-18  1.00E-07
  2.000E-04 2.31989E-16  7.553E-10  1.193E-08  9.475E-09  1.148E-18  8.259E-18  1.00E-07
  2.250E-04 2.31989E-16  8.498E-10  1.193E-08  9.475E-09  1.291E-18  9.291E-18  1.00E-07
  2.500E-04 2.31989E-16  9.442E-10  1.193E-08  9.475E-09  1.435E-18  1.032E-17  1.00E-07
  2.750E-04 2.31989E-16  1.039E-09  1.193E-08  9.475E-09  1.578E-18  1.136E-17  1.00E-07
  3.000E-04 2.31989E-16  1.133E-09  1.193E-08  9.475E-09  1.722E-18  1.239E-17  1.00E-07
  3.250E-04 2.31989E-16  1.227E-09  1.193E-08  9.475E-09  1.865E-18  1.342E-17  1.00E-07
  3.500E-04 2.31989E-16  1.322E-09  1.193E-08  9.475E-09  2.009E-18  1.445E-17  1.00E-07
  3.750E-04 2.31989E-16  1.416E-09  1.193E-08  9.475E-09  2.152E-18  1.549E-17  1.00E-07
  4.000E-04 2.31989E-16  1.511E-09  1.193E-08  9.475E-09  2.296E-18  1.652E-17  1.00E-07
  4.250E-04 2.31989E-16  1.605E-09  1.193E-08  9.475E-09  2.439E-18  1.755E-17  1.00E-07
  4.500E-04 2.31989E-16  1.700E-09  1.193E-08  9.475E-09  2.583E-18  1.858E-17  1.00E-07
  4.750E-04 2.31989E-16  1.794E-09  1.193E-08  9.475E-09  2.726E-18  1.962E-17  1.00E-07
  5.000E-04 2.31989E-16  1.888E-09  1.193E-08  9.475E-09  2.870E-18  2.065E-17  1.00E-07
