

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.42000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.95138104E-01      0.00000000E+00
       1     -1.55702352E+00     -1.55496554E+00
       2      7.98602648E-01      7.99054331E-01
       3      4.07240385E-01      4.07407948E-01
       4      2.11798940E-01      2.11874223E-01
       5      1.12644313E-01      1.12681189E-01
       6      6.10946608E-02      6.11136414E-02
       7      3.36657243E-02      3.36758110E-02
       8      1.87886073E-02      1.87940878E-02
       9      1.05942528E-02      1.05972795E-02
      10      6.02438807E-03      6.02608070E-03
      11      3.44985016E-03      3.45080622E-03
      12      1.98718350E-03      1.98772794E-03
      13      1.15033642E-03      1.15064855E-03
      14      6.68697274E-04      6.68877236E-04
      15      3.90099351E-04      3.90203607E-04
      16      2.28259584E-04      2.28320227E-04
      17      1.33904212E-04      1.33939608E-04
      18      7.87235038E-05      7.87442239E-05
      19      4.63680237E-05      4.63801830E-05
      20      2.73537809E-05      2.73609315E-05
      21      1.61584488E-05      1.61626615E-05
      22      9.55608305E-06      9.55856876E-06
      23      5.65699334E-06      5.65846194E-06
      24      3.35162634E-06      3.35249499E-06
      25      1.98718238E-06      1.98769666E-06
      26      1.17893002E-06      1.17923475E-06
      27      6.99792212E-07      6.99972899E-07
      28      4.15574822E-07      4.15682024E-07
      29      2.46888722E-07      2.46952362E-07
      30      1.46724359E-07      1.46762154E-07
      31      8.72233043E-08      8.72457627E-08
      32      5.18650599E-08      5.18784045E-08
      33      3.08471314E-08      3.08550670E-08
      34      1.83502051E-08      1.83549208E-08
      35      1.09179448E-08      1.09207525E-08
      36      6.49684561E-09      6.49851688E-09
      37      3.86653636E-09      3.86752979E-09
      38      2.30142675E-09      2.30201565E-09
      39      1.36997615E-09      1.37032494E-09
      40      8.15545968E-10      8.15754543E-10
      41      4.85507807E-10      4.85628487E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.43058E-16  0.000E+00  1.260E-08  9.176E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.43058E-16  3.920E-10  1.260E-08  9.176E-09  2.441E-18  5.557E-18  1.00E-07
  1.250E-04 2.43058E-16  4.900E-10  1.260E-08  9.176E-09  3.051E-18  6.946E-18  1.00E-07
  1.500E-04 2.43058E-16  5.880E-10  1.260E-08  9.176E-09  3.661E-18  8.336E-18  1.00E-07
  1.750E-04 2.43058E-16  6.860E-10  1.260E-08  9.176E-09  4.272E-18  9.725E-18  1.00E-07
  2.000E-04 2.43058E-16  7.840E-10  1.260E-08  9.176E-09  4.882E-18  1.111E-17  1.00E-07
  2.250E-04 2.43058E-16  8.821E-10  1.260E-08  9.176E-09  5.492E-18  1.250E-17  1.00E-07
  2.500E-04 2.43058E-16  9.801E-10  1.260E-08  9.176E-09  6.102E-18  1.389E-17  1.00E-07
  2.750E-04 2.43058E-16  1.078E-09  1.260E-08  9.176E-09  6.712E-18  1.528E-17  1.00E-07
  3.000E-04 2.43058E-16  1.176E-09  1.260E-08  9.176E-09  7.323E-18  1.667E-17  1.00E-07
  3.250E-04 2.43058E-16  1.274E-09  1.260E-08  9.176E-09  7.933E-18  1.806E-17  1.00E-07
  3.500E-04 2.43058E-16  1.372E-09  1.260E-08  9.176E-09  8.543E-18  1.945E-17  1.00E-07
  3.750E-04 2.43058E-16  1.470E-09  1.260E-08  9.176E-09  9.153E-18  2.084E-17  1.00E-07
  4.000E-04 2.43058E-16  1.568E-09  1.260E-08  9.176E-09  9.764E-18  2.223E-17  1.00E-07
  4.250E-04 2.43058E-16  1.666E-09  1.260E-08  9.176E-09  1.037E-17  2.362E-17  1.00E-07
  4.500E-04 2.43058E-16  1.764E-09  1.260E-08  9.176E-09  1.098E-17  2.501E-17  1.00E-07
  4.750E-04 2.43058E-16  1.862E-09  1.260E-08  9.176E-09  1.159E-17  2.640E-17  1.00E-07
  5.000E-04 2.43058E-16  1.960E-09  1.260E-08  9.176E-09  1.220E-17  2.779E-17  1.00E-07
  5.250E-04 2.43058E-16  2.058E-09  1.260E-08  9.176E-09  1.281E-17  2.917E-17  1.00E-07
