

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.30000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.85885958E-01      0.00000000E+00
       1      2.68079217E-01      2.68149712E-01
       2      1.36381815E-01      1.36408680E-01
       3      7.18553535E-02      7.18681925E-02
       4      3.84631354E-02      3.84697224E-02
       5      2.07543428E-02      2.07578257E-02
       6      1.12445548E-02      1.12464233E-02
       7      6.10381952E-03      6.10482924E-03
       8      3.31549253E-03      3.31604011E-03
       9      1.80082485E-03      1.80112225E-03
      10      9.77680594E-04      9.77842179E-04
      11      5.30432592E-04      5.30520365E-04
      12      2.87557564E-04      2.87605214E-04
      13      1.55762535E-04      1.55788384E-04
      14      8.43031275E-05      8.43171389E-05
      15      4.55905783E-05      4.55981666E-05
      16      2.46360210E-05      2.46401272E-05
      17      1.33028850E-05      1.33051052E-05
      18      7.17823320E-06      7.17943274E-06
      19      3.87081499E-06      3.87146260E-06
      20      2.08601070E-06      2.08636009E-06
      21      1.12350579E-06      1.12369417E-06
      22      6.04774238E-07      6.04875741E-07
      23      3.25374874E-07      3.25429532E-07
      24      1.74968558E-07      1.74997978E-07
      25      9.40444691E-08      9.40602977E-08
      26      5.05259827E-08      5.05344916E-08
      27      2.71339910E-08      2.71385658E-08
      28      1.45659792E-08      1.45684352E-08
      29      7.81634747E-09      7.81766728E-09
      30      4.19288670E-09      4.19359264E-09
      31      2.24835956E-09      2.24874183E-09
      32      1.20522877E-09      1.20542898E-09
      33      6.45879303E-10      6.45987427E-10
      34      3.46020705E-10      3.46082630E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.42654E-17  0.000E+00  5.742E-09  1.139E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.42654E-17 -1.333E-11  5.742E-09  1.139E-09  1.367E-18  2.313E-19  1.00E-07
  1.250E-04 3.42654E-17 -1.666E-11  5.742E-09  1.139E-09  1.708E-18  2.892E-19  1.00E-07
  1.500E-04 3.42654E-17 -1.999E-11  5.742E-09  1.139E-09  2.050E-18  3.470E-19  1.00E-07
  1.750E-04 3.42654E-17 -2.333E-11  5.742E-09  1.139E-09  2.392E-18  4.048E-19  1.00E-07
  2.000E-04 3.42654E-17 -2.666E-11  5.742E-09  1.139E-09  2.734E-18  4.627E-19  1.00E-07
  2.250E-04 3.42654E-17 -2.999E-11  5.742E-09  1.139E-09  3.075E-18  5.205E-19  1.00E-07
  2.500E-04 3.42654E-17 -3.332E-11  5.742E-09  1.139E-09  3.417E-18  5.783E-19  1.00E-07
  2.750E-04 3.42654E-17 -3.665E-11  5.742E-09  1.139E-09  3.759E-18  6.362E-19  1.00E-07
  3.000E-04 3.42654E-17 -3.999E-11  5.742E-09  1.139E-09  4.100E-18  6.940E-19  1.00E-07
  3.250E-04 3.42654E-17 -4.332E-11  5.742E-09  1.139E-09  4.442E-18  7.518E-19  1.00E-07
  3.500E-04 3.42654E-17 -4.665E-11  5.742E-09  1.139E-09  4.784E-18  8.097E-19  1.00E-07
  3.750E-04 3.42654E-17 -4.998E-11  5.742E-09  1.139E-09  5.125E-18  8.675E-19  1.00E-07
  4.000E-04 3.42654E-17 -5.332E-11  5.742E-09  1.139E-09  5.467E-18  9.253E-19  1.00E-07
  4.250E-04 3.42654E-17 -5.665E-11  5.742E-09  1.139E-09  5.809E-18  9.832E-19  1.00E-07
