

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.46000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.49584128E-01      0.00000000E+00
       1     -1.41697930E+00     -1.41500196E+00
       2      7.36498857E-01      7.36839467E-01
       3      3.08829971E-01      3.08928716E-01
       4      1.35347712E-01      1.35384470E-01
       5      6.17074299E-02      6.17228308E-02
       6      2.89365236E-02      2.89433911E-02
       7      1.38454221E-02      1.38485998E-02
       8      6.72461519E-03      6.72612167E-03
       9      3.30386758E-03      3.30459423E-03
      10      1.63797043E-03      1.63832550E-03
      11      8.17949836E-04      8.18125104E-04
      12      4.10842736E-04      4.10929948E-04
      13      2.07335184E-04      2.07378861E-04
      14      1.05035306E-04      1.05057295E-04
      15      5.33769383E-05      5.33880560E-05
      16      2.71943355E-05      2.71999761E-05
      17      1.38837761E-05      1.38866461E-05
      18      7.10031139E-06      7.10177501E-06
      19      3.63626137E-06      3.63700920E-06
      20      1.86437382E-06      1.86475651E-06
      21      9.56805458E-07      9.57001550E-07
      22      4.91423377E-07      4.91523959E-07
      23      2.52563994E-07      2.52615630E-07
      24      1.29874312E-07      1.29900840E-07
      25      6.68147064E-08      6.68283440E-08
      26      3.43863333E-08      3.43933525E-08
      27      1.77026437E-08      1.77062522E-08
      28      9.11608003E-09      9.11793767E-09
      29      4.69541809E-09      4.69637656E-09
      30      2.41888982E-09      2.41938719E-09
      31      1.24632284E-09      1.24657466E-09
      32      6.42263410E-10      6.42395654E-10
      33      3.31010342E-10      3.31077246E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.21379E-16  0.000E+00  1.118E-08  9.813E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.21379E-16  3.429E-10  1.118E-08  9.813E-09 -9.877E-19  2.527E-18  1.00E-07
  1.250E-04 2.21379E-16  4.286E-10  1.118E-08  9.813E-09 -1.235E-18  3.158E-18  1.00E-07
  1.500E-04 2.21379E-16  5.143E-10  1.118E-08  9.813E-09 -1.482E-18  3.790E-18  1.00E-07
  1.750E-04 2.21379E-16  6.000E-10  1.118E-08  9.813E-09 -1.728E-18  4.422E-18  1.00E-07
  2.000E-04 2.21379E-16  6.857E-10  1.118E-08  9.813E-09 -1.975E-18  5.054E-18  1.00E-07
  2.250E-04 2.21379E-16  7.714E-10  1.118E-08  9.813E-09 -2.222E-18  5.685E-18  1.00E-07
  2.500E-04 2.21379E-16  8.572E-10  1.118E-08  9.813E-09 -2.469E-18  6.317E-18  1.00E-07
  2.750E-04 2.21379E-16  9.429E-10  1.118E-08  9.813E-09 -2.716E-18  6.949E-18  1.00E-07
  3.000E-04 2.21379E-16  1.029E-09  1.118E-08  9.813E-09 -2.963E-18  7.580E-18  1.00E-07
  3.250E-04 2.21379E-16  1.114E-09  1.118E-08  9.813E-09 -3.210E-18  8.212E-18  1.00E-07
  3.500E-04 2.21379E-16  1.200E-09  1.118E-08  9.813E-09 -3.457E-18  8.844E-18  1.00E-07
  3.750E-04 2.21379E-16  1.286E-09  1.118E-08  9.813E-09 -3.704E-18  9.475E-18  1.00E-07
  4.000E-04 2.21379E-16  1.371E-09  1.118E-08  9.813E-09 -3.951E-18  1.011E-17  1.00E-07
