

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.22000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.96882163E-01      0.00000000E+00
       1      2.69078653E-01      2.69146969E-01
       2      1.34547193E-01      1.34572812E-01
       3      6.96297133E-02      6.96417556E-02
       4      3.65995639E-02      3.66056373E-02
       5      1.93886671E-02      1.93918224E-02
       6      1.03111749E-02      1.03128376E-02
       7      5.49312364E-03      5.49400586E-03
       8      2.92786093E-03      2.92833057E-03
       9      1.56027379E-03      1.56052411E-03
      10      8.31007307E-04      8.31140758E-04
      11      4.42258844E-04      4.42329961E-04
      12      2.35167183E-04      2.35205057E-04
      13      1.24937700E-04      1.24957853E-04
      14      6.63178531E-05      6.63285668E-05
      15      3.51722041E-05      3.51778947E-05
      16      1.86387669E-05      1.86417868E-05
      17      9.86964114E-06      9.87124241E-06
      18      5.22240688E-06      5.22325526E-06
      19      2.76148953E-06      2.76193866E-06
      20      1.45927404E-06      1.45951164E-06
      21      7.70668388E-07      7.70794009E-07
      22      4.06771784E-07      4.06838151E-07
      23      2.14585758E-07      2.14620804E-07
      24      1.13143936E-07      1.13162431E-07
      25      5.96285372E-08      5.96382934E-08
      26      3.14108767E-08      3.14160244E-08
      27      1.65394289E-08      1.65421372E-08
      28      8.70535422E-09      8.70678215E-09
      29      4.58020054E-09      4.58095462E-09
      30      2.40888173E-09      2.40927865E-09
      31      1.26646249E-09      1.26667176E-09
      32      6.65639897E-10      6.65749605E-10
      33      3.49733305E-10      3.49791934E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.46660E-17  0.000E+00  5.767E-09  1.184E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.46660E-17 -1.358E-11  5.767E-09  1.184E-09  1.294E-18  2.249E-19  1.00E-07
  1.250E-04 3.46660E-17 -1.698E-11  5.767E-09  1.184E-09  1.618E-18  2.811E-19  1.00E-07
  1.500E-04 3.46660E-17 -2.037E-11  5.767E-09  1.184E-09  1.941E-18  3.373E-19  1.00E-07
  1.750E-04 3.46660E-17 -2.377E-11  5.767E-09  1.184E-09  2.265E-18  3.935E-19  1.00E-07
  2.000E-04 3.46660E-17 -2.717E-11  5.767E-09  1.184E-09  2.588E-18  4.497E-19  1.00E-07
  2.250E-04 3.46660E-17 -3.056E-11  5.767E-09  1.184E-09  2.912E-18  5.059E-19  1.00E-07
  2.500E-04 3.46660E-17 -3.396E-11  5.767E-09  1.184E-09  3.235E-18  5.621E-19  1.00E-07
  2.750E-04 3.46660E-17 -3.735E-11  5.767E-09  1.184E-09  3.559E-18  6.183E-19  1.00E-07
  3.000E-04 3.46660E-17 -4.075E-11  5.767E-09  1.184E-09  3.882E-18  6.746E-19  1.00E-07
  3.250E-04 3.46660E-17 -4.414E-11  5.767E-09  1.184E-09  4.206E-18  7.308E-19  1.00E-07
  3.500E-04 3.46660E-17 -4.754E-11  5.767E-09  1.184E-09  4.529E-18  7.870E-19  1.00E-07
  3.750E-04 3.46660E-17 -5.093E-11  5.767E-09  1.184E-09  4.853E-18  8.432E-19  1.00E-07
  4.000E-04 3.46660E-17 -5.433E-11  5.767E-09  1.184E-09  5.176E-18  8.994E-19  1.00E-07
