

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.48000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.40257298E-01      0.00000000E+00
       1     -1.42077564E+00     -1.41879678E+00
       2      7.38752157E-01      7.39095597E-01
       3      3.11622975E-01      3.11723306E-01
       4      1.37250129E-01      1.37287677E-01
       5      6.28545751E-02      6.28703761E-02
       6      2.96003116E-02      2.96073868E-02
       7      1.42222728E-02      1.42255599E-02
       8      6.93626914E-03      6.93783382E-03
       9      3.42191728E-03      3.42267506E-03
      10      1.70349017E-03      1.70386196E-03
      11      8.54178962E-04      8.54363227E-04
      12      4.30814914E-04      4.30906976E-04
      13      2.18316626E-04      2.18362920E-04
      14      1.11059159E-04      1.11082562E-04
      15      5.66741358E-05      5.66860172E-05
      16      2.89953748E-05      2.90014280E-05
      17      1.48656355E-05      1.48687282E-05
      18      7.63457761E-06      7.63616141E-06
      19      3.92645012E-06      3.92726276E-06
      20      2.02171739E-06      2.02213502E-06
      21      1.04197695E-06      1.04219184E-06
      22      5.37454080E-07      5.37564775E-07
      23      2.77403310E-07      2.77460377E-07
      24      1.43258774E-07      1.43288218E-07
      25      7.40168737E-08      7.40320781E-08
      26      3.82567202E-08      3.82645715E-08
      27      1.97799426E-08      1.97840013E-08
      28      1.02296790E-08      1.02317731E-08
      29      5.29173827E-09      5.29282649E-09
      30      2.73787283E-09      2.73842810E-09
      31      1.41675823E-09      1.41704842E-09
      32      7.33247205E-10      7.33398158E-10
      33      3.79542189E-10      3.79623724E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.21895E-16  0.000E+00  1.122E-08  9.795E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.21895E-16  3.452E-10  1.122E-08  9.795E-09 -9.178E-19  2.612E-18  1.00E-07
  1.250E-04 2.21895E-16  4.315E-10  1.122E-08  9.795E-09 -1.147E-18  3.265E-18  1.00E-07
  1.500E-04 2.21895E-16  5.178E-10  1.122E-08  9.795E-09 -1.377E-18  3.918E-18  1.00E-07
  1.750E-04 2.21895E-16  6.041E-10  1.122E-08  9.795E-09 -1.606E-18  4.570E-18  1.00E-07
  2.000E-04 2.21895E-16  6.904E-10  1.122E-08  9.795E-09 -1.836E-18  5.223E-18  1.00E-07
  2.250E-04 2.21895E-16  7.767E-10  1.122E-08  9.795E-09 -2.065E-18  5.876E-18  1.00E-07
  2.500E-04 2.21895E-16  8.630E-10  1.122E-08  9.795E-09 -2.294E-18  6.529E-18  1.00E-07
  2.750E-04 2.21895E-16  9.493E-10  1.122E-08  9.795E-09 -2.524E-18  7.182E-18  1.00E-07
  3.000E-04 2.21895E-16  1.036E-09  1.122E-08  9.795E-09 -2.753E-18  7.835E-18  1.00E-07
  3.250E-04 2.21895E-16  1.122E-09  1.122E-08  9.795E-09 -2.983E-18  8.488E-18  1.00E-07
  3.500E-04 2.21895E-16  1.208E-09  1.122E-08  9.795E-09 -3.212E-18  9.141E-18  1.00E-07
  3.750E-04 2.21895E-16  1.295E-09  1.122E-08  9.795E-09 -3.442E-18  9.794E-18  1.00E-07
  4.000E-04 2.21895E-16  1.381E-09  1.122E-08  9.795E-09 -3.671E-18  1.045E-17  1.00E-07
