

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.40000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -3.11361227E-01      0.00000000E+00
       1      1.46139904E+00      1.46247024E+00
       2      7.39036112E-01      7.39262326E-01
       3      3.85723222E-01      3.85810641E-01
       4      2.03774793E-01      2.03815636E-01
       5      1.09034061E-01      1.09054544E-01
       6      5.90609675E-02      5.90716313E-02
       7      3.23292963E-02      3.23349800E-02
       8      1.78514402E-02      1.78545183E-02
       9      9.92902948E-03      9.93071608E-03
      10      5.55672867E-03      5.55766109E-03
      11      3.12637281E-03      3.12689202E-03
      12      1.76715369E-03      1.76744456E-03
      13      1.00292957E-03      1.00309338E-03
      14      5.71231654E-04      5.71324319E-04
      15      3.26367474E-04      3.26420102E-04
      16      1.86973727E-04      1.87003721E-04
      17      1.07368422E-04      1.07385568E-04
      18      6.17807888E-05      6.17906165E-05
      19      3.56110212E-05      3.56166671E-05
      20      2.05568460E-05      2.05600960E-05
      21      1.18814527E-05      1.18833266E-05
      22      6.87441270E-06      6.87549473E-06
      23      3.98086745E-06      3.98149300E-06
      24      2.30690146E-06      2.30726347E-06
      25      1.33761704E-06      1.33782672E-06
      26      7.75954531E-07      7.76076059E-07
      27      4.50297822E-07      4.50368294E-07
      28      2.61388390E-07      2.61429281E-07
      29      1.51762626E-07      1.51786353E-07
      30      8.81269984E-08      8.81407699E-08
      31      5.11796045E-08      5.11876022E-08
      32      2.97242499E-08      2.97288945E-08
      33      1.72636925E-08      1.72663899E-08
      34      1.00265404E-08      1.00281050E-08
      35      5.82314352E-09      5.82405876E-09
      36      3.38176126E-09      3.38228792E-09
      37      1.96378995E-09      1.96408990E-09
      38      1.14022258E-09      1.14039837E-09
      39      6.61968840E-10      6.62071384E-10
      40      3.84297422E-10      3.84359437E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.00134E-16  0.000E+00  1.646E-08  1.136E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.00134E-16  2.374E-10  1.646E-08  1.136E-08  2.263E-18  4.446E-18  1.00E-07
  1.250E-04 4.00134E-16  2.968E-10  1.646E-08  1.136E-08  2.829E-18  5.557E-18  1.00E-07
  1.500E-04 4.00134E-16  3.561E-10  1.646E-08  1.136E-08  3.394E-18  6.669E-18  1.00E-07
  1.750E-04 4.00134E-16  4.155E-10  1.646E-08  1.136E-08  3.960E-18  7.780E-18  1.00E-07
  2.000E-04 4.00134E-16  4.748E-10  1.646E-08  1.136E-08  4.526E-18  8.892E-18  1.00E-07
  2.250E-04 4.00134E-16  5.342E-10  1.646E-08  1.136E-08  5.092E-18  1.000E-17  1.00E-07
  2.500E-04 4.00134E-16  5.935E-10  1.646E-08  1.136E-08  5.657E-18  1.111E-17  1.00E-07
  2.750E-04 4.00134E-16  6.529E-10  1.646E-08  1.136E-08  6.223E-18  1.223E-17  1.00E-07
  3.000E-04 4.00134E-16  7.122E-10  1.646E-08  1.136E-08  6.789E-18  1.334E-17  1.00E-07
  3.250E-04 4.00134E-16  7.716E-10  1.646E-08  1.136E-08  7.355E-18  1.445E-17  1.00E-07
  3.500E-04 4.00134E-16  8.309E-10  1.646E-08  1.136E-08  7.920E-18  1.556E-17  1.00E-07
  3.750E-04 4.00134E-16  8.903E-10  1.646E-08  1.136E-08  8.486E-18  1.667E-17  1.00E-07
  4.000E-04 4.00134E-16  9.496E-10  1.646E-08  1.136E-08  9.052E-18  1.778E-17  1.00E-07
  4.250E-04 4.00134E-16  1.009E-09  1.646E-08  1.136E-08  9.617E-18  1.890E-17  1.00E-07
  4.500E-04 4.00134E-16  1.068E-09  1.646E-08  1.136E-08  1.018E-17  2.001E-17  1.00E-07
  4.750E-04 4.00134E-16  1.128E-09  1.646E-08  1.136E-08  1.075E-17  2.112E-17  1.00E-07
  5.000E-04 4.00134E-16  1.187E-09  1.646E-08  1.136E-08  1.131E-17  2.223E-17  1.00E-07
  5.250E-04 4.00134E-16  1.246E-09  1.646E-08  1.136E-08  1.188E-17  2.334E-17  1.00E-07
  5.500E-04 4.00134E-16  1.306E-09  1.646E-08  1.136E-08  1.245E-17  2.445E-17  1.00E-07
  5.750E-04 4.00134E-16  1.365E-09  1.646E-08  1.136E-08  1.301E-17  2.556E-17  1.00E-07
  6.000E-04 4.00134E-16  1.424E-09  1.646E-08  1.136E-08  1.358E-17  2.668E-17  1.00E-07
  6.250E-04 4.00134E-16  1.484E-09  1.646E-08  1.136E-08  1.414E-17  2.779E-17  1.00E-07
  6.500E-04 4.00134E-16  1.543E-09  1.646E-08  1.136E-08  1.471E-17  2.890E-17  1.00E-07
  6.750E-04 4.00134E-16  1.602E-09  1.646E-08  1.136E-08  1.527E-17  3.001E-17  1.00E-07
  7.000E-04 4.00134E-16  1.662E-09  1.646E-08  1.136E-08  1.584E-17  3.112E-17  1.00E-07
  7.250E-04 4.00134E-16  1.721E-09  1.646E-08  1.136E-08  1.641E-17  3.223E-17  1.00E-07
  7.500E-04 4.00134E-16  1.781E-09  1.646E-08  1.136E-08  1.697E-17  3.334E-17  1.00E-07
  7.750E-04 4.00134E-16  1.840E-09  1.646E-08  1.136E-08  1.754E-17  3.446E-17  1.00E-07
  8.000E-04 4.00134E-16  1.899E-09  1.646E-08  1.136E-08  1.810E-17  3.557E-17  1.00E-07
  8.250E-04 4.00134E-16  1.959E-09  1.646E-08  1.136E-08  1.867E-17  3.668E-17  1.00E-07
  8.500E-04 4.00134E-16  2.018E-09  1.646E-08  1.136E-08  1.923E-17  3.779E-17  1.00E-07
  8.750E-04 4.00134E-16  2.077E-09  1.646E-08  1.136E-08  1.980E-17  3.890E-17  1.00E-07
  9.000E-04 4.00134E-16  2.137E-09  1.646E-08  1.136E-08  2.037E-17  4.001E-17  1.00E-07
  9.250E-04 4.00134E-16  2.196E-09  1.646E-08  1.136E-08  2.093E-17  4.113E-17  1.00E-07
  9.500E-04 4.00134E-16  2.255E-09  1.646E-08  1.136E-08  2.150E-17  4.224E-17  1.00E-07
  9.750E-04 4.00134E-16  2.315E-09  1.646E-08  1.136E-08  2.206E-17  4.335E-17  1.00E-07
  1.000E-03 4.00134E-16  2.374E-09  1.646E-08  1.136E-08  2.263E-17  4.446E-17  1.00E-07
  1.250E-03 4.00134E-16  2.968E-09  1.646E-08  1.136E-08  2.829E-17  5.557E-17  1.00E-07
  1.500E-03 4.00134E-16  3.561E-09  1.646E-08  1.136E-08  3.394E-17  6.669E-17  1.00E-07
  1.750E-03 4.00134E-16  4.155E-09  1.646E-08  1.136E-08  3.960E-17  7.780E-17  1.00E-07
  2.000E-03 4.00134E-16  4.748E-09  1.646E-08  1.136E-08  4.526E-17  8.892E-17  1.00E-07
  2.250E-03 4.00134E-16  5.342E-09  1.646E-08  1.136E-08  5.092E-17  1.000E-16  1.00E-07
  2.500E-03 4.00134E-16  5.935E-09  1.646E-08  1.136E-08  5.657E-17  1.111E-16  1.00E-07
  2.750E-03 4.00134E-16  6.529E-09  1.646E-08  1.136E-08  6.223E-17  1.223E-16  1.00E-07
  3.000E-03 4.00134E-16  7.122E-09  1.646E-08  1.136E-08  6.789E-17  1.334E-16  1.00E-07
  3.250E-03 4.00134E-16  7.716E-09  1.646E-08  1.136E-08  7.355E-17  1.445E-16  1.00E-07
  3.500E-03 4.00134E-16  8.309E-09  1.646E-08  1.136E-08  7.920E-17  1.556E-16  1.00E-07
  3.750E-03 4.00134E-16  8.903E-09  1.646E-08  1.136E-08  8.486E-17  1.667E-16  1.00E-07
  4.000E-03 4.00134E-16  9.496E-09  1.646E-08  1.136E-08  9.052E-17  1.778E-16  1.00E-07
  4.250E-03 4.00134E-16  1.009E-08  1.646E-08  1.136E-08  9.617E-17  1.890E-16  1.00E-07
  4.500E-03 4.00134E-16  1.068E-08  1.646E-08  1.136E-08  1.018E-16  2.001E-16  1.00E-07
  4.750E-03 4.00134E-16  1.128E-08  1.646E-08  1.136E-08  1.075E-16  2.112E-16  1.00E-07
  5.000E-03 4.00134E-16  1.187E-08  1.646E-08  1.136E-08  1.131E-16  2.223E-16  1.00E-07
  5.250E-03 4.00134E-16  1.246E-08  1.646E-08  1.136E-08  1.188E-16  2.334E-16  1.00E-07
  5.500E-03 4.00134E-16  1.306E-08  1.646E-08  1.136E-08  1.245E-16  2.445E-16  1.00E-07
  5.750E-03 4.00134E-16  1.365E-08  1.646E-08  1.136E-08  1.301E-16  2.556E-16  1.00E-07
  6.000E-03 4.00133E-16  1.424E-08  1.646E-08  1.136E-08  1.358E-16  2.668E-16  1.00E-07
  6.250E-03 4.00133E-16  1.484E-08  1.646E-08  1.136E-08  1.414E-16  2.779E-16  1.00E-07
  6.500E-03 4.00133E-16  1.543E-08  1.646E-08  1.136E-08  1.471E-16  2.890E-16  1.00E-07
  6.750E-03 4.00133E-16  1.602E-08  1.646E-08  1.136E-08  1.527E-16  3.001E-16  1.00E-07
  7.000E-03 4.00133E-16  1.662E-08  1.646E-08  1.136E-08  1.584E-16  3.112E-16  1.00E-07
  7.250E-03 4.00133E-16  1.721E-08  1.646E-08  1.136E-08  1.641E-16  3.223E-16  1.00E-07
  7.500E-03 4.00133E-16  1.781E-08  1.646E-08  1.136E-08  1.697E-16  3.334E-16  1.00E-07
  7.750E-03 4.00133E-16  1.840E-08  1.646E-08  1.136E-08  1.754E-16  3.446E-16  1.00E-07
  8.000E-03 4.00133E-16  1.899E-08  1.646E-08  1.136E-08  1.810E-16  3.557E-16  1.00E-07
  8.250E-03 4.00133E-16  1.959E-08  1.646E-08  1.136E-08  1.867E-16  3.668E-16  1.00E-07
  8.500E-03 4.00133E-16  2.018E-08  1.646E-08  1.136E-08  1.923E-16  3.779E-16  1.00E-07
  8.750E-03 4.00133E-16  2.077E-08  1.646E-08  1.136E-08  1.980E-16  3.890E-16  1.00E-07
  9.000E-03 4.00133E-16  2.137E-08  1.646E-08  1.136E-08  2.037E-16  4.001E-16  1.00E-07
  9.250E-03 4.00133E-16  2.196E-08  1.646E-08  1.136E-08  2.093E-16  4.113E-16  1.00E-07
  9.500E-03 4.00133E-16  2.255E-08  1.646E-08  1.136E-08  2.150E-16  4.224E-16  1.00E-07
  9.750E-03 4.00133E-16  2.315E-08  1.646E-08  1.136E-08  2.206E-16  4.335E-16  1.00E-07
  1.000E-02 4.00133E-16  2.374E-08  1.646E-08  1.136E-08  2.263E-16  4.446E-16  1.00E-07
  1.250E-02 4.00133E-16  2.968E-08  1.646E-08  1.136E-08  2.829E-16  5.557E-16  1.00E-07
  1.500E-02 4.00133E-16  3.561E-08  1.646E-08  1.136E-08  3.394E-16  6.669E-16  1.00E-07
  1.750E-02 4.00133E-16  4.155E-08  1.646E-08  1.136E-08  3.960E-16  7.780E-16  1.00E-07
  2.000E-02 4.00133E-16  4.748E-08  1.646E-08  1.136E-08  4.526E-16  8.892E-16  1.00E-07
  2.250E-02 4.00133E-16  5.342E-08  1.646E-08  1.136E-08  5.092E-16  1.000E-15  1.00E-07
