

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.86000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -4.97897310E-01      0.00000000E+00
       1      1.39235740E+00      1.39347474E+00
       2      7.54002777E-01      7.54265857E-01
       3      4.27878824E-01      4.27990098E-01
       4      2.45796454E-01      2.45853261E-01
       5      1.42354966E-01      1.42385897E-01
       6      8.31378868E-02      8.31552679E-02
       7      4.89389371E-02      4.89489003E-02
       8      2.90107645E-02      2.90165560E-02
       9      1.73031156E-02      1.73065174E-02
      10      1.03756108E-02      1.03776253E-02
      11      6.25100146E-03      6.25220234E-03
      12      3.78183285E-03      3.78255273E-03
      13      2.29655744E-03      2.29699106E-03
      14      1.39928140E-03      1.39954370E-03
      15      8.55134074E-04      8.55293342E-04
      16      5.23995095E-04      5.24092127E-04
      17      3.21853230E-04      3.21912524E-04
      18      1.98111607E-04      1.98147938E-04
      19      1.22173326E-04      1.22195641E-04
      20      7.54673651E-05      7.54811000E-05
      21      4.66840729E-05      4.66925428E-05
      22      2.89150382E-05      2.89202700E-05
      23      1.79287876E-05      1.79320240E-05
      24      1.11271605E-05      1.11291650E-05
      25      6.91138822E-06      6.91263114E-06
      26      4.29577479E-06      4.29654619E-06
      27      2.67157166E-06      2.67205081E-06
      28      1.66226628E-06      1.66256410E-06
      29      1.03468258E-06      1.03486779E-06
      30      6.44251163E-07      6.44366413E-07
      31      4.01252469E-07      4.01324210E-07
      32      2.49960317E-07      2.50004987E-07
      33      1.55737999E-07      1.55765818E-07
      34      9.70444746E-08      9.70618078E-08
      35      6.04762421E-08      6.04870440E-08
      36      3.76896917E-08      3.76964198E-08
      37      2.34894478E-08      2.34936493E-08
      38      1.46395631E-08      1.46421742E-08
      39      9.12388136E-09      9.12550311E-09
      40      5.68612744E-09      5.68713613E-09
      41      3.54349000E-09      3.54411692E-09
      42      2.20813607E-09      2.20853327E-09
      43      1.37594319E-09      1.37618874E-09
      44      8.57281803E-10      8.57431781E-10
      45      5.34039404E-10      5.34131484E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 4.21517E-16  0.000E+00  1.743E-08  1.086E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 4.21517E-16  2.257E-10  1.743E-08  1.086E-08  4.392E-18  5.467E-18  1.00E-07
  1.250E-04 4.21517E-16  2.822E-10  1.743E-08  1.086E-08  5.490E-18  6.833E-18  1.00E-07
  1.500E-04 4.21517E-16  3.386E-10  1.743E-08  1.086E-08  6.588E-18  8.200E-18  1.00E-07
  1.750E-04 4.21517E-16  3.950E-10  1.743E-08  1.086E-08  7.686E-18  9.567E-18  1.00E-07
  2.000E-04 4.21517E-16  4.514E-10  1.743E-08  1.086E-08  8.783E-18  1.093E-17  1.00E-07
  2.250E-04 4.21517E-16  5.079E-10  1.743E-08  1.086E-08  9.881E-18  1.230E-17  1.00E-07
  2.500E-04 4.21517E-16  5.643E-10  1.743E-08  1.086E-08  1.098E-17  1.367E-17  1.00E-07
  2.750E-04 4.21517E-16  6.207E-10  1.743E-08  1.086E-08  1.208E-17  1.503E-17  1.00E-07
  3.000E-04 4.21517E-16  6.772E-10  1.743E-08  1.086E-08  1.318E-17  1.640E-17  1.00E-07
  3.250E-04 4.21517E-16  7.336E-10  1.743E-08  1.086E-08  1.427E-17  1.777E-17  1.00E-07
  3.500E-04 4.21517E-16  7.900E-10  1.743E-08  1.086E-08  1.537E-17  1.913E-17  1.00E-07
  3.750E-04 4.21517E-16  8.465E-10  1.743E-08  1.086E-08  1.647E-17  2.050E-17  1.00E-07
  4.000E-04 4.21517E-16  9.029E-10  1.743E-08  1.086E-08  1.757E-17  2.187E-17  1.00E-07
  4.250E-04 4.21517E-16  9.593E-10  1.743E-08  1.086E-08  1.866E-17  2.323E-17  1.00E-07
  4.500E-04 4.21517E-16  1.016E-09  1.743E-08  1.086E-08  1.976E-17  2.460E-17  1.00E-07
  4.750E-04 4.21517E-16  1.072E-09  1.743E-08  1.086E-08  2.086E-17  2.597E-17  1.00E-07
  5.000E-04 4.21517E-16  1.129E-09  1.743E-08  1.086E-08  2.196E-17  2.733E-17  1.00E-07
  5.250E-04 4.21517E-16  1.185E-09  1.743E-08  1.086E-08  2.306E-17  2.870E-17  1.00E-07
  5.500E-04 4.21517E-16  1.241E-09  1.743E-08  1.086E-08  2.415E-17  3.007E-17  1.00E-07
  5.750E-04 4.21517E-16  1.298E-09  1.743E-08  1.086E-08  2.525E-17  3.143E-17  1.00E-07
  6.000E-04 4.21517E-16  1.354E-09  1.743E-08  1.086E-08  2.635E-17  3.280E-17  1.00E-07
  6.250E-04 4.21517E-16  1.411E-09  1.743E-08  1.086E-08  2.745E-17  3.417E-17  1.00E-07
  6.500E-04 4.21517E-16  1.467E-09  1.743E-08  1.086E-08  2.855E-17  3.553E-17  1.00E-07
  6.750E-04 4.21517E-16  1.524E-09  1.743E-08  1.086E-08  2.964E-17  3.690E-17  1.00E-07
  7.000E-04 4.21517E-16  1.580E-09  1.743E-08  1.086E-08  3.074E-17  3.827E-17  1.00E-07
  7.250E-04 4.21517E-16  1.636E-09  1.743E-08  1.086E-08  3.184E-17  3.963E-17  1.00E-07
  7.500E-04 4.21517E-16  1.693E-09  1.743E-08  1.086E-08  3.294E-17  4.100E-17  1.00E-07
  7.750E-04 4.21517E-16  1.749E-09  1.743E-08  1.086E-08  3.404E-17  4.237E-17  1.00E-07
  8.000E-04 4.21517E-16  1.806E-09  1.743E-08  1.086E-08  3.513E-17  4.373E-17  1.00E-07
  8.250E-04 4.21517E-16  1.862E-09  1.743E-08  1.086E-08  3.623E-17  4.510E-17  1.00E-07
  8.500E-04 4.21517E-16  1.919E-09  1.743E-08  1.086E-08  3.733E-17  4.647E-17  1.00E-07
  8.750E-04 4.21517E-16  1.975E-09  1.743E-08  1.086E-08  3.843E-17  4.783E-17  1.00E-07
  9.000E-04 4.21517E-16  2.031E-09  1.743E-08  1.086E-08  3.953E-17  4.920E-17  1.00E-07
  9.250E-04 4.21517E-16  2.088E-09  1.743E-08  1.086E-08  4.062E-17  5.057E-17  1.00E-07
  9.500E-04 4.21517E-16  2.144E-09  1.743E-08  1.086E-08  4.172E-17  5.193E-17  1.00E-07
  9.750E-04 4.21517E-16  2.201E-09  1.743E-08  1.086E-08  4.282E-17  5.330E-17  1.00E-07
  1.000E-03 4.21517E-16  2.257E-09  1.743E-08  1.086E-08  4.392E-17  5.467E-17  1.00E-07
  1.250E-03 4.21517E-16  2.822E-09  1.743E-08  1.086E-08  5.490E-17  6.833E-17  1.00E-07
  1.500E-03 4.21517E-16  3.386E-09  1.743E-08  1.086E-08  6.588E-17  8.200E-17  1.00E-07
  1.750E-03 4.21517E-16  3.950E-09  1.743E-08  1.086E-08  7.686E-17  9.567E-17  1.00E-07
  2.000E-03 4.21517E-16  4.514E-09  1.743E-08  1.086E-08  8.783E-17  1.093E-16  1.00E-07
  2.250E-03 4.21517E-16  5.079E-09  1.743E-08  1.086E-08  9.881E-17  1.230E-16  1.00E-07
  2.500E-03 4.21517E-16  5.643E-09  1.743E-08  1.086E-08  1.098E-16  1.367E-16  1.00E-07
  2.750E-03 4.21517E-16  6.207E-09  1.743E-08  1.086E-08  1.208E-16  1.503E-16  1.00E-07
  3.000E-03 4.21517E-16  6.772E-09  1.743E-08  1.086E-08  1.318E-16  1.640E-16  1.00E-07
  3.250E-03 4.21517E-16  7.336E-09  1.743E-08  1.086E-08  1.427E-16  1.777E-16  1.00E-07
  3.500E-03 4.21517E-16  7.900E-09  1.743E-08  1.086E-08  1.537E-16  1.913E-16  1.00E-07
  3.750E-03 4.21517E-16  8.465E-09  1.743E-08  1.086E-08  1.647E-16  2.050E-16  1.00E-07
  4.000E-03 4.21517E-16  9.029E-09  1.743E-08  1.086E-08  1.757E-16  2.187E-16  1.00E-07
  4.250E-03 4.21517E-16  9.593E-09  1.743E-08  1.086E-08  1.866E-16  2.323E-16  1.00E-07
  4.500E-03 4.21517E-16  1.016E-08  1.743E-08  1.086E-08  1.976E-16  2.460E-16  1.00E-07
  4.750E-03 4.21517E-16  1.072E-08  1.743E-08  1.086E-08  2.086E-16  2.597E-16  1.00E-07
  5.000E-03 4.21517E-16  1.129E-08  1.743E-08  1.086E-08  2.196E-16  2.733E-16  1.00E-07
  5.250E-03 4.21517E-16  1.185E-08  1.743E-08  1.086E-08  2.306E-16  2.870E-16  1.00E-07
  5.500E-03 4.21517E-16  1.241E-08  1.743E-08  1.086E-08  2.415E-16  3.007E-16  1.00E-07
  5.750E-03 4.21517E-16  1.298E-08  1.743E-08  1.086E-08  2.525E-16  3.143E-16  1.00E-07
  6.000E-03 4.21517E-16  1.354E-08  1.743E-08  1.086E-08  2.635E-16  3.280E-16  1.00E-07
  6.250E-03 4.21517E-16  1.411E-08  1.743E-08  1.086E-08  2.745E-16  3.417E-16  1.00E-07
  6.500E-03 4.21517E-16  1.467E-08  1.743E-08  1.086E-08  2.855E-16  3.553E-16  1.00E-07
  6.750E-03 4.21517E-16  1.524E-08  1.743E-08  1.086E-08  2.964E-16  3.690E-16  1.00E-07
  7.000E-03 4.21517E-16  1.580E-08  1.743E-08  1.086E-08  3.074E-16  3.827E-16  1.00E-07
  7.250E-03 4.21517E-16  1.636E-08  1.743E-08  1.086E-08  3.184E-16  3.963E-16  1.00E-07
  7.500E-03 4.21517E-16  1.693E-08  1.743E-08  1.086E-08  3.294E-16  4.100E-16  1.00E-07
  7.750E-03 4.21517E-16  1.749E-08  1.743E-08  1.086E-08  3.404E-16  4.237E-16  1.00E-07
  8.000E-03 4.21517E-16  1.806E-08  1.743E-08  1.086E-08  3.513E-16  4.373E-16  1.00E-07
  8.250E-03 4.21517E-16  1.862E-08  1.743E-08  1.086E-08  3.623E-16  4.510E-16  1.00E-07
  8.500E-03 4.21517E-16  1.919E-08  1.743E-08  1.086E-08  3.733E-16  4.647E-16  1.00E-07
  8.750E-03 4.21517E-16  1.975E-08  1.743E-08  1.086E-08  3.843E-16  4.783E-16  1.00E-07
  9.000E-03 4.21517E-16  2.031E-08  1.743E-08  1.086E-08  3.953E-16  4.920E-16  1.00E-07
  9.250E-03 4.21517E-16  2.088E-08  1.743E-08  1.086E-08  4.062E-16  5.057E-16  1.00E-07
  9.500E-03 4.21517E-16  2.144E-08  1.743E-08  1.086E-08  4.172E-16  5.193E-16  1.00E-07
  9.750E-03 4.21517E-16  2.201E-08  1.743E-08  1.086E-08  4.282E-16  5.330E-16  1.00E-07
  1.000E-02 4.21517E-16  2.257E-08  1.743E-08  1.086E-08  4.392E-16  5.467E-16  1.00E-07
  1.250E-02 4.21517E-16  2.822E-08  1.743E-08  1.086E-08  5.490E-16  6.833E-16  1.00E-07
  1.500E-02 4.21517E-16  3.386E-08  1.743E-08  1.086E-08  6.588E-16  8.200E-16  1.00E-07
  1.750E-02 4.21517E-16  3.950E-08  1.743E-08  1.086E-08  7.686E-16  9.567E-16  1.00E-07
  2.000E-02 4.21516E-16  4.514E-08  1.743E-08  1.086E-08  8.783E-16  1.093E-15  1.00E-07
  2.250E-02 4.21516E-16  5.079E-08  1.743E-08  1.086E-08  9.881E-16  1.230E-15  1.00E-07
  2.500E-02 4.21516E-16  5.643E-08  1.743E-08  1.086E-08  1.098E-15  1.367E-15  1.00E-07
  2.750E-02 4.21516E-16  6.207E-08  1.743E-08  1.086E-08  1.208E-15  1.503E-15  1.00E-07
  3.000E-02 4.21516E-16  6.772E-08  1.743E-08  1.086E-08  1.318E-15  1.640E-15  1.00E-07
  3.250E-02 4.21515E-16  7.336E-08  1.743E-08  1.086E-08  1.427E-15  1.777E-15  1.00E-07
  3.500E-02 4.21515E-16  7.900E-08  1.743E-08  1.086E-08  1.537E-15  1.913E-15  1.00E-07
  3.750E-02 4.21515E-16  8.465E-08  1.743E-08  1.086E-08  1.647E-15  2.050E-15  1.00E-07
  4.000E-02 4.21515E-16  9.029E-08  1.742E-08  1.086E-08  1.757E-15  2.187E-15  1.00E-07
  4.250E-02 4.21514E-16  9.593E-08  1.742E-08  1.086E-08  1.866E-15  2.323E-15  1.00E-07
  4.500E-02 4.21514E-16  1.016E-07  1.742E-08  1.086E-08  1.976E-15  2.460E-15  1.00E-07
  4.750E-02 4.21513E-16  1.072E-07  1.742E-08  1.086E-08  2.086E-15  2.597E-15  1.00E-07
  5.000E-02 4.21513E-16  1.129E-07  1.742E-08  1.086E-08  2.196E-15  2.733E-15  1.00E-07
  5.250E-02 4.21513E-16  1.185E-07  1.742E-08  1.086E-08  2.306E-15  2.870E-15  1.00E-07
  5.500E-02 4.21512E-16  1.241E-07  1.742E-08  1.086E-08  2.415E-15  3.007E-15  1.00E-07
  5.750E-02 4.21512E-16  1.298E-07  1.742E-08  1.086E-08  2.525E-15  3.143E-15  1.00E-07
  6.000E-02 4.21511E-16  1.354E-07  1.742E-08  1.086E-08  2.635E-15  3.280E-15  1.00E-07
  6.250E-02 4.21511E-16  1.411E-07  1.742E-08  1.086E-08  2.745E-15  3.417E-15  1.00E-07
  6.500E-02 4.21510E-16  1.467E-07  1.742E-08  1.086E-08  2.855E-15  3.553E-15  1.00E-07
  6.750E-02 4.21510E-16  1.524E-07  1.742E-08  1.086E-08  2.964E-15  3.690E-15  1.00E-07
  7.000E-02 4.21509E-16  1.580E-07  1.742E-08  1.086E-08  3.074E-15  3.827E-15  1.00E-07
  7.250E-02 4.21509E-16  1.636E-07  1.742E-08  1.086E-08  3.184E-15  3.963E-15  1.00E-07
  7.500E-02 4.21508E-16  1.693E-07  1.742E-08  1.086E-08  3.294E-15  4.100E-15  1.00E-07
  7.750E-02 4.21507E-16  1.749E-07  1.742E-08  1.086E-08  3.404E-15  4.237E-15  1.00E-07
  8.000E-02 4.21507E-16  1.806E-07  1.742E-08  1.086E-08  3.513E-15  4.373E-15  1.00E-07
  8.250E-02 4.21506E-16  1.862E-07  1.742E-08  1.086E-08  3.623E-15  4.510E-15  1.00E-07
