

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.02000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.01627153E-01      0.00000000E+00
       1      1.53781447E+00      1.53884594E+00
       2      7.08612607E-01      7.08801739E-01
       3      3.30436801E-01      3.30501074E-01
       4      1.56978151E-01      1.57004951E-01
       5      7.61406328E-02      7.61527922E-02
       6      3.75680244E-02      3.75737931E-02
       7      1.87819985E-02      1.87848094E-02
       8      9.48710071E-03      9.48849448E-03
       9      4.83199914E-03      4.83269891E-03
      10      2.47803079E-03      2.47838549E-03
      11      1.27823151E-03      1.27841268E-03
      12      6.62617730E-04      6.62710864E-04
      13      3.44947730E-04      3.44995869E-04
      14      1.80221860E-04      1.80246857E-04
      15      9.44464391E-05      9.44594715E-05
      16      4.96222109E-05      4.96290284E-05
      17      2.61272281E-05      2.61308047E-05
      18      1.37808308E-05      1.37827116E-05
      19      7.27917797E-06      7.28016902E-06
      20      3.84940932E-06      3.84993237E-06
      21      2.03755081E-06      2.03782724E-06
      22      1.07929217E-06      1.07943841E-06
      23      5.72022718E-07      5.72100153E-07
      24      3.03298672E-07      3.03339701E-07
      25      1.60864603E-07      1.60886354E-07
      26      8.53378735E-08      8.53494116E-08
      27      4.52772080E-08      4.52833273E-08
      28      2.40240285E-08      2.40272779E-08
      29      1.27473426E-08      1.27490623E-08
      30      6.76365784E-09      6.76456887E-09
      31      3.58848583E-09      3.58897343E-09
      32      1.90367514E-09      1.90393324E-09
      33      1.00979653E-09      1.00993325E-09
      34      5.35586410E-10      5.35659478E-10
      35      2.84020327E-10      2.84060154E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.80220E-16  0.000E+00  1.543E-08  1.193E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.80220E-16  2.435E-10  1.543E-08  1.193E-08  4.305E-19  3.333E-18  1.00E-07
  1.250E-04 3.80220E-16  3.043E-10  1.543E-08  1.193E-08  5.382E-19  4.167E-18  1.00E-07
  1.500E-04 3.80220E-16  3.652E-10  1.543E-08  1.193E-08  6.458E-19  5.000E-18  1.00E-07
  1.750E-04 3.80220E-16  4.261E-10  1.543E-08  1.193E-08  7.535E-19  5.834E-18  1.00E-07
  2.000E-04 3.80220E-16  4.870E-10  1.543E-08  1.193E-08  8.611E-19  6.667E-18  1.00E-07
  2.250E-04 3.80220E-16  5.478E-10  1.543E-08  1.193E-08  9.687E-19  7.500E-18  1.00E-07
  2.500E-04 3.80220E-16  6.087E-10  1.543E-08  1.193E-08  1.076E-18  8.334E-18  1.00E-07
  2.750E-04 3.80220E-16  6.696E-10  1.543E-08  1.193E-08  1.184E-18  9.167E-18  1.00E-07
  3.000E-04 3.80220E-16  7.304E-10  1.543E-08  1.193E-08  1.292E-18  1.000E-17  1.00E-07
  3.250E-04 3.80220E-16  7.913E-10  1.543E-08  1.193E-08  1.399E-18  1.083E-17  1.00E-07
  3.500E-04 3.80220E-16  8.522E-10  1.543E-08  1.193E-08  1.507E-18  1.167E-17  1.00E-07
  3.750E-04 3.80220E-16  9.130E-10  1.543E-08  1.193E-08  1.615E-18  1.250E-17  1.00E-07
  4.000E-04 3.80220E-16  9.739E-10  1.543E-08  1.193E-08  1.722E-18  1.333E-17  1.00E-07
  4.250E-04 3.80220E-16  1.035E-09  1.543E-08  1.193E-08  1.830E-18  1.417E-17  1.00E-07
  4.500E-04 3.80220E-16  1.096E-09  1.543E-08  1.193E-08  1.937E-18  1.500E-17  1.00E-07
  4.750E-04 3.80220E-16  1.157E-09  1.543E-08  1.193E-08  2.045E-18  1.583E-17  1.00E-07
