 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   1,   projectile: electron
 #  Kinetic energy = 1.20000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.77438E-09  1.19619E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  5.77438E-09  1.19619E-09  1.27586E-18  2.23202E-19
  1.250E-04  1.18994E-12  5.77438E-09  1.19619E-09  1.59483E-18  2.79003E-19
  1.500E-04  1.71346E-12  5.77438E-09  1.19619E-09  1.91379E-18  3.34803E-19
  1.750E-04  2.33225E-12  5.77438E-09  1.19619E-09  2.23276E-18  3.90604E-19
  2.000E-04  3.04617E-12  5.77438E-09  1.19619E-09  2.55172E-18  4.46404E-19
  2.250E-04  3.85530E-12  5.77438E-09  1.19619E-09  2.87069E-18  5.02205E-19
  2.500E-04  4.75964E-12  5.77438E-09  1.19619E-09  3.18965E-18  5.58005E-19
  2.750E-04  5.75917E-12  5.77438E-09  1.19619E-09  3.50862E-18  6.13806E-19
  3.000E-04  6.85391E-12  5.77438E-09  1.19619E-09  3.82758E-18  6.69606E-19
  3.250E-04  8.04379E-12  5.77438E-09  1.19619E-09  4.14655E-18  7.25407E-19
  3.500E-04  9.32893E-12  5.77438E-09  1.19619E-09  4.46551E-18  7.81208E-19
  3.750E-04  1.07092E-11  5.77438E-09  1.19619E-09  4.78448E-18  8.37008E-19
  4.000E-04  1.21847E-11  5.77438E-09  1.19619E-09  5.10345E-18  8.92809E-19
  4.250E-04  1.37554E-11  5.77438E-09  1.19619E-09  5.42241E-18  9.48609E-19
  4.500E-04  1.54213E-11  5.77438E-09  1.19619E-09  5.74138E-18  1.00441E-18
  4.750E-04  1.71823E-11  5.77438E-09  1.19619E-09  6.06034E-18  1.06021E-18
  5.000E-04  1.90386E-11  5.77438E-09  1.19619E-09  6.37931E-18  1.11601E-18
  5.250E-04  2.09900E-11  5.77438E-09  1.19619E-09  6.69827E-18  1.17181E-18
  5.500E-04  2.30367E-11  5.77438E-09  1.19619E-09  7.01724E-18  1.22761E-18
  5.750E-04  2.51785E-11  5.77438E-09  1.19619E-09  7.33620E-18  1.28341E-18
  6.000E-04  2.74156E-11  5.77438E-09  1.19619E-09  7.65517E-18  1.33921E-18
  6.250E-04  2.97478E-11  5.77438E-09  1.19619E-09  7.97413E-18  1.39501E-18
  6.500E-04  3.21752E-11  5.77438E-09  1.19619E-09  8.29310E-18  1.45081E-18
  6.750E-04  3.46979E-11  5.77438E-09  1.19619E-09  8.61206E-18  1.50661E-18
  7.000E-04  3.73157E-11  5.77438E-09  1.19619E-09  8.93103E-18  1.56242E-18
  7.250E-04  4.00286E-11  5.77438E-09  1.19619E-09  9.25000E-18  1.61822E-18
  7.500E-04  4.28368E-11  5.77438E-09  1.19619E-09  9.56896E-18  1.67402E-18
  7.750E-04  4.57402E-11  5.77438E-09  1.19619E-09  9.88793E-18  1.72982E-18
  8.000E-04  4.87388E-11  5.77438E-09  1.19619E-09  1.02069E-17  1.78562E-18
  8.250E-04  5.18325E-11  5.77438E-09  1.19619E-09  1.05259E-17  1.84142E-18
  8.500E-04  5.50215E-11  5.77438E-09  1.19619E-09  1.08448E-17  1.89722E-18
  8.750E-04  5.83057E-11  5.77438E-09  1.19619E-09  1.11638E-17  1.95302E-18
  9.000E-04  6.16850E-11  5.77438E-09  1.19619E-09  1.14828E-17  2.00882E-18
  9.250E-04  6.51595E-11  5.77438E-09  1.19619E-09  1.18017E-17  2.06462E-18
  9.500E-04  6.87293E-11  5.77438E-09  1.19619E-09  1.21207E-17  2.12042E-18
  9.750E-04  7.23943E-11  5.77438E-09  1.19619E-09  1.24396E-17  2.17622E-18
  1.000E-03  7.61544E-11  5.77438E-09  1.19619E-09  1.27586E-17  2.23202E-18
  1.250E-03  1.18991E-10  5.77438E-09  1.19619E-09  1.59483E-17  2.79003E-18
  1.500E-03  1.71347E-10  5.77438E-09  1.19619E-09  1.91379E-17  3.34803E-18
  1.750E-03  2.33223E-10  5.77438E-09  1.19619E-09  2.23276E-17  3.90604E-18
  2.000E-03  3.04617E-10  5.77438E-09  1.19619E-09  2.55172E-17  4.46404E-18
  2.250E-03  3.85531E-10  5.77438E-09  1.19619E-09  2.87069E-17  5.02205E-18
  2.500E-03  4.75965E-10  5.77438E-09  1.19619E-09  3.18965E-17  5.58005E-18
  2.750E-03  5.75917E-10  5.77438E-09  1.19619E-09  3.50862E-17  6.13806E-18
  3.000E-03  6.85389E-10  5.77438E-09  1.19619E-09  3.82758E-17  6.69606E-18
  3.250E-03  8.04380E-10  5.77438E-09  1.19619E-09  4.14655E-17  7.25407E-18
  3.500E-03  9.32891E-10  5.77438E-09  1.19619E-09  4.46551E-17  7.81208E-18
  3.750E-03  1.07092E-09  5.77438E-09  1.19619E-09  4.78448E-17  8.37008E-18
  4.000E-03  1.21847E-09  5.77438E-09  1.19619E-09  5.10345E-17  8.92809E-18
  4.250E-03  1.37554E-09  5.77438E-09  1.19619E-09  5.42241E-17  9.48609E-18
  4.500E-03  1.54213E-09  5.77438E-09  1.19619E-09  5.74138E-17  1.00441E-17
  4.750E-03  1.71823E-09  5.77438E-09  1.19619E-09  6.06034E-17  1.06021E-17
  5.000E-03  1.90386E-09  5.77438E-09  1.19619E-09  6.37931E-17  1.11601E-17
  5.250E-03  2.09900E-09  5.77438E-09  1.19619E-09  6.69827E-17  1.17181E-17
  5.500E-03  2.30367E-09  5.77438E-09  1.19619E-09  7.01724E-17  1.22761E-17
  5.750E-03  2.51785E-09  5.77438E-09  1.19619E-09  7.33620E-17  1.28341E-17
  6.000E-03  2.74156E-09  5.77438E-09  1.19619E-09  7.65517E-17  1.33921E-17
  6.250E-03  2.97478E-09  5.77438E-09  1.19619E-09  7.97413E-17  1.39501E-17
  6.500E-03  3.21752E-09  5.77438E-09  1.19619E-09  8.29310E-17  1.45081E-17
  6.750E-03  3.46978E-09  5.77438E-09  1.19619E-09  8.61206E-17  1.50661E-17
  7.000E-03  3.73156E-09  5.77438E-09  1.19619E-09  8.93103E-17  1.56242E-17
  7.250E-03  4.00286E-09  5.77438E-09  1.19619E-09  9.24999E-17  1.61822E-17
  7.500E-03  4.28368E-09  5.77438E-09  1.19619E-09  9.56896E-17  1.67402E-17
  7.750E-03  4.57402E-09  5.77438E-09  1.19619E-09  9.88793E-17  1.72982E-17
  8.000E-03  4.87388E-09  5.77438E-09  1.19619E-09  1.02069E-16  1.78562E-17
  8.250E-03  5.18326E-09  5.77438E-09  1.19619E-09  1.05259E-16  1.84142E-17
  8.500E-03  5.50215E-09  5.77438E-09  1.19619E-09  1.08448E-16  1.89722E-17
  8.750E-03  5.83057E-09  5.77438E-09  1.19619E-09  1.11638E-16  1.95302E-17
  9.000E-03  6.16850E-09  5.77438E-09  1.19619E-09  1.14828E-16  2.00882E-17
