

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.20000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.99776636E-01      0.00000000E+00
       1      2.69321575E-01      2.69389334E-01
       2      1.34052727E-01      1.34078027E-01
       3      6.90446970E-02      6.90565377E-02
       4      3.61172848E-02      3.61232295E-02
       5      1.90400261E-02      1.90431002E-02
       6      1.00759655E-02      1.00775777E-02
       7      5.34117522E-03      5.34202649E-03
       8      2.83262456E-03      2.83307549E-03
       9      1.50191465E-03      1.50215381E-03
      10      7.95870534E-04      7.95997394E-04
      11      4.21402190E-04      4.21469454E-04
      12      2.22931326E-04      2.22966965E-04
      13      1.17829762E-04      1.17848628E-04
      14      6.22233356E-05      6.22333141E-05
      15      3.28306104E-05      3.28358833E-05
      16      1.73080870E-05      1.73108708E-05
      17      9.11763850E-06      9.11910695E-06
      18      4.79952115E-06      4.80029513E-06
      19      2.52472618E-06      2.52513381E-06
      20      1.32723930E-06      1.32745383E-06
      21      6.97299733E-07      6.97412557E-07
      22      3.66134468E-07      3.66193769E-07
      23      1.92144105E-07      1.92175252E-07
      24      1.00784216E-07      1.00800567E-07
      25      5.28383187E-08      5.28469037E-08
      26      2.76890115E-08      2.76935107E-08
      27      1.45037454E-08      1.45061043E-08
      28      7.59410746E-09      7.59534566E-09
      29      3.97468565E-09      3.97533299E-09
      30      2.07950347E-09      2.07984528E-09
      31      1.08759204E-09      1.08777271E-09
      32      5.68646893E-10      5.68738991E-10
      33      2.97216961E-10      2.97264701E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.47744E-17  0.000E+00  5.774E-09  1.196E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.47744E-17 -1.365E-11  5.774E-09  1.196E-09  1.276E-18  2.232E-19  1.00E-07
  1.250E-04 3.47744E-17 -1.706E-11  5.774E-09  1.196E-09  1.595E-18  2.790E-19  1.00E-07
  1.500E-04 3.47744E-17 -2.047E-11  5.774E-09  1.196E-09  1.914E-18  3.348E-19  1.00E-07
  1.750E-04 3.47744E-17 -2.389E-11  5.774E-09  1.196E-09  2.233E-18  3.906E-19  1.00E-07
  2.000E-04 3.47744E-17 -2.730E-11  5.774E-09  1.196E-09  2.552E-18  4.464E-19  1.00E-07
  2.250E-04 3.47744E-17 -3.071E-11  5.774E-09  1.196E-09  2.871E-18  5.022E-19  1.00E-07
  2.500E-04 3.47744E-17 -3.412E-11  5.774E-09  1.196E-09  3.190E-18  5.580E-19  1.00E-07
  2.750E-04 3.47744E-17 -3.754E-11  5.774E-09  1.196E-09  3.509E-18  6.138E-19  1.00E-07
  3.000E-04 3.47744E-17 -4.095E-11  5.774E-09  1.196E-09  3.828E-18  6.696E-19  1.00E-07
  3.250E-04 3.47744E-17 -4.436E-11  5.774E-09  1.196E-09  4.147E-18  7.254E-19  1.00E-07
  3.500E-04 3.47744E-17 -4.777E-11  5.774E-09  1.196E-09  4.466E-18  7.812E-19  1.00E-07
  3.750E-04 3.47744E-17 -5.118E-11  5.774E-09  1.196E-09  4.784E-18  8.370E-19  1.00E-07
  4.000E-04 3.47744E-17 -5.460E-11  5.774E-09  1.196E-09  5.103E-18  8.928E-19  1.00E-07
