 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.24000E+02 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.23863E-08  9.27128E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.23863E-08  9.27128E-09  1.79451E-18  5.10277E-18
  1.250E-04  1.18994E-12  1.23863E-08  9.27128E-09  2.24314E-18  6.37847E-18
  1.500E-04  1.71346E-12  1.23863E-08  9.27128E-09  2.69177E-18  7.65416E-18
  1.750E-04  2.33225E-12  1.23863E-08  9.27128E-09  3.14039E-18  8.92985E-18
  2.000E-04  3.04617E-12  1.23863E-08  9.27128E-09  3.58902E-18  1.02055E-17
  2.250E-04  3.85530E-12  1.23863E-08  9.27128E-09  4.03765E-18  1.14812E-17
  2.500E-04  4.75964E-12  1.23863E-08  9.27128E-09  4.48628E-18  1.27569E-17
  2.750E-04  5.75917E-12  1.23863E-08  9.27128E-09  4.93490E-18  1.40326E-17
  3.000E-04  6.85391E-12  1.23863E-08  9.27128E-09  5.38353E-18  1.53083E-17
  3.250E-04  8.04379E-12  1.23863E-08  9.27128E-09  5.83216E-18  1.65840E-17
  3.500E-04  9.32893E-12  1.23863E-08  9.27128E-09  6.28079E-18  1.78597E-17
  3.750E-04  1.07092E-11  1.23863E-08  9.27128E-09  6.72942E-18  1.91354E-17
  4.000E-04  1.21847E-11  1.23863E-08  9.27128E-09  7.17804E-18  2.04111E-17
  4.250E-04  1.37554E-11  1.23863E-08  9.27128E-09  7.62667E-18  2.16868E-17
  4.500E-04  1.54213E-11  1.23863E-08  9.27128E-09  8.07530E-18  2.29625E-17
  4.750E-04  1.71823E-11  1.23863E-08  9.27128E-09  8.52393E-18  2.42382E-17
  5.000E-04  1.90386E-11  1.23863E-08  9.27128E-09  8.97255E-18  2.55139E-17
  5.250E-04  2.09900E-11  1.23863E-08  9.27128E-09  9.42118E-18  2.67896E-17
  5.500E-04  2.30367E-11  1.23863E-08  9.27128E-09  9.86981E-18  2.80652E-17
  5.750E-04  2.51785E-11  1.23863E-08  9.27128E-09  1.03184E-17  2.93409E-17
  6.000E-04  2.74156E-11  1.23863E-08  9.27128E-09  1.07671E-17  3.06166E-17
  6.250E-04  2.97478E-11  1.23863E-08  9.27128E-09  1.12157E-17  3.18923E-17
  6.500E-04  3.21752E-11  1.23863E-08  9.27128E-09  1.16643E-17  3.31680E-17
  6.750E-04  3.46979E-11  1.23863E-08  9.27128E-09  1.21129E-17  3.44437E-17
  7.000E-04  3.73157E-11  1.23863E-08  9.27128E-09  1.25616E-17  3.57194E-17
  7.250E-04  4.00286E-11  1.23863E-08  9.27128E-09  1.30102E-17  3.69951E-17
  7.500E-04  4.28368E-11  1.23863E-08  9.27128E-09  1.34588E-17  3.82708E-17
  7.750E-04  4.57402E-11  1.23863E-08  9.27128E-09  1.39075E-17  3.95465E-17
  8.000E-04  4.87388E-11  1.23863E-08  9.27128E-09  1.43561E-17  4.08222E-17
  8.250E-04  5.18325E-11  1.23863E-08  9.27128E-09  1.48047E-17  4.20979E-17
  8.500E-04  5.50215E-11  1.23863E-08  9.27128E-09  1.52533E-17  4.33736E-17
  8.750E-04  5.83057E-11  1.23863E-08  9.27128E-09  1.57020E-17  4.46493E-17
  9.000E-04  6.16850E-11  1.23863E-08  9.27128E-09  1.61506E-17  4.59250E-17
  9.250E-04  6.51595E-11  1.23863E-08  9.27128E-09  1.65992E-17  4.72006E-17
  9.500E-04  6.87293E-11  1.23863E-08  9.27128E-09  1.70479E-17  4.84763E-17
  9.750E-04  7.23943E-11  1.23863E-08  9.27128E-09  1.74965E-17  4.97520E-17
  1.000E-03  7.61544E-11  1.23863E-08  9.27128E-09  1.79451E-17  5.10277E-17
  1.250E-03  1.18991E-10  1.23863E-08  9.27128E-09  2.24314E-17  6.37847E-17
  1.500E-03  1.71347E-10  1.23863E-08  9.27128E-09  2.69177E-17  7.65416E-17
  1.750E-03  2.33223E-10  1.23863E-08  9.27128E-09  3.14039E-17  8.92985E-17
  2.000E-03  3.04617E-10  1.23863E-08  9.27128E-09  3.58902E-17  1.02055E-16
  2.250E-03  3.85531E-10  1.23863E-08  9.27128E-09  4.03765E-17  1.14812E-16
  2.500E-03  4.75965E-10  1.23863E-08  9.27128E-09  4.48628E-17  1.27569E-16
  2.750E-03  5.75917E-10  1.23863E-08  9.27128E-09  4.93490E-17  1.40326E-16
  3.000E-03  6.85389E-10  1.23863E-08  9.27128E-09  5.38353E-17  1.53083E-16
  3.250E-03  8.04380E-10  1.23863E-08  9.27128E-09  5.83216E-17  1.65840E-16
  3.500E-03  9.32891E-10  1.23863E-08  9.27128E-09  6.28079E-17  1.78597E-16
  3.750E-03  1.07092E-09  1.23863E-08  9.27128E-09  6.72942E-17  1.91354E-16
  4.000E-03  1.21847E-09  1.23863E-08  9.27128E-09  7.17804E-17  2.04111E-16
  4.250E-03  1.37554E-09  1.23863E-08  9.27128E-09  7.62667E-17  2.16868E-16
  4.500E-03  1.54213E-09  1.23863E-08  9.27128E-09  8.07530E-17  2.29625E-16
  4.750E-03  1.71823E-09  1.23863E-08  9.27128E-09  8.52393E-17  2.42382E-16
  5.000E-03  1.90386E-09  1.23863E-08  9.27128E-09  8.97255E-17  2.55139E-16
  5.250E-03  2.09900E-09  1.23863E-08  9.27128E-09  9.42118E-17  2.67896E-16
  5.500E-03  2.30367E-09  1.23863E-08  9.27128E-09  9.86981E-17  2.80652E-16
  5.750E-03  2.51785E-09  1.23863E-08  9.27128E-09  1.03184E-16  2.93409E-16
  6.000E-03  2.74156E-09  1.23863E-08  9.27128E-09  1.07671E-16  3.06166E-16
  6.250E-03  2.97478E-09  1.23863E-08  9.27128E-09  1.12157E-16  3.18923E-16
  6.500E-03  3.21752E-09  1.23863E-08  9.27128E-09  1.16643E-16  3.31680E-16
  6.750E-03  3.46978E-09  1.23863E-08  9.27128E-09  1.21129E-16  3.44437E-16
  7.000E-03  3.73156E-09  1.23863E-08  9.27128E-09  1.25616E-16  3.57194E-16
  7.250E-03  4.00286E-09  1.23863E-08  9.27128E-09  1.30102E-16  3.69951E-16
  7.500E-03  4.28368E-09  1.23863E-08  9.27128E-09  1.34588E-16  3.82708E-16
  7.750E-03  4.57402E-09  1.23863E-08  9.27128E-09  1.39075E-16  3.95465E-16
  8.000E-03  4.87388E-09  1.23863E-08  9.27128E-09  1.43561E-16  4.08222E-16
  8.250E-03  5.18326E-09  1.23863E-08  9.27128E-09  1.48047E-16  4.20979E-16
  8.500E-03  5.50215E-09  1.23863E-08  9.27128E-09  1.52533E-16  4.33736E-16
  8.750E-03  5.83057E-09  1.23863E-08  9.27128E-09  1.57020E-16  4.46493E-16
  9.000E-03  6.16850E-09  1.23863E-08  9.27128E-09  1.61506E-16  4.59250E-16
  9.250E-03  6.51596E-09  1.23863E-08  9.27128E-09  1.65992E-16  4.72006E-16
  9.500E-03  6.87293E-09  1.23863E-08  9.27128E-09  1.70478E-16  4.84763E-16
  9.750E-03  7.23942E-09  1.23863E-08  9.27128E-09  1.74965E-16  4.97520E-16
  1.000E-02  7.61544E-09  1.23863E-08  9.27128E-09  1.79451E-16  5.10277E-16
  1.250E-02  1.18991E-08  1.23863E-08  9.27128E-09  2.24314E-16  6.37847E-16
  1.500E-02  1.71347E-08  1.23863E-08  9.27128E-09  2.69176E-16  7.65416E-16
  1.750E-02  2.33223E-08  1.23863E-08  9.27128E-09  3.14039E-16  8.92985E-16
  2.000E-02  3.04617E-08  1.23863E-08  9.27128E-09  3.58901E-16  1.02055E-15
  2.250E-02  3.85531E-08  1.23862E-08  9.27128E-09  4.03764E-16  1.14812E-15
  2.500E-02  4.75965E-08  1.23862E-08  9.27128E-09  4.48626E-16  1.27569E-15
  2.750E-02  5.75917E-08  1.23862E-08  9.27128E-09  4.93488E-16  1.40326E-15
  3.000E-02  6.85389E-08  1.23862E-08  9.27128E-09  5.38351E-16  1.53083E-15
  3.250E-02  8.04380E-08  1.23862E-08  9.27128E-09  5.83213E-16  1.65840E-15
  3.500E-02  9.32891E-08  1.23862E-08  9.27128E-09  6.28075E-16  1.78597E-15
  3.750E-02  1.07092E-07  1.23862E-08  9.27128E-09  6.72936E-16  1.91354E-15
  4.000E-02  1.21847E-07  1.23862E-08  9.27128E-09  7.17798E-16  2.04111E-15
  4.250E-02  1.37554E-07  1.23862E-08  9.27127E-09  7.62660E-16  2.16868E-15
  4.500E-02  1.54213E-07  1.23862E-08  9.27127E-09  8.07521E-16  2.29625E-15
  4.750E-02  1.71823E-07  1.23862E-08  9.27127E-09  8.52382E-16  2.42381E-15
  5.000E-02  1.90386E-07  1.23862E-08  9.27127E-09  8.97243E-16  2.55138E-15
  5.250E-02  2.09900E-07  1.23862E-08  9.27127E-09  9.42104E-16  2.67895E-15
  5.500E-02  2.30367E-07  1.23862E-08  9.27127E-09  9.86964E-16  2.80652E-15
  5.750E-02  2.51785E-07  1.23862E-08  9.27127E-09  1.03182E-15  2.93409E-15
  6.000E-02  2.74156E-07  1.23862E-08  9.27127E-09  1.07669E-15  3.06166E-15
  6.250E-02  2.97478E-07  1.23862E-08  9.27126E-09  1.12155E-15  3.18923E-15
  6.500E-02  3.21752E-07  1.23862E-08  9.27126E-09  1.16640E-15  3.31680E-15
  6.750E-02  3.46978E-07  1.23862E-08  9.27126E-09  1.21126E-15  3.44436E-15
  7.000E-02  3.73156E-07  1.23861E-08  9.27126E-09  1.25612E-15  3.57193E-15
