

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.80000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.93789510E-01      0.00000000E+00
       1      1.54438965E+00      1.54648107E+00
       2      8.08741329E-01      8.09227923E-01
       3      4.32176344E-01      4.32367338E-01
       4      2.34881402E-01      2.34971529E-01
       5      1.30035150E-01      1.30081197E-01
       6      7.32261381E-02      7.32507556E-02
       7      4.18312600E-02      4.18448194E-02
       8      2.41803669E-02      2.41879945E-02
       9      1.41140673E-02      1.41184259E-02
      10      8.30537279E-03      8.30789389E-03
      11      4.92064079E-03      4.92211335E-03
      12      2.93215669E-03      2.93302374E-03
      13      1.75583784E-03      1.75635179E-03
      14      1.05585420E-03      1.05616058E-03
      15      6.37213468E-04      6.37396990E-04
      16      3.85749782E-04      3.85860169E-04
      17      2.34140695E-04      2.34207327E-04
      18      1.42441511E-04      1.42481854E-04
      19      8.68252188E-05      8.68497090E-05
      20      5.30134273E-05      5.30283276E-05
      21      3.24156428E-05      3.24247259E-05
      22      1.98456288E-05      1.98511750E-05
      23      1.21630313E-05      1.21664228E-05
      24      7.46142122E-06      7.46349761E-06
      25      4.58088416E-06      4.58215677E-06
      26      2.81435053E-06      2.81513123E-06
      27      1.73008746E-06      1.73056677E-06
      28      1.06410502E-06      1.06439949E-06
      29      6.54783777E-07      6.54964803E-07
      30      4.03072355E-07      4.03183695E-07
      31      2.48209241E-07      2.48277752E-07
      32      1.52891631E-07      1.52933806E-07
      33      9.42029102E-08      9.42288791E-08
      34      5.80558324E-08      5.80718340E-08
      35      3.57862175E-08      3.57960721E-08
      36      2.20629117E-08      2.20689855E-08
      37      1.36043801E-08      1.36081296E-08
      38      8.38989422E-09      8.39220621E-09
      39      5.17469612E-09      5.17611848E-09
      40      3.19195022E-09      3.19282368E-09
      41      1.96912699E-09      1.96966823E-09
      42      1.21487413E-09      1.21520687E-09
      43      7.49545033E-10      7.49749422E-10
      44      4.62489968E-10      4.62616926E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.50365E-16  0.000E+00  1.302E-08  8.995E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.50365E-16  3.939E-10  1.302E-08  8.995E-09  3.802E-18  6.416E-18  1.00E-07
  1.250E-04 2.50365E-16  4.924E-10  1.302E-08  8.995E-09  4.753E-18  8.020E-18  1.00E-07
  1.500E-04 2.50365E-16  5.909E-10  1.302E-08  8.995E-09  5.704E-18  9.624E-18  1.00E-07
  1.750E-04 2.50365E-16  6.893E-10  1.302E-08  8.995E-09  6.654E-18  1.123E-17  1.00E-07
  2.000E-04 2.50365E-16  7.878E-10  1.302E-08  8.995E-09  7.605E-18  1.283E-17  1.00E-07
  2.250E-04 2.50365E-16  8.863E-10  1.302E-08  8.995E-09  8.555E-18  1.444E-17  1.00E-07
  2.500E-04 2.50365E-16  9.848E-10  1.302E-08  8.995E-09  9.506E-18  1.604E-17  1.00E-07
  2.750E-04 2.50365E-16  1.083E-09  1.302E-08  8.995E-09  1.046E-17  1.764E-17  1.00E-07
  3.000E-04 2.50365E-16  1.182E-09  1.302E-08  8.995E-09  1.141E-17  1.925E-17  1.00E-07
  3.250E-04 2.50365E-16  1.280E-09  1.302E-08  8.995E-09  1.236E-17  2.085E-17  1.00E-07
  3.500E-04 2.50365E-16  1.379E-09  1.302E-08  8.995E-09  1.331E-17  2.245E-17  1.00E-07
  3.750E-04 2.50365E-16  1.477E-09  1.302E-08  8.995E-09  1.426E-17  2.406E-17  1.00E-07
  4.000E-04 2.50365E-16  1.576E-09  1.302E-08  8.995E-09  1.521E-17  2.566E-17  1.00E-07
  4.250E-04 2.50365E-16  1.674E-09  1.302E-08  8.995E-09  1.616E-17  2.727E-17  1.00E-07
  4.500E-04 2.50365E-16  1.773E-09  1.302E-08  8.995E-09  1.711E-17  2.887E-17  1.00E-07
  4.750E-04 2.50365E-16  1.871E-09  1.302E-08  8.995E-09  1.806E-17  3.047E-17  1.00E-07
  5.000E-04 2.50365E-16  1.970E-09  1.302E-08  8.995E-09  1.901E-17  3.208E-17  1.00E-07
  5.250E-04 2.50365E-16  2.068E-09  1.302E-08  8.995E-09  1.996E-17  3.368E-17  1.00E-07
  5.500E-04 2.50365E-16  2.166E-09  1.302E-08  8.995E-09  2.091E-17  3.529E-17  1.00E-07
