

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.50000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.61814940E-01      0.00000000E+00
       1      2.65453839E-01      2.65529469E-01
       2      1.40126461E-01      1.40156284E-01
       3      7.67168263E-02      7.67315909E-02
       4      4.26997418E-02      4.27075990E-02
       5      2.39681547E-02      2.39724683E-02
       6      1.35140824E-02      1.35164873E-02
       7      7.63703133E-03      7.63838280E-03
       8      4.32009356E-03      4.32085618E-03
       9      2.44435214E-03      2.44478335E-03
      10      1.38274683E-03      1.38299084E-03
      11      7.81840375E-04      7.81978461E-04
      12      4.41803001E-04      4.41881122E-04
      13      2.49484742E-04      2.49528914E-04
      14      1.40783779E-04      1.40808739E-04
      15      7.93879307E-05      7.94020246E-05
      16      4.47359029E-05      4.47438554E-05
      17      2.51923202E-05      2.51968042E-05
      18      1.41775983E-05      1.41801249E-05
      19      7.97393750E-06      7.97536018E-06
      20      4.48220683E-06      4.48300741E-06
      21      2.51809930E-06      2.51854953E-06
      22      1.41393098E-06      1.41418404E-06
      23      7.93541784E-07      7.93683939E-07
      24      4.45152548E-07      4.45232370E-07
      25      2.49606567E-07      2.49651356E-07
      26      1.39900999E-07      1.39926123E-07
      27      7.83813307E-08      7.83954224E-08
      28      4.38975792E-08      4.39054736E-08
      29      2.45760553E-08      2.45804797E-08
      30      1.37541385E-08      1.37566158E-08
      31      7.69506935E-09      7.69645502E-09
      32      4.30386509E-09      4.30464498E-09
      33      2.40641580E-09      2.40685318E-09
      34      1.34506440E-09      1.34530646E-09
      35      7.51638451E-10      7.51773781E-10
      36      4.19912859E-10      4.19989592E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.34481E-17  0.000E+00  5.688E-09  1.045E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.34481E-17 -1.277E-11  5.688E-09  1.045E-09  1.548E-18  2.468E-19  1.00E-07
  1.250E-04 3.34481E-17 -1.596E-11  5.688E-09  1.045E-09  1.936E-18  3.085E-19  1.00E-07
  1.500E-04 3.34481E-17 -1.916E-11  5.688E-09  1.045E-09  2.323E-18  3.702E-19  1.00E-07
  1.750E-04 3.34481E-17 -2.235E-11  5.688E-09  1.045E-09  2.710E-18  4.319E-19  1.00E-07
  2.000E-04 3.34481E-17 -2.554E-11  5.688E-09  1.045E-09  3.097E-18  4.936E-19  1.00E-07
  2.250E-04 3.34481E-17 -2.874E-11  5.688E-09  1.045E-09  3.484E-18  5.553E-19  1.00E-07
  2.500E-04 3.34481E-17 -3.193E-11  5.688E-09  1.045E-09  3.871E-18  6.170E-19  1.00E-07
  2.750E-04 3.34481E-17 -3.512E-11  5.688E-09  1.045E-09  4.258E-18  6.787E-19  1.00E-07
  3.000E-04 3.34481E-17 -3.831E-11  5.688E-09  1.045E-09  4.645E-18  7.403E-19  1.00E-07
  3.250E-04 3.34481E-17 -4.151E-11  5.688E-09  1.045E-09  5.032E-18  8.020E-19  1.00E-07
  3.500E-04 3.34481E-17 -4.470E-11  5.688E-09  1.045E-09  5.419E-18  8.637E-19  1.00E-07
  3.750E-04 3.34481E-17 -4.789E-11  5.688E-09  1.045E-09  5.807E-18  9.254E-19  1.00E-07
  4.000E-04 3.34481E-17 -5.109E-11  5.688E-09  1.045E-09  6.194E-18  9.871E-19  1.00E-07
  4.250E-04 3.34481E-17 -5.428E-11  5.688E-09  1.045E-09  6.581E-18  1.049E-18  1.00E-07
