

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.16000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.17951858E-01      0.00000000E+00
       1     -1.52565620E+00     -1.52362098E+00
       2      7.88386366E-01      7.88811846E-01
       3      3.86484760E-01      3.86635133E-01
       4      1.93884756E-01      1.93949655E-01
       5      9.98087732E-02      9.98395058E-02
       6      5.25031820E-02      5.25185239E-02
       7      2.80919353E-02      2.80998546E-02
       8      1.52327050E-02      1.52368876E-02
       9      8.34840942E-03      8.35065555E-03
      10      4.61521058E-03      4.61643227E-03
      11      2.56965258E-03      2.57032380E-03
      12      1.43922280E-03      1.43959462E-03
      13      8.10083229E-04      8.10290587E-04
      14      4.57859879E-04      4.57976171E-04
      15      2.59686569E-04      2.59752096E-04
      16      1.47720424E-04      1.47757493E-04
      17      8.42374102E-05      8.42584504E-05
      18      4.81365041E-05      4.81484799E-05
      19      2.75554791E-05      2.75623117E-05
      20      1.57974435E-05      1.58013495E-05
      21      9.06800418E-06      9.07024094E-06
      22      5.21073901E-06      5.21202170E-06
      23      2.99695129E-06      2.99768775E-06
      24      1.72501970E-06      1.72544298E-06
      25      9.93557744E-07      9.93801234E-07
      26      5.72578815E-07      5.72718988E-07
      27      3.30130396E-07      3.30211136E-07
      28      1.90420806E-07      1.90467340E-07
      29      1.09874465E-07      1.09901302E-07
      30      6.34177952E-08      6.34332799E-08
      31      3.66134025E-08      3.66223342E-08
      32      2.11430776E-08      2.11482360E-08
      33      1.22118595E-08      1.22148352E-08
      34      7.05452010E-09      7.05624234E-09
      35      4.07585598E-09      4.07684982E-09
      36      2.35520971E-09      2.35578102E-09
      37      1.36106534E-09      1.36139669E-09
      38      7.86591777E-10      7.86785005E-10
      39      4.54636683E-10      4.54748992E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.37691E-16  0.000E+00  1.228E-08  9.316E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.37691E-16  3.872E-10  1.228E-08  9.316E-09  1.507E-18  4.889E-18  1.00E-07
  1.250E-04 2.37691E-16  4.840E-10  1.228E-08  9.316E-09  1.884E-18  6.111E-18  1.00E-07
  1.500E-04 2.37691E-16  5.808E-10  1.228E-08  9.316E-09  2.261E-18  7.333E-18  1.00E-07
  1.750E-04 2.37691E-16  6.775E-10  1.228E-08  9.316E-09  2.637E-18  8.555E-18  1.00E-07
  2.000E-04 2.37691E-16  7.743E-10  1.228E-08  9.316E-09  3.014E-18  9.777E-18  1.00E-07
  2.250E-04 2.37691E-16  8.711E-10  1.228E-08  9.316E-09  3.391E-18  1.100E-17  1.00E-07
  2.500E-04 2.37691E-16  9.679E-10  1.228E-08  9.316E-09  3.768E-18  1.222E-17  1.00E-07
  2.750E-04 2.37691E-16  1.065E-09  1.228E-08  9.316E-09  4.145E-18  1.344E-17  1.00E-07
  3.000E-04 2.37691E-16  1.162E-09  1.228E-08  9.316E-09  4.521E-18  1.467E-17  1.00E-07
  3.250E-04 2.37691E-16  1.258E-09  1.228E-08  9.316E-09  4.898E-18  1.589E-17  1.00E-07
  3.500E-04 2.37691E-16  1.355E-09  1.228E-08  9.316E-09  5.275E-18  1.711E-17  1.00E-07
  3.750E-04 2.37691E-16  1.452E-09  1.228E-08  9.316E-09  5.652E-18  1.833E-17  1.00E-07
  4.000E-04 2.37691E-16  1.549E-09  1.228E-08  9.316E-09  6.028E-18  1.955E-17  1.00E-07
  4.250E-04 2.37691E-16  1.645E-09  1.228E-08  9.316E-09  6.405E-18  2.078E-17  1.00E-07
  4.500E-04 2.37691E-16  1.742E-09  1.228E-08  9.316E-09  6.782E-18  2.200E-17  1.00E-07
  4.750E-04 2.37691E-16  1.839E-09  1.228E-08  9.316E-09  7.159E-18  2.322E-17  1.00E-07
  5.000E-04 2.37691E-16  1.936E-09  1.228E-08  9.316E-09  7.536E-18  2.444E-17  1.00E-07
