 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   1,   projectile: electron
 #  Kinetic energy = 9.80000E+01 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.86587E-09  1.35747E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  5.86587E-09  1.35747E-09  1.07564E-18  2.04166E-19
  1.250E-04  1.18994E-12  5.86587E-09  1.35747E-09  1.34455E-18  2.55207E-19
  1.500E-04  1.71346E-12  5.86587E-09  1.35747E-09  1.61346E-18  3.06248E-19
  1.750E-04  2.33225E-12  5.86587E-09  1.35747E-09  1.88237E-18  3.57290E-19
  2.000E-04  3.04617E-12  5.86587E-09  1.35747E-09  2.15128E-18  4.08331E-19
  2.250E-04  3.85530E-12  5.86587E-09  1.35747E-09  2.42019E-18  4.59372E-19
  2.500E-04  4.75964E-12  5.86587E-09  1.35747E-09  2.68910E-18  5.10414E-19
  2.750E-04  5.75917E-12  5.86587E-09  1.35747E-09  2.95801E-18  5.61455E-19
  3.000E-04  6.85391E-12  5.86587E-09  1.35747E-09  3.22692E-18  6.12497E-19
  3.250E-04  8.04379E-12  5.86587E-09  1.35747E-09  3.49583E-18  6.63538E-19
  3.500E-04  9.32893E-12  5.86587E-09  1.35747E-09  3.76474E-18  7.14579E-19
  3.750E-04  1.07092E-11  5.86587E-09  1.35747E-09  4.03365E-18  7.65621E-19
  4.000E-04  1.21847E-11  5.86587E-09  1.35747E-09  4.30256E-18  8.16662E-19
  4.250E-04  1.37554E-11  5.86587E-09  1.35747E-09  4.57147E-18  8.67703E-19
  4.500E-04  1.54213E-11  5.86587E-09  1.35747E-09  4.84038E-18  9.18745E-19
  4.750E-04  1.71823E-11  5.86587E-09  1.35747E-09  5.10929E-18  9.69786E-19
  5.000E-04  1.90386E-11  5.86587E-09  1.35747E-09  5.37820E-18  1.02083E-18
  5.250E-04  2.09900E-11  5.86587E-09  1.35747E-09  5.64711E-18  1.07187E-18
  5.500E-04  2.30367E-11  5.86587E-09  1.35747E-09  5.91602E-18  1.12291E-18
  5.750E-04  2.51785E-11  5.86587E-09  1.35747E-09  6.18493E-18  1.17395E-18
  6.000E-04  2.74156E-11  5.86587E-09  1.35747E-09  6.45383E-18  1.22499E-18
  6.250E-04  2.97478E-11  5.86587E-09  1.35747E-09  6.72274E-18  1.27603E-18
  6.500E-04  3.21752E-11  5.86587E-09  1.35747E-09  6.99165E-18  1.32708E-18
  6.750E-04  3.46979E-11  5.86587E-09  1.35747E-09  7.26056E-18  1.37812E-18
  7.000E-04  3.73157E-11  5.86587E-09  1.35747E-09  7.52947E-18  1.42916E-18
  7.250E-04  4.00286E-11  5.86587E-09  1.35747E-09  7.79838E-18  1.48020E-18
  7.500E-04  4.28368E-11  5.86587E-09  1.35747E-09  8.06729E-18  1.53124E-18
  7.750E-04  4.57402E-11  5.86587E-09  1.35747E-09  8.33620E-18  1.58228E-18
  8.000E-04  4.87388E-11  5.86587E-09  1.35747E-09  8.60511E-18  1.63332E-18
  8.250E-04  5.18325E-11  5.86587E-09  1.35747E-09  8.87402E-18  1.68437E-18
  8.500E-04  5.50215E-11  5.86587E-09  1.35747E-09  9.14293E-18  1.73541E-18
  8.750E-04  5.83057E-11  5.86587E-09  1.35747E-09  9.41184E-18  1.78645E-18
  9.000E-04  6.16850E-11  5.86587E-09  1.35747E-09  9.68075E-18  1.83749E-18
  9.250E-04  6.51595E-11  5.86587E-09  1.35747E-09  9.94966E-18  1.88853E-18
  9.500E-04  6.87293E-11  5.86587E-09  1.35747E-09  1.02186E-17  1.93957E-18
  9.750E-04  7.23943E-11  5.86587E-09  1.35747E-09  1.04875E-17  1.99061E-18
  1.000E-03  7.61544E-11  5.86587E-09  1.35747E-09  1.07564E-17  2.04166E-18
  1.250E-03  1.18991E-10  5.86587E-09  1.35747E-09  1.34455E-17  2.55207E-18
  1.500E-03  1.71347E-10  5.86587E-09  1.35747E-09  1.61346E-17  3.06248E-18
  1.750E-03  2.33223E-10  5.86587E-09  1.35747E-09  1.88237E-17  3.57290E-18
  2.000E-03  3.04617E-10  5.86587E-09  1.35747E-09  2.15128E-17  4.08331E-18
  2.250E-03  3.85531E-10  5.86587E-09  1.35747E-09  2.42019E-17  4.59372E-18
  2.500E-03  4.75965E-10  5.86587E-09  1.35747E-09  2.68910E-17  5.10414E-18
  2.750E-03  5.75917E-10  5.86587E-09  1.35747E-09  2.95801E-17  5.61455E-18
  3.000E-03  6.85389E-10  5.86587E-09  1.35747E-09  3.22692E-17  6.12497E-18
  3.250E-03  8.04380E-10  5.86587E-09  1.35747E-09  3.49583E-17  6.63538E-18
  3.500E-03  9.32891E-10  5.86587E-09  1.35747E-09  3.76474E-17  7.14579E-18
  3.750E-03  1.07092E-09  5.86587E-09  1.35747E-09  4.03365E-17  7.65621E-18
  4.000E-03  1.21847E-09  5.86587E-09  1.35747E-09  4.30256E-17  8.16662E-18
  4.250E-03  1.37554E-09  5.86587E-09  1.35747E-09  4.57147E-17  8.67703E-18
