

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.00000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -6.55571262E-02      0.00000000E+00
       1     -1.50438273E+00     -1.50236132E+00
       2      7.80269180E-01      7.80677363E-01
       3      3.71867345E-01      3.72006625E-01
       4      1.81898456E-01      1.81956905E-01
       5      9.15329185E-02      9.15599580E-02
       6      4.71314354E-02      4.71446501E-02
       7      2.47021596E-02      2.47088437E-02
       8      1.31258968E-02      1.31293574E-02
       9      7.05099126E-03      7.05281341E-03
      10      3.82106787E-03      3.82203972E-03
      11      2.08563762E-03      2.08616124E-03
      12      1.14516747E-03      1.14545191E-03
      13      6.31886460E-04      6.32042011E-04
      14      3.50100754E-04      3.50186296E-04
      15      1.94642403E-04      1.94689664E-04
      16      1.08524749E-04      1.08550962E-04
      17      6.06547007E-05      6.06692865E-05
      18      3.39684488E-05      3.39765870E-05
      19      1.90555681E-05      1.90601193E-05
      20      1.07049787E-05      1.07075288E-05
      21      6.02101537E-06      6.02244645E-06
      22      3.38994156E-06      3.39074578E-06
      23      1.91022836E-06      1.91068081E-06
      24      1.07718977E-06      1.07744457E-06
      25      6.07806747E-07      6.07950361E-07
      26      3.43135397E-07      3.43216389E-07
      27      1.93802286E-07      1.93847991E-07
      28      1.09500812E-07      1.09526622E-07
      29      6.18895947E-08      6.19041761E-08
      30      3.49896595E-08      3.49978985E-08
      31      1.97863919E-08      1.97910462E-08
      32      1.11913374E-08      1.11939694E-08
      33      6.33104124E-09      6.33253024E-09
      34      3.58210442E-09      3.58294570E-09
      35      2.02700686E-09      2.02748191E-09
      36      1.14711112E-09      1.14737620E-09
      37      6.49222774E-10      6.49377635E-10
      38      3.67490196E-10      3.67573207E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.34224E-16  0.000E+00  1.207E-08  9.411E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.34224E-16  3.820E-10  1.207E-08  9.411E-09  9.325E-19  4.434E-18  1.00E-07
  1.250E-04 2.34224E-16  4.775E-10  1.207E-08  9.411E-09  1.166E-18  5.543E-18  1.00E-07
  1.500E-04 2.34224E-16  5.730E-10  1.207E-08  9.411E-09  1.399E-18  6.651E-18  1.00E-07
  1.750E-04 2.34224E-16  6.685E-10  1.207E-08  9.411E-09  1.632E-18  7.760E-18  1.00E-07
  2.000E-04 2.34224E-16  7.640E-10  1.207E-08  9.411E-09  1.865E-18  8.868E-18  1.00E-07
  2.250E-04 2.34224E-16  8.595E-10  1.207E-08  9.411E-09  2.098E-18  9.977E-18  1.00E-07
  2.500E-04 2.34224E-16  9.550E-10  1.207E-08  9.411E-09  2.331E-18  1.109E-17  1.00E-07
  2.750E-04 2.34224E-16  1.051E-09  1.207E-08  9.411E-09  2.564E-18  1.219E-17  1.00E-07
  3.000E-04 2.34224E-16  1.146E-09  1.207E-08  9.411E-09  2.798E-18  1.330E-17  1.00E-07
  3.250E-04 2.34224E-16  1.242E-09  1.207E-08  9.411E-09  3.031E-18  1.441E-17  1.00E-07
  3.500E-04 2.34224E-16  1.337E-09  1.207E-08  9.411E-09  3.264E-18  1.552E-17  1.00E-07
  3.750E-04 2.34224E-16  1.433E-09  1.207E-08  9.411E-09  3.497E-18  1.663E-17  1.00E-07
  4.000E-04 2.34224E-16  1.528E-09  1.207E-08  9.411E-09  3.730E-18  1.774E-17  1.00E-07
  4.250E-04 2.34224E-16  1.624E-09  1.207E-08  9.411E-09  3.963E-18  1.885E-17  1.00E-07
  4.500E-04 2.34224E-16  1.719E-09  1.207E-08  9.411E-09  4.196E-18  1.995E-17  1.00E-07
  4.750E-04 2.34224E-16  1.815E-09  1.207E-08  9.411E-09  4.430E-18  2.106E-17  1.00E-07
  5.000E-04 2.34224E-16  1.910E-09  1.207E-08  9.411E-09  4.663E-18  2.217E-17  1.00E-07
