

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.56000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      5.55381209E-01      0.00000000E+00
       1      2.64646825E-01      2.64723920E-01
       2      1.41056817E-01      1.41087488E-01
       3      7.80062428E-02      7.80215673E-02
       4      4.38639043E-02      4.38721378E-02
       5      2.48778778E-02      2.48824428E-02
       6      1.41745038E-02      1.41770745E-02
       7      8.09524917E-03      8.09670872E-03
       8      4.62829199E-03      4.62912422E-03
       9      2.64695350E-03      2.64742905E-03
      10      1.51359078E-03      1.51386276E-03
      11      8.65149366E-04      8.65304945E-04
      12      4.94229799E-04      4.94318772E-04
      13      2.82155348E-04      2.82206206E-04
      14      1.60973718E-04      1.61002771E-04
      15      9.17754842E-05      9.17920703E-05
      16      5.22887454E-05      5.22982075E-05
      17      2.97720324E-05      2.97774267E-05
      18      1.69409816E-05      1.69440548E-05
      19      9.63408829E-06      9.63583796E-06
      20      5.47566767E-06      5.47666320E-06
      21      3.11050033E-06      3.11106644E-06
      22      1.76604626E-06      1.76636800E-06
      23      1.00222206E-06      1.00240481E-06
      24      5.68495007E-07      5.68598761E-07
      25      3.22329774E-07      3.22388649E-07
      26      1.82681615E-07      1.82715012E-07
      27      1.03494806E-07      1.03513741E-07
      28      5.86111561E-08      5.86218862E-08
      29      3.31809046E-08      3.31869819E-08
      30      1.87779915E-08      1.87814332E-08
      31      1.06235088E-08      1.06254589E-08
      32      6.00832794E-09      6.00943013E-09
      33      3.39714764E-09      3.39776988E-09
      34      1.92019368E-09      1.92054665E-09
      35      1.08502845E-09      1.08522936E-09
      36      6.12955219E-10      6.13069622E-10
      37      3.46208617E-10      3.46272097E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.32432E-17  0.000E+00  5.675E-09  1.020E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.32432E-17 -1.262E-11  5.675E-09  1.020E-09  1.603E-18  2.512E-19  1.00E-07
  1.250E-04 3.32432E-17 -1.578E-11  5.675E-09  1.020E-09  2.004E-18  3.140E-19  1.00E-07
  1.500E-04 3.32432E-17 -1.893E-11  5.675E-09  1.020E-09  2.404E-18  3.768E-19  1.00E-07
  1.750E-04 3.32432E-17 -2.209E-11  5.675E-09  1.020E-09  2.805E-18  4.397E-19  1.00E-07
  2.000E-04 3.32432E-17 -2.524E-11  5.675E-09  1.020E-09  3.206E-18  5.025E-19  1.00E-07
  2.250E-04 3.32432E-17 -2.840E-11  5.675E-09  1.020E-09  3.606E-18  5.653E-19  1.00E-07
  2.500E-04 3.32432E-17 -3.155E-11  5.675E-09  1.020E-09  4.007E-18  6.281E-19  1.00E-07
  2.750E-04 3.32432E-17 -3.471E-11  5.675E-09  1.020E-09  4.408E-18  6.909E-19  1.00E-07
  3.000E-04 3.32432E-17 -3.787E-11  5.675E-09  1.020E-09  4.809E-18  7.537E-19  1.00E-07
  3.250E-04 3.32432E-17 -4.102E-11  5.675E-09  1.020E-09  5.209E-18  8.165E-19  1.00E-07
  3.500E-04 3.32432E-17 -4.418E-11  5.675E-09  1.020E-09  5.610E-18  8.793E-19  1.00E-07
  3.750E-04 3.32432E-17 -4.733E-11  5.675E-09  1.020E-09  6.011E-18  9.421E-19  1.00E-07
  4.000E-04 3.32432E-17 -5.049E-11  5.675E-09  1.020E-09  6.411E-18  1.005E-18  1.00E-07
  4.250E-04 3.32432E-17 -5.364E-11  5.675E-09  1.020E-09  6.812E-18  1.068E-18  1.00E-07
  4.500E-04 3.32432E-17 -5.680E-11  5.675E-09  1.020E-09  7.213E-18  1.131E-18  1.00E-07
