

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.78000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.39530760E-02      0.00000000E+00
       1     -1.47210597E+00     -1.47010316E+00
       2      7.66074330E-01      7.66456940E-01
       3      3.49023192E-01      3.49146542E-01
       4      1.64114405E-01      1.64163963E-01
       5      7.97063238E-02      7.97284392E-02
       6      3.96915242E-02      3.97019817E-02
       7      2.01386291E-02      2.01437530E-02
       8      1.03647955E-02      1.03673665E-02
       9      5.39437594E-03      5.39568827E-03
      10      2.83267149E-03      2.83335007E-03
      11      1.49827873E-03      1.49863319E-03
      12      7.97187036E-04      7.97373712E-04
      13      4.26230485E-04      4.26329454E-04
      14      2.28811177E-04      2.28863934E-04
      15      1.23241590E-04      1.23269841E-04
      16      6.65636597E-05      6.65788445E-05
      17      3.60340470E-05      3.60422341E-05
      18      1.95441457E-05      1.95485714E-05
      19      1.06171860E-05      1.06195835E-05
      20      5.77532951E-06      5.77663058E-06
      21      3.14502588E-06      3.14573301E-06
      22      1.71424826E-06      1.71463305E-06
      23      9.35105610E-07      9.35315223E-07
      24      5.10424669E-07      5.10538953E-07
      25      2.78767603E-07      2.78829954E-07
      26      1.52319523E-07      1.52353562E-07
      27      8.32608369E-08      8.32794314E-08
      28      4.55273658E-08      4.55375278E-08
      29      2.49016664E-08      2.49072241E-08
      30      1.36235293E-08      1.36265691E-08
      31      7.45492594E-09      7.45658903E-09
      32      4.08014274E-09      4.08105308E-09
      33      2.23343078E-09      2.23392815E-09
      34      1.22268486E-09      1.22295412E-09
      35      6.69425206E-10      6.69575184E-10
      36      3.66566650E-10      3.66647127E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.29230E-16  0.000E+00  1.174E-08  9.557E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.29230E-16  3.711E-10  1.174E-08  9.557E-09  1.446E-19  3.739E-18  1.00E-07
  1.250E-04 2.29230E-16  4.638E-10  1.174E-08  9.557E-09  1.807E-19  4.674E-18  1.00E-07
  1.500E-04 2.29230E-16  5.566E-10  1.174E-08  9.557E-09  2.169E-19  5.609E-18  1.00E-07
  1.750E-04 2.29230E-16  6.494E-10  1.174E-08  9.557E-09  2.530E-19  6.544E-18  1.00E-07
  2.000E-04 2.29230E-16  7.421E-10  1.174E-08  9.557E-09  2.891E-19  7.479E-18  1.00E-07
  2.250E-04 2.29230E-16  8.349E-10  1.174E-08  9.557E-09  3.253E-19  8.414E-18  1.00E-07
  2.500E-04 2.29230E-16  9.276E-10  1.174E-08  9.557E-09  3.614E-19  9.348E-18  1.00E-07
  2.750E-04 2.29230E-16  1.020E-09  1.174E-08  9.557E-09  3.976E-19  1.028E-17  1.00E-07
  3.000E-04 2.29230E-16  1.113E-09  1.174E-08  9.557E-09  4.337E-19  1.122E-17  1.00E-07
  3.250E-04 2.29230E-16  1.206E-09  1.174E-08  9.557E-09  4.698E-19  1.215E-17  1.00E-07
  3.500E-04 2.29230E-16  1.299E-09  1.174E-08  9.557E-09  5.060E-19  1.309E-17  1.00E-07
  3.750E-04 2.29230E-16  1.391E-09  1.174E-08  9.557E-09  5.421E-19  1.402E-17  1.00E-07
  4.000E-04 2.29230E-16  1.484E-09  1.174E-08  9.557E-09  5.783E-19  1.496E-17  1.00E-07
  4.250E-04 2.29230E-16  1.577E-09  1.174E-08  9.557E-09  6.144E-19  1.589E-17  1.00E-07
  4.500E-04 2.29230E-16  1.670E-09  1.174E-08  9.557E-09  6.506E-19  1.683E-17  1.00E-07
  4.750E-04 2.29230E-16  1.763E-09  1.174E-08  9.557E-09  6.867E-19  1.776E-17  1.00E-07
  5.000E-04 2.29230E-16  1.855E-09  1.174E-08  9.557E-09  7.228E-19  1.870E-17  1.00E-07
  5.250E-04 2.29230E-16  1.948E-09  1.174E-08  9.557E-09  7.590E-19  1.963E-17  1.00E-07
  5.500E-04 2.29230E-16  2.041E-09  1.174E-08  9.557E-09  7.951E-19  2.057E-17  1.00E-07
  5.750E-04 2.29230E-16  2.134E-09  1.174E-08  9.557E-09  8.313E-19  2.150E-17  1.00E-07
  6.000E-04 2.29230E-16  2.226E-09  1.174E-08  9.557E-09  8.674E-19  2.244E-17  1.00E-07
  6.250E-04 2.29230E-16  2.319E-09  1.174E-08  9.557E-09  9.036E-19  2.337E-17  1.00E-07
  6.500E-04 2.29230E-16  2.412E-09  1.174E-08  9.557E-09  9.397E-19  2.431E-17  1.00E-07
  6.750E-04 2.29230E-16  2.505E-09  1.174E-08  9.557E-09  9.758E-19  2.524E-17  1.00E-07
  7.000E-04 2.29230E-16  2.597E-09  1.174E-08  9.557E-09  1.012E-18  2.618E-17  1.00E-07
  7.250E-04 2.29230E-16  2.690E-09  1.174E-08  9.557E-09  1.048E-18  2.711E-17  1.00E-07
  7.500E-04 2.29230E-16  2.783E-09  1.174E-08  9.557E-09  1.084E-18  2.805E-17  1.00E-07
  7.750E-04 2.29230E-16  2.876E-09  1.174E-08  9.557E-09  1.120E-18  2.898E-17  1.00E-07
  8.000E-04 2.29230E-16  2.968E-09  1.174E-08  9.557E-09  1.157E-18  2.992E-17  1.00E-07
