  8.500E+00 1.96904E-16  3.841E-05  1.112E-08  8.557E-09  2.787E-13  5.544E-13  1.00E-07
  8.600E+00 1.95785E-16  3.898E-05  1.108E-08  8.548E-09  2.800E-13  5.605E-13  1.00E-07
  8.700E+00 1.94662E-16  3.956E-05  1.103E-08  8.540E-09  2.812E-13  5.666E-13  1.00E-07
  8.800E+00 1.93535E-16  4.014E-05  1.099E-08  8.531E-09  2.823E-13  5.726E-13  1.00E-07
  8.900E+00 1.92404E-16  4.072E-05  1.094E-08  8.522E-09  2.834E-13  5.787E-13  1.00E-07
  9.000E+00 1.91269E-16  4.131E-05  1.090E-08  8.513E-09  2.844E-13  5.847E-13  1.00E-07
  9.100E+00 1.90130E-16  4.191E-05  1.085E-08  8.505E-09  2.854E-13  5.907E-13  1.00E-07
  9.200E+00 1.88988E-16  4.251E-05  1.081E-08  8.495E-09  2.863E-13  5.967E-13  1.00E-07
  9.300E+00 1.87843E-16  4.311E-05  1.076E-08  8.486E-09  2.871E-13  6.026E-13  1.00E-07
  9.400E+00 1.86696E-16  4.372E-05  1.072E-08  8.477E-09  2.879E-13  6.086E-13  1.00E-07
  9.500E+00 1.85545E-16  4.434E-05  1.067E-08  8.468E-09  2.886E-13  6.145E-13  1.00E-07
  9.600E+00 1.84392E-16  4.496E-05  1.062E-08  8.458E-09  2.892E-13  6.205E-13  1.00E-07
  9.700E+00 1.83237E-16  4.558E-05  1.058E-08  8.449E-09  2.898E-13  6.264E-13  1.00E-07
  9.800E+00 1.82080E-16  4.621E-05  1.053E-08  8.439E-09  2.903E-13  6.323E-13  1.00E-07
  9.900E+00 1.80921E-16  4.684E-05  1.048E-08  8.430E-09  2.908E-13  6.381E-13  1.00E-07
  1.000E+01 1.79760E-16  4.748E-05  1.043E-08  8.420E-09  2.912E-13  6.440E-13  1.00E-07
  1.025E+01 1.76852E-16  4.910E-05  1.031E-08  8.395E-09  2.919E-13  6.586E-13  1.00E-07
  1.050E+01 1.73938E-16  5.075E-05  1.019E-08  8.370E-09  2.922E-13  6.730E-13  1.00E-07
  1.075E+01 1.71020E-16  5.244E-05  1.007E-08  8.344E-09  2.921E-13  6.874E-13  1.00E-07
  1.100E+01 1.68102E-16  5.416E-05  9.946E-09  8.318E-09  2.916E-13  7.016E-13  1.00E-07
  1.125E+01 1.65186E-16  5.592E-05  9.821E-09  8.291E-09  2.907E-13  7.157E-13  1.00E-07
  1.150E+01 1.62275E-16  5.771E-05  9.695E-09  8.264E-09  2.894E-13  7.297E-13  1.00E-07
  1.175E+01 1.59371E-16  5.954E-05  9.568E-09  8.236E-09  2.877E-13  7.436E-13  1.00E-07
  1.200E+01 1.56476E-16  6.141E-05  9.440E-09  8.207E-09  2.857E-13  7.574E-13  1.00E-07
  1.225E+01 1.53594E-16  6.332E-05  9.312E-09  8.179E-09  2.832E-13  7.710E-13  1.00E-07
  1.250E+01 1.50726E-16  6.527E-05  9.182E-09  8.149E-09  2.803E-13  7.845E-13  1.00E-07
  1.275E+01 1.47874E-16  6.726E-05  9.052E-09  8.120E-09  2.771E-13  7.979E-13  1.00E-07
  1.300E+01 1.45040E-16  6.930E-05  8.922E-09  8.089E-09  2.734E-13  8.112E-13  1.00E-07
  1.325E+01 1.42227E-16  7.137E-05  8.791E-09  8.059E-09  2.694E-13  8.243E-13  1.00E-07
  1.350E+01 1.39436E-16  7.349E-05  8.660E-09  8.027E-09  2.650E-13  8.373E-13  1.00E-07
  1.375E+01 1.36668E-16  7.565E-05  8.529E-09  7.996E-09  2.602E-13  8.501E-13  1.00E-07
  1.400E+01 1.33925E-16  7.786E-05  8.397E-09  7.964E-09  2.551E-13  8.629E-13  1.00E-07
  1.425E+01 1.31210E-16  8.012E-05  8.265E-09  7.931E-09  2.496E-13  8.755E-13  1.00E-07
  1.450E+01 1.28522E-16  8.242E-05  8.133E-09  7.898E-09  2.437E-13  8.879E-13  1.00E-07
  1.475E+01 1.25865E-16  8.478E-05  8.000E-09  7.865E-09  2.374E-13  9.003E-13  1.00E-07
  1.500E+01 1.23237E-16  8.718E-05  7.868E-09  7.831E-09  2.308E-13  9.124E-13  1.00E-07
  1.525E+01 1.20642E-16  8.963E-05  7.736E-09  7.797E-09  2.239E-13  9.245E-13  1.00E-07
  1.550E+01 1.18079E-16  9.213E-05  7.604E-09  7.762E-09  2.166E-13  9.364E-13  1.00E-07
  1.575E+01 1.15550E-16  9.468E-05  7.472E-09  7.727E-09  2.089E-13  9.481E-13  1.00E-07
  1.600E+01 1.13056E-16  9.729E-05  7.341E-09  7.692E-09  2.009E-13  9.597E-13  1.00E-07
  1.625E+01 1.10597E-16  9.995E-05  7.210E-09  7.656E-09  1.926E-13  9.712E-13  1.00E-07
  1.650E+01 1.08174E-16  1.027E-04  7.079E-09  7.620E-09  1.840E-13  9.825E-13  1.00E-07
  1.675E+01 1.05788E-16  1.054E-04  6.948E-09  7.584E-09  1.750E-13  9.936E-13  1.00E-07
  1.700E+01 1.03439E-16  1.082E-04  6.818E-09  7.547E-09  1.658E-13  1.005E-12  1.00E-07
  1.725E+01 1.01128E-16  1.111E-04  6.688E-09  7.510E-09  1.562E-13  1.015E-12  1.00E-07
  1.750E+01 9.88546E-17  1.141E-04  6.559E-09  7.472E-09  1.463E-13  1.026E-12  1.00E-07
  1.775E+01 9.66197E-17  1.171E-04  6.431E-09  7.434E-09  1.361E-13  1.037E-12  1.00E-07
  1.800E+01 9.44234E-17  1.201E-04  6.303E-09  7.396E-09  1.256E-13  1.047E-12  1.00E-07
  1.825E+01 9.22658E-17  1.232E-04  6.175E-09  7.358E-09  1.149E-13  1.057E-12  1.00E-07
  1.850E+01 9.01472E-17  1.264E-04  6.049E-09  7.319E-09  1.039E-13  1.067E-12  1.00E-07
  1.875E+01 8.80677E-17  1.296E-04  5.923E-09  7.279E-09  9.257E-14  1.077E-12  1.00E-07
  1.900E+01 8.60272E-17  1.329E-04  5.797E-09  7.240E-09  8.100E-14  1.087E-12  1.00E-07
  1.925E+01 8.40257E-17  1.362E-04  5.673E-09  7.200E-09  6.917E-14  1.097E-12  1.00E-07
  1.950E+01 8.20632E-17  1.396E-04  5.549E-09  7.160E-09  5.709E-14  1.106E-12  1.00E-07
  1.975E+01 8.01396E-17  1.431E-04  5.427E-09  7.120E-09  4.477E-14  1.116E-12  1.00E-07
  2.000E+01 7.82546E-17  1.466E-04  5.305E-09  7.079E-09  3.220E-14  1.125E-12  1.00E-07
  2.025E+01 7.64082E-17  1.502E-04  5.184E-09  7.038E-09  1.940E-14  1.134E-12  1.00E-07
  2.050E+01 7.46000E-17  1.539E-04  5.064E-09  6.997E-09  6.371E-15  1.142E-12  1.00E-07
  2.075E+01 7.28298E-17  1.576E-04  4.944E-09  6.956E-09 -6.879E-15  1.151E-12  1.00E-07
  2.100E+01 7.10974E-17  1.614E-04  4.826E-09  6.914E-09 -2.035E-14  1.160E-12  1.00E-07
  2.125E+01 6.94023E-17  1.652E-04  4.709E-09  6.872E-09 -3.402E-14  1.168E-12  1.00E-07
  2.150E+01 6.77443E-17  1.691E-04  4.593E-09  6.830E-09 -4.790E-14  1.176E-12  1.00E-07
  2.175E+01 6.61229E-17  1.731E-04  4.478E-09  6.788E-09 -6.197E-14  1.184E-12  1.00E-07
  2.200E+01 6.45377E-17  1.771E-04  4.364E-09  6.745E-09 -7.624E-14  1.192E-12  1.00E-07
  2.225E+01 6.29884E-17  1.812E-04  4.250E-09  6.702E-09 -9.069E-14  1.200E-12  1.00E-07
  2.250E+01 6.14744E-17  1.853E-04  4.138E-09  6.659E-09 -1.053E-13  1.207E-12  1.00E-07
  2.275E+01 5.99953E-17  1.895E-04  4.027E-09  6.616E-09 -1.201E-13  1.214E-12  1.00E-07
  2.300E+01 5.85507E-17  1.938E-04  3.918E-09  6.573E-09 -1.351E-13  1.222E-12  1.00E-07
  2.325E+01 5.71399E-17  1.981E-04  3.809E-09  6.529E-09 -1.502E-13  1.229E-12  1.00E-07
  2.350E+01 5.57626E-17  2.025E-04  3.701E-09  6.486E-09 -1.655E-13  1.235E-12  1.00E-07
  2.375E+01 5.44182E-17  2.069E-04  3.595E-09  6.442E-09 -1.809E-13  1.242E-12  1.00E-07
  2.400E+01 5.31062E-17  2.114E-04  3.489E-09  6.398E-09 -1.965E-13  1.249E-12  1.00E-07
  2.425E+01 5.18260E-17  2.160E-04  3.385E-09  6.353E-09 -2.122E-13  1.255E-12  1.00E-07
  2.450E+01 5.05771E-17  2.206E-04  3.282E-09  6.309E-09 -2.281E-13  1.261E-12  1.00E-07
  2.475E+01 4.93590E-17  2.252E-04  3.180E-09  6.265E-09 -2.440E-13  1.267E-12  1.00E-07
  2.500E+01 4.81710E-17  2.300E-04  3.080E-09  6.220E-09 -2.601E-13  1.273E-12  1.00E-07
  2.550E+01 4.58834E-17  2.395E-04  2.882E-09  6.130E-09 -2.927E-13  1.284E-12  1.00E-07
  2.600E+01 4.37098E-17  2.493E-04  2.688E-09  6.040E-09 -3.256E-13  1.295E-12  1.00E-07
  2.650E+01 4.16458E-17  2.592E-04  2.500E-09  5.949E-09 -3.590E-13  1.305E-12  1.00E-07
  2.700E+01 3.96867E-17  2.693E-04  2.316E-09  5.859E-09 -3.926E-13  1.314E-12  1.00E-07
  2.750E+01 3.78283E-17  2.795E-04  2.137E-09  5.767E-09 -4.266E-13  1.323E-12  1.00E-07
  2.800E+01 3.60660E-17  2.899E-04  1.963E-09  5.676E-09 -4.609E-13  1.331E-12  1.00E-07
  2.850E+01 3.43956E-17  3.003E-04  1.793E-09  5.584E-09 -4.953E-13  1.338E-12  1.00E-07
  2.900E+01 3.28129E-17  3.109E-04  1.628E-09  5.492E-09 -5.300E-13  1.345E-12  1.00E-07
  2.950E+01 3.13136E-17  3.214E-04  1.468E-09  5.400E-09 -5.648E-13  1.351E-12  1.00E-07
  3.000E+01 2.98939E-17  3.320E-04  1.312E-09  5.308E-09 -5.998E-13  1.356E-12  1.00E-07
  3.050E+01 2.85498E-17  3.426E-04  1.161E-09  5.216E-09 -6.348E-13  1.361E-12  1.00E-07
  3.100E+01 2.72775E-17  3.532E-04  1.014E-09  5.123E-09 -6.700E-13  1.365E-12  1.00E-07
  3.150E+01 2.60734E-17  3.637E-04  8.718E-10  5.031E-09 -7.051E-13  1.369E-12  1.00E-07
  3.200E+01 2.49341E-17  3.741E-04  7.339E-10  4.939E-09 -7.403E-13  1.372E-12  1.00E-07
  3.250E+01 2.38560E-17  3.843E-04  6.003E-10  4.847E-09 -7.754E-13  1.375E-12  1.00E-07
  3.300E+01 2.28361E-17  3.944E-04  4.711E-10  4.755E-09 -8.106E-13  1.376E-12  1.00E-07
  3.350E+01 2.18711E-17  4.042E-04  3.460E-10  4.664E-09 -8.456E-13  1.378E-12  1.00E-07
  3.400E+01 2.09582E-17  4.138E-04  2.251E-10  4.572E-09 -8.806E-13  1.378E-12  1.00E-07
  3.450E+01 2.00945E-17  4.231E-04  1.082E-10  4.481E-09 -9.154E-13  1.379E-12  1.00E-07
  3.500E+01 1.92774E-17  4.321E-04 -4.674E-12  4.391E-09 -9.501E-13  1.378E-12  1.00E-07
  3.550E+01 1.85041E-17  4.407E-04 -1.136E-10  4.300E-09 -9.847E-13  1.377E-12  1.00E-07
  3.600E+01 1.77723E-17  4.489E-04 -2.187E-10  4.210E-09 -1.019E-12  1.376E-12  1.00E-07
  3.650E+01 1.70797E-17  4.567E-04 -3.200E-10  4.120E-09 -1.053E-12  1.374E-12  1.00E-07
  3.700E+01 1.64241E-17  4.640E-04 -4.177E-10  4.031E-09 -1.087E-12  1.371E-12  1.00E-07
  3.750E+01 1.58033E-17  4.707E-04 -5.117E-10  3.942E-09 -1.121E-12  1.368E-12  1.00E-07
  3.800E+01 1.52154E-17  4.769E-04 -6.021E-10  3.854E-09 -1.155E-12  1.365E-12  1.00E-07
  3.850E+01 1.46585E-17  4.824E-04 -6.891E-10  3.766E-09 -1.188E-12  1.361E-12  1.00E-07
  3.900E+01 1.41308E-17  4.873E-04 -7.727E-10  3.679E-09 -1.221E-12  1.356E-12  1.00E-07
  3.950E+01 1.36307E-17  4.916E-04 -8.529E-10  3.592E-09 -1.254E-12  1.351E-12  1.00E-07
  4.000E+01 1.31565E-17  4.951E-04 -9.299E-10  3.506E-09 -1.286E-12  1.346E-12  1.00E-07
  4.050E+01 1.27067E-17  4.979E-04 -1.004E-09  3.420E-09 -1.318E-12  1.340E-12  1.00E-07
  4.100E+01 1.22800E-17  4.999E-04 -1.074E-09  3.335E-09 -1.350E-12  1.334E-12  1.00E-07
  4.150E+01 1.18750E-17  5.011E-04 -1.142E-09  3.251E-09 -1.381E-12  1.327E-12  1.00E-07
  4.200E+01 1.14905E-17  5.015E-04 -1.207E-09  3.168E-09 -1.412E-12  1.320E-12  1.00E-07
  4.250E+01 1.11252E-17  5.010E-04 -1.269E-09  3.085E-09 -1.443E-12  1.312E-12  1.00E-07
  4.300E+01 1.07781E-17  4.996E-04 -1.328E-09  3.002E-09 -1.474E-12  1.304E-12  1.00E-07
  4.350E+01 1.04481E-17  4.974E-04 -1.384E-09  2.921E-09 -1.504E-12  1.296E-12  1.00E-07
  4.400E+01 1.01341E-17  4.942E-04 -1.438E-09  2.840E-09 -1.533E-12  1.287E-12  1.00E-07
  4.450E+01 9.83542E-18  4.901E-04 -1.489E-09  2.760E-09 -1.563E-12  1.278E-12  1.00E-07
  4.500E+01 9.55102E-18  4.850E-04 -1.538E-09  2.681E-09 -1.591E-12  1.268E-12  1.00E-07
  4.550E+01 9.28010E-18  4.790E-04 -1.584E-09  2.602E-09 -1.620E-12  1.259E-12  1.00E-07
  4.600E+01 9.02191E-18  4.720E-04 -1.627E-09  2.525E-09 -1.648E-12  1.248E-12  1.00E-07
  4.650E+01 8.77572E-18  4.640E-04 -1.669E-09  2.448E-09 -1.676E-12  1.238E-12  1.00E-07
  4.700E+01 8.54084E-18  4.551E-04 -1.708E-09  2.372E-09 -1.703E-12  1.227E-12  1.00E-07
  4.750E+01 8.31665E-18  4.452E-04 -1.745E-09  2.296E-09 -1.730E-12  1.216E-12  1.00E-07
  4.800E+01 8.10253E-18  4.342E-04 -1.779E-09  2.222E-09 -1.756E-12  1.205E-12  1.00E-07
  4.850E+01 7.89793E-18  4.223E-04 -1.812E-09  2.148E-09 -1.782E-12  1.193E-12  1.00E-07
  4.900E+01 7.70231E-18  4.094E-04 -1.842E-09  2.076E-09 -1.808E-12  1.181E-12  1.00E-07
  4.950E+01 7.51519E-18  3.955E-04 -1.871E-09  2.004E-09 -1.833E-12  1.168E-12  1.00E-07
  5.000E+01 7.33609E-18  3.807E-04 -1.898E-09  1.933E-09 -1.858E-12  1.156E-12  1.00E-07
  5.050E+01 7.16458E-18  3.649E-04 -1.923E-09  1.862E-09 -1.882E-12  1.143E-12  1.00E-07
  5.100E+01 7.00024E-18  3.481E-04 -1.946E-09  1.793E-09 -1.906E-12  1.130E-12  1.00E-07
  5.150E+01 6.84270E-18  3.303E-04 -1.967E-09  1.724E-09 -1.929E-12  1.117E-12  1.00E-07
  5.200E+01 6.69159E-18  3.117E-04 -1.987E-09  1.657E-09 -1.952E-12  1.103E-12  1.00E-07
  5.250E+01 6.54657E-18  2.921E-04 -2.005E-09  1.590E-09 -1.975E-12  1.090E-12  1.00E-07
  5.300E+01 6.40731E-18  2.715E-04 -2.021E-09  1.524E-09 -1.997E-12  1.076E-12  1.00E-07
  5.350E+01 6.27354E-18  2.501E-04 -2.036E-09  1.459E-09 -2.018E-12  1.062E-12  1.00E-07
  5.400E+01 6.14495E-18  2.278E-04 -2.049E-09  1.395E-09 -2.040E-12  1.047E-12  1.00E-07
  5.450E+01 6.02129E-18  2.047E-04 -2.061E-09  1.332E-09 -2.060E-12  1.033E-12  1.00E-07
  5.500E+01 5.90231E-18  1.807E-04 -2.071E-09  1.270E-09 -2.081E-12  1.018E-12  1.00E-07
  5.550E+01 5.78778E-18  1.558E-04 -2.080E-09  1.208E-09 -2.100E-12  1.003E-12  1.00E-07
  5.600E+01 5.67747E-18  1.302E-04 -2.088E-09  1.148E-09 -2.120E-12  9.883E-13  1.00E-07
  5.650E+01 5.57118E-18  1.037E-04 -2.095E-09  1.088E-09 -2.139E-12  9.731E-13  1.00E-07
  5.700E+01 5.46872E-18  7.652E-05 -2.100E-09  1.029E-09 -2.157E-12  9.579E-13  1.00E-07
  5.750E+01 5.36991E-18  4.856E-05 -2.104E-09  9.715E-10 -2.175E-12  9.425E-13  1.00E-07
  5.800E+01 5.27457E-18  1.987E-05 -2.107E-09  9.145E-10 -2.193E-12  9.270E-13  1.00E-07
  5.850E+01 5.18255E-18 -9.516E-06 -2.109E-09  8.583E-10 -2.210E-12  9.114E-13  1.00E-07
  5.900E+01 5.09368E-18 -3.959E-05 -2.109E-09  8.031E-10 -2.227E-12  8.956E-13  1.00E-07
  5.950E+01 5.00784E-18 -7.031E-05 -2.109E-09  7.487E-10 -2.243E-12  8.798E-13  1.00E-07
  6.000E+01 4.92487E-18 -1.017E-04 -2.108E-09  6.951E-10 -2.259E-12  8.639E-13  1.00E-07
  6.050E+01 4.84466E-18 -1.336E-04 -2.105E-09  6.425E-10 -2.274E-12  8.479E-13  1.00E-07
  6.100E+01 4.76709E-18 -1.662E-04 -2.102E-09  5.907E-10 -2.289E-12  8.318E-13  1.00E-07
  6.150E+01 4.69204E-18 -1.993E-04 -2.098E-09  5.397E-10 -2.304E-12  8.157E-13  1.00E-07
  6.200E+01 4.61941E-18 -2.330E-04 -2.093E-09  4.896E-10 -2.318E-12  7.995E-13  1.00E-07
  6.250E+01 4.54909E-18 -2.671E-04 -2.087E-09  4.404E-10 -2.332E-12  7.832E-13  1.00E-07
  6.300E+01 4.48099E-18 -3.018E-04 -2.080E-09  3.919E-10 -2.345E-12  7.669E-13  1.00E-07
  6.350E+01 4.41502E-18 -3.369E-04 -2.073E-09  3.444E-10 -2.358E-12  7.505E-13  1.00E-07
  6.400E+01 4.35109E-18 -3.725E-04 -2.065E-09  2.976E-10 -2.370E-12  7.342E-13  1.00E-07
  6.450E+01 4.28912E-18 -4.084E-04 -2.056E-09  2.517E-10 -2.382E-12  7.177E-13  1.00E-07
  6.500E+01 4.22905E-18 -4.447E-04 -2.046E-09  2.066E-10 -2.394E-12  7.013E-13  1.00E-07
  6.550E+01 4.17078E-18 -4.814E-04 -2.036E-09  1.623E-10 -2.405E-12  6.849E-13  1.00E-07
  6.600E+01 4.11426E-18 -5.185E-04 -2.025E-09  1.188E-10 -2.416E-12  6.684E-13  1.00E-07
  6.650E+01 4.05943E-18 -5.558E-04 -2.013E-09  7.605E-11 -2.426E-12  6.519E-13  1.00E-07
  6.700E+01 4.00621E-18 -5.934E-04 -2.001E-09  3.414E-11 -2.436E-12  6.355E-13  1.00E-07
  6.750E+01 3.95454E-18 -6.312E-04 -1.989E-09 -6.996E-12 -2.446E-12  6.190E-13  1.00E-07
  6.800E+01 3.90439E-18 -6.693E-04 -1.975E-09 -4.735E-11 -2.455E-12  6.026E-13  1.00E-07
  6.850E+01 3.85568E-18 -7.076E-04 -1.962E-09 -8.694E-11 -2.464E-12  5.862E-13  1.00E-07
  6.900E+01 3.80837E-18 -7.460E-04 -1.947E-09 -1.258E-10 -2.472E-12  5.698E-13  1.00E-07
  6.950E+01 3.76241E-18 -7.846E-04 -1.933E-09 -1.638E-10 -2.480E-12  5.534E-13  1.00E-07
  7.000E+01 3.71775E-18 -8.233E-04 -1.918E-09 -2.012E-10 -2.488E-12  5.371E-13  1.00E-07
  7.050E+01 3.67436E-18 -8.621E-04 -1.902E-09 -2.377E-10 -2.495E-12  5.208E-13  1.00E-07
  7.100E+01 3.63219E-18 -9.009E-04 -1.886E-09 -2.736E-10 -2.502E-12  5.045E-13  1.00E-07
  7.150E+01 3.59119E-18 -9.398E-04 -1.870E-09 -3.087E-10 -2.509E-12  4.883E-13  1.00E-07
  7.200E+01 3.55134E-18 -9.787E-04 -1.853E-09 -3.431E-10 -2.515E-12  4.722E-13  1.00E-07
  7.250E+01 3.51259E-18 -1.018E-03 -1.836E-09 -3.769E-10 -2.521E-12  4.561E-13  1.00E-07
  7.300E+01 3.47490E-18 -1.056E-03 -1.818E-09 -4.099E-10 -2.526E-12  4.401E-13  1.00E-07
  7.350E+01 3.43826E-18 -1.095E-03 -1.801E-09 -4.422E-10 -2.531E-12  4.241E-13  1.00E-07
  7.400E+01 3.40261E-18 -1.134E-03 -1.783E-09 -4.738E-10 -2.536E-12  4.082E-13  1.00E-07
  7.450E+01 3.36794E-18 -1.173E-03 -1.764E-09 -5.048E-10 -2.540E-12  3.924E-13  1.00E-07
  7.500E+01 3.33422E-18 -1.211E-03 -1.746E-09 -5.351E-10 -2.544E-12  3.767E-13  1.00E-07
  7.550E+01 3.30140E-18 -1.249E-03 -1.727E-09 -5.647E-10 -2.548E-12  3.610E-13  1.00E-07
  7.600E+01 3.26948E-18 -1.287E-03 -1.708E-09 -5.937E-10 -2.551E-12  3.454E-13  1.00E-07
  7.650E+01 3.23841E-18 -1.325E-03 -1.689E-09 -6.221E-10 -2.554E-12  3.300E-13  1.00E-07
  7.700E+01 3.20818E-18 -1.363E-03 -1.669E-09 -6.498E-10 -2.557E-12  3.146E-13  1.00E-07
  7.750E+01 3.17876E-18 -1.400E-03 -1.649E-09 -6.769E-10 -2.559E-12  2.993E-13  1.00E-07
  7.800E+01 3.15013E-18 -1.438E-03 -1.630E-09 -7.033E-10 -2.561E-12  2.841E-13  1.00E-07
  7.850E+01 3.12227E-18 -1.474E-03 -1.610E-09 -7.292E-10 -2.563E-12  2.690E-13  1.00E-07
  7.900E+01 3.09515E-18 -1.511E-03 -1.589E-09 -7.545E-10 -2.564E-12  2.540E-13  1.00E-07
  7.950E+01 3.06875E-18 -1.547E-03 -1.569E-09 -7.791E-10 -2.565E-12  2.391E-13  1.00E-07
  8.000E+01 3.04306E-18 -1.583E-03 -1.549E-09 -8.032E-10 -2.566E-12  2.244E-13  1.00E-07
  8.050E+01 3.01804E-18 -1.618E-03 -1.528E-09 -8.268E-10 -2.567E-12  2.097E-13  1.00E-07
  8.100E+01 2.99370E-18 -1.654E-03 -1.507E-09 -8.497E-10 -2.567E-12  1.952E-13  1.00E-07
  8.150E+01 2.97000E-18 -1.688E-03 -1.486E-09 -8.721E-10 -2.567E-12  1.808E-13  1.00E-07
  8.200E+01 2.94693E-18 -1.722E-03 -1.466E-09 -8.939E-10 -2.566E-12  1.665E-13  1.00E-07
  8.250E+01 2.92447E-18 -1.756E-03 -1.445E-09 -9.152E-10 -2.565E-12  1.523E-13  1.00E-07
  8.300E+01 2.90260E-18 -1.790E-03 -1.424E-09 -9.360E-10 -2.564E-12  1.383E-13  1.00E-07
  8.350E+01 2.88132E-18 -1.822E-03 -1.402E-09 -9.563E-10 -2.563E-12  1.244E-13  1.00E-07
  8.400E+01 2.86059E-18 -1.855E-03 -1.381E-09 -9.760E-10 -2.561E-12  1.106E-13  1.00E-07
  8.450E+01 2.84042E-18 -1.887E-03 -1.360E-09 -9.952E-10 -2.560E-12  9.701E-14  1.00E-07
  8.500E+01 2.82078E-18 -1.918E-03 -1.339E-09 -1.014E-09 -2.557E-12  8.351E-14  1.00E-07
  8.550E+01 2.80167E-18 -1.949E-03 -1.318E-09 -1.032E-09 -2.555E-12  7.015E-14  1.00E-07
  8.600E+01 2.78306E-18 -1.979E-03 -1.296E-09 -1.050E-09 -2.552E-12  5.693E-14  1.00E-07
  8.650E+01 2.76494E-18 -2.008E-03 -1.275E-09 -1.067E-09 -2.549E-12  4.385E-14  1.00E-07
  8.700E+01 2.74730E-18 -2.038E-03 -1.254E-09 -1.084E-09 -2.546E-12  3.091E-14  1.00E-07
  8.750E+01 2.73014E-18 -2.066E-03 -1.233E-09 -1.100E-09 -2.543E-12  1.812E-14  1.00E-07
  8.800E+01 2.71342E-18 -2.094E-03 -1.211E-09 -1.116E-09 -2.539E-12  5.481E-15  1.00E-07
  8.850E+01 2.69716E-18 -2.121E-03 -1.190E-09 -1.132E-09 -2.535E-12 -7.013E-15  1.00E-07
  8.900E+01 2.68132E-18 -2.148E-03 -1.169E-09 -1.147E-09 -2.531E-12 -1.936E-14  1.00E-07
  8.950E+01 2.66591E-18 -2.174E-03 -1.148E-09 -1.161E-09 -2.527E-12 -3.155E-14  1.00E-07
  9.000E+01 2.65091E-18 -2.199E-03 -1.127E-09 -1.175E-09 -2.522E-12 -4.359E-14  1.00E-07
  9.050E+01 2.63631E-18 -2.224E-03 -1.106E-09 -1.189E-09 -2.517E-12 -5.547E-14  1.00E-07
  9.100E+01 2.62210E-18 -2.248E-03 -1.085E-09 -1.202E-09 -2.512E-12 -6.720E-14  1.00E-07
  9.150E+01 2.60827E-18 -2.272E-03 -1.064E-09 -1.215E-09 -2.507E-12 -7.878E-14  1.00E-07
  9.200E+01 2.59482E-18 -2.294E-03 -1.043E-09 -1.228E-09 -2.501E-12 -9.019E-14  1.00E-07
  9.250E+01 2.58172E-18 -2.316E-03 -1.022E-09 -1.240E-09 -2.495E-12 -1.015E-13  1.00E-07
  9.300E+01 2.56898E-18 -2.338E-03 -1.001E-09 -1.252E-09 -2.489E-12 -1.126E-13  1.00E-07
  9.350E+01 2.55658E-18 -2.359E-03 -9.805E-10 -1.263E-09 -2.483E-12 -1.235E-13  1.00E-07
  9.400E+01 2.54451E-18 -2.379E-03 -9.599E-10 -1.274E-09 -2.477E-12 -1.343E-13  1.00E-07
  9.450E+01 2.53278E-18 -2.398E-03 -9.394E-10 -1.285E-09 -2.470E-12 -1.449E-13  1.00E-07
  9.500E+01 2.52136E-18 -2.417E-03 -9.189E-10 -1.295E-09 -2.463E-12 -1.553E-13  1.00E-07
  9.550E+01 2.51025E-18 -2.435E-03 -8.986E-10 -1.305E-09 -2.456E-12 -1.656E-13  1.00E-07
  9.600E+01 2.49945E-18 -2.452E-03 -8.783E-10 -1.315E-09 -2.449E-12 -1.758E-13  1.00E-07
  9.650E+01 2.48893E-18 -2.469E-03 -8.581E-10 -1.324E-09 -2.442E-12 -1.857E-13  1.00E-07
  9.700E+01 2.47871E-18 -2.485E-03 -8.381E-10 -1.333E-09 -2.434E-12 -1.955E-13  1.00E-07
  9.750E+01 2.46877E-18 -2.501E-03 -8.181E-10 -1.341E-09 -2.426E-12 -2.051E-13  1.00E-07
  9.800E+01 2.45910E-18 -2.515E-03 -7.983E-10 -1.350E-09 -2.418E-12 -2.146E-13  1.00E-07
  9.850E+01 2.44970E-18 -2.529E-03 -7.786E-10 -1.358E-09 -2.410E-12 -2.239E-13  1.00E-07
  9.900E+01 2.44056E-18 -2.542E-03 -7.589E-10 -1.365E-09 -2.402E-12 -2.330E-13  1.00E-07
  9.950E+01 2.43167E-18 -2.555E-03 -7.394E-10 -1.373E-09 -2.393E-12 -2.420E-13  1.00E-07
  1.000E+02 2.42303E-18 -2.567E-03 -7.201E-10 -1.380E-09 -2.384E-12 -2.508E-13  1.00E-07
  1.005E+02 2.41463E-18 -2.578E-03 -7.008E-10 -1.387E-09 -2.375E-12 -2.594E-13  1.00E-07
  1.010E+02 2.40646E-18 -2.589E-03 -6.817E-10 -1.393E-09 -2.366E-12 -2.679E-13  1.00E-07
  1.015E+02 2.39853E-18 -2.599E-03 -6.627E-10 -1.400E-09 -2.357E-12 -2.762E-13  1.00E-07
  1.020E+02 2.39081E-18 -2.608E-03 -6.438E-10 -1.406E-09 -2.348E-12 -2.843E-13  1.00E-07
  1.025E+02 2.38332E-18 -2.617E-03 -6.250E-10 -1.412E-09 -2.338E-12 -2.923E-13  1.00E-07
  1.030E+02 2.37604E-18 -2.625E-03 -6.064E-10 -1.417E-09 -2.329E-12 -3.001E-13  1.00E-07
