

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.04000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -1.14526540E-01      0.00000000E+00
       1      1.53314188E+00      1.53417546E+00
       2      7.10923063E-01      7.11114366E-01
       3      3.34018277E-01      3.34083860E-01
       4      1.59775223E-01      1.59802771E-01
       5      7.79886359E-02      7.80012147E-02
       6      3.87124621E-02      3.87184654E-02
       7      1.94682511E-02      1.94711933E-02
       8      9.89087146E-03      9.89233872E-03
       9      5.06664361E-03      5.06738448E-03
      10      2.61322527E-03      2.61360293E-03
      11      1.35564513E-03      1.35583912E-03
      12      7.06740944E-04      7.06841231E-04
      13      3.70006702E-04      3.70058829E-04
      14      1.94412731E-04      1.94439953E-04
      15      1.02463308E-04      1.02477580E-04
      16      5.41416089E-05      5.41491171E-05
      17      2.86700747E-05      2.86740359E-05
      18      1.52089912E-05      1.52110862E-05
      19      8.07990749E-06      8.08101768E-06
      20      4.29760785E-06      4.29819715E-06
      21      2.28801670E-06      2.28832993E-06
      22      1.21903680E-06      1.21920348E-06
      23      6.49870212E-07      6.49958979E-07
      24      3.46599054E-07      3.46646361E-07
      25      1.84913268E-07      1.84938494E-07
      26      9.86749230E-08      9.86883790E-08
      27      5.26633371E-08      5.26705205E-08
      28      2.81088780E-08      2.81127100E-08
      29      1.50034248E-08      1.50054696E-08
      30      8.00812791E-09      8.00921892E-09
      31      4.27411288E-09      4.27469535E-09
      32      2.28095020E-09      2.28126062E-09
      33      1.21713426E-09      1.21730308E-09
      34      6.49416262E-10      6.49505547E-10
      35      3.46433693E-10      3.46482214E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.81305E-16  0.000E+00  1.549E-08  1.189E-08  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 3.81305E-16  2.434E-10  1.549E-08  1.189E-08  5.295E-19  3.402E-18  1.00E-07
  1.250E-04 3.81305E-16  3.042E-10  1.549E-08  1.189E-08  6.619E-19  4.252E-18  1.00E-07
  1.500E-04 3.81305E-16  3.650E-10  1.549E-08  1.189E-08  7.943E-19  5.103E-18  1.00E-07
  1.750E-04 3.81305E-16  4.259E-10  1.549E-08  1.189E-08  9.267E-19  5.953E-18  1.00E-07
  2.000E-04 3.81305E-16  4.867E-10  1.549E-08  1.189E-08  1.059E-18  6.804E-18  1.00E-07
  2.250E-04 3.81305E-16  5.475E-10  1.549E-08  1.189E-08  1.191E-18  7.654E-18  1.00E-07
  2.500E-04 3.81305E-16  6.084E-10  1.549E-08  1.189E-08  1.324E-18  8.505E-18  1.00E-07
  2.750E-04 3.81305E-16  6.692E-10  1.549E-08  1.189E-08  1.456E-18  9.355E-18  1.00E-07
  3.000E-04 3.81305E-16  7.301E-10  1.549E-08  1.189E-08  1.589E-18  1.021E-17  1.00E-07
  3.250E-04 3.81305E-16  7.909E-10  1.549E-08  1.189E-08  1.721E-18  1.106E-17  1.00E-07
  3.500E-04 3.81305E-16  8.517E-10  1.549E-08  1.189E-08  1.853E-18  1.191E-17  1.00E-07
  3.750E-04 3.81305E-16  9.126E-10  1.549E-08  1.189E-08  1.986E-18  1.276E-17  1.00E-07
  4.000E-04 3.81305E-16  9.734E-10  1.549E-08  1.189E-08  2.118E-18  1.361E-17  1.00E-07
  4.250E-04 3.81305E-16  1.034E-09  1.549E-08  1.189E-08  2.250E-18  1.446E-17  1.00E-07
  4.500E-04 3.81305E-16  1.095E-09  1.549E-08  1.189E-08  2.383E-18  1.531E-17  1.00E-07
  4.750E-04 3.81305E-16  1.156E-09  1.549E-08  1.189E-08  2.515E-18  1.616E-17  1.00E-07
